Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,H_Wma9XH_Wma15,H_Wma9>H_Wma15,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,Arasinda(H_Wma9/H_Wma15)
07-05-2024 13:00,10173.64,10173.64,10158.55,10169.19,15657920.0,XU100,9196.13,10242.12,9985.35,9299.13,+_25-04-2024 09:00:01,10.58,-,9.36,-,10228.77,10215.34,131.86,-16.86,148.71,60.85,69.52,-,-,-0.05,-98.77,581661164.67,-,59.58,0.58,46.15,0.45,9915.62,10286.57,9915.62,10276.88,12142398340.0,658.52,49.73,608.79,75.33,70.45,9719.27,9516.5,202.78,8744.72,3.64,-3.59,12814028166.0,+,+,+,+,,+_29-01-2024 09:00:01,449.92,4.63,+,-,True,2.13,-,H_Wma9:H_Wma15:H_Tk,4.52,-,,,,,,,,-_07-05-2024 09:00:01,-,,,
07-05-2024 13:00,11067.04,11067.04,11048.06,11062.7,10869256.0,XU030,9895.29,11123.73,10819.32,10062.24,+_02-04-2024 09:00:01,11.8,-,9.94,-,11106.38,11091.18,152.61,-16.96,169.57,63.1,69.4,-,-,-0.04,-98.5,332136165.0,-,43.68,0.39,28.48,0.26,10731.82,11155.46,10731.82,11147.59,6565350476.0,735.05,77.11,657.94,75.47,69.13,10515.53,10245.97,269.56,9497.99,3.87,4.11,6976905346.0,+,+,+,+,,+_18-12-2023 09:00:01,547.17,5.2,+,-,True,2.63,-,H_Wma9:H_Wma15:H_Tk,5.06,-,,,,,,,,-_07-05-2024 09:00:01,-,,,
07-05-2024 13:00,33.26,33.3,33.18,33.24,15252.0,A1CAP,30.97,33.37,32.7,29.57,+_05-04-2024 17:00:01,7.33,-,12.41,-,32.67,32.38,0.59,0.1,0.48,70.61,63.21,+,+,0.0,-99.61,1376162.67,-,0.57,1.75,0.86,2.65,31.6,32.5,30.52,32.32,7626034.0,-0.88,0.33,-1.22,51.17,47.79,30.81,31.23,0.42,31.08,2.34,-8.65,8338257.67,+,+,+,-,,-_08-04-2024 09:00:01,2.43,7.88,+,-,False,-1.35,-,H_Wma15:H_Tk:H_Wma9,7.69,-,,,,,,,,+_07-05-2024 09:00:01,+,,,
07-05-2024 13:00,159.2,159.2,159.0,159.0,66.0,ACSEL,153.97,163.25,171.1,154.9,-_06-05-2024 09:00:01,3.27,-,2.65,-,160.67,162.99,-0.94,-1.5,0.55,41.3,50.9,-,-,-0.13,-99.92,37995.67,-,1.67,1.04,3.99,2.45,170.2,183.5,160.9,163.0,2112882.0,14.07,-0.78,14.85,60.52,64.55,161.99,161.19,0.79,142.68,-3.61,106.11,1484980.33,+,-,+,+,,+_19-02-2024 09:00:01,-2.99,-1.84,-,+,False,0.49,+,H_Wma9:H_Wma15:H_Tk,-1.72,+,,,,,,,,-_02-05-2024 09:00:01,-,,,
07-05-2024 13:00,746.5,747.5,745.0,747.0,666.0,ADEL,630.69,756.0,760.5,688.0,-_07-05-2024 13:00:01,18.44,-,8.58,-,746.49,745.85,7.48,-2.09,9.57,53.29,53.66,-,-,0.07,-99.79,159425.0,-,0.51,0.07,1.15,0.15,750.5,821.0,725.0,743.0,3922840.0,89.79,12.34,77.45,69.46,64.61,706.0,668.42,37.58,565.12,0.75,103.69,2922299.33,+,+,+,+,,+_12-02-2024 09:00:01,41.0,5.81,+,-,False,5.62,-,H_Wma9:H_Wma15:H_Tk,5.52,-,,,,,,,,+_06-05-2024 13:00:01,+,+,,
07-05-2024 13:00,2.32,2.32,2.31,2.32,196917.0,ADESE,2.42,2.35,2.34,2.31,+_07-05-2024 09:00:01,-4.26,-,0.65,+,2.34,2.34,0.0,-0.0,0.01,47.01,50.12,-,-,0.0,-99.35,15015407.67,-,0.02,1.0,0.02,0.77,2.39,2.44,2.25,2.35,313728777.0,0.1,-0.06,0.16,50.84,61.44,2.38,2.49,0.11,2.42,-0.84,22.72,258571170.0,+,-,+,-,,-_15-04-2024 09:00:01,-0.06,-2.37,-,-,False,-4.42,-,H_Wma15:H_Tk:H_Wma9,-2.37,-,,AsagiDondu,,,,,,-_06-05-2024 17:00:01,-,,,-
07-05-2024 13:00,28.24,28.24,28.24,28.24,786.0,ADGYO,31.5,28.85,29.43,29.12,-_26-04-2024 13:00:01,-10.34,-,-3.02,-,28.47,28.74,-0.39,-0.13,-0.25,33.59,41.5,-,-,0.0,-99.91,386798.33,-,0.23,0.82,0.5,1.75,29.68,30.84,28.46,29.0,11927665.0,-0.75,,,41.07,51.17,30.08,31.72,1.63,33.84,-2.36,84.8,9059934.0,+,-,-,-,,-_08-04-2024 09:00:01,-1.84,-6.13,-,-,False,-5.15,-,H_Tk:H_Wma15:H_Wma9,-6.13,-,,,,,,,,-_02-05-2024 09:00:01,-,,,-
07-05-2024 13:00,193.1,193.1,192.7,193.1,6608.0,AEFES,157.23,190.4,184.1,161.65,+_21-03-2024 13:00:01,22.81,-,19.46,-,192.64,191.02,5.12,-0.04,5.15,73.32,73.55,-,-,0.0,-99.23,406687.0,-,0.46,0.24,2.08,1.09,182.5,194.5,178.0,193.5,10296565.0,17.75,2.23,15.53,78.11,69.81,171.33,164.48,6.86,155.3,7.38,6.83,12740568.0,-,+,+,+,,+_13-11-2023 09:00:01,21.77,12.7,+,-,False,4.17,-,H_Wma9:H_Wma15:H_Tk,12.47,-,,,,,,,,+_02-05-2024 09:00:01,+,,,
07-05-2024 13:00,15.1,15.1,15.08,15.09,32745.0,AFYON,13.44,15.17,15.06,13.62,+_15-04-2024 13:00:01,12.24,-,10.79,-,15.11,15.05,0.17,-0.01,0.19,55.97,57.56,-,-,-0.07,-99.49,4018463.0,-,0.02,0.15,0.04,0.27,15.18,15.31,14.65,14.87,42815619.0,0.7,0.16,0.55,61.21,55.8,13.99,13.64,0.35,12.79,-1.72,-25.91,71941248.33,-,+,+,+,,+_19-02-2024 09:00:01,1.1,7.9,+,-,True,2.54,-,H_Wma9:H_Wma15:H_Tk,7.83,-,,,,,,,,-_07-05-2024 09:00:01,+,,,
07-05-2024 13:00,86.85,86.85,86.7,86.75,5885.0,AGESA,72.02,87.15,84.35,74.82,+_08-04-2024 09:00:01,20.46,-,15.94,-,87.41,86.88,2.13,-0.03,2.15,59.78,67.14,-,-,-0.29,-96.99,117022.67,-,0.66,0.75,0.13,0.15,81.35,86.9,80.2,86.7,2217207.0,7.67,1.31,6.36,78.26,68.01,79.0,75.21,3.78,68.9,6.58,-16.22,2568184.0,+,+,+,+,,+_12-02-2024 09:00:01,7.75,9.81,+,-,True,5.03,-,H_Wma9:H_Wma15:H_Tk,9.75,-,,,,,,,-,-_07-05-2024 09:00:01,-,,,
