Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
19-01-2024 13:00,7953.93,8021.03,7937.06,8013.73,603910457.0,XU100,7761.91,8026.98,7906.7,7606.68,+_03-01-2024 17:00:00,3.24,-,5.35,-,8023.63,8028.95,70.95,-18.87,89.82,56.41,62.11,-,-,0.76,-37.09,681621498.33,-,9.9,0.12,15.22,0.19,7628.73,8081.69,7628.73,7986.47,14261144762.0,344.03,-136.98,481.0,61.32,62.27,7778.25,7796.41,18.16,7882.79,4.69,54.34,11028344163.0,+,-,+,-,235.48,3.03,+,-,False,-0.23,+,H_Tk:H_Wma15:H_Wma9,2.04,-,,,,,,,,-_18-01-2024 17:00:00,-,,,,
19-01-2024 13:00,28.28,28.56,28.14,28.42,362621.0,A1CAP,31.23,29.02,28.2,27.01,+_02-01-2024 09:00:00,-8.99,-,5.22,-,28.69,28.74,0.29,-0.1,0.39,51.5,59.3,-,-,0.35,-5.24,316834.0,-,0.27,0.94,0.32,1.12,27.22,29.0,26.5,28.5,6354500.0,-2.92,,,38.68,42.79,28.78,30.79,2.01,35.34,5.17,46.44,5413365.0,+,-,-,-,-0.36,-1.24,-,+,True,-6.53,-,H_Tk:H_Wma15:H_Wma9,-0.75,+,,,,,,,,-_18-01-2024 13:00:00,-,,,,-
19-01-2024 13:00,116.7,117.5,116.2,117.4,29004.0,ACSEL,119.49,117.4,120.8,112.38,-_12-01-2024 09:00:00,-1.75,+,4.47,-,116.96,117.02,-0.45,-0.1,-0.35,48.99,47.37,-,-,0.77,-60.53,41382.0,-,0.44,0.38,0.38,0.32,129.4,135.0,113.0,117.2,1863164.0,12.9,-5.59,18.49,53.83,72.7,122.46,125.34,2.88,125.78,-9.43,-35.36,2581303.0,-,-,+,-,-5.06,-4.13,-,-,True,-2.3,-,H_Tk:H_Wma15:H_Wma9,-4.05,-,,,,,,+,+,+_19-01-2024 13:00:00,+,,,,-
19-01-2024 13:00,354.0,364.25,352.75,359.0,109963.0,ADEL,408.06,357.0,372.0,364.62,-_17-01-2024 13:00:00,-12.02,-,-1.54,+,353.87,357.34,-2.34,-2.17,-0.17,48.52,47.2,-,-,1.41,-3.39,82478.67,+,5.13,1.45,1.66,0.47,360.5,404.0,340.0,380.25,2830165.0,15.08,-32.98,48.05,47.77,52.51,387.27,411.66,24.4,529.62,5.62,24.45,2057586.33,+,-,-,-,-28.27,-7.3,-,-,True,-5.93,-,H_Tk:H_Wma15:H_Wma9,-5.94,-,,,,,,,+,+_19-01-2024 09:00:00,+,,,,-
19-01-2024 13:00,2.28,2.32,2.26,2.31,15030415.0,ADESE,2.02,2.34,2.2,1.84,+_28-12-2023 17:00:00,14.47,-,25.2,-,2.33,2.33,0.09,-0.01,0.09,62.16,73.02,-,-,1.32,-49.04,16481317.67,-,0.02,0.75,0.02,0.74,2.04,2.1,1.97,2.06,276185992.0,0.07,-0.04,0.11,55.99,54.02,1.95,1.97,0.03,2.18,3.52,59.36,191661696.67,+,-,+,-,0.36,18.56,+,-,False,-1.28,-,H_Tk:H_Wma15:H_Wma9,15.99,-,,,,,,,,-_18-01-2024 13:00:00,-,,,,
19-01-2024 13:00,31.66,32.0,31.3,31.98,1165770.0,ADGYO,31.14,30.48,29.34,28.64,+_18-01-2024 09:00:00,2.69,-,11.66,-,30.98,30.49,0.53,0.24,0.29,71.09,56.0,+,+,0.88,-11.66,1023936.67,+,1.0,3.22,1.49,4.9,29.24,32.0,28.86,29.12,11805629.0,,,,40.8,,30.61,32.32,1.71,,-0.41,-3.46,11533016.67,-,-,-,-,1.37,4.48,+,-,False,-5.3,-,H_Wma15:H_Wma9:H_Tk,2.25,-,Arasinda,YukariDondu,,,,,,+_18-01-2024 09:00:00,+,,,,
19-01-2024 13:00,133.7,135.1,133.0,134.8,343497.0,AEFES,120.12,132.85,129.05,126.6,+_15-01-2024 17:00:00,12.22,-,6.48,-,133.39,133.21,1.0,0.18,0.81,59.24,55.56,+,+,0.82,-15.85,419126.0,-,1.41,1.06,1.59,1.19,132.0,135.9,122.2,133.1,15951342.0,13.22,1.25,11.97,66.97,63.78,127.91,122.46,5.44,116.7,1.29,62.85,13940265.0,-,+,+,+,6.89,5.39,+,-,False,4.45,-,H_Wma9:H_Wma15:H_Tk,3.98,-,,,,,,,,+_18-01-2024 13:00:00,+,,,,
19-01-2024 13:00,11.45,11.69,11.42,11.69,1924223.0,AFYON,12.16,11.58,11.55,11.16,+_12-01-2024 13:00:00,-3.83,-,4.7,-,11.58,11.59,0.04,-0.01,0.06,55.53,53.79,-,+,2.1,2.94,1621328.33,-,0.11,0.94,0.1,0.84,11.47,11.96,11.15,11.63,22364090.0,0.4,-0.6,1.0,48.19,53.52,11.77,12.29,0.53,14.17,1.57,54.29,18720711.67,+,-,-,-,-0.08,-0.64,-,+,True,-4.27,-,H_Tk:H_Wma15:H_Wma9,-0.64,+,,,,,,+,+,+_19-01-2024 13:00:00,+,,,,-
19-01-2024 13:00,55.0,55.6,54.85,55.1,105443.0,AGESA,56.27,54.48,55.12,56.38,-_18-01-2024 13:00:00,-2.08,-,-2.26,-,55.2,55.38,0.05,-0.03,0.08,49.23,52.81,-,-,0.09,-13.34,97418.0,+,0.1,0.19,0.28,0.51,53.55,55.45,52.65,55.0,3111613.0,3.42,-2.16,5.58,51.45,57.23,55.69,56.74,1.05,64.25,2.71,66.71,2363133.33,+,-,+,-,-0.59,-1.06,-,+,True,-1.84,-,H_Tk:H_Wma15:H_Wma9,-0.16,+,,,,,,,,-_18-01-2024 17:00:00,-,,,,-
19-01-2024 13:00,221.2,224.9,220.6,223.9,110038.0,AGHOL,204.8,223.4,218.8,200.0,+_29-12-2023 13:00:00,9.32,-,11.95,-,222.98,222.38,3.34,-0.21,3.55,59.75,62.48,-,-,1.22,-49.89,156417.33,-,0.92,0.41,1.52,0.68,214.4,221.9,209.0,217.2,3244283.0,18.09,-5.65,23.74,61.49,60.12,206.02,207.0,0.99,221.2,1.59,9.02,2891389.0,+,-,+,-,17.88,8.68,+,-,False,-0.48,+,H_Tk:H_Wma15:H_Wma9,7.08,-,,,,,,+,+,+_19-01-2024 13:00:00,+,,,,
