Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
26-01-2024 17:00,8335.69,8339.78,8320.92,8320.92,80559343.0,XU100,7816.75,8140.71,8128.73,7648.73,+_03-01-2024 17:00:00,6.45,-,8.79,-,8230.15,8169.38,88.85,21.83,67.02,67.26,59.19,+,+,-0.18,-93.91,955489456.67,-,90.77,1.1,151.54,1.85,7986.47,8116.9,7937.06,7996.7,11490973563.0,301.58,-100.7,402.28,60.76,60.31,7813.36,7815.47,2.11,7882.79,0.13,-19.42,11664141932.33,+,-,+,-,507.56,6.5,+,-,True,-0.03,+,H_Tk:H_Wma15:H_Wma9,6.5,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
26-01-2024 17:00,30.68,30.72,30.62,30.66,38779.0,A1CAP,30.96,29.8,29.65,26.94,+_25-01-2024 09:00:00,-0.98,+,13.81,-,30.33,29.9,0.6,0.16,0.44,72.1,62.29,+,+,-0.07,-94.5,530342.33,-,0.33,1.1,0.76,2.54,28.5,29.9,28.14,28.34,6692483.0,-2.93,,,38.39,41.94,28.43,30.18,1.75,34.9,-0.56,5.32,5795426.0,+,-,-,-,2.23,7.83,+,-,True,-5.78,-,H_Tk:H_Wma15:H_Wma9,7.69,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
26-01-2024 17:00,123.6,123.8,123.3,123.7,3734.0,ACSEL,119.55,121.15,121.15,112.38,+_25-01-2024 13:00:00,3.47,-,10.08,-,122.51,121.04,1.5,0.76,0.75,63.0,55.16,+,+,0.16,-96.44,106537.67,-,1.19,0.97,2.66,2.2,117.3,122.4,115.6,117.2,970191.0,11.59,-5.72,17.31,53.46,70.14,120.51,124.34,3.83,126.38,0.0,-47.93,1905196.0,-,-,+,-,3.19,2.65,+,-,False,-3.08,-,H_Tk:H_Wma15:H_Wma9,2.32,-,Arasinda,YukariDondu,,,,,,+_25-01-2024 09:00:00,+,,,,
26-01-2024 17:00,393.25,394.0,392.25,392.5,8378.0,ADEL,403.15,387.25,380.5,356.62,+_24-01-2024 13:00:00,-2.64,-,10.06,-,385.98,380.4,7.47,3.07,4.4,66.25,59.57,+,+,-0.13,-95.77,265123.0,-,6.52,1.69,12.1,3.18,380.25,386.0,345.0,357.5,1155028.0,4.63,-28.45,33.07,45.34,50.93,376.49,400.98,24.49,529.62,-5.98,-59.19,2086427.0,-,-,-,-,16.01,4.25,+,-,True,-6.11,-,H_Tk:H_Wma15:H_Wma9,4.19,-,Arasinda,,,,,,,+_24-01-2024 13:00:00,+,,,,
26-01-2024 17:00,2.32,2.32,2.31,2.32,341397.0,ADESE,2.07,2.38,2.39,2.02,-_26-01-2024 13:00:00,11.81,-,14.57,-,2.35,2.38,0.03,-0.02,0.06,48.2,59.9,-,-,0.0,-99.05,21215443.67,-,0.03,1.44,0.06,2.48,2.07,2.43,2.06,2.31,386866281.0,0.08,-0.01,0.09,63.21,53.25,2.02,2.01,0.01,2.18,12.14,40.07,278787046.67,+,-,+,-,0.3,15.03,+,-,False,0.35,+,H_Tk:H_Wma9:H_Wma15,14.53,-,,,,,,,,-_23-01-2024 17:00:00,-,,,,
26-01-2024 17:00,32.04,32.14,32.0,32.02,51162.0,ADGYO,31.15,32.43,31.98,29.1,+_18-01-2024 09:00:00,2.78,-,10.03,-,31.9,31.52,0.53,0.08,0.45,60.12,56.0,+,+,-0.06,-95.85,1251438.33,-,0.12,0.36,0.5,1.59,26.68,32.28,26.68,31.7,14906272.0,,,,49.67,,30.44,32.12,1.67,,8.86,26.26,12980338.33,+,-,-,-,1.58,5.18,+,-,True,-5.21,-,H_Wma15:H_Wma9:H_Tk,5.11,-,Arasinda,,,,,,,+_24-01-2024 13:00:00,+,,,,
26-01-2024 17:00,139.0,139.2,138.3,138.7,52281.0,AEFES,122.26,135.35,134.8,129.65,+_26-01-2024 13:00:00,13.45,-,6.98,-,136.09,135.09,1.26,0.46,0.81,64.52,55.33,+,+,-0.29,-95.54,597098.0,-,2.61,1.92,3.61,2.67,134.1,135.9,130.4,134.7,7666492.0,12.9,1.25,11.65,67.65,63.89,130.23,124.66,5.57,116.7,1.2,-51.94,11137594.67,-,+,+,+,8.47,6.51,+,-,True,4.47,-,H_Wma9:H_Wma15:H_Tk,6.2,-,,,,,,,,+_25-01-2024 09:00:00,+,,,,
26-01-2024 17:00,12.47,12.47,12.41,12.42,218017.0,AFYON,12.15,12.14,11.96,11.1,+_12-01-2024 13:00:00,2.23,-,11.84,-,12.29,12.18,0.21,0.05,0.16,68.69,63.09,+,+,-0.32,-91.41,2153977.67,-,0.13,1.07,0.24,1.98,11.63,11.93,11.41,11.61,29130677.0,0.3,-0.53,0.83,47.48,51.59,11.65,12.11,0.46,14.17,-0.17,30.26,21996634.0,+,-,-,-,0.77,6.6,+,-,True,-3.83,-,H_Tk:H_Wma15:H_Wma9,6.51,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
26-01-2024 17:00,57.05,57.15,56.85,56.85,5555.0,AGESA,56.24,55.8,55.28,56.82,+_22-01-2024 09:00:00,1.08,+,0.04,+,56.48,56.23,0.38,0.13,0.25,59.69,55.12,+,+,-0.44,-97.94,162879.0,-,0.37,0.66,0.62,1.11,55.2,57.45,52.85,55.0,2792508.0,2.73,-1.84,4.58,51.3,55.71,55.42,56.25,0.83,64.25,0.0,-10.26,2590216.67,+,-,+,-,1.43,2.58,+,-,True,-1.47,-,H_Tk:H_Wma15:H_Wma9,2.58,-,,YukariDondu,,,,,,+_25-01-2024 09:00:00,+,,,,
26-01-2024 17:00,228.2,228.2,226.8,227.0,48392.0,AGHOL,207.24,223.3,222.85,204.25,+_26-01-2024 13:00:00,9.53,-,11.14,-,223.65,222.12,1.87,0.52,1.34,62.94,53.87,+,+,-0.48,-92.98,441274.33,-,3.35,1.5,4.88,2.2,217.3,228.6,217.2,222.9,2925679.0,16.88,-3.51,20.38,63.04,59.54,209.75,208.79,0.96,221.2,2.62,-9.82,3048639.67,+,-,+,-,17.25,8.22,+,-,True,0.46,+,H_Tk:H_Wma9:H_Wma15,8.13,-,,,,,,,,+_25-01-2024 17:00:00,+,,,,
26-01-2024 17:00,21.84,22.0,21.82,21.96,334672.0,AGROT,12.24,20.32,18.53,13.88,+_05-01-2024 13:00:00,79.41,-,58.21,-,20.9,20.32,1.42,0.17,1.25,80.25,73.32,+,+,0.55,-94.02,4765472.0,-,1.06,5.08,1.64,8.05,15.48,18.33,15.06,18.15,93198195.0,,,,,,13.94,,,,17.86,39.61,67019690.33,+,-,-,-,8.02,57.56,+,-,False,,-,H_Wma9:H_Wma15:H_Tk,56.56,-,,,,,,,,+_24-01-2024 17:00:00,+,,,,
26-01-2024 17:00,9.55,9.58,9.53,9.55,54775.0,AGYO,8.73,9.8,9.8,8.99,-_26-01-2024 17:00:00,9.45,-,6.23,-,9.7,9.77,0.04,-0.07,0.11,44.83,55.63,-,-,-0.1,-95.94,902374.0,-,0.15,1.51,0.22,2.23,9.4,10.25,9.13,9.8,22120576.0,1.09,-0.05,1.14,65.48,64.21,9.14,8.88,0.26,8.44,4.26,46.6,16286309.33,+,-,+,+,0.41,4.45,+,-,True,2.96,-,H_Wma9:H_Wma15:H_Tk,4.23,-,,,,,,,,-_25-01-2024 09:00:00,-,,,,
26-01-2024 17:00,12.51,12.52,12.48,12.49,147989.0,AHGAZ,11.66,12.33,11.74,10.02,+_12-01-2024 13:00:00,7.07,-,24.65,-,12.35,12.27,0.41,-0.01,0.42,82.03,80.58,-,+,-0.08,-96.45,3180607.0,-,0.14,1.16,0.22,1.76,10.37,12.1,10.36,12.1,66466621.0,-0.06,-0.44,0.38,52.08,49.81,11.13,11.63,0.5,12.05,16.8,61.75,45464472.33,+,-,+,-,1.36,12.23,+,-,True,-4.29,-,H_Tk:H_Wma15:H_Wma9,12.14,-,,,,,,,,+_25-01-2024 13:00:00,+,,,,
26-01-2024 17:00,40.44,40.46,40.3,40.32,1483873.0,AKBNK,36.4,39.71,40.55,39.56,-_19-01-2024 09:00:00,10.77,-,1.92,+,40.31,40.05,-0.14,0.04,-0.17,49.71,44.87,+,-,-0.3,-96.57,26606399.0,-,0.01,0.04,0.27,0.68,43.18,43.6,40.26,40.92,485324129.0,4.1,0.68,3.42,67.5,65.1,38.88,36.7,2.18,35.89,-5.41,-37.99,524021878.67,-,+,+,+,1.44,3.7,+,-,True,5.95,-,H_Wma9:H_Wma15:H_Tk,3.65,-,,,,,,,,+_26-01-2024 13:00:00,+,,,,
26-01-2024 17:00,165.5,165.6,164.6,164.9,25402.0,AKCNS,150.06,162.9,159.05,140.75,+_28-12-2023 17:00:00,9.89,-,17.16,-,163.92,162.85,2.71,0.02,2.69,63.71,60.33,+,+,-0.36,-83.23,165248.67,-,0.98,0.6,2.05,1.26,154.5,164.3,150.3,162.0,4943677.0,10.42,-4.43,14.86,62.39,60.92,146.18,149.13,2.96,160.75,4.79,-19.95,5044972.33,-,-,+,-,18.72,12.81,+,-,True,-1.98,-,H_Tk:H_Wma15:H_Wma9,12.6,-,,,,,,,,+_25-01-2024 09:00:00,+,,,,
26-01-2024 17:00,4.95,4.95,4.92,4.93,347626.0,AKENR,4.73,4.86,4.76,4.27,+_24-01-2024 09:00:00,4.29,-,15.46,-,4.85,4.79,0.13,0.03,0.1,68.43,67.61,+,+,-0.4,-91.55,6426692.0,-,0.08,1.59,0.14,3.02,4.34,4.9,4.34,4.37,18876745.0,-0.18,-0.15,-0.04,39.73,45.03,4.44,4.65,0.2,5.58,0.92,62.45,15034256.0,+,-,-,-,0.49,10.95,+,-,True,-4.36,-,H_Tk:H_Wma15:H_Wma9,10.73,-,,,,,,,,+_26-01-2024 09:00:00,+,,,,
26-01-2024 17:00,2.09,2.09,2.07,2.08,4533525.0,AKFGY,2.05,2.01,1.98,1.82,+_23-01-2024 09:00:00,1.35,+,13.97,-,2.04,2.01,0.04,0.02,0.03,74.35,62.79,+,+,0.0,-91.98,40194844.67,-,0.04,1.91,0.07,3.48,1.89,1.95,1.86,1.87,573549707.0,-0.11,-0.06,-0.05,39.85,44.5,1.94,2.03,0.09,2.26,-1.06,33.94,439380799.33,+,-,-,-,0.14,7.15,+,-,False,-4.33,-,H_Tk:H_Wma15:H_Wma9,6.64,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
26-01-2024 17:00,18.92,18.92,18.9,18.91,115429.0,AKFYE,17.0,18.92,18.66,15.62,+_02-01-2024 09:00:00,11.23,-,21.06,-,18.93,18.95,0.3,-0.1,0.4,63.63,69.78,-,-,0.0,-94.98,1870321.33,-,0.02,0.11,0.04,0.23,17.85,19.01,17.85,18.76,89945220.0,1.06,-0.45,1.51,60.79,60.62,16.63,17.06,0.44,17.57,5.33,22.5,66937933.33,+,-,+,-,2.28,13.74,+,-,False,-2.56,-,H_Tk:H_Wma15:H_Wma9,13.68,-,,,,,,,,-_26-01-2024 09:00:00,-,,,,
