Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
31-01-2024 17:00,8544.39,8577.35,8538.71,8571.08,163846996.0,XU100,7879.04,8461.82,8246.42,7659.89,+_03-01-2024 17:00:00,8.78,-,11.9,-,8512.25,8465.27,141.05,14.43,126.63,73.71,69.24,+,+,0.31,-81.81,730300890.33,-,58.83,0.69,105.81,1.25,7996.7,8347.58,7915.48,8346.28,13417986568.0,293.95,-46.75,340.7,65.36,59.69,7915.21,7882.14,33.07,7882.79,4.37,16.77,13056701631.0,+,-,+,-,655.87,8.29,+,-,False,0.42,+,H_Wma9:H_Tk:H_Wma15,7.88,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
31-01-2024 17:00,30.9,31.04,30.9,30.98,102742.0,A1CAP,30.95,31.04,29.93,27.12,+_25-01-2024 09:00:00,0.11,+,14.23,-,30.74,30.72,0.54,-0.02,0.56,65.71,67.33,-,-,0.26,-88.87,566534.0,-,0.24,0.78,0.26,0.84,28.36,31.28,28.02,30.68,8477646.0,-2.71,,,44.8,41.6,28.68,29.98,1.3,34.9,8.26,26.67,7174876.33,+,-,-,-,2.3,8.0,+,-,False,-4.33,-,H_Tk:H_Wma15:H_Wma9,7.73,-,,,+,,+,,,+_31-01-2024 09:00:00,+,,,,
31-01-2024 17:00,131.7,132.9,131.7,132.2,21281.0,ACSEL,120.27,130.05,126.75,112.38,+_25-01-2024 13:00:00,9.92,-,17.64,-,129.41,127.52,3.35,1.0,2.35,74.34,65.82,+,+,0.38,-89.96,215034.67,-,2.79,2.16,4.68,3.67,117.3,127.1,115.2,122.9,1842334.0,10.92,-5.18,16.1,56.26,67.93,120.19,123.94,3.76,126.38,4.86,89.89,1558563.0,-,-,+,-,12.01,10.0,+,-,False,-3.03,-,H_Tk:H_Wma15:H_Wma9,9.58,-,,,,,,,,+_30-01-2024 09:00:00,+,,,,
31-01-2024 17:00,444.0,445.75,443.5,445.25,5516.0,ADEL,405.93,424.25,402.38,356.62,+_24-01-2024 13:00:00,9.69,-,24.85,-,437.16,426.67,20.36,4.4,15.95,72.01,70.98,+,+,0.39,-94.9,128557.0,-,8.09,1.85,18.58,4.35,360.0,416.0,352.25,394.0,1994782.0,-0.71,-21.01,20.3,49.05,50.04,375.51,396.86,21.36,498.12,10.21,72.7,1993325.0,-,-,-,-,69.74,18.57,+,-,False,-5.38,-,H_Tk:H_Wma15:H_Wma9,18.11,-,,,,,,,,+_30-01-2024 17:00:00,+,,,,
31-01-2024 17:00,2.31,2.31,2.3,2.31,1218017.0,ADESE,2.1,2.31,2.39,2.05,-_26-01-2024 13:00:00,10.22,-,12.68,-,2.3,2.31,-0.0,-0.01,0.01,48.09,48.39,-,-,0.0,-94.08,10677466.33,-,0.01,0.22,0.0,0.04,2.31,2.53,2.29,2.31,375651650.0,0.09,0.02,0.07,63.11,53.67,2.08,2.05,0.03,2.18,0.0,-2.9,346234641.0,+,+,+,-,0.23,11.01,+,-,False,1.65,-,H_Tk:H_Wma9:H_Wma15,10.53,-,,,,,,,,+_31-01-2024 09:00:00,-,,,,
31-01-2024 17:00,33.64,33.8,33.62,33.76,65026.0,ADGYO,31.35,33.97,33.08,29.34,+_18-01-2024 09:00:00,7.67,-,15.06,-,33.71,33.29,0.89,0.1,0.78,65.68,64.05,+,+,0.36,-93.89,870860.33,-,0.05,0.16,0.47,1.42,31.46,35.0,29.86,32.0,37702095.0,,,,50.6,,30.51,31.96,1.46,,0.95,152.93,21471332.0,+,-,+,-,3.25,10.67,+,-,False,-4.56,-,H_Wma15:H_Wma9:H_Tk,10.21,-,,,,,,,,+_29-01-2024 13:00:00,+,,,,
31-01-2024 17:00,143.3,143.5,142.9,143.3,76645.0,AEFES,123.96,140.55,137.05,131.1,+_26-01-2024 13:00:00,15.6,-,9.31,-,142.16,141.01,2.62,0.48,2.14,66.87,63.77,+,+,0.0,-90.07,600489.67,-,1.14,0.8,2.29,1.63,135.0,139.5,130.6,139.1,10419057.0,12.73,1.41,11.32,69.41,64.56,132.86,127.24,5.62,116.7,3.27,35.9,11345630.33,-,+,+,+,10.44,7.86,+,-,False,4.42,-,H_Wma9:H_Wma15:H_Tk,7.56,-,,,,,,,,+_25-01-2024 09:00:00,+,,,,
31-01-2024 17:00,12.52,12.55,12.48,12.51,192070.0,AFYON,12.17,12.42,12.07,11.1,+_12-01-2024 13:00:00,2.76,-,12.65,-,12.46,12.43,0.19,0.0,0.19,63.72,65.46,+,-,-0.08,-89.99,1869034.33,-,0.05,0.39,0.08,0.66,11.61,12.52,11.61,12.46,42790384.0,0.27,-0.38,0.65,52.58,51.47,11.74,12.09,0.35,14.17,7.32,46.89,31428383.67,+,-,+,-,0.77,6.55,+,-,True,-2.92,-,H_Tk:H_Wma15:H_Wma9,6.29,-,,,,,,,,+_30-01-2024 13:00:00,+,,,,
31-01-2024 17:00,58.6,58.75,58.4,58.55,30057.0,AGESA,56.42,58.12,56.85,57.35,+_22-01-2024 09:00:00,3.77,-,2.09,-,58.35,58.02,0.8,0.13,0.67,64.95,63.43,+,+,-0.17,-78.26,211338.33,-,0.2,0.34,0.53,0.92,55.1,57.7,54.3,56.9,2852219.0,2.21,-1.36,3.57,53.15,54.06,55.63,56.17,0.54,64.25,3.45,2.14,2918780.0,+,-,+,-,2.92,5.25,+,-,True,-0.97,-,H_Tk:H_Wma15:H_Wma9,4.98,-,,,,,,,,+_31-01-2024 09:00:00,+,,,,
31-01-2024 17:00,230.7,231.2,230.1,231.1,40728.0,AGHOL,209.62,234.9,228.45,205.7,+_26-01-2024 13:00:00,10.25,-,12.35,-,233.32,232.18,3.73,0.09,3.65,58.29,64.99,+,-,0.13,-88.54,219441.67,-,2.22,0.95,1.08,0.47,220.9,230.4,215.3,229.0,3643446.0,15.97,-1.43,17.4,64.84,59.61,214.32,211.39,2.93,218.45,2.74,24.53,3271136.0,+,-,+,-,16.78,7.83,+,-,False,1.39,-,H_Tk:H_Wma9:H_Wma15,7.36,-,,,,,,,,-_31-01-2024 09:00:00,-,,,,
