Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
MARTI,25-04-2024,4.32,4.85,116.26,4.18,4.16,4.16,4.22,4.19,4.16,4.13,4.15,4.17,4.27,17321181.0,51.66,,,+,+,+,,+,+_25-04-2024 09:00:00,-_29-02-2024 09:00:00,,,,+,,-,+,+,+,,,,,8,1
BRMEN,25-04-2024,6.2,4.2,47.65,6.06,6.07,6.13,6.16,6.07,6.08,6.03,6.06,4.29,6.15,276223.33,51.34,+,+,+,,,,,-_29-03-2024 09:00:00,-_05-04-2024 09:00:00,,,+,+,,-,,+,,,,+,,7,1
ICUGS,25-04-2024,16.97,5.21,115.99,16.52,16.4,16.23,16.08,16.57,16.36,16.49,16.26,11.58,16.85,1031693.0,58.15,+,+,,,,,,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,,-,+,+,,+,,+,+,,,,,7,1
RODRG,25-04-2024,102.0,6.19,34.59,99.89,99.1,97.62,95.81,100.03,98.78,100.61,98.13,70.42,100.72,156585.0,57.6,+,+,+,,,,,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,+,,,,+,,7,0
ELITE,25-04-2024,49.46,3.43,70.19,48.62,48.39,48.2,48.36,48.72,48.33,48.44,48.16,43.53,49.31,1295304.0,52.12,+,+,+,,,+,,+_19-04-2024 09:00:00,+_25-04-2024 09:00:00,,,+,+,,-,,+,,,,,,7,1
ETYAT,25-04-2024,16.55,6.77,83.97,16.05,16.08,16.06,15.92,16.05,16.08,16.06,16.21,10.99,16.15,778977.67,55.86,+,+,+,,,+,,-_18-04-2024 09:00:00,+_25-04-2024 09:00:00,,,+,,,+,,+,,,,,,7,0
MGROS,25-04-2024,441.5,3.15,49.49,431.19,430.11,430.98,434.43,432.22,430.1,427.76,430.17,363.23,438.33,1760287.0,52.24,,,+,+,+,,+,+_25-04-2024 09:00:00,-_15-04-2024 09:00:00,,,,+,,-,,+,,,,,+,7,1
HLGYO,25-04-2024,3.13,6.83,154.9,2.98,2.95,2.94,2.96,2.99,2.94,2.94,2.92,2.94,3.09,51440341.67,57.75,,,,,+,+,,+_24-04-2024 09:00:00,+_25-04-2024 09:00:00,,+,,,+,-,+,+,+,,,,,7,1
ALMAD,25-04-2024,7.71,1.72,-61.13,7.69,7.67,7.66,7.69,7.69,7.66,7.69,7.64,7.28,7.67,4134794.0,49.82,+,+,+,,,+,,+_09-04-2024 09:00:00,+_25-04-2024 09:00:00,,,+,+,,-,,+,,-,,,,7,2
ALKA,25-04-2024,28.54,2.22,50.65,28.15,28.1,28.22,28.75,28.18,28.1,28.13,28.0,29.48,28.48,1496494.67,47.11,+,+,+,+,,,+,+_25-04-2024 09:00:00,-_18-03-2024 09:00:00,,,+,,,-,,+,,,,,,7,1
KRGYO,25-04-2024,25.0,3.56,73.55,24.6,24.45,24.28,24.39,24.65,24.4,24.56,24.28,28.98,24.73,926467.0,52.0,+,+,+,,,,,+_08-04-2024 09:00:00,+_19-04-2024 09:00:00,,+,+,+,,-,,+,,,,,,7,1
AKSA,25-04-2024,102.9,2.18,-5.49,101.93,101.56,100.97,100.61,102.01,101.42,102.23,101.0,90.63,102.73,1539187.67,54.29,+,+,,,,,,+_09-04-2024 09:00:00,+_16-04-2024 09:00:00,,,+,+,+,+,,+,,,,,,7,0
CVKMD,25-04-2024,441.25,3.7,72.47,434.38,431.85,428.57,426.04,435.18,431.06,434.46,428.7,358.96,430.58,735551.67,55.31,+,+,+,,,,,+_09-04-2024 09:00:00,+_15-04-2024 09:00:00,,,+,+,,-,,+,+,-,,,,7,2
YKSLN,25-04-2024,23.22,6.91,189.7,22.23,21.98,21.6,20.96,22.34,21.91,22.05,21.78,15.38,22.77,1580608.67,63.79,+,,,,,,,+_08-04-2024 09:00:00,+_20-03-2024 09:00:00,,,+,+,,+,,+,+,,,+,,7,0
EDATA,25-04-2024,23.2,3.39,-12.97,22.63,22.61,22.79,23.29,22.68,22.63,22.54,22.56,18.5,22.91,4195206.33,48.03,,+,+,+,,,+,+_25-04-2024 09:00:00,-_18-03-2024 09:00:00,-,,,+,,-,,+,,,,,,6,2
EYGYO,25-04-2024,10.34,2.38,-25.8,10.32,10.32,10.34,10.45,10.32,10.32,10.32,10.3,10.03,10.29,2722788.0,47.62,+,+,,+,,,,-_24-04-2024 09:00:00,-_18-03-2024 09:00:00,,,+,+,,-,,+,,-,,,,6,2
AVTUR,25-04-2024,13.59,9.95,21.79,12.91,12.62,12.24,11.84,13.01,12.54,12.81,12.35,8.46,13.18,2003586.33,63.76,+,,,,,,,+_03-04-2024 09:00:00,+_03-04-2024 09:00:00,,,+,+,,+,,+,,,,+,,6,0
DAGI,25-04-2024,8.45,2.42,-15.02,8.37,8.31,8.23,8.16,8.39,8.29,8.37,8.25,7.93,8.39,1726642.33,56.24,+,+,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,+,+,,+,,,,,,6,0
TETMT,25-04-2024,12850.0,5.67,17.37,12543.28,12559.23,12578.05,12528.79,12539.5,12563.35,12632.39,12551.19,6158.73,12776.67,2419.67,53.59,+,+,+,,,+,,-_22-04-2024 09:00:00,+_25-04-2024 09:00:00,,,+,,,-,,,,,,+,,6,1
IHAAS,25-04-2024,13.68,1.03,-22.06,13.65,13.61,13.58,13.6,13.66,13.6,13.63,13.56,22.05,13.64,1088719.33,50.52,+,+,+,,,,,+_18-04-2024 09:00:00,+_22-04-2024 09:00:00,,+,+,,,-,,+,,,,,,6,1
DAGHL,25-04-2024,22.48,9.98,28.9,21.32,20.85,20.18,19.42,21.48,20.7,21.17,20.38,14.75,21.79,676539.0,69.63,+,,,,,,,+_01-04-2024 09:00:00,+_19-01-2024 09:00:00,,,+,+,,+,,+,,,,+,,6,0
MERCN,25-04-2024,13.2,1.85,-0.01,13.11,13.12,13.17,13.38,13.12,13.12,13.09,13.12,13.27,13.16,2018234.0,45.38,+,+,+,,,,,-_17-04-2024 09:00:00,-_06-03-2024 09:00:00,,,+,,,-,,+,,,,,,5,1
BOBET,25-04-2024,36.74,2.45,19.62,36.12,35.9,35.64,35.49,36.21,35.84,35.98,35.71,32.02,36.46,4338070.67,55.87,,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,+,+,,+,,,,,,5,0
DURDO,25-04-2024,16.7,2.33,-21.41,16.46,16.38,16.3,16.36,16.49,16.36,16.43,16.3,16.68,16.6,1417084.0,52.63,+,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,-,+,+,,,,,,5,1
AKCNS,25-04-2024,146.0,2.46,-17.21,143.06,142.75,143.02,144.36,143.38,142.75,142.04,142.56,136.57,144.53,1171235.33,50.4,,,+,+,+,,+,+_25-04-2024 09:00:00,-_15-04-2024 09:00:00,,,,+,,-,,,,,,,,5,1
AKENR,25-04-2024,24.58,9.63,162.8,24.07,23.17,21.28,18.61,24.23,22.8,24.31,22.42,7.49,23.11,16663095.33,70.17,+,+,,,,,,+_14-03-2024 09:00:00,+_22-01-2024 09:00:00,,,+,,,+,,+,,,,,,5,0
HUNER,25-04-2024,7.05,3.22,1.61,6.94,6.95,6.97,7.03,6.94,6.96,6.94,6.97,7.55,7.01,28939088.67,49.1,+,+,+,,,,,-_18-04-2024 09:00:00,-_16-04-2024 09:00:00,,,+,,,-,,+,,,,,,5,1
FORTE,25-04-2024,71.25,0.71,-4.78,71.12,71.09,71.23,72.1,71.13,71.09,71.17,71.05,75.05,71.62,986494.0,46.41,+,+,+,,,,+,+_25-04-2024 09:00:00,-_25-04-2024 09:00:00,,,+,,,,,,,,,,,5,0
CLEBI,25-04-2024,1755.0,4.46,61.53,1743.13,1752.53,1743.19,1696.48,1738.21,1752.92,1757.09,1774.68,1078.42,1745.67,170543.0,55.87,+,+,+,,,,,-_22-04-2024 09:00:00,+_11-01-2024 09:00:00,,,+,,,+,,,,,,,,5,0
CEMAS,25-04-2024,3.38,2.11,-5.82,3.35,3.35,3.43,3.62,3.35,3.36,3.34,3.32,4.03,3.37,28383532.67,36.91,+,+,,,,,,-_20-03-2024 09:00:00,-_21-03-2024 09:00:00,,,+,+,,-,,+,,,,,,5,1
KAYSE,25-04-2024,30.1,1.01,-15.08,29.99,30.02,30.1,30.41,29.99,30.03,29.99,30.09,33.18,30.11,3278387.67,46.02,+,+,+,,,,,-_18-04-2024 09:00:00,-_25-04-2024 09:00:00,,+,+,,,-,,,,,,,,5,1
AKSEN,25-04-2024,38.78,4.08,36.55,37.74,37.4,37.0,36.72,37.88,37.3,37.56,37.11,35.29,38.34,6659168.0,60.94,,,,,,,,+_05-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,,+,,+,,+,,,,5,0
KOPOL,25-04-2024,46.9,0.86,-60.46,46.86,46.64,46.44,46.52,46.93,46.58,46.72,46.35,51.04,46.87,1395194.67,50.62,+,+,,,,,,+_19-04-2024 09:00:00,+_22-04-2024 09:00:00,,+,,+,,-,,+,,-,,,,5,2
ERSU,25-04-2024,45.74,3.72,16.97,44.39,44.22,43.69,42.14,44.53,44.16,43.84,44.49,21.23,45.25,964737.67,58.32,,,,+,,,+,+_25-04-2024 09:00:00,+_22-03-2024 09:00:00,,,,+,,+,,+,,,,,,5,0
PEKGY,25-04-2024,8.36,10.0,137.57,8.07,8.35,9.32,11.51,8.04,8.5,8.0,8.4,20.88,8.11,41246024.33,26.65,+,+,,,,,,-_05-03-2024 09:00:00,-_05-03-2024 09:00:00,,,+,,,-,,+,,+,,,,5,1
BLCYT,25-04-2024,20.2,7.79,463.23,19.2,18.86,18.47,18.14,19.33,18.77,18.97,18.57,16.16,19.72,2821958.67,69.0,,,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,+,,+,+,+,,,,5,0
ENSRI,25-04-2024,27.64,9.94,26.03,27.19,27.87,28.84,30.16,26.96,28.08,27.67,28.61,26.34,26.77,8184757.33,40.55,+,,,,,,,-_17-04-2024 09:00:00,-_21-03-2024 09:00:00,,,+,,,-,+,+,,,,,,4,1
EUKYO,25-04-2024,25.86,8.11,29.16,25.53,25.99,26.26,25.97,25.37,26.09,25.86,26.72,16.03,25.15,522995.67,50.82,+,,,,,,,-_18-04-2024 09:00:00,-_22-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
FADE,25-04-2024,18.58,2.03,56.39,18.34,18.21,18.08,18.05,18.38,18.17,18.27,18.04,16.36,18.61,2035973.33,53.95,+,,,,,,,+_09-04-2024 09:00:00,+_19-04-2024 09:00:00,,+,+,,,+,,,,,,,,4,0
EUYO,25-04-2024,16.93,2.61,7.33,16.8,16.96,17.3,17.71,16.77,17.03,16.84,17.05,14.16,16.84,689103.67,43.6,+,,,,,,,-_04-04-2024 09:00:00,-_04-04-2024 09:00:00,,,+,,,-,,+,,+,,,,4,1
ENJSA,25-04-2024,65.4,3.07,-25.48,63.8,63.1,62.12,61.09,64.05,62.88,63.51,62.5,50.09,64.67,5226752.67,69.72,,,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,,+,,+,,+,,+,,,,4,0
DERHL,25-04-2024,10.05,1.11,-6.68,9.99,9.98,10.06,10.35,10.0,9.99,9.96,9.95,9.6,10.09,3697490.0,44.06,+,+,,,,,+,+_25-04-2024 09:00:00,-_20-03-2024 09:00:00,,,+,,,-,,,,-,,,,4,2
OTKAR,25-04-2024,494.5,1.44,14.52,491.22,489.47,486.26,483.72,491.57,488.78,491.44,488.67,401.13,491.67,292070.0,54.66,+,+,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,-,,,,,,,,4,1
NUHCM,25-04-2024,287.0,0.53,-11.06,286.84,286.98,287.52,289.25,286.83,287.05,286.66,286.85,266.66,286.58,190481.67,47.57,+,+,,,,,,-_24-04-2024 09:00:00,-_16-04-2024 09:00:00,-,,+,,,-,,+,,-,,,,4,3
KONKA,25-04-2024,54.95,2.61,-55.0,54.11,53.1,51.9,51.1,54.46,52.8,53.5,52.06,48.04,55.02,4009193.0,57.59,+,,,,,,,+_05-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,+,+,,,,-,,,,4,1
SUMAS,25-04-2024,580.5,1.66,-48.65,584.48,579.5,570.51,555.59,584.96,577.62,587.1,570.08,311.08,585.83,16328.67,55.86,,+,,,,,,+_17-04-2024 09:00:00,+_05-04-2024 09:00:00,,,,+,,+,,-,,,-,+,,4,2
SKYMD,25-04-2024,11.36,3.09,178.07,11.06,10.97,10.94,10.99,11.1,10.96,10.97,10.86,10.5,11.36,10111292.33,53.39,,,,,,+,,+_19-04-2024 09:00:00,+_25-04-2024 09:00:00,,,,,+,,,-,,+,,,+,4,1
CRFSA,25-04-2024,150.6,3.93,30.52,149.67,151.5,153.77,155.08,149.19,152.06,149.69,154.07,116.05,149.33,563666.0,46.21,+,,,,,,,-_15-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,,+,-,,+,,,,,,4,1
ALKIM,25-04-2024,35.92,5.71,66.48,34.06,33.62,33.44,33.84,34.3,33.53,33.63,33.11,35.8,35.43,2004229.33,57.58,,,,,,+,,+_22-04-2024 09:00:00,+_25-04-2024 09:00:00,,+,,,,-,+,,+,,,,,4,1
HDFGS,25-04-2024,2.07,0.49,-29.13,2.07,2.08,2.09,2.09,2.06,2.08,2.06,2.09,1.91,2.07,21871043.67,48.77,+,,,,,,,-_16-04-2024 09:00:00,-_18-04-2024 09:00:00,,,+,,,+,,,,+,,,,4,0
ARCLK,25-04-2024,168.8,4.13,159.97,164.31,163.26,161.56,159.52,164.75,162.91,163.61,163.02,142.84,167.07,4519664.33,64.46,,,,,,,,+_02-04-2024 09:00:00,+_04-04-2024 09:00:00,,,,+,,+,,,+,,,+,,4,0
MMCAS,25-04-2024,14.59,9.95,6.94,13.3,13.09,13.12,13.31,13.47,13.07,12.91,12.81,10.59,14.23,262644.33,56.64,,,,,+,,,+_24-04-2024 09:00:00,-_29-03-2024 09:00:00,+,,,,,+,,,,,+,,,4,0
NATEN,25-04-2024,59.3,7.43,71.25,54.65,53.2,52.18,51.9,55.4,52.9,53.18,51.64,48.02,59.05,5425633.67,65.59,,,,,,,,+_22-04-2024 09:00:00,+_22-04-2024 09:00:00,,+,,,+,-,,+,+,,,,,4,1
DITAS,25-04-2024,22.6,4.34,-68.77,22.37,22.64,22.82,22.48,22.31,22.71,22.27,23.21,17.59,22.43,1382205.33,51.77,+,,,,,,,-_17-04-2024 09:00:00,-_24-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
UMPAS,25-04-2024,11.2,4.97,-29.09,11.19,11.35,11.51,11.62,11.13,11.39,11.32,11.52,8.54,11.03,189216.33,46.78,+,,,,,,,-_18-04-2024 09:00:00,-_18-04-2024 09:00:00,,,+,,+,-,,+,,,,,,4,1
BIENY,25-04-2024,42.36,0.91,-39.15,42.15,42.03,41.91,41.99,42.18,42.0,42.1,41.94,48.87,42.33,2460021.33,50.86,+,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,-,,+,,-,,,,4,2
SELEC,25-04-2024,55.95,1.27,23.19,55.63,55.3,54.81,54.68,55.69,55.18,55.74,54.99,52.77,55.87,1420602.0,53.73,+,,,,,,,+_08-04-2024 09:00:00,+_15-04-2024 09:00:00,,,+,,,-,,,,,,,+,3,1
QUAGR,25-04-2024,4.09,0.74,-1.84,4.07,4.06,4.05,4.05,4.07,4.05,4.06,4.04,5.28,4.1,33693921.0,51.91,,,,,,,,+_19-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,+,,,,,,,,3,0
SEGYO,25-04-2024,4.89,9.89,42.84,4.56,4.48,4.43,4.5,4.6,4.46,4.46,4.39,4.76,4.73,21477093.33,55.82,,,,,,+,,+_22-04-2024 09:00:00,+_25-04-2024 09:00:00,,,,,,-,+,+,,,,,,3,1
EBEBK,25-04-2024,49.3,0.82,2.77,49.23,49.38,49.92,51.35,49.2,49.45,49.24,49.47,63.56,49.21,1444986.67,39.37,+,,,,,,,-_16-04-2024 09:00:00,-_25-04-2024 09:00:00,,,+,,,,,+,,,,,,3,0
ECZYT,25-04-2024,234.2,0.09,-35.95,232.74,232.75,233.12,235.07,232.81,232.77,232.71,232.85,231.8,234.13,687899.0,47.86,,,,,,,+,+_25-04-2024 09:00:00,-_21-02-2024 09:00:00,-,+,,,,-,,,,,,,+,3,2
CCOLA,25-04-2024,689.0,2.68,-9.06,674.27,667.41,656.01,642.32,676.61,665.05,670.77,664.32,477.78,682.33,475808.33,67.52,,,,,,,,+_01-04-2024 09:00:00,+_03-04-2024 09:00:00,,,,,,+,,+,,,,+,,3,0
ODAS,25-04-2024,9.37,1.85,65.25,9.24,9.19,9.14,9.17,9.26,9.17,9.22,9.12,9.3,9.4,74291674.0,53.09,,,,,,,,+_09-04-2024 09:00:00,+_22-04-2024 09:00:00,,,,+,,-,+,,,+,,,,3,1
QNBFL,25-04-2024,149.4,3.03,-14.39,147.11,147.57,149.6,151.15,147.24,147.93,146.24,146.72,94.07,151.27,55945.33,49.33,+,+,,,,,,-_01-04-2024 09:00:00,-_04-04-2024 09:00:00,,,+,,,-,,-,,,,,,3,2
MERKO,25-04-2024,14.93,2.68,-2.1,14.67,14.5,14.29,14.03,14.72,14.46,14.58,14.36,10.29,14.75,2323955.67,60.73,,,,,,,,+_02-04-2024 09:00:00,+_01-04-2024 09:00:00,,,+,,,+,,+,,-,,,,3,1
KLSYN,25-04-2024,6.56,1.39,-34.59,6.51,6.45,6.38,6.34,6.52,6.43,6.49,6.38,5.68,6.55,3935576.0,55.74,+,,,,,,,+_08-04-2024 09:00:00,+_17-04-2024 09:00:00,,,+,,,-,,+,,-,,,,3,2
KCAER,25-04-2024,57.5,1.05,-16.36,57.79,57.08,55.61,54.04,57.83,56.77,58.5,56.34,36.12,57.05,9698178.33,58.85,,+,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,+,,,,,,3,0
KARYE,25-04-2024,39.98,3.31,23.84,39.82,40.12,40.61,41.71,39.71,40.21,40.02,40.56,35.07,39.38,1728612.67,43.73,+,,,,,,,-_18-04-2024 09:00:00,-_11-03-2024 09:00:00,,,+,,,-,,+,,,,,-,3,2
IZINV,25-04-2024,63.15,2.35,-4.18,60.77,59.63,58.57,57.35,61.29,59.36,59.69,58.39,40.95,63.12,744436.0,60.91,,,,,,,,+_19-04-2024 09:00:00,+_15-01-2024 09:00:00,,+,,,,+,,+,,,,,,3,0
KRSTL,25-04-2024,8.71,0.35,-13.67,8.71,8.7,8.74,8.91,8.71,8.71,8.72,8.67,10.24,8.74,5439279.0,43.14,+,+,,,,,,+_22-04-2024 09:00:00,-_01-03-2024 09:00:00,,,+,,,-,,,,-,,,,3,2
ISKPL,25-04-2024,8.6,0.12,34.49,8.58,8.51,8.42,8.38,8.6,8.48,8.56,8.42,7.86,8.58,2710363.67,55.15,,,,,,,,+_08-04-2024 09:00:00,+_18-04-2024 09:00:00,,,+,,,+,,+,,-,,,,3,1
KUTPO,25-04-2024,111.0,1.74,21.42,110.5,109.19,106.49,102.19,110.8,108.68,109.96,108.55,69.58,112.33,1462253.33,61.45,+,,,,,,,+_25-03-2024 09:00:00,+_12-01-2024 09:00:00,,,+,,,+,,,,,,,,3,0
KZBGY,25-04-2024,23.72,5.52,60.73,22.38,21.93,21.57,21.52,22.59,21.82,21.94,21.48,21.39,23.52,3805496.33,63.33,,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,,,+,+,,+,,,,,,3,0
LUKSK,25-04-2024,116.2,0.87,-38.82,115.95,114.98,112.93,110.39,116.07,114.56,116.7,114.19,74.41,116.3,285866.33,59.96,+,,,,,,,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,-,,+,,,,,,,,3,1
IHLAS,25-04-2024,1.13,3.67,117.72,1.09,1.08,1.06,1.06,1.1,1.07,1.08,1.06,1.04,1.12,85179821.0,64.26,,,,,,,,+_08-04-2024 09:00:00,+_18-04-2024 09:00:00,,,,,+,+,,+,,,,,,3,0
GWIND,25-04-2024,27.9,5.28,236.3,27.0,26.63,26.22,25.95,27.15,26.53,26.8,26.24,24.32,28.01,9184151.0,63.5,+,,,,,,,+_08-04-2024 09:00:00,+_15-04-2024 09:00:00,,,+,,,+,,,,,,,,3,0
EGGUB,25-04-2024,45.32,0.94,-26.78,45.05,44.77,44.51,44.65,45.14,44.69,44.95,44.44,44.42,45.27,469193.67,51.8,+,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,-,,+,,-,,,,3,2
MRSHL,25-04-2024,2143.0,0.8,-52.59,2125.42,2129.04,2142.18,2168.7,2125.92,2131.14,2122.11,2130.91,1658.82,2141.67,47878.33,46.41,,,+,,,,,-_16-04-2024 09:00:00,-_07-03-2024 09:00:00,,,,,,-,,,,+,+,,,3,1
MSGYO,25-04-2024,14.64,4.65,142.82,14.14,13.99,13.86,13.85,14.22,13.95,14.02,13.83,12.03,14.43,959634.0,58.12,,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,,,,+,,+,+,,,,,3,0
NIBAS,25-04-2024,21.6,1.03,25.23,21.49,21.43,21.33,21.28,21.51,21.4,21.51,21.37,18.95,21.57,766188.33,52.24,+,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
NUGYO,25-04-2024,7.96,6.13,196.24,7.56,7.4,7.25,7.15,7.63,7.36,7.43,7.24,6.79,7.88,5212596.67,69.28,,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,+,+,,,,,3,0
SOKE,25-04-2024,17.95,3.76,87.69,17.11,16.83,16.66,16.77,17.25,16.77,16.82,16.52,17.69,18.04,6520941.67,61.17,,,,,,,,+_19-04-2024 09:00:00,+_24-04-2024 09:00:00,,+,,,,-,+,,+,,,,,3,1
ONCSM,25-04-2024,177.0,-1.39,-64.54,175.12,175.08,177.17,182.17,175.56,175.35,173.31,174.56,172.29,177.97,631395.33,42.27,,,-,+,,,+,+_25-04-2024 09:00:00,-_06-03-2024 09:00:00,,,,+,,-,,,-,,,,,3,3
OYAKC,25-04-2024,58.65,0.95,11.04,57.87,57.71,57.86,58.58,57.99,57.7,57.55,57.44,58.12,58.65,6298586.67,48.04,,,,,+,,,+_24-04-2024 09:00:00,-_12-03-2024 09:00:00,,,,,,-,+,+,,,,,,3,1
PAPIL,25-04-2024,155.6,1.57,60.35,154.98,152.94,149.06,144.42,155.33,152.13,155.96,150.91,80.81,156.9,717519.67,59.54,+,,,,,,,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,+,,,,-,,,,3,1
