Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_Ort,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
KUYAS,19-02-2024,59.6,7.78,393.44,57.69,57.76,58.06,57.75,57.81,57.58,57.8,52.17,58.7,2367728.67,51.07,+,+,+,,,,,,+,+,,-,,+,+,+,+,+,+,11,1
AZTEK,19-02-2024,142.2,2.23,67.76,140.73,140.74,140.88,140.89,140.8,140.21,140.42,92.44,141.77,1390849.0,52.88,+,+,+,,,+,,,+,+,,+,,+,,,,+,,9,0
AGYO,19-02-2024,10.09,9.91,307.67,9.52,9.41,9.35,9.58,9.39,9.39,9.28,7.47,9.78,8675800.33,62.35,+,+,+,,,,,,+,+,,+,,+,+,,+,,,9,0
DAPGM,19-02-2024,34.98,9.31,200.29,33.16,32.62,31.81,33.37,32.45,32.86,32.3,39.15,34.03,15143779.0,69.57,+,,,,,,,,+,+,,+,,+,+,+,,+,,8,0
OBASE,19-02-2024,53.1,9.94,134.55,49.93,49.2,48.13,50.26,48.98,49.46,48.78,32.87,51.63,1456529.67,67.19,+,,,,,,,,+,+,,+,,+,+,+,,+,,8,0
EUYO,19-02-2024,15.3,9.29,114.26,14.12,13.98,13.95,14.25,13.97,13.74,13.91,11.86,15.04,1837108.67,61.51,,,,+,+,+,,,,,,+,,,+,,,+,+,7,0
ORCAY,19-02-2024,13.94,2.8,137.55,13.8,13.86,13.78,13.78,13.87,13.78,14.05,9.88,13.93,8824942.0,57.63,+,+,+,,+,,,,+,,,+,,,,+,,,,7,0
SAMAT,19-02-2024,61.5,6.96,184.94,58.7,57.77,56.94,59.14,57.55,57.86,56.64,34.66,60.87,4493417.0,57.95,,,,,,,,+,+,,,+,,+,+,,+,,,6,0
MAALT,19-02-2024,1314.0,8.42,-28.26,1259.18,1236.79,1201.07,1267.03,1229.48,1249.89,1219.62,798.2,1287.33,192978.33,68.32,+,+,,,,,,,+,+,,+,,+,,,,,,6,0
DOAS,19-02-2024,275.0,0.92,189.19,274.3,274.51,273.03,274.08,274.36,274.87,276.32,229.14,277.08,3143244.67,57.22,+,+,+,,,,,,+,,,+,,,+,,,,,6,0
