Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
20-02-2024 10:00,FORMT,2.96,3.02,2.96,3.01,4742439.0,0.01,0.05,0.0,2400.0,0.05,2560125.8,85.24,True,0,,2.98,3.13
20-02-2024 10:00,PNLSN,76.5,81.8,76.5,80.85,762506.0,0.95,4.35,0.28,1453.57,4.35,162805.8,368.35,True,0,,76.7,81.65
20-02-2024 10:00,KOPOL,50.25,55.1,49.76,53.95,3415768.0,1.15,3.7,0.15,2366.67,3.7,587893.7,481.02,True,0,,49.02,54.55
20-02-2024 10:00,KLGYO,4.9,5.35,4.74,5.34,51946873.0,0.01,0.44,0.02,1995.24,0.44,8789950.0,490.98,True,0,,4.98,5.37
20-02-2024 10:00,AGYO,10.5,11.09,10.33,11.09,3852314.0,0.0,0.59,0.12,375.81,0.59,1774430.2,117.1,True,0,,9.1,ATH
20-02-2024 10:00,TDGYO,15.25,15.71,15.15,15.62,4714696.0,0.09,0.37,0.06,549.12,0.37,1641042.7,187.3,True,0,,10.91,ATH
20-02-2024 10:00,DMSAS,9.59,9.99,9.59,9.93,901062.0,0.06,0.34,0.03,1159.26,0.34,227431.8,296.19,True,0,,9.46,ATH
19-02-2024 17:00,DERHL,13.58,13.95,13.54,13.9,1066211.0,0.05,0.32,0.07,338.36,0.32,361964.4,194.56,True,0,,12.05,ATH
19-02-2024 17:00,OYLUM,10.3,10.53,10.29,10.48,1549156.0,0.05,0.18,0.02,620.0,0.18,516313.0,200.04,True,0,,10.17,10.84
19-02-2024 16:00,SAMAT,59.15,61.75,58.9,61.65,875663.0,0.1,2.5,0.05,4900.0,2.5,395662.9,121.32,True,0,,54.3,ATH
19-02-2024 16:00,ARENA,47.72,50.65,47.54,50.4,1099296.0,0.25,2.68,0.2,1213.73,2.68,251647.2,336.84,True,0,,45.0,ATH
19-02-2024 16:00,ARDYZ,55.55,57.3,55.45,56.9,1993998.0,0.4,1.35,0.03,5300.0,1.35,794974.3,150.83,True,0,,53.5,57.5
19-02-2024 16:00,VANGD,19.76,21.16,19.71,20.9,472039.0,0.26,1.14,0.14,708.51,1.14,161811.1,191.72,True,0,,18.8,21.3
19-02-2024 16:00,BJKAS,63.0,64.4,63.0,64.4,374108.0,0.0,1.4,0.32,337.5,1.4,163458.2,128.87,True,0,,60.15,ATH
19-02-2024 15:00,INDES,8.6,8.92,8.59,8.87,3931975.0,0.05,0.27,0.03,770.97,0.27,1656481.9,137.37,True,0,,8.48,9.02
19-02-2024 15:00,RUBNS,30.9,31.86,30.88,31.62,499772.0,0.24,0.72,0.1,634.69,0.72,172343.6,189.99,True,0,,30.16,31.76
19-02-2024 15:00,CEMTS,12.81,13.34,12.77,13.27,4182325.0,0.07,0.46,0.02,2455.56,0.46,1533934.4,172.65,True,0,,11.78,ATH
19-02-2024 15:00,ALARK,120.4,127.7,120.4,126.7,10062481.0,1.0,6.3,0.89,607.87,6.3,1894832.8,431.05,True,0,,115.1,ATH
19-02-2024 15:00,KRONT,21.52,22.32,21.42,22.18,599692.0,0.14,0.66,0.07,900.0,0.66,355335.0,68.77,True,0,,20.76,23.06
19-02-2024 14:00,BIMAS,392.0,396.75,391.5,396.0,476894.0,0.75,4.0,0.3,1233.33,4.0,280439.2,70.05,True,0,,390.0,402.5
19-02-2024 14:00,BRLSM,32.5,34.32,32.44,34.22,6322599.0,0.1,1.72,0.16,961.73,1.72,1332096.3,374.64,True,0,,32.04,34.38
19-02-2024 14:00,CELHA,31.5,33.44,31.48,33.3,260365.0,0.14,1.8,0.2,791.09,1.8,99674.2,161.22,True,0,,30.64,33.56
19-02-2024 14:00,CELHA,31.5,33.44,31.48,33.3,260365.0,0.14,1.8,0.2,791.09,1.8,99674.2,161.22,True,0,,30.64,33.56
