Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
RODRG,08-04-2024,91.55,7.2,24.61,87.97,88.39,89.27,89.58,88.02,88.59,87.59,89.15,68.17,89.05,73000.33,52.88,+,+,+,,,,,-_26-03-2024 09:00:00,-_29-03-2024 09:00:00,,,+,+,,-,,,,+,,+,+,8,1
KBORU,08-04-2024,115.0,6.28,43.31,111.44,112.19,114.76,119.34,111.44,112.61,111.42,112.3,110.59,113.9,3013919.33,45.27,+,+,+,,,,,-_08-04-2024 09:00:00,-_08-04-2024 09:00:00,,,+,+,,,+,,,+,,,+,8,0
YGGYO,08-04-2024,43.38,4.99,-42.84,42.48,42.58,42.83,43.16,42.47,42.63,42.64,42.58,39.87,42.76,324364.67,50.57,+,+,+,,,,,-_03-04-2024 09:00:00,-_18-03-2024 09:00:00,+,,+,,+,-,,+,,,,+,,8,1
TEZOL,08-04-2024,23.12,7.34,168.23,21.56,21.34,21.43,21.75,21.75,21.33,21.1,20.99,18.87,22.68,4194203.33,56.89,,,,+,+,,+,+_08-04-2024 09:00:00,-_20-03-2024 09:00:00,+,,,,+,-,,,+,,+,,+,8,1
RYSAS,08-04-2024,37.14,9.95,1254.85,34.23,33.99,33.7,33.13,34.46,33.93,33.62,34.21,28.19,36.04,2428766.33,62.17,,,,+,+,,+,+_08-04-2024 09:00:00,+_05-04-2024 09:00:00,,,,+,,+,,,+,+,,+,,8,0
KLMSN,08-04-2024,32.0,7.74,16.96,30.19,29.99,30.16,30.71,30.37,29.99,29.81,29.67,26.3,31.35,798383.0,53.63,,,+,+,+,,+,+_08-04-2024 09:00:00,-_12-03-2024 09:00:00,+,,,,+,-,,,,,+,,+,8,1
DOKTA,08-04-2024,35.84,6.99,150.7,33.62,33.33,33.5,34.08,33.86,33.33,33.08,32.93,32.54,35.34,618148.0,55.83,,,,+,+,,+,+_08-04-2024 09:00:00,-_14-03-2024 09:00:00,+,,,,+,-,,,+,,+,,+,8,1
TGSAS,08-04-2024,64.1,4.74,32.51,62.41,62.59,62.85,61.94,62.45,62.68,62.18,62.61,36.57,63.55,170803.0,54.02,+,+,+,,,+,,-_03-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,+,,,,+,,,,8,0
MEKAG,08-04-2024,64.0,9.97,82.5,60.1,60.07,60.79,62.43,60.33,60.17,59.51,60.12,66.16,62.12,977207.0,50.7,,+,+,+,,,+,+_08-04-2024 09:00:00,-_08-04-2024 09:00:00,,,,+,,,,,,+,+,,+,8,0
MOGAN,08-04-2024,18.07,9.98,6.46,17.19,17.39,17.71,17.94,17.18,17.47,17.08,17.68,18.13,17.52,39572863.33,50.25,+,+,+,,,,,-_27-03-2024 09:00:00,-_28-03-2024 09:00:00,,,+,+,,,,+,,+,,+,,8,0
CELHA,08-04-2024,42.04,5.1,139.4,40.2,40.1,39.99,39.36,40.35,40.09,39.74,40.32,26.61,41.23,241800.0,62.64,,,,+,+,,+,+_08-04-2024 09:00:00,+_05-04-2024 09:00:00,,,,+,,+,,,+,+,,+,,8,0
HATSN,08-04-2024,68.45,9.96,33.06,64.34,64.3,65.24,67.22,64.62,64.42,63.67,64.08,61.29,66.57,2234636.33,50.2,+,+,+,+,,,+,+_08-04-2024 09:00:00,-_08-04-2024 09:00:00,,,,+,,,,,,+,+,,,8,0
EGPRO,08-04-2024,225.2,8.48,8.8,212.79,212.83,214.26,214.34,213.54,213.12,210.65,213.01,153.39,220.27,289103.67,56.05,,+,+,,,,+,+_08-04-2024 09:00:00,-_01-04-2024 09:00:00,,,,+,,+,,,,+,,+,+,8,0
UZERB,08-04-2024,436.0,9.96,-17.08,415.07,418.44,414.8,395.84,414.02,418.64,418.98,428.85,240.76,431.33,26429.0,59.01,+,+,+,,+,,,-_03-04-2024 09:00:00,+_29-01-2024 09:00:00,,,+,+,,+,,,,,,,+,8,0
AFYON,08-04-2024,13.41,3.95,4.01,12.95,12.91,12.88,12.85,12.98,12.91,12.88,12.96,11.84,13.31,10462249.33,55.93,,,,+,+,+,+,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,+,,,,+,+,,+,8,0
LINK,08-04-2024,402.0,3.81,18.83,391.07,389.41,390.27,390.89,392.35,389.38,388.13,385.86,228.83,400.08,126812.67,53.57,,,+,+,+,+,+,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,+,,,,,-,,+,,,,,,7,1
LUKSK,08-04-2024,110.4,9.96,84.28,102.62,101.67,101.65,101.74,103.37,101.59,100.84,100.73,70.6,106.43,172412.0,59.89,,,,+,+,+,+,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,+,,,+,,-,,,,+,,,,7,1
PKENT,08-04-2024,342.5,9.95,57.26,322.23,323.96,329.39,334.41,323.04,325.04,318.41,326.95,241.73,332.83,257888.0,52.12,+,+,+,,,,,-_26-03-2024 09:00:00,-_27-03-2024 09:00:00,,,,+,+,-,,,,+,,+,,7,1
MAGEN,08-04-2024,14.94,5.73,15.29,14.52,14.6,14.71,14.73,14.51,14.63,14.5,14.75,14.49,14.72,6870734.33,52.38,+,+,+,,,,,-_01-04-2024 09:00:00,-_02-04-2024 09:00:00,,,+,,,-,+,+,,,,+,,7,1
KRVGD,08-04-2024,29.56,6.71,-53.47,28.14,28.02,28.08,28.1,28.27,28.02,27.84,27.89,23.62,29.02,1224759.33,57.72,,,+,+,+,+,+,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,-,,+,,,,+,,7,1
TETMT,08-04-2024,12242.5,10.0,20.52,11763.04,11951.2,12205.83,12219.4,11728.0,12015.26,11810.67,12142.83,5547.95,11825.0,2686.33,51.47,+,+,+,,,,,-_22-03-2024 09:00:00,-_02-04-2024 09:00:00,,,+,+,,-,,,,+,,,+,7,1
PARSN,08-04-2024,109.9,5.98,42.11,103.37,102.36,102.84,104.62,104.2,102.32,101.37,101.01,98.88,109.63,509483.33,55.11,,,,+,+,,+,+_08-04-2024 09:00:00,-_13-03-2024 09:00:00,+,,,,+,-,,,,,+,,+,7,1
MEGMT,08-04-2024,44.24,10.0,110.76,41.87,42.24,43.33,45.03,41.9,42.44,41.62,42.65,43.75,43.0,5767801.67,47.09,+,+,+,,,,,-_08-04-2024 09:00:00,-_08-04-2024 09:00:00,,,+,+,,,+,,,+,,,,7,0
UFUK,08-04-2024,285.25,9.92,67.45,265.02,265.07,267.12,265.05,266.37,265.55,260.21,266.34,142.19,275.67,156531.0,58.34,,,+,,,,+,+_08-04-2024 09:00:00,-_02-04-2024 09:00:00,,,,+,,+,,,+,,,+,+,7,0
EKOS,08-04-2024,48.84,8.78,67.55,47.05,47.44,48.23,49.6,46.99,47.58,47.32,47.8,47.92,47.65,5732473.67,46.9,+,+,+,,,,,-_02-04-2024 09:00:00,-_08-04-2024 09:00:00,,,+,,,,+,,,,+,,+,7,0
SNGYO,08-04-2024,4.48,8.47,-0.29,4.14,4.09,4.06,4.04,4.18,4.08,4.06,4.04,3.34,4.36,18234714.33,64.71,,,,+,+,+,+,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,+,,,,,+,,,,,+,,,7,0
KENT,08-04-2024,1263.0,9.92,79.78,1178.22,1176.82,1161.97,1111.05,1181.6,1175.55,1168.11,1196.49,587.82,1249.33,12820.33,60.87,,+,,+,+,,+,+_08-04-2024 09:00:00,+_29-01-2024 09:00:00,,,,+,,+,,,,+,,,,7,0
MIATK,08-04-2024,66.9,7.04,39.27,63.99,64.18,65.07,65.87,64.13,64.34,63.55,64.29,41.85,65.57,14264742.0,51.6,+,+,+,,,,,-_13-03-2024 09:00:00,-_25-03-2024 09:00:00,,,,+,,-,,,,+,,+,+,7,1
BEYAZ,08-04-2024,23.06,4.82,13.64,22.34,22.3,22.32,22.35,22.39,22.3,22.23,22.32,20.45,22.71,1223135.33,55.32,,+,+,+,+,,+,+_08-04-2024 09:00:00,-_01-04-2024 09:00:00,,,,,,-,,,,+,,+,,7,1
VKING,08-04-2024,43.6,5.47,61.74,42.26,41.99,41.66,40.97,42.39,41.92,42.02,41.7,33.8,42.89,590219.33,62.3,+,+,,,,,,+_01-04-2024 09:00:00,+_03-01-2024 09:00:00,,,+,+,,+,,+,,,,+,,7,0
KARTN,08-04-2024,155.2,4.79,16.03,152.03,150.85,148.33,143.16,152.39,150.4,151.2,150.57,94.13,155.03,1172553.33,58.57,+,+,,,,,,+_19-03-2024 09:00:00,+_24-01-2024 09:00:00,,,+,+,,+,,+,,+,,,,7,0
FENER,08-04-2024,90.4,5.12,10.83,87.31,86.83,87.04,88.65,87.6,86.79,86.95,85.9,91.6,89.13,1658596.0,50.43,,,+,+,+,,+,+_08-04-2024 09:00:00,-_12-02-2024 09:00:00,,,,+,,-,,,,+,,,+,7,1
BMSCH,08-04-2024,24.06,8.09,25.76,22.72,22.72,22.93,23.21,22.81,22.75,22.51,22.74,19.72,23.63,587944.67,53.82,,+,+,+,,,+,+_08-04-2024 09:00:00,-_18-03-2024 09:00:00,,,,+,,-,,,,+,,+,,7,1
SUNTK,08-04-2024,17.19,4.12,64.65,16.67,16.68,16.82,17.09,16.7,16.7,16.6,16.67,16.34,16.98,394261.33,49.5,,+,+,,,,+,+_08-04-2024 09:00:00,-_06-03-2024 09:00:00,,,,+,,-,,,,+,+,,+,7,1
KMPUR,08-04-2024,59.6,6.24,-19.88,56.99,56.95,57.57,58.86,57.18,57.04,56.45,56.88,61.59,58.87,1627864.33,49.7,,+,+,+,,,+,+_08-04-2024 09:00:00,-_29-02-2024 09:00:00,,,,+,,-,,,,,+,,+,7,1
CUSAN,08-04-2024,25.6,3.31,21.52,24.91,24.85,24.93,25.1,24.96,24.86,24.81,24.78,21.93,25.35,710338.0,52.41,,,+,+,,,+,+_08-04-2024 09:00:00,-_14-03-2024 09:00:00,+,,,+,+,-,,,,+,,,,7,1
KAPLM,08-04-2024,175.8,6.1,104.72,170.15,170.64,170.35,167.19,170.13,170.71,170.19,172.32,117.76,172.13,62503.67,56.1,+,+,+,,,,,-_03-04-2024 09:00:00,+_16-01-2024 09:00:00,,,+,+,,+,,,,+,,,,7,0
GWIND,08-04-2024,25.3,2.93,54.38,24.64,24.61,24.74,25.04,24.69,24.62,24.51,24.54,24.13,25.13,3013540.0,50.61,,,+,+,,,+,+_08-04-2024 09:00:00,-_05-03-2024 09:00:00,,,,+,,-,,,,+,+,,+,7,1
PRKME,08-04-2024,22.68,5.69,31.94,21.64,21.57,21.7,22.03,21.73,21.58,21.42,21.51,21.49,22.27,797979.0,53.2,,,+,+,,,+,+_08-04-2024 09:00:00,-_01-03-2024 09:00:00,,,,+,,-,+,,,+,+,,,7,1
AKSUE,08-04-2024,13.86,4.13,59.2,13.41,13.38,13.43,13.55,13.45,13.39,13.33,13.36,16.34,13.73,774855.0,53.69,,,+,+,,,+,+_08-04-2024 09:00:00,-_12-03-2024 09:00:00,,,,+,+,-,,,,+,+,,,7,1
AKSGY,08-04-2024,16.58,4.54,21.93,16.02,16.02,16.13,16.26,16.05,16.04,15.92,16.01,12.13,16.37,2373820.67,52.88,,+,+,,,,+,+_08-04-2024 09:00:00,-_22-03-2024 09:00:00,,,,+,,-,,,,+,,+,+,7,1
SAYAS,08-04-2024,89.25,6.25,26.78,85.41,84.83,84.86,86.03,85.77,84.76,84.88,83.98,78.18,87.7,1297611.33,53.26,,,+,+,+,,+,+_08-04-2024 09:00:00,-_23-02-2024 09:00:00,,,,+,,-,,,,+,,,+,7,1
YEOTK,08-04-2024,223.0,6.44,46.14,211.34,209.88,210.28,212.95,212.48,209.77,209.12,208.07,181.84,219.27,1998502.33,55.08,,,,+,+,,+,+_08-04-2024 09:00:00,-_04-03-2024 09:00:00,+,,,+,+,-,,,,+,,,,7,1
SANFM,08-04-2024,64.0,6.84,-21.36,61.5,61.75,62.29,62.7,61.55,61.87,61.35,62.19,42.8,62.67,323467.67,52.28,+,+,+,,,,,-_01-04-2024 09:00:00,-_02-04-2024 09:00:00,,,+,,,-,,,,+,,+,+,7,1
TLMAN,08-04-2024,131.0,9.72,66.71,121.85,120.98,120.72,119.96,122.62,120.89,120.2,120.59,91.45,127.27,539777.67,58.52,,,,+,+,+,+,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,+,,-,,,,+,,+,,7,1
YKSLN,08-04-2024,22.42,9.9,40.94,20.82,20.57,20.15,19.47,20.95,20.49,20.6,20.62,14.78,21.84,1185109.33,66.04,,,,+,,,+,+_08-04-2024 09:00:00,+_20-03-2024 09:00:00,,,,+,,+,,,,+,+,+,,7,0
NTGAZ,08-04-2024,16.75,4.3,-15.4,16.0,16.01,16.24,16.65,16.07,16.04,15.81,15.95,16.64,16.53,1833351.33,48.63,,,+,,,,+,+_08-04-2024 09:00:00,-_18-03-2024 09:00:00,,,,+,,-,+,,,,+,,+,6,1
KLGYO,08-04-2024,5.65,2.91,186.47,5.44,5.42,5.44,5.44,5.46,5.42,5.38,5.4,3.91,5.64,7560850.33,56.11,,,,+,+,+,+,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,-,,,+,,,,+,6,1
KIMMR,08-04-2024,11.08,7.47,58.55,10.49,10.45,10.5,10.52,10.54,10.46,10.35,10.43,8.03,10.92,2775920.67,56.49,,,+,+,,,+,+_08-04-2024 09:00:00,-_28-03-2024 09:00:00,,,,+,,+,,,,,,+,,6,0
EUPWR,08-04-2024,159.9,5.2,63.73,153.02,152.1,152.33,154.51,153.69,152.01,151.87,150.88,160.42,157.97,1477467.33,53.43,,,,+,+,,+,+_08-04-2024 09:00:00,-_27-02-2024 09:00:00,,,,+,,-,,,,+,,,+,6,1
NUHCM,08-04-2024,294.75,3.6,27.94,286.66,286.82,288.34,291.66,287.07,287.05,285.81,287.57,265.1,292.42,231863.67,50.33,,+,+,,,,+,+_08-04-2024 09:00:00,-_04-03-2024 09:00:00,,,,+,,-,,,,+,+,,,6,1
ZEDUR,08-04-2024,80.5,5.16,39.77,77.46,77.5,78.19,79.48,77.65,77.61,76.92,77.66,72.97,79.42,186519.67,50.52,,+,+,,,,+,+_08-04-2024 09:00:00,-_07-03-2024 09:00:00,,,,+,,-,,,,,+,+,,6,1
KCAER,08-04-2024,51.45,9.98,46.83,47.32,46.99,47.47,48.22,47.73,47.03,46.26,46.5,34.17,49.97,9911931.33,57.19,,,+,+,,,+,+_08-04-2024 09:00:00,-_22-03-2024 09:00:00,,,,,+,-,,,+,,,,+,6,1
KRSTL,08-04-2024,8.78,5.78,-7.56,8.47,8.54,8.76,9.13,8.47,8.58,8.43,8.61,10.5,8.63,4978801.0,41.96,+,+,+,,,,,-_28-02-2024 09:00:00,-_01-03-2024 09:00:00,,,,+,,-,,,,+,+,,,6,1
BORSK,08-04-2024,37.04,7.18,9.14,35.54,35.91,36.86,38.14,35.55,36.09,35.32,36.2,40.64,36.31,8030849.0,45.79,+,+,+,,,,,-_18-03-2024 09:00:00,-_18-03-2024 09:00:00,,,,+,,,,,,+,,,+,6,0
OFSYM,08-04-2024,47.5,5.14,42.42,45.53,45.55,46.24,47.76,45.67,45.64,45.18,45.37,59.56,46.84,654980.33,46.52,,,+,,,,+,+_08-04-2024 09:00:00,-_08-04-2024 09:00:00,,,,+,,,,,,+,+,,+,6,0
GZNMI,08-04-2024,44.3,2.31,86.26,43.41,43.61,43.93,43.78,43.42,43.69,43.23,43.86,29.4,43.76,374446.0,53.09,,+,+,,,,,-_26-03-2024 09:00:00,-_02-04-2024 09:00:00,,,,+,,+,,,+,+,,,,6,0
KRDMD,08-04-2024,24.4,2.52,59.53,23.12,22.95,23.09,23.58,23.28,22.95,22.69,22.79,24.06,24.07,67850367.0,53.02,,,,+,+,,+,+_08-04-2024 09:00:00,-_28-02-2024 09:00:00,,,,,,-,+,,+,,,,+,6,1
NETAS,08-04-2024,81.5,6.96,64.75,78.31,78.43,78.79,78.74,78.39,78.51,78.47,78.55,53.77,80.17,712570.0,53.62,+,+,+,,,,,-_03-04-2024 09:00:00,-_03-04-2024 09:00:00,,,+,+,,-,,,,,,+,,6,1
MEGAP,08-04-2024,4.94,6.24,24.34,4.69,4.68,4.71,4.76,4.71,4.69,4.65,4.67,4.58,4.86,4484632.67,54.47,,,+,+,,,+,+_08-04-2024 09:00:00,-_21-03-2024 09:00:00,,,,+,,-,,,,+,,,+,6,1
CVKMD,08-04-2024,414.0,4.02,105.86,404.23,406.29,410.12,414.27,404.16,407.11,403.69,408.85,351.82,410.67,361029.0,49.28,+,+,+,,,,,-_26-03-2024 09:00:00,-_20-03-2024 09:00:00,,,,+,,-,,+,,+,,,,6,1
SAFKR,08-04-2024,40.56,8.45,35.94,37.8,37.51,37.64,38.19,38.07,37.5,37.16,37.25,31.27,39.69,904003.67,55.17,,,,+,+,,+,+_08-04-2024 09:00:00,-_06-03-2024 09:00:00,,,,,+,-,,,,+,+,,,6,1
DENGE,08-04-2024,2.88,6.67,31.72,2.74,2.75,2.79,2.85,2.74,2.76,2.71,2.77,2.58,2.84,11364590.33,50.7,,+,+,,,,,-_22-03-2024 09:00:00,-_22-03-2024 09:00:00,,,,+,+,-,,,,,,+,+,6,1
ULAS,08-04-2024,26.42,5.68,-29.88,25.38,25.43,25.5,25.44,25.41,25.45,25.24,25.66,19.4,26.05,535957.33,54.21,,+,+,,,,,-_02-04-2024 09:00:00,-_03-04-2024 09:00:00,,,,+,,+,,,,+,,+,,6,0
AKSA,08-04-2024,99.45,4.14,-30.68,96.3,96.57,97.41,98.5,96.38,96.73,96.24,96.87,89.64,99.72,1758736.0,50.83,,+,+,,,,,-_03-04-2024 09:00:00,-_13-03-2024 09:00:00,,,,+,+,-,,-,,+,,,+,6,2
AKMGY,08-04-2024,284.25,4.22,9.11,277.08,278.55,278.96,274.25,276.89,278.91,277.35,281.32,171.81,280.92,104593.33,54.91,+,+,+,,,,,-_02-04-2024 09:00:00,+_05-01-2024 09:00:00,,,,+,,+,,,,+,,,,6,0
HLGYO,08-04-2024,3.0,3.09,-48.36,2.89,2.89,2.93,3.0,2.9,2.9,2.85,2.87,2.94,2.97,51686783.33,48.37,,,+,+,,,+,+_08-04-2024 09:00:00,-_15-03-2024 09:00:00,,,,,+,-,+,,,,,,+,6,1
HEDEF,08-04-2024,26.8,8.06,33.86,25.6,25.63,25.77,26.11,25.64,25.65,25.62,25.64,25.51,26.17,654038.67,51.72,+,+,+,,,,,-_03-04-2024 09:00:00,-_03-04-2024 09:00:00,,,+,,,-,+,,,,+,,,6,1
CMBTN,08-04-2024,4335.0,7.1,6.85,4120.01,4133.42,4161.59,4145.24,4127.76,4140.58,4087.67,4172.48,2313.0,4245.83,45464.67,55.26,,+,+,,,,,-_01-04-2024 09:00:00,-_03-04-2024 09:00:00,,,,+,,-,,,,+,,+,+,6,1
SURGY,08-04-2024,43.0,4.12,101.88,41.35,41.28,41.72,42.76,41.52,41.33,40.83,41.15,44.03,42.41,4030046.33,48.51,,,+,+,,,+,+_08-04-2024 09:00:00,-_08-04-2024 09:00:00,,,,+,,,,,,,+,,+,6,0
CWENE,08-04-2024,289.25,4.61,12.01,277.29,275.5,275.67,279.3,278.53,275.3,275.23,273.19,281.6,287.08,750647.33,53.66,,,,+,+,,+,+_08-04-2024 09:00:00,-_26-02-2024 09:00:00,,,,+,,-,+,,,+,,,,6,1
KLNMA,08-04-2024,16.87,6.57,76.75,15.84,15.72,15.77,15.87,15.96,15.72,15.46,15.66,13.46,16.87,424853.67,56.52,,,,+,+,,+,+_08-04-2024 09:00:00,-_27-03-2024 09:00:00,,,,,,+,,,+,,,,+,6,0
BNTAS,08-04-2024,14.57,9.96,19.82,13.44,13.35,13.39,13.35,13.55,13.35,13.07,13.38,9.18,14.13,3974817.67,59.38,,,,+,+,+,+,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,+,,,,,,+,,6,0
RTALB,08-04-2024,12.08,4.41,62.5,11.75,11.82,12.02,12.4,11.75,11.85,11.71,11.89,12.91,11.95,2131809.33,41.76,+,+,+,,,,,-_26-02-2024 09:00:00,-_27-02-2024 09:00:00,,,,+,,-,,,,+,+,,,6,1
GEDZA,08-04-2024,27.76,4.2,-17.98,26.77,26.69,26.7,26.76,26.85,26.69,26.65,26.65,21.39,27.4,966889.0,55.31,,,,+,+,+,+,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,+,,,,,-,,,,+,,,,6,1
TRILC,08-04-2024,18.79,9.69,22.12,17.68,17.27,16.67,15.94,17.84,17.14,17.45,16.96,12.67,18.24,15615186.33,79.81,+,,,,,,,+_07-03-2024 09:00:00,+_07-03-2024 09:00:00,,,+,,,+,,+,,+,,+,,6,0
ISBIR,08-04-2024,129.0,5.74,-5.16,123.9,123.97,125.03,126.01,124.23,124.15,122.78,124.13,108.75,126.67,21733.0,52.77,,+,+,,,,+,+_08-04-2024 09:00:00,-_22-03-2024 09:00:00,,,,+,,-,,,,+,,+,,6,1
PNSUT,08-04-2024,86.65,1.64,25.47,84.32,83.99,84.26,84.94,84.61,84.0,83.74,83.48,75.05,85.43,575428.33,53.1,,,,+,+,,+,+_08-04-2024 09:00:00,-_15-03-2024 09:00:00,+,,,,,-,,,+,,+,,,6,1
ARSAN,08-04-2024,13.54,1.65,-83.81,13.47,13.48,13.49,13.5,13.46,13.48,13.5,13.49,11.49,13.46,8755784.67,50.82,+,+,+,,,,,-_03-04-2024 09:00:00,-_03-04-2024 09:00:00,,,+,,,-,,+,,,,+,,6,1
AYCES,08-04-2024,767.5,7.12,45.93,729.77,727.26,734.86,762.05,732.85,727.81,722.93,723.99,598.3,753.5,100144.67,48.0,,,+,+,,,+,+_08-04-2024 09:00:00,-_27-02-2024 09:00:00,,,,+,,-,,,,+,,,+,6,1
TERA,08-04-2024,39.84,7.44,150.38,37.94,38.02,38.51,39.18,38.04,38.1,37.6,38.04,35.98,39.23,260820.33,51.25,,+,+,,,,,-_21-03-2024 09:00:00,-_22-03-2024 09:00:00,,,,+,,-,,,+,+,,+,,6,1
PASEU,08-04-2024,61.3,9.96,-2.72,56.15,55.56,55.91,57.3,56.67,55.54,54.96,54.91,59.67,59.53,1926475.0,55.79,,,,+,+,,+,+_08-04-2024 09:00:00,-_08-04-2024 09:00:00,+,,,,,,+,,,,+,,,6,0
ARENA,08-04-2024,44.0,7.79,53.35,41.21,41.2,41.93,43.09,41.45,41.31,40.38,41.18,34.19,42.92,763238.67,51.08,,,+,+,,,+,+_08-04-2024 09:00:00,-_07-03-2024 09:00:00,,,,+,,-,,,+,,,,+,6,1
