Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
23-01-2024 09:00,OYLUM,8.78,9.07,8.73,9.03,1877970.0,0.04,0.25,0.01,1685.71,0.25,1075298.7,74.65,True,0,,7.85,9.18
23-01-2024 09:00,BARMA,18.5,20.1,18.43,19.82,3720476.0,0.28,1.32,0.07,1759.15,1.32,915614.1,306.34,True,0,,16.24,19.85
23-01-2024 09:00,MAKIM,49.06,52.35,48.98,51.9,564423.0,0.45,2.84,0.49,479.59,2.84,178399.6,216.38,True,0,,44.8,ATH
23-01-2024 09:00,ATATP,132.2,142.8,130.4,141.4,1036245.0,1.4,9.2,1.37,571.53,9.2,486847.2,112.85,True,0,,117.8,143.0
23-01-2024 09:00,DOFER,34.5,37.9,34.48,37.9,2850994.0,0.0,3.4,0.39,780.83,3.4,1582951.8,80.11,True,0,,27.32,ATH
23-01-2024 09:00,SOKM,56.7,59.1,56.45,58.75,6427763.0,0.35,2.05,0.09,2311.76,2.05,2595502.7,147.65,True,0,,52.45,ATH
23-01-2024 09:00,BYDNR,26.5,28.82,26.36,28.82,1423662.0,0.0,2.32,0.15,1467.57,2.32,517729.6,174.98,True,0,,23.34,ATH
23-01-2024 09:00,GIPTA,32.16,33.28,32.16,33.0,1479412.0,0.28,0.84,0.12,600.0,0.84,972933.9,52.06,True,0,,27.68,ATH
23-01-2024 09:00,PNLSN,61.8,67.1,61.35,67.1,732144.0,0.0,5.3,0.67,696.99,5.3,287438.9,154.71,True,0,,53.35,ATH
23-01-2024 09:00,MEPET,8.7,9.05,8.55,9.05,341658.0,0.0,0.35,0.09,306.98,0.35,134137.2,154.71,True,0,,7.4,ATH
23-01-2024 09:00,IDEAS,146.8,157.9,145.0,155.9,263209.0,2.0,9.1,0.53,1616.98,9.1,155890.8,68.84,True,0,,81.55,163.5
23-01-2024 09:00,KLMSN,25.24,26.1,25.16,26.08,528795.0,0.02,0.84,0.08,976.92,0.84,256758.0,105.95,True,0,,21.04,ATH
23-01-2024 09:00,MGROS,388.75,402.25,387.25,401.5,1132478.0,0.75,12.75,2.45,420.41,12.75,599258.7,88.98,True,0,,366.0,ATH
23-01-2024 09:00,GZNMI,29.8,31.2,29.8,30.86,813879.0,0.34,1.06,0.28,281.29,1.06,468336.2,73.78,True,0,,19.0,ATH
23-01-2024 09:00,BIZIM,39.54,40.74,39.54,40.48,256522.0,0.26,0.94,0.21,339.25,0.94,143008.7,79.38,True,0,,38.2,40.5
22-01-2024 17:00,GSDDE,8.72,8.93,8.7,8.92,1653421.0,0.01,0.2,0.04,400.0,0.2,849028.8,94.74,True,0,,8.3,ATH
22-01-2024 17:00,PENGD,6.79,7.09,6.7,7.09,4247385.0,0.0,0.3,0.07,354.55,0.3,1704783.2,149.15,True,0,,5.82,ATH
22-01-2024 17:00,KATMR,2.15,2.23,2.15,2.22,22300269.0,0.01,0.07,0.0,6900.0,0.07,14823158.2,50.44,True,0,,1.98,2.32
