Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,H_Wma9XH_Wma15,H_Wma9>H_Wma15,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,Arasinda(H_Wma9/H_Wma15)
07-02-2024 17:00,8898.57,8899.07,8883.89,8893.79,48013701.0,XU100,8004.35,8802.7,8597.22,7825.35,+_03-01-2024 17:00:00,11.11,-,13.65,-,8869.85,8821.17,159.49,2.31,157.18,73.29,73.26,+,+,-0.05,-96.05,957933177.67,-,23.94,0.27,72.62,0.82,8346.28,8762.89,8346.28,8665.68,13950579263.0,308.82,16.96,291.86,69.73,60.91,8072.35,7986.78,85.56,7982.88,3.83,3.9,12956116979.67,+,+,+,+,,+_29-01-2024 09:00:00,821.44,10.18,+,-,True,1.07,-,H_Wma9:H_Wma15:H_Tk,10.05,-,,,,,,,,+_01-02-2024 09:00:00,+,,,
07-02-2024 17:00,31.72,31.74,31.66,31.72,10373.0,A1CAP,31.03,31.93,31.55,28.74,+_25-01-2024 09:00:00,2.24,-,10.37,-,31.87,31.71,0.51,-0.03,0.54,59.99,64.04,-,-,0.0,-98.55,695351.0,-,0.15,0.46,0.01,0.02,30.96,31.84,30.24,31.18,10222440.0,-2.47,0.01,-2.48,46.09,40.72,29.11,29.9,0.79,34.67,1.63,20.55,8464944.0,+,+,-,-,,-_23-10-2023 09:00:00,2.61,8.98,+,-,False,-2.65,-,H_Tk:H_Wma15:H_Wma9,8.77,-,,,,,,,,-_07-02-2024 13:00:00,+,,,
07-02-2024 17:00,149.2,149.2,149.2,149.2,692.0,ACSEL,122.44,138.65,135.5,124.0,+_25-01-2024 13:00:00,21.86,-,20.32,-,141.19,138.09,5.32,1.45,3.87,85.68,70.95,+,+,0.0,-99.83,277432.0,-,8.01,5.67,11.11,8.04,122.9,138.3,121.8,131.1,2675682.0,10.91,-3.98,14.89,60.15,66.73,121.81,124.52,2.71,126.38,6.67,45.23,1829402.33,+,-,+,-,,-_02-01-2024 09:00:00,27.39,22.48,+,-,False,-2.17,-,H_Tk:H_Wma15:H_Wma9,22.48,-,,,,,,,,+_05-02-2024 13:00:00,+,,,
07-02-2024 17:00,506.5,507.0,500.5,503.5,17613.0,ADEL,420.1,506.12,461.0,364.62,+_24-01-2024 13:00:00,19.85,-,38.09,-,505.71,506.25,25.71,-3.13,28.84,64.34,73.99,-,-,-0.49,-91.24,176581.67,-,2.21,0.44,2.75,0.54,396.0,530.5,396.0,515.0,3280892.0,2.96,-4.65,7.6,59.58,50.06,400.3,408.96,8.66,492.82,30.71,64.38,2143948.0,+,-,+,-,,-_30-10-2023 09:00:00,103.2,25.78,+,-,True,-2.12,-,H_Tk:H_Wma15:H_Wma9,25.03,-,,,,,,,,-_07-02-2024 13:00:00,-,-,,
07-02-2024 17:00,2.88,2.88,2.88,2.88,363046.0,ADESE,2.16,2.68,2.58,2.18,+_05-02-2024 09:00:00,33.15,-,31.81,-,2.74,2.66,0.13,0.04,0.08,84.56,72.21,+,+,0.0,-99.63,54441219.67,-,0.14,4.92,0.22,8.27,2.32,2.49,2.28,2.48,339077731.0,0.1,0.05,0.06,67.57,54.66,2.17,2.1,0.07,2.18,7.36,-9.74,367199997.0,-,+,+,-,,+_22-01-2024 09:00:00,0.71,32.54,+,-,False,3.26,-,H_Tk:H_Wma9:H_Wma15,32.54,-,,,,,,,,+_31-01-2024 09:00:00,+,,,
07-02-2024 17:00,35.46,35.5,34.96,35.08,730484.0,ADGYO,31.77,35.04,34.32,30.84,+_18-01-2024 09:00:00,10.41,-,13.75,-,35.02,34.68,0.8,0.03,0.77,61.35,62.24,+,-,-1.02,-81.52,2056472.0,-,0.06,0.16,0.4,1.16,32.0,36.3,31.64,33.46,26688733.0,,,,54.94,,31.0,32.01,1.02,32.86,4.56,-29.21,26432366.67,+,-,+,-,,-_07-02-2024 17:00:00,4.08,13.18,+,-,True,-3.18,-,H_Tk:H_Wma15:H_Wma9,12.79,-,,,,,,,,+_05-02-2024 17:00:00,+,,,
07-02-2024 17:00,155.2,155.3,155.0,155.2,41676.0,AEFES,127.9,152.3,146.15,130.2,+_26-01-2024 13:00:00,21.34,-,19.2,-,154.65,153.35,4.45,0.16,4.28,70.78,69.74,+,+,-0.06,-97.69,1175353.33,-,0.55,0.35,1.85,1.21,140.1,152.5,137.6,149.4,14063921.0,13.38,1.96,11.42,73.73,65.89,136.99,130.83,6.16,122.95,7.4,34.92,10718072.33,+,+,+,+,,+_13-11-2023 09:00:00,18.21,13.29,+,-,True,4.71,-,H_Wma9:H_Wma15:H_Tk,13.15,-,,,,,,,,+_01-02-2024 09:00:00,+,,,
07-02-2024 17:00,12.73,12.74,12.72,12.74,145611.0,AFYON,12.24,12.66,12.56,11.75,+_12-01-2024 13:00:00,4.07,-,8.43,-,12.68,12.66,0.13,-0.02,0.15,61.45,60.18,-,+,0.08,-97.13,3361283.33,-,0.06,0.48,0.08,0.6,12.51,12.99,12.13,12.6,53842857.0,0.24,-0.23,0.47,53.49,51.1,11.89,12.11,0.22,14.17,1.12,25.79,41925666.33,+,-,+,-,,-_04-12-2023 09:00:00,0.85,7.14,+,-,False,-1.79,-,H_Tk:H_Wma15:H_Wma9,6.97,-,,,,,,,,+_06-02-2024 13:00:00,+,,,
07-02-2024 17:00,62.35,62.4,62.05,62.3,13853.0,AGESA,56.95,60.52,59.75,57.2,+_22-01-2024 09:00:00,9.39,-,8.92,-,61.32,60.58,1.26,0.25,1.01,70.96,64.58,+,+,-0.08,-97.39,297155.0,-,0.98,1.6,1.72,2.84,57.4,59.75,56.85,58.15,3854648.0,1.84,-0.86,2.69,54.82,53.89,56.15,56.32,0.17,64.25,2.2,35.14,3166467.33,+,-,+,-,,-_20-11-2023 09:00:00,6.15,10.96,+,-,True,-0.31,+,H_Tk:H_Wma15:H_Wma9,10.51,-,,,,,,,,+_05-02-2024 09:00:00,+,,,
07-02-2024 17:00,250.25,250.5,249.9,250.25,14882.0,AGHOL,213.66,242.72,238.62,216.8,+_26-01-2024 13:00:00,17.12,-,15.43,-,243.82,241.03,5.12,1.18,3.94,76.09,64.69,+,+,0.1,-97.13,559055.33,-,6.43,2.64,9.22,3.83,234.0,241.6,227.5,235.6,4981654.0,15.52,0.43,15.1,67.02,59.98,219.65,214.61,5.04,212.0,2.88,36.72,3850343.33,+,+,+,+,,+_22-01-2024 09:00:00,30.6,13.93,+,-,False,2.35,-,H_Wma9:H_Wma15:H_Tk,13.77,-,,,,,,,,+_05-02-2024 13:00:00,+,,,
