Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_Ort,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
SANFM,27-03-2024,68.25,9.9,336.84,64.99,64.7,64.56,65.21,64.66,64.7,64.39,41.53,65.87,877345.33,57.15,+,+,+,+,+,+,,,+,+,,+,,+,+,,,+,,12,0
QNBFB,27-03-2024,297.25,9.89,16.15,285.46,283.91,281.85,286.31,283.5,283.96,282.66,211.02,297.33,30462.0,57.7,+,+,+,+,,+,,,+,+,,+,,,,+,+,+,,11,0
BSOKE,27-03-2024,21.6,5.57,-34.9,20.98,20.92,20.65,21.01,20.88,20.95,21.0,11.43,21.37,3085187.33,65.7,+,+,+,+,,+,,,+,+,,+,,+,,+,,,,10,0
DESA,27-03-2024,23.64,2.6,205.55,23.41,23.4,23.41,23.42,23.4,23.4,23.38,19.19,24.09,1787865.0,52.32,+,+,+,+,+,+,+,,+,,,-,,,+,,,+,,10,1
ALTIN,27-03-2024,24.34,0.5,-50.86,24.26,24.26,24.26,24.27,24.26,24.2,24.27,20.19,24.28,32958770.0,54.38,+,+,+,+,+,+,,,+,+,,+,,+,,,,,,10,0
BVSAN,27-03-2024,107.3,9.99,34.16,102.86,103.27,104.62,102.99,103.52,102.15,103.66,89.52,103.4,667446.33,50.9,+,+,+,,,,,,+,+,,-,,+,,+,,+,+,9,1
ARSAN,27-03-2024,13.53,2.89,129.29,13.34,13.36,13.42,13.35,13.38,13.32,13.37,11.32,13.55,1271254.0,51.37,+,+,+,,,,,,+,+,,-,,-,+,+,,+,+,9,2
TTKOM,27-03-2024,30.48,3.25,-23.81,30.14,30.06,30.14,30.18,30.06,30.01,29.89,25.57,30.11,24701911.0,50.16,+,+,+,,,,+,,+,+,,-,,+,,,,+,,8,1
NUHCM,27-03-2024,297.0,5.6,-4.96,291.43,291.21,293.19,291.91,291.45,289.65,289.96,263.91,293.58,759475.33,48.5,+,+,+,+,,+,,,+,,,-,,+,,,+,,,8,1
ASGYO,27-03-2024,14.85,5.92,77.03,14.41,14.43,14.57,14.42,14.45,14.36,14.43,18.41,14.73,9732158.33,48.03,+,+,+,,,,,,+,+,,,,,+,+,+,,,8,0
EKOS,27-03-2024,49.84,6.45,97.53,48.58,49.02,50.16,48.53,49.23,48.54,49.27,48.18,49.25,6347309.33,42.97,+,+,,,,,,,+,+,,,+,+,+,+,,,,8,0
GUBRF,27-03-2024,166.1,10.0,117.33,161.04,163.07,166.84,160.71,163.86,161.02,164.84,235.26,160.27,7350356.67,44.86,+,+,,,,,,,+,+,,-,,+,+,+,,,,7,1
AVPGY,27-03-2024,44.4,2.83,38.73,43.61,43.41,43.6,43.76,43.41,43.19,43.0,46.12,44.35,6208213.0,48.76,+,,+,,+,,+,,+,+,,,,+,,,,,,7,0
KBORU,27-03-2024,119.0,9.98,-16.94,115.8,118.23,123.02,115.32,119.19,116.1,119.9,111.73,115.23,3744234.0,42.61,+,+,,,,,,,+,,+,,+,+,,+,,,,7,0
TUREX,27-03-2024,42.88,5.1,39.31,42.41,42.22,41.75,42.42,42.13,42.63,42.06,32.57,42.79,959077.33,59.0,+,+,+,,,,,,+,+,,+,,+,,,,,,7,0
SNICA,27-03-2024,35.28,4.38,56.79,34.77,35.01,35.48,34.72,35.1,34.76,35.21,32.84,34.9,1511410.33,44.8,+,+,,,,,,,+,+,+,-,,+,,+,,,,7,1
SELVA,27-03-2024,15.89,3.86,45.16,15.72,15.66,15.5,15.74,15.63,15.76,15.6,12.88,16.02,3168889.33,56.86,+,+,+,,,,,,+,+,,+,,,,,,,,6,0
EMKEL,27-03-2024,16.82,5.92,141.38,16.24,16.14,16.2,16.31,16.14,16.09,15.94,14.36,16.68,3571714.0,51.4,+,+,+,,+,,,,+,,,-,,,,,,,+,6,1
ISBIR,27-03-2024,131.5,2.73,-82.83,129.83,130.21,130.78,129.85,130.37,129.49,130.45,108.73,131.83,82004.33,52.58,+,+,+,,,,,,+,+,,+,,,,,,,,6,0
TETMT,27-03-2024,13195.0,9.96,-29.45,12972.22,13118.54,13091.05,12912.69,13140.64,13082.33,13353.52,5027.63,12802.5,3426.67,56.54,+,+,+,,,,,,+,,,+,,+,,,,,,6,0
ALARK,27-03-2024,129.3,0.78,-39.66,128.78,128.59,128.35,128.86,128.55,128.56,128.37,103.03,128.57,6302991.67,56.2,+,+,,,,,+,,+,+,,-,,+,,-,,,,6,2
ESCAR,27-03-2024,236.8,1.63,27.95,236.32,234.79,229.79,236.47,233.97,236.84,234.72,155.81,234.1,535362.0,64.06,+,+,,,,,,,+,+,,+,,+,,,,,,6,0
ASELS,27-03-2024,55.95,5.57,35.64,55.38,55.67,56.08,55.28,55.76,55.6,55.88,44.6,54.83,54605135.33,49.27,+,+,,,,,,,+,+,,-,,+,,,,,,5,1
YAYLA,27-03-2024,18.83,1.78,20.0,18.8,19.07,19.32,18.74,19.15,18.72,19.38,10.2,18.72,654377.33,51.24,+,,,,,,,,+,+,,+,,+,,,,,,5,0
ATATP,27-03-2024,110.1,3.87,-66.82,108.49,109.99,113.74,108.29,110.68,108.42,110.25,86.59,108.77,1909021.67,40.41,+,+,,,,,,,+,+,,-,,+,,,,,,5,1
NETAS,27-03-2024,78.7,9.99,19.19,77.26,78.17,79.01,76.94,78.42,78.02,79.06,51.75,76.4,962201.0,51.55,+,+,,,,,,,+,,,+,,+,,,,,,5,0
EYGYO,27-03-2024,10.48,5.86,-5.53,10.42,10.62,10.89,10.36,10.69,10.48,10.86,9.98,10.14,2892389.67,44.12,+,,,,,,,,+,,+,-,+,+,,,,,,5,1
YESIL,27-03-2024,3.87,6.03,526.51,3.84,3.9,3.99,3.82,3.92,3.86,3.95,4.4,3.85,11500493.0,39.72,+,,,,,,,,+,,,-,,+,+,+,,,,5,1
TTRAK,27-03-2024,921.5,1.26,-10.29,919.89,919.2,913.73,919.45,918.42,921.74,921.22,695.34,922.67,478506.33,57.08,+,+,+,,,,,,+,,,+,,,,,,,,5,0
YUNSA,27-03-2024,73.3,2.52,-6.02,72.99,73.14,73.57,72.96,73.21,72.9,73.21,70.63,72.85,499978.33,46.61,+,+,,,,,,,+,,,-,,+,,,,,,4,1
AEFES,27-03-2024,148.2,1.51,10.21,148.09,147.59,147.3,148.22,147.48,147.88,146.72,116.54,148.33,3398117.67,50.98,+,+,+,,,,,,,+,,-,,,,,,,,4,1
AGHOL,27-03-2024,259.25,2.57,38.18,255.56,256.1,257.24,255.67,256.36,254.11,257.36,198.99,263.08,1334855.67,51.93,+,+,+,,,,,,+,,,-,,,,,,,,4,1
AKFGY,27-03-2024,2.19,7.35,3.22,2.21,2.27,2.35,2.18,2.29,2.24,2.36,2.19,2.15,93161336.67,40.66,,,,,,,,,+,,+,-,+,+,,,,,,4,1
USAK,27-03-2024,10.1,5.21,74.67,10.09,10.24,10.47,10.05,10.29,10.16,10.37,9.32,10.04,2365733.33,37.54,+,,,,,,,,+,,,-,,+,,+,,,,4,1
EUYO,27-03-2024,18.77,0.27,-46.48,18.77,19.11,19.41,18.67,19.2,18.98,19.43,13.64,18.59,708314.33,49.05,,,,,,,,,,,,+,,,,+,,,+,3,0
INGRM,27-03-2024,592.0,5.15,132.65,592.29,600.24,614.8,589.96,603.17,595.54,603.88,559.32,592.0,171719.33,41.9,,,,,,,,,+,,,-,,,+,+,,,,3,1
AKGRT,27-03-2024,6.16,0.65,-46.86,6.18,6.15,6.13,6.18,6.14,6.16,6.11,5.36,6.15,31533755.33,49.98,,+,+,,,,,,,,,-,,+,,-,,,,3,2
ZOREN,27-03-2024,5.52,1.47,-66.78,5.49,5.46,5.43,5.51,5.45,5.48,5.41,4.58,5.54,434303017.67,53.68,+,+,,,,,,,+,,,-,,,,-,,,,3,2
GSDDE,27-03-2024,10.51,4.06,-62.62,10.07,9.96,9.92,10.13,9.95,9.88,9.89,8.64,10.6,7644885.67,59.14,,,,,,,,,,+,,+,,,,,+,,,3,0
KUTPO,27-03-2024,85.35,0.59,-48.02,84.89,84.49,83.83,85.08,84.38,84.06,84.43,63.29,86.32,1186544.67,56.85,,,,,,,,,+,+,,+,,,,,,,,3,0
YYAPI,27-03-2024,3.57,1.13,113.26,3.56,3.57,3.6,3.56,3.58,3.55,3.57,3.26,3.61,8210595.0,46.95,+,,,,,,,,+,,,-,,-,+,,,,,3,2
LIDER,27-03-2024,70.8,1.58,-39.92,69.42,68.99,68.7,69.67,68.91,68.76,68.6,58.67,70.67,2280300.67,60.85,,,,,,,+,,,,,-,,+,,,+,,,3,1
TCELL,27-03-2024,67.05,1.21,-25.7,67.19,66.73,66.17,67.28,66.58,67.23,66.03,55.44,66.9,27121294.33,53.84,,+,,,,,,,,+,,-,,+,,,,,,3,1
NUGYO,27-03-2024,6.74,1.81,-27.45,6.76,6.83,6.94,6.74,6.86,6.78,6.9,6.77,6.71,1686822.0,37.12,,,,,,,,,+,,,-,,+,,+,,,,3,1
ORMA,27-03-2024,228.8,1.64,-41.49,232.72,231.71,226.97,232.32,230.95,234.75,231.78,142.57,224.27,22571.0,56.61,,,+,,,,,,,,,+,,+,,,-,,,3,1
PRKAB,27-03-2024,34.32,3.56,88.47,34.71,35.41,36.28,34.47,35.61,35.05,36.18,33.53,34.63,1570105.0,38.67,,,,,,,,,,,,-,+,,+,+,,,,3,1
MNDTR,27-03-2024,6.35,6.54,16.14,6.36,6.47,6.6,6.32,6.51,6.44,6.58,6.2,6.25,4342717.0,42.84,,,,,,,,,+,,,-,+,+,,,,,,3,1
EUHOL,27-03-2024,3.35,5.68,-49.96,3.37,3.42,3.47,3.35,3.44,3.41,3.51,2.86,3.29,8264401.33,46.0,,,,,,,,,+,,+,-,,+,,,,,,3,1
IZMDC,27-03-2024,6.69,-0.3,-15.72,6.48,6.44,6.43,6.52,6.43,6.41,6.38,6.27,6.72,28714252.67,56.97,,,,,+,,+,,,,,-,,-,-,,+,,,3,3
ANGEN,27-03-2024,12.44,1.88,-44.98,12.47,12.6,12.79,12.44,12.64,12.51,12.71,13.89,12.37,1848477.33,36.14,,,,,,,,,+,,,-,,+,,+,,,,3,1
HTTBT,27-03-2024,64.0,-0.31,-65.3,63.75,63.72,64.18,63.84,63.78,63.35,63.52,55.95,64.08,299845.33,46.7,,,,+,,,,,,,,-,,-,-,,+,,+,3,3
EGPRO,27-03-2024,218.2,2.92,-19.59,220.75,222.51,222.46,219.86,222.77,221.94,226.0,148.55,217.03,883440.33,51.73,,,,,,,,,,,,+,,+,,,,,,2,0
GOLTS,27-03-2024,435.75,5.96,-33.13,406.99,392.26,374.89,412.92,388.2,396.22,378.0,253.81,428.25,1244463.0,76.87,,,,,,,,,,,,+,,,,+,,,,2,0
MEPET,27-03-2024,11.8,1.9,-1.2,11.86,12.03,12.21,11.81,12.08,11.97,12.18,8.53,11.6,628149.0,47.63,,,,,,,,,,,,+,,+,,,,,,2,0
SELGD,27-03-2024,56.4,1.62,-11.3,56.58,56.88,57.28,56.52,56.99,56.37,57.21,27.53,56.53,217314.67,51.25,,,,,,,,,,+,,+,,,,,,,,2,0
GEREL,27-03-2024,37.76,3.68,28.11,38.49,39.14,39.17,38.18,39.24,38.98,40.33,25.81,37.65,5376507.67,52.49,,,,,,,,,,,,+,,+,,,,,,2,0
KONYA,27-03-2024,10042.5,-0.74,-45.49,10250.74,10220.15,10137.24,10248.41,10205.81,10249.89,10174.94,7123.52,9983.33,58441.0,52.91,,,,,,,,,,,,+,,+,-,-,,,,2,2
ENKAI,27-03-2024,34.58,2.61,-31.38,34.78,35.14,35.67,34.65,35.26,35.0,35.45,34.18,34.45,22431174.33,36.8,,,,,,,,,,,,-,+,+,,,,,,2,1
BRISA,27-03-2024,122.5,-0.16,-58.9,125.38,126.33,126.85,124.84,126.54,126.6,126.6,87.98,123.57,988448.0,49.0,,,,,,,+,,,,,+,,,-,,,,,2,1
RUBNS,27-03-2024,26.02,3.09,4.13,26.25,26.73,27.4,26.09,26.88,26.48,27.17,26.82,25.85,552626.0,37.41,,,,,,,,,,,+,-,,+,,,,,,2,1
GEDZA,27-03-2024,26.5,2.0,-65.31,26.45,26.54,26.72,26.42,26.58,26.49,26.58,21.04,26.39,683152.33,48.75,+,,,,,,,,+,,,-,,,,,,,,2,1
RAYSG,27-03-2024,417.0,-0.3,-29.87,412.87,403.58,388.31,415.53,400.42,410.09,395.02,186.13,415.42,207169.33,73.63,,,,,,,,,,,,+,,+,-,,,,,2,1
ROYAL,22-12-2022,6.8,0.0,11.5,6.86,6.87,6.78,6.85,6.86,6.9,6.93,4.55,6.8,73553.67,57.4,,,,-,,-,,,,,,+,,+,,,,,,2,2
