Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip
14-06-2024 17:00,IHEVA,3.52,3.59,3.51,3.58,1367965.0,0.01,0.06,0.01,400.0,0.06,716478.7,90.93,True,0,,3.29,3.88,False
14-06-2024 17:00,HALKB,19.21,19.59,19.19,19.54,9160608.0,0.05,0.33,0.0,16400.0,0.33,4582871.5,99.89,True,0,,17.56,ATH,False
14-06-2024 17:00,DARDL,6.15,6.23,6.13,6.22,949996.0,0.01,0.07,0.01,400.0,0.07,519137.2,83.0,True,0,,5.74,ATH,False
14-06-2024 17:00,DENGE,4.44,4.58,4.39,4.56,1235350.0,0.02,0.12,0.02,566.67,0.12,433922.3,184.69,True,0,,4.19,4.66,False
14-06-2024 17:00,BORSK,31.44,31.9,31.42,31.86,787443.0,0.04,0.42,0.07,536.36,0.42,305315.9,157.91,True,0,,29.3,32.98,False
14-06-2024 17:00,TSPOR,2.08,2.14,2.07,2.14,30095702.0,0.0,0.06,0.01,445.45,0.06,10161981.4,196.16,True,0,,1.96,2.18,False
14-06-2024 17:00,EDIP,24.56,25.64,24.5,25.64,1160995.0,0.0,1.08,0.19,456.7,1.08,246243.0,371.48,True,0,,23.18,27.2,False
14-06-2024 17:00,PASEU,64.45,67.5,64.45,67.5,268416.0,0.0,3.05,0.46,555.91,3.05,119569.4,124.49,True,0,,61.3,ATH,False
14-06-2024 17:00,CEOEM,21.62,22.08,21.58,22.06,312385.0,0.02,0.44,0.09,378.26,0.44,112197.3,178.42,True,0,,19.7,23.1,False
14-06-2024 17:00,OYAKC,60.0,60.95,59.85,60.9,1672006.0,0.05,0.9,0.05,1900.0,0.9,621242.8,169.14,True,0,,57.35,61.25,False
14-06-2024 17:00,AKFYE,28.5,28.82,28.48,28.8,5500920.0,0.02,0.3,0.07,341.18,0.3,2275168.2,141.78,True,0,,25.24,ATH,False
14-06-2024 16:00,GLYHO,15.2,15.91,15.03,15.9,5024961.0,0.01,0.7,0.13,451.18,0.7,1459272.5,244.35,True,0,,13.68,ATH,False
