Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
AGHOL,03-04-2024,271.5,0.46,-55.64,270.26,268.05,265.73,263.38,271.0,267.46,269.16,264.52,202.36,270.5,876565.67,57.02,,,,,,,,+_28-03-2024 09:00:00,+_28-03-2024 09:00:00,,,+,,,+,,+,,-,,,,3,1
AEFES,03-04-2024,152.6,0.07,-72.36,152.26,151.37,150.27,149.46,152.52,151.1,151.89,150.32,118.18,151.73,6265910.0,54.61,,,,,,,,+_21-03-2024 09:00:00,+_22-03-2024 09:00:00,,,,,,+,,+,,-,,,,2,1
XU100,03-04-2024,8961.06,-0.88,-37.65,9026.24,9020.55,9011.74,9000.13,9024.83,9018.23,9025.62,9008.4,7700.05,8960.94,2815873473.67,49.26,,-,-,,,,,+_28-03-2024 09:00:00,+_29-03-2024 09:00:00,,,,,,-,,+,-,-,-,-,,1,7
A1CAP,03-04-2024,28.04,0.5,-53.15,28.18,28.48,29.04,29.72,28.11,28.59,28.19,28.67,33.47,27.97,1238821.67,36.68,,,,,,,,-_12-03-2024 09:00:00,-_14-03-2024 09:00:00,,,,,,,,+,,-,,,,1,1
ACSEL,03-04-2024,144.0,-0.76,-55.38,147.0,149.36,152.71,155.29,146.24,150.12,147.71,151.41,120.52,143.57,158245.0,40.09,,,,,,,,-_14-03-2024 09:00:00,-_21-03-2024 09:00:00,,,,,,-,,+,-,-,,,,1,3
ADEL,03-04-2024,614.0,-0.73,-51.88,632.21,643.67,650.26,642.99,627.3,646.13,639.72,660.72,432.27,614.0,242570.33,46.39,,,,,,,,-_27-03-2024 09:00:00,-_02-04-2024 09:00:00,,,,,,+,,,-,,,,,1,1
ADESE,03-04-2024,2.18,0.93,-40.61,2.22,2.27,2.36,2.46,2.21,2.29,2.24,2.31,2.15,2.17,40094636.0,27.68,,,,,,,,-_12-03-2024 09:00:00,-_14-03-2024 09:00:00,,,,,,-,,+,,,,,,1,1
AGESA,03-04-2024,72.3,-0.96,-81.57,72.97,72.97,72.67,71.63,72.95,72.94,72.79,73.08,55.25,72.37,513617.67,54.14,,,-,,,,,+_29-03-2024 09:00:00,+_25-01-2024 09:00:00,,,,,,+,,,-,,,,,1,2
AGROT,03-04-2024,38.34,-6.35,-12.97,38.02,37.08,36.07,35.28,38.36,36.83,37.59,35.98,25.38,39.57,38959998.33,57.98,,,,,,,,+_26-03-2024 09:00:00,+_27-03-2024 09:00:00,,+,-,,,,,-,-,,,,,1,3
ARTMS,03-04-2024,46.88,4.18,1.81,47.55,48.46,49.17,49.23,47.21,48.68,47.86,49.87,48.4,46.16,804347.0,47.26,,,,,,,,-_26-03-2024 09:00:00,-_28-03-2024 09:00:00,,,,,,,,+,,,,,-,1,1
ADGYO,03-04-2024,28.06,0.36,-77.28,28.23,28.74,29.81,31.19,28.13,28.95,28.19,29.0,33.04,28.12,1913326.67,31.71,,,,,,,,-_07-03-2024 09:00:00,-_15-03-2024 09:00:00,,,,,,,,-,,,,,,0,1
AFYON,03-04-2024,12.74,3.75,108.13,12.89,12.93,12.9,12.86,12.83,12.93,13.12,12.94,11.81,12.74,13142888.67,49.08,,,,,-,,,-_02-04-2024 09:00:00,+_26-03-2024 09:00:00,,,,,,-,,,,,,,,0,2
AGYO,03-04-2024,7.7,-1.03,-54.87,7.95,8.21,8.55,8.88,7.87,8.29,8.07,8.47,7.89,7.73,2608474.33,31.36,,,,,,,,-_26-03-2024 09:00:00,-_14-03-2024 09:00:00,,,,,,-,,,-,,,,,0,2
ALVES,03-04-2024,60.65,-2.18,-40.63,61.95,61.9,60.43,57.71,61.77,61.7,62.47,62.94,51.74,61.2,14010915.0,55.26,,,,,,,,+_03-04-2024 09:00:00,+_03-04-2024 09:00:00,-,,,,,,,,-,,-,,,0,3
BORSK,03-04-2024,34.56,-1.26,-19.64,35.85,36.72,37.93,39.21,35.54,36.99,36.28,37.5,41.23,34.75,5144553.0,37.41,,,,,,,,-_18-03-2024 09:00:00,-_18-03-2024 09:00:00,,,,,,,,,-,,,,,0,1
