Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
29-01-2024 13:00,8497.96,8502.45,8481.5,8483.55,53086841.0,XU100,7830.72,8288.94,8208.96,7648.73,+_03-01-2024 17:00:00,8.34,-,10.91,-,8346.66,8261.5,121.87,36.81,85.06,73.34,61.77,+,+,-0.16,-96.08,660575333.67,-,136.89,1.64,222.05,2.69,7996.7,8347.58,7915.48,8346.28,13417986568.0,322.45,-63.86,386.31,65.94,60.82,7915.21,7882.14,33.07,7882.79,4.37,16.77,13056701631.0,+,-,+,-,568.34,7.18,+,-,True,0.42,+,H_Wma9:H_Tk:H_Wma15,7.15,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
29-01-2024 13:00,31.44,31.44,31.34,31.4,29736.0,A1CAP,30.97,30.54,29.93,26.94,+_25-01-2024 09:00:00,1.38,+,16.56,-,30.83,30.36,0.73,0.19,0.54,77.04,65.9,+,+,-0.13,-96.42,373007.0,-,0.57,1.84,1.04,3.41,28.36,31.28,28.02,30.68,8477646.0,-2.71,,,44.8,41.6,28.68,29.98,1.3,34.9,8.26,26.67,7174876.33,+,-,-,-,2.72,9.47,+,-,True,-4.33,-,H_Tk:H_Wma15:H_Wma9,9.26,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
29-01-2024 13:00,124.2,124.4,123.9,123.9,15365.0,ACSEL,119.64,122.05,121.15,112.38,+_25-01-2024 13:00:00,3.56,-,10.26,-,123.4,121.99,1.66,0.61,1.06,62.21,57.51,+,+,-0.24,-94.8,127968.67,-,0.5,0.41,1.91,1.57,117.3,127.1,115.2,122.9,1842334.0,10.92,-5.11,16.03,56.35,68.05,120.19,123.94,3.76,126.38,4.86,89.89,1558563.0,-,-,+,-,3.71,3.09,+,-,True,-3.03,-,H_Tk:H_Wma15:H_Wma9,3.09,-,,,,,,,,+_25-01-2024 09:00:00,+,,,,
29-01-2024 13:00,417.5,418.25,414.25,418.0,20141.0,ADEL,403.53,398.88,386.0,356.62,+_24-01-2024 13:00:00,3.59,-,17.21,-,399.68,390.79,11.79,5.01,6.79,76.35,62.81,+,+,0.12,-94.7,154099.0,-,18.32,4.58,27.21,6.96,360.0,416.0,352.25,394.0,1993758.0,3.57,-23.6,27.17,49.33,50.45,375.51,396.86,21.36,498.12,10.21,72.62,1992983.67,-,-,-,-,42.49,11.32,+,-,False,-5.38,-,H_Tk:H_Wma15:H_Wma9,10.32,-,,,,,,,,+_24-01-2024 13:00:00,+,,,,
29-01-2024 13:00,2.32,2.34,2.31,2.32,6105086.0,ADESE,2.08,2.36,2.39,2.02,-_26-01-2024 13:00:00,11.52,-,14.57,-,2.33,2.36,0.02,-0.02,0.04,48.39,56.73,-,-,0.0,-77.12,14892722.33,-,0.01,0.6,0.04,1.59,2.31,2.53,2.29,2.31,375651650.0,0.1,0.01,0.09,63.21,53.88,2.08,2.05,0.03,2.18,0.0,-2.9,346234641.0,+,+,+,-,0.24,11.49,+,-,False,1.65,-,H_Tk:H_Wma9:H_Wma15,11.01,-,,,,,,,,-_23-01-2024 17:00:00,-,,,,
29-01-2024 13:00,31.86,31.9,31.86,31.88,36677.0,ADGYO,31.17,32.97,31.98,29.1,+_18-01-2024 09:00:00,2.28,-,9.55,-,31.93,31.68,0.5,0.03,0.47,58.49,56.78,+,+,0.06,-97.51,796011.33,-,0.05,0.15,0.2,0.62,31.46,35.0,29.86,32.0,37702095.0,,,,50.6,,30.51,31.96,1.46,,0.95,152.93,21471332.0,+,-,+,-,1.37,4.51,+,-,False,-4.56,-,H_Wma15:H_Wma9:H_Tk,4.44,-,Arasinda,,,,,,,-_29-01-2024 09:00:00,+,,,,
29-01-2024 13:00,140.8,141.2,140.1,140.2,53629.0,AEFES,122.62,136.85,135.85,131.1,+_26-01-2024 13:00:00,14.33,-,6.94,-,138.17,136.56,1.82,0.68,1.14,66.88,56.25,+,+,-0.43,-95.56,573508.0,-,2.03,1.47,3.64,2.66,135.0,139.5,130.6,139.1,10419057.0,13.16,1.21,11.95,69.65,65.02,132.86,127.24,5.62,116.7,3.27,35.9,11345630.33,-,+,+,+,7.34,5.52,+,-,True,4.42,-,H_Wma9:H_Wma15:H_Tk,5.45,-,,,,,,,,+_25-01-2024 09:00:00,+,,,,
29-01-2024 13:00,12.39,12.4,12.37,12.39,205139.0,AFYON,12.15,12.29,12.06,11.1,+_12-01-2024 13:00:00,1.94,+,11.57,-,12.36,12.25,0.21,0.03,0.18,66.73,63.65,+,+,0.08,-96.11,2385065.0,-,0.03,0.24,0.14,1.11,11.61,12.52,11.61,12.46,42790384.0,0.31,-0.41,0.72,52.5,51.36,11.74,12.09,0.35,14.17,7.32,46.89,31428383.67,+,-,+,-,0.65,5.52,+,-,False,-2.92,-,H_Tk:H_Wma15:H_Wma9,5.35,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
29-01-2024 13:00,57.35,57.5,57.0,57.2,28950.0,AGESA,56.26,56.75,55.55,56.82,+_22-01-2024 09:00:00,1.66,+,0.66,+,56.9,56.54,0.48,0.15,0.33,61.17,56.34,+,+,-0.44,-92.56,176619.67,-,0.3,0.54,0.66,1.17,55.1,57.7,54.3,56.9,2852219.0,2.58,-1.6,4.18,53.72,55.0,55.63,56.17,0.54,64.25,3.45,2.14,2918780.0,+,-,+,-,1.57,2.82,+,-,True,-0.97,-,H_Tk:H_Wma15:H_Wma9,2.46,-,,,,,,,,+_25-01-2024 09:00:00,+,,,,
29-01-2024 13:00,233.5,233.9,233.5,233.8,6089.0,AGHOL,207.81,227.0,225.6,204.25,+_26-01-2024 13:00:00,12.51,-,14.47,-,228.28,225.42,3.26,1.29,1.97,72.36,56.97,+,+,0.04,-99.12,314639.0,-,5.52,2.42,8.39,3.72,220.9,230.4,215.3,229.0,3643446.0,17.25,-2.51,19.76,65.0,59.86,214.32,211.39,2.93,218.45,2.74,24.53,3271136.0,+,-,+,-,19.48,9.09,+,-,False,1.39,-,H_Tk:H_Wma9:H_Wma15,8.95,-,,,,,,,,+_25-01-2024 17:00:00,+,,,,
