Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,rsi,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
28-10-2024 11:00,ADEL,36.66,36.94,36.64,36.94,739197.0,0.0,0.28,0.04,536.36,0.28,485601.3,52.22,True,68.38,0,,35.78,37.4,False,False
28-10-2024 11:00,EFORC,37.9,39.0,37.82,38.94,1228939.0,0.06,1.04,0.18,477.78,1.04,664375.3,84.98,True,83.91,0,,35.06,ATH,False,False
28-10-2024 11:00,SAYAS,45.76,46.92,45.6,46.62,451505.0,0.3,0.86,0.23,267.52,0.86,169048.8,167.09,True,81.49,0,,43.62,ATH,False,False
28-10-2024 11:00,DURKN,12.28,12.65,12.26,12.61,1870598.0,0.04,0.33,0.03,931.25,0.33,761369.6,145.69,True,67.35,0,,11.79,14.14,False,False
28-10-2024 11:00,AYDEM,24.82,25.08,24.8,25.06,252597.0,0.02,0.24,0.02,990.91,0.24,131526.2,92.05,True,66.99,0,,23.96,26.16,False,False
28-10-2024 11:00,IZENR,20.1,20.88,20.1,20.8,1103877.0,0.08,0.7,0.1,600.0,0.7,398406.7,177.07,True,81.85,0,,18.6,ATH,False,False
28-10-2024 11:00,SUNTK,19.68,19.96,19.68,19.96,106142.0,0.0,0.28,0.1,169.23,0.28,50708.3,109.32,True,73.38,0,,18.6,20.58,False,False
28-10-2024 11:00,TCKRC,24.26,25.4,24.24,25.12,2592651.0,0.28,0.86,0.12,616.67,0.86,720411.9,259.88,True,79.94,0,,21.76,25.2,False,False
28-10-2024 11:00,GESAN,42.62,44.46,42.28,44.1,3569528.0,0.36,1.48,0.29,410.34,1.48,903590.2,295.04,True,76.3,0,,40.92,ATH,False,False
28-10-2024 11:00,TOASO,191.7,194.4,191.6,193.9,1166888.0,0.5,2.2,0.19,1057.89,2.2,669018.4,74.42,True,52.03,0,,189.4,202.4,False,False
28-10-2024 11:00,DCTTR,22.26,23.2,22.24,23.1,496892.0,0.1,0.84,0.08,976.92,0.84,209431.4,137.26,True,71.96,0,,21.82,23.2,False,False
28-10-2024 11:00,MGROS,410.0,416.0,409.75,415.5,323610.0,0.5,5.5,1.05,423.81,5.5,126170.0,156.49,True,70.09,0,,397.0,434.75,False,False
28-10-2024 11:00,METRO,2.12,2.18,2.11,2.18,2721633.0,0.0,0.06,0.01,500.0,0.06,588919.3,362.14,True,83.15,0,,2.07,ATH,False,False
28-10-2024 11:00,FORMT,4.5,4.7,4.5,4.7,8758996.0,0.0,0.2,0.04,440.54,0.2,3440073.0,154.62,True,74.73,0,,4.23,ATH,False,False
28-10-2024 11:00,CRDFA,5.5,5.8,5.5,5.79,1173722.0,0.01,0.29,0.03,752.94,0.29,380563.0,208.42,True,77.4,0,,5.3,6.07,False,False
28-10-2024 11:00,SILVR,18.52,18.91,18.42,18.83,339143.0,0.08,0.31,0.0,7650.0,0.31,171610.5,97.62,True,69.38,0,,17.96,18.84,False,False
28-10-2024 10:00,MOGAN,10.18,10.35,10.12,10.32,1389213.0,0.03,0.14,0.02,536.36,0.14,346894.4,300.47,True,66.31,0,,10.03,10.78,False,False
28-10-2024 10:00,SEYKM,4.25,4.3,4.2,4.3,1984428.0,0.0,0.05,0.0,900.0,0.05,689779.8,187.69,True,64.08,0,,4.12,4.49,False,False
28-10-2024 10:00,ODAS,5.57,5.62,5.55,5.61,9327061.0,0.01,0.04,0.01,566.67,0.04,3938204.6,136.84,True,56.27,0,,5.51,5.63,False,False
28-10-2024 10:00,CWENE,170.5,180.0,169.7,178.9,657552.0,1.1,8.4,0.92,813.04,8.4,116861.8,462.67,True,72.35,0,,166.7,181.4,False,False
28-10-2024 10:00,ONRYT,76.4,83.35,75.75,83.35,1773617.0,0.0,6.95,0.85,717.65,6.95,377155.1,370.26,True,86.73,0,,69.7,ATH,False,False
28-10-2024 10:00,IZMDC,5.37,5.44,5.37,5.43,716080.0,0.01,0.06,0.01,500.0,0.06,237520.9,201.48,True,72.88,0,,5.19,5.45,False,False
28-10-2024 10:00,KOCMT,16.21,16.4,16.21,16.35,996100.0,0.05,0.14,0.03,324.24,0.14,521719.2,90.93,True,63.38,0,,16.01,16.42,False,False
28-10-2024 10:00,KONTR,43.34,44.58,43.02,44.3,3604677.0,0.28,0.96,0.16,515.38,0.96,1203888.3,199.42,True,73.23,0,,40.92,ATH,False,False
28-10-2024 10:00,IPEKE,34.88,35.22,34.42,35.14,840162.0,0.08,0.26,0.05,465.22,0.26,249189.5,237.16,True,62.43,0,,34.2,35.2,False,False
