Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
BIGCH,03-04-2024,30.3,9.94,96.94,27.82,27.72,28.19,28.92,28.06,27.78,26.99,27.61,29.71,29.13,2224488.0,53.59,,,+,+,,,+,+_03-04-2024 09:00:00,-_14-03-2024 09:00:00,,,,+,,-,+,,+,,,,+,7,1
SKYLP,03-04-2024,144.0,4.35,89.11,140.81,141.64,144.23,148.46,140.82,142.08,140.19,142.08,106.38,143.2,262397.67,45.66,+,+,,,,,,-_05-03-2024 09:00:00,-_06-03-2024 09:00:00,,,+,,+,-,,+,,+,,,+,7,1
DERIM,03-04-2024,31.64,2.13,71.37,31.6,31.49,31.0,29.78,31.59,31.42,31.81,31.39,18.16,31.14,253044.67,58.12,+,+,,,,,,+_02-01-2024 09:00:00,+_05-01-2024 09:00:00,,,+,+,,+,,+,,,,,,6,0
TCELL,03-04-2024,68.5,2.24,2.2,67.71,67.46,67.01,66.56,67.78,67.36,67.68,67.39,55.98,68.28,37127712.67,57.04,+,+,,,,,,+_19-03-2024 09:00:00,+_21-03-2024 09:00:00,,,+,,,+,,+,,,,+,,6,0
KSTUR,03-04-2024,6797.5,9.99,-36.84,6417.55,6533.68,6618.6,6410.88,6407.83,6568.03,6314.5,6798.98,2574.58,6797.5,2667.67,55.06,+,+,+,,,+,,-_26-03-2024 09:00:00,+_03-04-2024 09:00:00,,,,,,+,,,,+,,,,6,0
EDIP,03-04-2024,16.03,2.56,288.09,15.8,15.84,16.02,16.33,15.81,15.87,15.74,15.85,14.79,16.01,1226261.33,43.71,+,+,+,,,,,-_27-02-2024 09:00:00,-_29-02-2024 09:00:00,,,+,,,-,,+,+,,,,,6,1
VESBE,03-04-2024,19.49,1.35,109.34,19.27,19.25,19.27,19.29,19.29,19.25,19.2,19.23,16.46,19.59,17097212.0,53.05,,,+,+,,,+,+_03-04-2024 09:00:00,-_26-03-2024 09:00:00,,,,+,,-,,,+,,,+,,6,1
DAPGM,03-04-2024,33.0,0.92,226.55,32.72,32.7,32.8,32.96,32.74,32.71,32.75,32.47,36.16,32.85,6558241.67,50.04,,,+,+,,,+,+_03-04-2024 09:00:00,-_18-03-2024 09:00:00,,,,,,-,,,+,+,,,,5,1
KONTR,03-04-2024,232.6,2.47,36.24,230.6,231.47,234.73,240.03,230.62,232.0,229.75,231.18,227.56,232.03,5048914.0,42.94,+,+,,,,,,-_05-03-2024 09:00:00,-_11-03-2024 09:00:00,,,+,,,-,+,+,,,,,,5,1
DESA,03-04-2024,24.84,4.63,102.08,24.01,23.84,23.71,23.6,24.1,23.81,23.83,23.69,19.41,24.51,1661925.33,59.16,,,,,,,,+_27-03-2024 09:00:00,+_27-03-2024 09:00:00,,,,+,,+,,,+,+,+,,,5,0
FORTE,03-04-2024,69.85,2.34,280.83,69.62,70.29,71.84,74.26,69.49,70.58,69.44,70.72,73.21,70.15,1409795.0,40.52,+,,,,,,,-_03-04-2024 09:00:00,-_03-04-2024 09:00:00,,,+,,,,,,+,+,,,+,5,0
FROTO,03-04-2024,1139.0,0.8,-39.26,1135.44,1132.04,1123.3,1104.01,1136.32,1130.59,1132.47,1131.1,860.7,1135.0,707594.67,57.93,+,+,,,,,,+_28-03-2024 09:00:00,+_12-01-2024 09:00:00,,,+,,,+,,+,,-,,,,5,1
LINK,03-04-2024,400.0,3.9,228.3,387.16,386.94,389.91,391.03,388.4,387.46,382.87,385.26,224.42,397.0,186236.67,53.12,,,+,+,,,+,+_03-04-2024 09:00:00,-_21-03-2024 09:00:00,,,,,,-,,,+,,,+,,5,1
GSDDE,03-04-2024,10.24,0.89,153.49,9.92,9.86,9.84,9.82,9.96,9.86,9.87,9.79,8.69,10.38,5450410.33,55.29,,,,,+,+,,+_02-04-2024 09:00:00,+_03-04-2024 09:00:00,,,,,,-,,-,+,+,+,,,5,2
SUWEN,03-04-2024,19.96,3.37,3.95,19.87,20.09,20.4,20.67,19.81,20.16,19.91,20.32,19.39,19.84,1373127.33,43.71,+,,,,,,,-_26-03-2024 09:00:00,-_26-03-2024 09:00:00,,,+,,,-,+,+,,,,,+,5,1
BVSAN,03-04-2024,111.6,6.79,127.82,106.16,105.2,105.11,105.79,106.8,105.08,104.81,103.84,90.27,110.63,2040184.0,56.33,,,,,+,+,,+_02-04-2024 09:00:00,+_03-04-2024 09:00:00,,,,,,-,,,+,,+,,,4,1
PATEK,03-04-2024,117.7,10.0,10.02,117.5,121.76,126.25,127.38,116.16,122.97,119.04,126.6,117.36,112.63,6120069.0,45.81,+,,,,,,,-_21-03-2024 09:00:00,-_28-03-2024 09:00:00,,,+,,,,+,+,,,,,,4,0
KARTN,03-04-2024,158.5,2.92,835.46,151.66,149.62,146.29,140.33,152.54,148.98,150.84,148.14,92.46,157.17,1334150.33,61.41,,,,,,,,+_19-03-2024 09:00:00,+_24-01-2024 09:00:00,,,,,,+,,,+,+,,+,,4,0
OTKAR,03-04-2024,460.0,5.02,7.88,453.57,456.44,462.12,469.47,453.05,457.56,452.9,458.82,391.98,451.58,578335.33,45.76,+,+,,,,,,-_27-02-2024 09:00:00,-_01-03-2024 09:00:00,,,+,,,-,,+,,,,,,4,1
DMSAS,03-04-2024,5.81,1.93,297.15,5.77,5.79,5.84,5.87,5.77,5.8,5.77,5.79,5.11,5.89,4075660.67,48.62,+,+,,,,,,-_18-03-2024 09:00:00,-_19-03-2024 09:00:00,,,+,,,-,,,+,,,,,4,1
BIMAS,03-04-2024,370.75,1.64,19.88,364.37,364.3,366.69,370.11,365.13,364.67,360.79,363.99,298.27,368.0,3603798.33,49.67,,,+,+,,,+,+_03-04-2024 09:00:00,-_22-03-2024 09:00:00,,,,+,,-,,,,,,,,4,1
BTCIM,03-04-2024,130.8,2.99,131.06,128.5,126.86,124.86,122.85,129.07,126.38,127.65,124.86,98.19,128.63,1959799.33,61.6,+,,,,,,,+_22-03-2024 09:00:00,+_21-03-2024 09:00:00,,,+,,,+,,+,,-,,,,4,1
LKMNH,03-04-2024,63.75,3.49,-48.75,61.68,61.28,61.2,61.06,61.98,61.24,60.73,60.87,47.03,62.93,649050.0,55.66,,,,,+,+,,+_02-04-2024 09:00:00,+_03-04-2024 09:00:00,,,,,,+,,+,,,,,,4,0
MERIT,03-04-2024,103.5,0.49,-12.16,103.44,103.48,103.88,104.09,103.49,103.55,103.0,103.3,74.42,102.93,259037.33,49.8,+,+,,,,,,-_02-04-2024 09:00:00,-_25-03-2024 09:00:00,,,+,,,-,,+,,-,,,,4,2
THYAO,03-04-2024,300.0,1.01,3.41,297.38,294.55,290.69,286.75,298.27,293.67,296.16,291.75,237.83,298.33,38976868.67,62.84,,,,,,,,+_19-03-2024 09:00:00,+_20-03-2024 09:00:00,,,+,,,+,,+,,-,,,,3,1
TRCAS,03-04-2024,24.6,2.5,-22.23,24.6,24.7,24.96,25.31,24.57,24.75,24.59,24.68,21.97,24.43,647144.67,45.01,+,,,,,,,-_13-03-2024 09:00:00,-_15-03-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
YAYLA,03-04-2024,22.02,9.99,-8.35,20.02,19.68,19.55,19.23,20.26,19.64,19.49,19.23,10.65,22.01,826754.33,60.95,,,,,+,,,+_02-04-2024 09:00:00,+_02-04-2024 09:00:00,+,,,,,+,,,,,,,,3,0
ATAKP,03-04-2024,42.9,3.17,46.67,42.66,43.25,44.64,46.67,42.56,43.51,42.51,43.48,58.78,42.45,1080958.0,34.5,+,,,,,,,-_12-03-2024 09:00:00,-_03-04-2024 09:00:00,,,+,,,,,+,,-,,,,3,1
HTTBT,03-04-2024,64.5,1.18,8.01,64.53,64.41,64.45,64.9,64.56,64.39,64.58,64.04,56.35,64.25,285743.0,48.33,,+,+,,,,,+_29-03-2024 09:00:00,-_04-03-2024 09:00:00,,,,,,-,,+,,-,,,,3,2
OZRDN,03-04-2024,55.3,3.75,22.64,55.32,56.48,58.04,59.36,54.98,56.85,55.73,57.68,42.88,55.13,318582.33,39.8,,,,,,,,-_20-03-2024 09:00:00,-_22-03-2024 09:00:00,,,+,,,-,,+,,+,,,,3,1
SOKM,03-04-2024,59.6,2.41,-24.21,59.24,59.69,60.65,61.89,59.17,59.88,59.06,60.07,54.4,58.98,6241468.33,40.31,+,,,,,,,-_14-03-2024 09:00:00,-_29-02-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
AGHOL,03-04-2024,272.25,0.74,-36.06,270.51,268.22,265.84,263.45,271.3,267.61,269.31,264.61,202.37,270.92,952078.33,57.44,,,,,,,,+_28-03-2024 09:00:00,+_28-03-2024 09:00:00,,,+,,,+,,+,,,,,,3,0
ARCLK,03-04-2024,151.0,-0.66,-57.81,149.72,149.35,149.72,150.64,150.02,149.36,148.87,148.61,139.86,151.67,3761334.0,50.15,,,,,+,,,+_02-04-2024 09:00:00,-_12-03-2024 09:00:00,+,,,,,-,,-,-,,+,,,3,3
BJKAS,03-04-2024,63.6,9.94,307.39,58.25,58.69,60.56,62.41,58.61,59.05,56.69,59.03,44.86,62.07,3589474.67,51.18,,,+,,,,,-_19-03-2024 09:00:00,-_21-03-2024 09:00:00,,,,,,-,,,+,,,+,,3,1
BMSTL,03-04-2024,31.62,1.28,34.19,31.57,31.78,32.22,32.94,31.54,31.86,31.51,31.92,29.18,31.48,700114.67,41.72,+,,,,,,,-_13-02-2024 09:00:00,-_21-02-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
ICUGS,03-04-2024,15.47,4.88,-39.55,15.46,15.53,15.6,15.64,15.43,15.54,15.51,15.61,10.97,15.24,1295700.0,49.2,+,,,,,,,-_02-04-2024 09:00:00,-_02-04-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
BRKO,03-04-2024,4.34,-1.36,-3.19,4.2,4.17,4.16,4.16,4.23,4.16,4.13,4.12,4.17,4.38,1158285.0,56.7,,,,,,+,,+_02-04-2024 09:00:00,+_03-04-2024 09:00:00,+,,,,,+,,-,-,,,,,3,2
METUR,03-04-2024,9.65,1.47,-13.79,9.47,9.43,9.41,9.33,9.5,9.43,9.35,9.43,6.81,9.52,4563512.33,54.64,,,,,+,,,+_02-04-2024 09:00:00,+_01-04-2024 09:00:00,,,,,,-,,,,,,+,,2,1
CRFSA,03-04-2024,169.4,4.76,-15.08,163.09,161.38,159.83,157.45,163.99,161.01,161.26,159.44,111.33,166.03,1232651.67,60.7,,,,,,,,+_29-03-2024 09:00:00,+_05-01-2024 09:00:00,,,,,,+,,+,,,,,,2,0
ISCTR,03-04-2024,11.64,1.84,-21.1,11.44,11.33,11.19,11.06,11.48,11.3,11.37,11.22,8.82,11.55,585889630.0,60.82,,,,,,,,+_20-03-2024 09:00:00,+_21-03-2024 09:00:00,,,,,,+,,+,,-,,,,2,1
PAGYO,03-04-2024,37.5,-0.53,-4.21,37.69,37.67,37.86,38.28,37.71,37.69,37.55,37.5,35.55,37.36,208140.67,45.19,,,,,,,,+_01-04-2024 09:00:00,-_06-03-2024 09:00:00,+,,,,,-,,+,-,,,,,2,2
KARYE,03-04-2024,37.0,1.76,132.04,37.77,38.83,40.93,43.66,37.49,39.24,37.97,39.34,34.36,36.75,2109436.0,33.97,,,,,,,,-_08-03-2024 09:00:00,-_11-03-2024 09:00:00,,,,,,-,,+,+,-,,,,2,2
CCOLA,03-04-2024,614.5,2.25,-4.67,596.34,590.52,588.4,590.09,599.64,589.56,588.84,582.98,454.39,607.83,559382.67,59.84,,,,,,+,,+_01-04-2024 09:00:00,+_03-04-2024 09:00:00,,,,,,-,,+,,,,,,2,1
MOBTL,03-04-2024,5.81,3.94,151.26,5.81,5.89,6.06,6.25,5.79,5.92,5.81,5.92,4.88,5.85,17888863.33,42.12,+,,,,,,,-_08-03-2024 09:00:00,-_14-03-2024 09:00:00,,,+,,,-,,,,,,,,2,1
BSOKE,03-04-2024,26.6,4.72,44.45,25.3,24.41,23.36,22.07,25.64,24.17,24.64,23.47,12.05,26.03,6988677.67,73.49,,,,,,,,+_27-03-2024 09:00:00,+_01-02-2024 09:00:00,,,,,,+,,+,,,,,,2,0
BASCM,03-04-2024,16.0,-1.84,-28.66,16.14,16.1,15.91,15.41,16.14,16.08,16.05,16.22,9.94,15.72,293795.0,55.89,-,-,,,,,,+_01-04-2024 09:00:00,+_30-01-2024 09:00:00,,,-,-,,+,,+,-,-,,,,2,6
PGSUS,03-04-2024,807.0,0.37,-14.52,808.21,806.81,805.59,804.93,808.51,806.43,807.79,804.48,715.97,807.5,2439456.33,51.18,,+,+,,,,,+_28-03-2024 09:00:00,+_29-03-2024 09:00:00,,,,,,-,,,,,,,,2,1
ISGSY,03-04-2024,29.92,-0.47,-9.23,28.25,27.58,27.1,26.91,28.6,27.44,27.52,26.93,22.95,30.29,5063548.67,62.35,,,,,,,,+_01-04-2024 09:00:00,+_02-04-2024 09:00:00,,+,,,,+,,-,-,,,,,2,2
KLGYO,03-04-2024,5.25,2.34,-12.88,5.29,5.35,5.42,5.43,5.26,5.37,5.31,5.42,3.87,5.21,7252048.0,47.05,,,,,,,,-_22-03-2024 09:00:00,-_27-03-2024 09:00:00,,,,,,+,,+,,,,,,2,0
CASA,03-04-2024,93.6,1.52,10.02,93.61,94.59,95.89,97.08,93.33,94.9,93.8,95.8,111.27,94.77,27604.0,44.75,,,,,,,,-_25-03-2024 09:00:00,-_25-03-2024 09:00:00,,,+,,,-,,,,+,,,,2,1
UZERB,03-04-2024,395.0,-8.14,197.38,432.73,434.76,422.6,394.45,428.45,433.31,446.39,439.31,235.96,393.33,16533.33,53.76,,,-,-,,,-,-_03-04-2024 09:00:00,+_29-01-2024 09:00:00,,,,,,+,,+,-,,,,-,2,5
AEFES,03-04-2024,154.7,1.44,-48.65,152.96,151.83,150.57,149.65,153.36,151.52,152.31,150.58,118.2,153.13,6848677.67,56.76,,,,,,,,+_21-03-2024 09:00:00,+_22-03-2024 09:00:00,,,,,,+,,+,,-,,,,2,1
FONET,03-04-2024,28.32,9.94,-28.19,25.12,24.85,25.69,26.59,25.54,24.96,23.84,23.97,13.01,27.11,9629046.67,53.22,,,,+,,,+,+_03-04-2024 09:00:00,-_19-03-2024 09:00:00,,,,,,-,,,,,,,,2,1
GRTRK,03-04-2024,67.7,0.3,40.92,67.78,67.89,67.73,67.04,67.72,67.89,67.83,68.32,44.69,67.35,823933.33,53.45,,,,,,,,-_28-03-2024 09:00:00,+_13-03-2024 09:00:00,,,,,,+,,+,,,,,,2,0
VERUS,03-04-2024,236.0,1.51,-50.65,238.2,240.97,245.41,250.27,237.34,241.9,239.0,243.12,211.99,234.4,98631.67,38.18,,,,,,,,-_28-02-2024 09:00:00,-_18-03-2024 09:00:00,,,,,+,-,,+,,,,,,2,1
SODSN,03-04-2024,175.0,0.0,-5.94,194.46,203.64,206.01,197.64,189.48,205.09,205.99,217.14,96.1,171.33,82325.67,45.98,,,,,,-,,-_01-04-2024 09:00:00,-_03-04-2024 09:00:00,,,,,,+,,+,,,,,,2,1
GEDIK,03-04-2024,13.03,1.48,-13.77,13.1,13.23,13.45,13.72,13.06,13.28,13.13,13.33,12.93,12.99,771260.33,40.37,,,,,,,,-_12-03-2024 09:00:00,-_14-03-2024 09:00:00,,,,,,-,+,+,,-,,,,2,2
VKING,03-04-2024,42.7,0.47,-38.46,41.94,41.68,41.36,40.58,42.09,41.62,41.58,41.39,33.59,42.3,564858.33,61.34,,,,,,,,+_01-04-2024 09:00:00,+_03-01-2024 09:00:00,,,,,,+,,+,,,,,,2,0
TRILC,03-04-2024,17.08,0.23,-24.83,16.75,16.42,15.89,15.27,16.85,16.31,16.69,16.12,12.51,17.16,8726954.0,82.9,,,,,,,,+_07-03-2024 09:00:00,+_07-03-2024 09:00:00,,,,,,+,,-,,+,,,,2,1
SDTTR,03-04-2024,316.0,1.69,108.25,314.36,316.81,322.85,332.41,314.01,317.9,313.08,318.61,289.46,320.08,1047911.67,40.87,+,,,,,,,-_27-02-2024 09:00:00,-_01-03-2024 09:00:00,,,+,,,-,,,,,,,,2,1
ULUFA,03-04-2024,12.18,1.75,12.97,12.02,12.12,12.31,12.44,12.02,12.16,11.94,12.22,9.9,12.08,3134168.0,47.62,,+,,,,,,-_22-03-2024 09:00:00,-_25-03-2024 09:00:00,,,,,,-,,,,+,,,,2,1
IMASM,03-04-2024,16.77,0.06,-26.24,16.92,17.04,17.23,17.34,16.89,17.08,16.93,17.08,20.16,16.74,4733155.67,45.14,,,,,,,,-_13-03-2024 09:00:00,-_21-03-2024 09:00:00,,,,,,+,,+,,,,,,2,0
ROYAL,22-12-2022,6.8,0.0,11.5,6.86,6.87,6.78,6.57,6.85,6.86,6.9,6.93,4.55,6.8,73553.67,57.4,,,,-,,,-,-_22-12-2022 09:00:00,+_28-11-2022 09:00:00,,,,,,+,,+,,,,,,2,2
VRGYO,03-04-2024,40.16,9.97,370.28,42.57,44.93,46.71,46.96,41.51,45.46,45.09,47.63,33.64,37.79,11850246.67,43.34,,,,,,,,-_29-03-2024 09:00:00,-_01-04-2024 09:00:00,,,,,,,,+,+,,,,,2,0
ANSGR,03-04-2024,71.6,-0.83,-11.32,70.88,70.9,71.13,71.17,71.0,70.95,70.32,70.99,53.36,71.28,1897583.33,51.64,,,,,,,+,+_03-04-2024 09:00:00,-_26-03-2024 09:00:00,,,,,,+,,,-,,,,,2,1
KOPOL,03-04-2024,43.72,-0.64,-31.94,44.78,45.23,45.88,46.74,44.57,45.36,45.34,45.35,51.65,43.51,908951.67,38.2,,,,,,,,-_28-03-2024 09:00:00,-_14-03-2024 09:00:00,-,,,,,-,,+,-,,,,,1,3
KONYA,03-04-2024,9900.0,-3.6,-30.71,10156.15,10181.99,10160.08,10045.71,10132.75,10182.3,10218.5,10208.83,7251.41,9996.67,28209.0,49.65,,-,-,-,-,,-,-_03-04-2024 09:00:00,+_26-01-2024 09:00:00,,,,,,+,,,-,,,,,1,6
GMTAS,03-04-2024,7.47,1.36,51.3,7.65,7.8,8.0,8.19,7.59,7.85,7.72,7.95,9.22,7.37,1275358.67,31.57,,,,,,,,-_14-03-2024 09:00:00,-_21-03-2024 09:00:00,,,,,,-,,+,,,,,,1,1
GEREL,03-04-2024,36.02,0.45,26.61,36.67,37.29,37.82,37.48,36.45,37.45,36.91,37.91,26.39,36.35,3278064.0,47.95,,,,,,,,-_22-03-2024 09:00:00,-_01-04-2024 09:00:00,,,,,,+,,,,,,,,1,0
GOLTS,03-04-2024,385.0,-2.1,-8.8,403.57,403.34,394.33,378.03,401.28,401.97,413.11,404.2,261.35,390.5,911939.67,54.37,,,,,,,-,-_03-04-2024 09:00:00,+_16-01-2024 09:00:00,,,,,,+,,,-,,-,,,1,3
KRPLS,03-04-2024,7.75,0.91,-21.42,7.83,7.91,8.05,8.23,7.81,7.94,7.86,7.95,8.02,7.73,1153790.0,36.3,,,,,,,,-_05-03-2024 09:00:00,-_12-03-2024 09:00:00,,,,,,-,,+,,-,,,,1,2
ETYAT,03-04-2024,15.16,-3.99,87.22,15.34,15.34,15.33,15.2,15.34,15.34,15.3,15.36,10.34,15.67,487128.0,51.24,-,-,-,,,,,+_02-04-2024 09:00:00,+_02-02-2024 09:00:00,,,-,,,+,,-,-,,,,,1,6
GENTS,03-04-2024,9.17,-1.82,-58.07,9.26,9.37,9.51,9.59,9.24,9.4,9.25,9.48,7.9,9.19,767177.33,43.26,-,,,,,,,-_22-03-2024 09:00:00,-_26-03-2024 09:00:00,,,-,,,-,,-,-,+,,,,1,5
GOODY,03-04-2024,18.94,0.8,-45.49,19.6,20.2,20.88,21.43,19.38,20.36,19.93,20.86,20.89,18.86,1842452.0,32.31,,,,,,,,-_25-03-2024 09:00:00,-_26-03-2024 09:00:00,,,,,,-,,+,,,,,,1,1
GARAN,03-04-2024,69.6,-0.71,-42.19,69.54,69.01,68.04,66.92,69.65,68.81,69.6,68.59,53.07,69.82,27589033.67,60.62,,,,,,,,+_19-03-2024 09:00:00,+_20-03-2024 09:00:00,,,-,-,,+,,,-,-,,,,1,4
FMIZP,03-04-2024,352.5,-5.05,147.09,344.97,338.19,332.58,329.7,348.09,336.62,338.1,331.18,267.17,363.33,524970.33,57.24,,,,,,,,+_29-03-2024 09:00:00,+_01-04-2024 09:00:00,,,,,,+,,-,-,,,,,1,2
KRVGD,03-04-2024,26.56,-0.15,-4.91,27.27,27.6,27.94,28.05,27.13,27.69,27.41,27.93,23.52,26.49,610100.67,42.84,,,,,,,,-_22-03-2024 09:00:00,-_26-03-2024 09:00:00,,,,,,-,,+,-,,,,,1,2
KLNMA,03-04-2024,14.9,3.83,-21.16,14.92,15.24,15.58,15.79,14.81,15.32,15.05,15.71,13.47,14.59,321606.0,43.51,,,,,,,,-_26-03-2024 09:00:00,-_27-03-2024 09:00:00,,,+,,,-,,,,,,,,1,1
INFO,03-04-2024,10.16,0.79,55.7,10.55,10.93,11.51,12.21,10.43,11.06,10.68,11.26,12.73,10.19,4949364.33,22.71,,,,,,,,-_21-02-2024 09:00:00,-_05-03-2024 09:00:00,,,,,,-,,,+,,,,,1,1
GRNYO,03-04-2024,9.8,-5.77,67.9,10.18,10.13,9.97,9.72,10.17,10.1,10.23,10.12,7.65,9.85,5044604.33,53.29,-,-,-,,,,,+_14-03-2024 09:00:00,+_08-03-2024 09:00:00,,,,-,,+,,,,-,,,,1,5
HDFGS,03-04-2024,2.08,-8.37,-30.42,2.14,2.12,2.09,2.08,2.14,2.11,2.14,2.09,1.89,2.15,47128422.0,50.73,-,-,-,,,,,+_27-03-2024 09:00:00,+_27-03-2024 09:00:00,,,-,-,,+,,-,-,,,,,1,7
EUKYO,03-04-2024,30.08,-1.05,61.71,28.56,27.37,26.01,24.67,29.02,27.04,27.87,26.07,14.66,30.47,367890.67,67.39,,,,,,,,+_25-03-2024 09:00:00,+_22-03-2024 09:00:00,,,,,,+,,-,-,,,,,1,2
ISSEN,03-04-2024,10.3,0.39,-32.59,10.39,10.41,10.5,10.69,10.39,10.42,10.38,10.36,14.14,10.32,1743945.67,41.97,,,,,,,,-_02-04-2024 09:00:00,-_05-03-2024 09:00:00,+,,,,,-,,,,,,,,1,1
IZINV,03-04-2024,53.0,-7.26,-60.12,55.92,56.44,56.26,54.95,55.6,56.49,56.52,57.39,39.02,54.5,919757.67,48.94,,,-,,-,,,-_02-04-2024 09:00:00,+_15-01-2024 09:00:00,,,,,,+,,,-,,,,,1,3
A1CAP,03-04-2024,28.02,0.43,-30.52,28.18,28.47,29.04,29.72,28.11,28.59,28.18,28.67,33.47,27.96,1344596.33,36.52,,,,,,,,-_12-03-2024 09:00:00,-_14-03-2024 09:00:00,,,,,,,,+,,-,,,,1,1
KAPLM,03-04-2024,157.9,-9.98,31.93,171.19,172.48,171.42,166.83,169.96,172.47,174.59,173.38,116.29,163.23,85680.0,47.72,,,-,-,-,,-,-_03-04-2024 09:00:00,+_16-01-2024 09:00:00,,,,,,+,,,-,,,,,1,5
IHYAY,03-04-2024,2.35,0.0,-39.6,2.42,2.47,2.55,2.65,2.4,2.49,2.44,2.52,2.36,2.35,2385721.0,28.77,,,,,,,,-_23-02-2024 09:00:00,-_27-02-2024 09:00:00,,,,,,-,,+,,,,,,1,1
GZNMI,03-04-2024,42.2,-2.31,-34.25,43.38,43.96,44.36,43.99,43.15,44.1,43.54,44.83,29.02,42.15,378281.0,46.64,,,,,,,,-_26-03-2024 09:00:00,-_02-04-2024 09:00:00,,,,,,+,,,-,,,,-,1,2
ENSRI,03-04-2024,28.86,-0.96,36.56,29.21,30.3,31.85,33.38,28.9,30.66,29.51,31.49,26.2,29.13,4725284.33,33.57,,,,,,,,-_20-03-2024 09:00:00,-_21-03-2024 09:00:00,,,-,,,-,,-,-,+,,,,1,4
ESCAR,03-04-2024,239.0,-1.65,3.62,238.67,237.67,234.57,227.21,238.96,237.2,238.14,237.78,159.7,241.03,705878.33,61.49,,,,,,,,+_22-02-2024 09:00:00,+_06-02-2024 09:00:00,,,,,,+,,-,-,,,,,1,2
GSRAY,03-04-2024,6.78,-1.88,-34.35,6.79,6.78,6.81,6.87,6.8,6.78,6.75,6.74,6.65,6.79,31187437.0,46.45,-,,-,,,,,+_02-04-2024 09:00:00,-_19-03-2024 09:00:00,+,,-,-,-,-,,,-,,,,,1,7
