Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
18-12-2024 11:00,PEKGY,1.57,1.61,1.56,1.61,20223197.0,0.0,0.04,0.0,900.0,0.04,11085865.8,82.42,True,63.92,2024-12-18,1.55,3.87,0,,1.51,1.68,False,False
18-12-2024 10:00,DMRGD,11.63,11.8,11.6,11.76,333434.0,0.04,0.13,0.01,2066.67,0.13,214869.7,55.18,True,43.52,2024-12-18,11.63,1.12,0,,11.55,12.41,False,False
18-12-2024 10:00,YESIL,1.95,2.14,1.93,2.14,84687720.0,0.0,0.19,0.02,1017.65,0.19,11682830.5,624.89,True,61.75,2024-12-18,1.95,9.74,0,,ATL,2.31,True,True
18-12-2024 10:00,TRCAS,27.48,28.28,27.4,28.08,360020.0,0.2,0.6,0.02,3233.33,0.6,164892.2,118.34,True,69.92,2024-12-18,27.44,2.33,0,,26.3,ATH,False,False
18-12-2024 10:00,TKFEN,74.65,75.75,74.6,75.65,367865.0,0.1,1.0,0.0,19900.0,1.0,236693.3,55.42,True,47.3,2024-12-18,74.85,1.07,0,,75.5,77.25,False,False
18-12-2024 10:00,BEGYO,5.8,5.88,5.55,5.87,21632691.0,0.01,0.07,0.02,366.67,0.07,5873577.6,268.31,True,80.51,2024-12-18,5.79,1.38,0,,5.04,ATH,False,False
18-12-2024 10:00,BIGCH,30.3,30.64,30.26,30.6,216664.0,0.04,0.3,0.01,2400.0,0.3,74133.7,192.26,True,57.73,2024-12-18,30.28,1.06,0,,29.98,31.3,False,False
18-12-2024 10:00,DMSAS,6.74,7.11,6.73,7.08,2517724.0,0.03,0.34,0.03,930.3,0.34,477809.2,426.93,True,67.99,2024-12-18,6.82,3.81,0,,6.66,ATH,False,False
18-12-2024 10:00,AKGRT,7.13,7.29,7.13,7.25,2931934.0,0.04,0.12,0.01,823.08,0.12,1823758.2,60.76,True,50.13,2024-12-18,7.12,1.83,0,,6.98,7.75,True,True
18-12-2024 10:00,TURSG,14.64,14.96,14.64,14.88,4654993.0,0.08,0.24,0.01,1746.15,0.24,2025532.3,129.82,True,64.21,2024-12-18,14.66,1.5,0,,14.27,15.0,False,False
18-12-2024 10:00,DZGYO,13.3,13.66,13.3,13.6,4285680.0,0.06,0.3,0.07,322.54,0.3,2711110.9,58.08,True,84.17,2024-12-18,13.3,2.26,0,,9.67,ATH,False,False
18-12-2024 10:00,NTHOL,47.6,49.26,47.6,49.08,789270.0,0.18,1.48,0.12,1175.86,1.48,230998.2,241.68,True,56.03,2024-12-18,47.58,3.15,0,,48.18,50.9,True,True
18-12-2024 10:00,ISFIN,12.49,12.7,12.49,12.69,1241197.0,0.01,0.2,0.02,809.09,0.2,421376.4,194.56,True,61.04,2024-12-18,12.56,1.04,0,,12.14,12.74,False,False
18-12-2024 10:00,HKTM,16.55,16.97,16.55,16.87,527810.0,0.1,0.32,0.04,720.51,0.32,112568.8,368.88,True,66.68,2024-12-18,16.55,1.93,0,,15.77,17.15,False,False
