Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
25-04-2024 14:00,ISMEN,34.38,35.44,34.38,35.2,2907704.0,0.24,0.82,0.19,336.17,0.82,992928.1,192.84,True,0,,33.36,ATH
25-04-2024 14:00,KNFRT,11.86,12.05,11.8,12.04,713954.0,0.01,0.18,0.05,260.0,0.18,269073.2,165.34,True,0,,10.51,ATH
25-04-2024 14:00,QUAGR,4.09,4.12,4.09,4.12,3712184.0,0.0,0.03,0.0,650.0,0.03,2252927.6,64.77,True,0,,4.05,4.17
25-04-2024 14:00,ALKIM,34.8,35.54,34.74,35.42,425558.0,0.12,0.62,0.23,169.57,0.62,213029.8,99.76,True,0,,32.12,ATH
25-04-2024 14:00,OYAKC,58.6,59.2,58.6,59.05,1315935.0,0.15,0.45,0.09,400.0,0.45,536266.4,145.39,True,0,,57.45,59.25
25-04-2024 14:00,THYAO,310.75,312.0,308.0,311.75,9079088.0,0.25,1.0,0.25,300.0,1.0,3620898.1,150.74,True,0,,302.5,312.75
25-04-2024 14:00,INFO,11.59,11.81,11.59,11.79,434060.0,0.02,0.2,0.03,700.0,0.2,207036.4,109.65,True,0,,11.36,ATH
25-04-2024 14:00,DAGI,8.32,8.43,8.31,8.43,170742.0,0.0,0.11,0.02,478.95,0.11,94996.8,79.73,True,0,,8.21,8.7
25-04-2024 14:00,DOHOL,13.91,14.33,13.89,14.26,21282888.0,0.07,0.35,0.07,400.0,0.35,6748300.2,215.38,True,0,,13.24,ATH
25-04-2024 14:00,AEFES,177.1,180.4,177.0,180.0,479522.0,0.4,2.9,0.67,332.84,2.9,258203.3,85.71,True,0,,172.3,ATH
