Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_Ort,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
TMSN,28-03-2024,158.4,10.0,46.17,150.51,151.01,151.47,150.73,151.23,149.92,152.22,99.38,154.27,4562005.33,57.25,+,+,+,,,,,,+,+,,+,,+,,+,,,,8,0
MERIT,28-03-2024,107.1,7.42,-17.96,103.03,103.42,104.22,103.08,103.6,102.94,103.74,73.38,105.03,315980.67,53.41,+,+,+,,,,,,+,+,,-,,+,,+,,+,,8,1
XU100,28-03-2024,9058.55,2.86,-30.52,8956.1,8957.18,8965.36,8957.53,8958.44,8963.83,8953.11,7648.6,8994.19,2690068076.67,53.82,+,+,+,,,,+,,+,+,,-,,+,,,,+,,8,1
MAKTK,28-03-2024,6.68,9.87,134.86,6.39,6.44,6.56,6.39,6.46,6.37,6.48,5.8,6.48,4951859.67,49.59,+,+,+,,,,,,+,+,+,-,,,+,+,,,,8,1
ALBRK,28-03-2024,4.34,3.09,84.19,4.3,4.29,4.28,4.3,4.29,4.31,4.28,3.86,4.3,12357841.67,52.02,+,+,+,,,,,,+,+,,-,,+,,,,+,,7,1
ISCTR,28-03-2024,11.28,4.06,-3.89,11.09,11.01,10.93,11.11,10.99,11.07,10.93,8.71,11.18,363439064.33,56.77,+,+,+,,,,,,+,+,,-,,+,,,,+,,7,1
ATSYH,28-03-2024,48.0,6.67,-65.05,47.1,47.15,47.33,47.1,47.17,47.21,47.01,60.47,48.27,54132.33,50.48,+,+,+,,,,,,+,+,,-,,,,+,,+,,7,1
IPEKE,28-03-2024,39.02,6.5,-2.31,37.76,38.07,38.71,37.75,38.21,37.56,38.37,36.98,38.36,4376902.67,48.61,+,+,+,,,,,,+,+,,-,+,,,+,,,,7,1
GSDHO,28-03-2024,3.99,3.1,-30.74,3.94,3.96,4.0,3.94,3.97,3.94,3.97,3.91,3.97,20158823.33,45.56,+,+,,,,,,,+,+,+,-,+,,,+,,,,7,1
BURVA,28-03-2024,146.0,8.07,2.99,144.69,144.65,142.85,144.24,144.36,147.8,144.54,88.03,142.8,153159.67,55.09,+,+,+,+,,,,,+,,,+,,+,,,,,,7,0
EUYO,28-03-2024,19.71,6.95,26.91,19.01,19.18,19.41,19.0,19.25,18.97,19.35,13.69,19.16,755799.33,52.84,+,+,+,,,,,,+,+,,+,,+,,,,,,7,0
DGGYO,28-03-2024,33.6,5.66,228.07,33.18,33.67,34.34,33.05,33.82,33.27,34.26,32.55,33.56,651613.67,45.1,+,,,,,,,,+,,,-,+,+,+,+,,,+,7,1
KIMMR,28-03-2024,10.88,2.84,71.56,10.82,10.83,10.85,10.83,10.83,10.75,10.78,7.89,10.84,6033308.0,52.43,+,+,+,,,,,,+,+,,+,,+,,,,,,7,0
NTHOL,28-03-2024,29.0,2.18,-31.33,28.51,28.51,28.55,28.54,28.52,28.42,28.56,21.52,28.79,2031139.67,55.23,,,+,,,+,,,,+,,+,,,,+,,+,+,7,0
TOASO,28-03-2024,272.75,2.54,1.46,270.54,270.94,270.7,270.35,270.97,271.48,271.72,242.36,271.0,2332625.0,54.74,+,+,+,,,,,,+,,,+,,+,,,,,+,7,0
AGHOL,28-03-2024,271.0,3.44,-34.13,261.32,259.88,259.54,262.46,259.73,258.19,258.9,199.67,267.33,1407074.67,58.32,,,,+,+,+,,,,,,+,,+,,,,+,,6,0
SEKFK,28-03-2024,17.16,3.0,32.0,17.13,17.42,17.83,17.05,17.52,17.19,17.73,15.37,17.08,1005279.0,43.0,+,,,,,,,,+,,+,-,,+,,+,,,+,6,1
MACKO,28-03-2024,71.55,9.99,-45.07,68.79,69.48,70.89,68.7,69.76,68.85,70.14,75.34,70.8,536404.67,46.18,+,+,+,,,,,,+,+,,-,,,,+,,,,6,1
KOZAA,28-03-2024,47.74,4.19,-30.22,46.82,47.16,47.84,46.78,47.3,46.73,47.43,50.07,47.24,7243169.67,45.63,+,+,,,,,,,+,+,+,-,,,,+,,,,6,1
MARKA,28-03-2024,108.6,6.37,-8.48,106.54,107.86,108.46,106.16,108.16,106.76,110.23,49.56,107.07,278246.33,55.58,+,+,+,,,,,,+,,,+,,,,+,,,,6,0
KCHOL,28-03-2024,203.0,6.28,6.73,195.65,192.76,188.81,196.69,191.87,194.48,190.09,142.28,199.3,12156955.67,72.64,+,,,,,,,,+,+,,+,,+,,,,+,,6,0
ATEKS,28-03-2024,141.4,6.56,135.55,138.12,140.46,144.78,137.7,141.38,138.28,141.85,113.01,138.07,135702.0,44.54,+,+,,,,,,,+,,,-,,,+,+,,,+,6,1
AKSA,28-03-2024,98.35,2.55,-0.58,97.62,98.32,99.45,97.46,98.57,97.85,98.88,89.22,98.18,2083710.67,45.78,+,+,,,,,,,+,,,-,,+,,+,,,+,6,1
NUGYO,28-03-2024,6.92,2.82,-24.14,6.81,6.85,6.93,6.81,6.87,6.8,6.88,6.77,6.87,1555990.33,44.88,+,+,,,,,,,+,+,+,-,+,,,,,,,6,1
AKSEN,28-03-2024,35.22,2.62,-29.81,34.99,35.29,35.8,34.92,35.4,34.99,35.59,35.17,35.09,4466358.0,42.95,+,,,,,,,,+,,+,-,+,,,+,,,+,6,1
HEKTS,28-03-2024,17.11,4.84,41.62,16.87,16.97,17.21,16.85,17.01,16.9,17.02,22.62,17.26,65319127.67,41.21,+,+,,,,,,,+,+,,-,,,,+,,,+,6,1
UNLU,28-03-2024,16.5,4.43,-67.16,16.25,16.46,16.82,16.2,16.54,16.29,16.65,15.98,16.23,4766807.0,42.75,+,+,,,,,,,+,+,,-,+,,,+,,,,6,1
KOZAL,28-03-2024,22.44,3.89,-23.14,22.04,22.17,22.41,22.02,22.23,22.0,22.3,22.87,22.22,67329591.67,48.89,+,+,+,,,,,,+,+,,-,,,,+,,,,6,1
SODSN,28-03-2024,247.8,9.99,-5.96,243.5,237.51,223.75,244.29,234.9,246.25,233.1,92.8,236.9,51462.0,66.02,+,+,,,,,,,+,+,,+,,+,,,,,,6,0
CMENT,28-03-2024,615.5,6.12,-72.65,596.36,592.5,580.76,598.01,590.8,591.96,595.14,260.69,605.33,18628.33,62.54,+,+,,,,,,,+,+,,+,,,,+,,,,6,0
THYAO,28-03-2024,292.5,3.45,-6.94,286.67,284.62,282.32,287.46,284.05,285.86,282.39,235.37,289.75,29523583.67,61.65,+,,,,,,,,+,,,+,,+,,+,,,,5,0
EUREN,28-03-2024,16.21,7.35,34.42,15.85,16.19,16.73,15.78,16.32,15.83,16.58,15.52,15.95,15957582.0,42.85,+,+,,,,,,,+,,,-,+,,,+,,,,5,1
CANTE,28-03-2024,17.6,2.03,-47.47,17.54,17.5,17.53,17.55,17.5,17.5,17.41,19.71,17.61,30418425.33,49.06,+,+,+,,+,,,,+,,,-,,,,,,,,5,1
CLEBI,28-03-2024,1642.0,9.98,19.55,1547.64,1514.5,1467.38,1559.23,1504.15,1540.33,1481.56,960.1,1600.33,246273.33,69.77,+,,,,,,,,+,,,+,,+,,,,+,,5,0
AKBNK,28-03-2024,46.9,5.63,-10.21,45.26,44.62,43.84,45.49,44.44,45.0,43.98,33.42,46.29,80948938.67,64.91,+,,,,,,,,+,,,+,,+,,+,,,,5,0
TCELL,28-03-2024,68.45,2.55,-41.22,67.54,67.06,66.46,67.68,66.91,67.58,66.42,55.56,67.9,20742076.0,57.36,+,,,,,,,,+,+,,+,,+,,,,,,5,0
TTRAK,28-03-2024,977.5,6.31,66.44,938.65,931.81,922.6,942.19,929.92,932.52,928.35,698.11,961.83,588862.0,65.82,,,,,,,,,,+,,+,,+,,+,,+,,5,0
AKFGY,28-03-2024,2.21,3.27,-73.55,2.2,2.25,2.32,2.18,2.27,2.21,2.32,2.19,2.19,93541618.0,41.94,+,,,,,,,,+,,+,-,+,,,+,,,,5,1
TABGD,28-03-2024,132.8,4.81,38.03,130.8,131.35,131.98,130.61,131.5,131.49,131.95,138.41,130.9,1946656.67,49.67,+,+,+,,,,,,+,,,,,+,,,,,,5,0
TUPRS,28-03-2024,173.8,2.42,-15.26,171.35,170.72,169.71,171.58,170.51,171.37,170.08,135.92,172.47,17010012.67,61.1,+,+,,,,,,,+,,,+,,,,,,+,,5,0
YYAPI,28-03-2024,3.68,2.51,69.91,3.6,3.6,3.61,3.61,3.6,3.58,3.58,3.26,3.75,14867430.0,51.5,,,+,+,,+,+,,,,,-,,,+,,,,,5,1
OYAKC,28-03-2024,60.6,3.15,-23.51,60.07,60.55,61.55,59.99,60.74,60.04,60.79,57.91,59.98,6703297.67,42.34,+,+,,,,,,,+,+,,-,,,,+,,,,5,1
IHLGM,28-03-2024,1.34,3.88,24.27,1.32,1.33,1.35,1.32,1.33,1.32,1.33,1.39,1.33,20290186.67,40.09,+,+,,,,,,,+,+,,-,,,,+,,,,5,1
HALKB,28-03-2024,13.48,2.59,-46.64,13.34,13.37,13.46,13.33,13.39,13.35,13.39,13.14,13.4,47941619.33,47.73,+,+,+,,,,,,+,,,-,,+,,,,,,5,1
TETMT,28-03-2024,13950.0,5.68,-18.81,13299.25,13304.17,13214.37,13328.81,13303.31,13201.44,13397.4,5114.4,13713.33,3595.0,60.06,,,,,+,+,,,,+,,+,,,,+,,,,5,0
SAHOL,28-03-2024,82.95,5.53,-13.52,79.99,79.44,79.06,80.29,79.33,79.44,78.87,63.27,81.73,36292125.0,60.93,,,,,,,,,,+,,+,,,,+,+,+,,5,0
INVEO,28-03-2024,42.18,1.59,-65.51,42.07,42.09,42.57,42.12,42.16,41.79,41.83,40.6,42.18,2685782.33,44.42,+,+,,,,,,,+,,,-,,,,,+,,,4,1
VESBE,28-03-2024,19.27,2.28,66.92,19.19,19.25,19.31,19.17,19.26,19.21,19.3,16.39,19.34,9835767.67,50.17,+,+,,,,,,,+,,,-,,-,,+,,,,4,2
BSOKE,28-03-2024,23.08,7.95,28.98,21.63,21.36,20.97,21.79,21.29,21.3,21.24,11.53,22.76,3814713.33,71.55,,,,,,,+,,,+,,+,,,,,,+,,4,0
EKOS,28-03-2024,50.55,4.01,-42.78,48.96,49.15,50.06,49.04,49.29,48.62,49.15,48.15,50.44,7520003.33,45.13,,+,+,,,,,,,+,,,,+,,,,,,4,0
GRNYO,28-03-2024,10.07,1.82,-31.32,9.95,9.85,9.66,9.98,9.81,9.96,9.76,7.53,9.95,932139.67,62.36,+,,,,,,,,+,,,+,,,,,,+,,4,0
UMPAS,28-03-2024,11.26,3.49,32.86,11.15,11.28,11.46,11.13,11.32,11.16,11.4,8.03,11.17,84980.67,47.51,+,,,,,,,,+,,,-,,+,,+,,,,4,1
KRTEK,28-03-2024,32.42,2.53,-20.01,32.21,32.55,33.15,32.14,32.67,32.24,32.86,29.04,32.31,588868.67,43.45,+,,,,,,,,+,,,-,,+,,+,,,,4,1
BURCE,28-03-2024,169.8,3.92,75.1,169.16,171.04,173.57,168.5,171.61,170.86,172.57,141.9,169.63,211327.67,45.76,+,,,,,,,,+,,,-,,+,,,,,+,4,1
SANKO,28-03-2024,22.92,1.87,44.58,22.78,23.03,23.49,22.73,23.12,22.83,23.19,21.6,22.74,510339.0,42.23,+,,,,,,,,+,+,,-,,,,+,,,,4,1
MAKIM,28-03-2024,24.8,6.35,130.83,24.8,25.34,26.03,24.61,25.5,25.19,25.83,22.79,24.33,1211601.0,41.77,+,,,,,,,,+,,+,-,,+,,,,,,4,1
ALCAR,28-03-2024,1596.0,1.98,7.82,1592.75,1603.85,1616.54,1590.61,1607.53,1585.71,1618.08,1092.9,1584.0,84771.67,50.65,+,,,,,,,,+,,,+,,+,,-,,,,4,1
TRCAS,28-03-2024,24.36,3.22,101.54,24.31,24.62,25.09,24.23,24.72,24.38,24.9,21.88,24.35,897818.0,41.91,+,,,,,,,,+,,,-,,+,,+,,,,4,1
METRO,28-03-2024,2.44,2.95,-10.94,2.41,2.43,2.48,2.41,2.44,2.41,2.45,2.31,2.42,4576509.33,41.08,+,+,,,,,,,+,,,-,,,,+,,,,4,1
TATEN,28-03-2024,33.08,2.67,-2.26,32.98,33.34,34.07,32.88,33.48,33.11,33.57,42.96,32.91,3209037.67,40.42,+,,,,,,,,+,,,,,+,,+,,,,4,0
SKTAS,28-03-2024,4.79,3.01,-18.38,4.76,4.78,4.82,4.75,4.79,4.75,4.81,4.47,4.76,5475414.0,47.0,+,+,,,,,,,+,,,-,,+,,,,,,4,1
KUTPO,28-03-2024,88.9,3.01,-6.79,86.44,85.63,84.67,86.84,85.44,85.38,85.03,63.52,88.78,802835.67,60.8,,,,,,,+,,,,,+,,+,,,,+,,4,0
MNDTR,28-03-2024,6.38,1.43,-37.68,6.36,6.44,6.56,6.33,6.47,6.4,6.53,6.2,6.41,5100265.67,43.65,+,,,,,,,,+,,+,-,,-,,+,,,,4,2
QNBFL,28-03-2024,181.0,3.9,-54.27,177.36,176.03,171.04,177.55,175.26,178.0,176.58,86.09,178.73,48278.33,62.8,+,+,,,,,,,+,,,+,,,,,,,,4,0
ALTIN,28-03-2024,24.55,0.9,-23.92,24.36,24.32,24.3,24.38,24.32,24.28,24.28,20.23,24.54,30745193.33,57.71,,,,,+,,+,,,,,+,,,,,,+,,4,0
TKFEN,28-03-2024,41.12,1.73,-38.64,40.94,41.35,42.02,40.84,41.5,41.04,41.74,41.49,40.95,4133830.33,41.17,+,,,,,,,,+,,+,-,,,,+,,,,4,1
SKYMD,28-03-2024,10.99,3.68,35.24,11.03,11.21,11.41,10.97,11.26,11.13,11.37,10.55,10.96,4431062.0,44.69,,,,,,,,,+,,,,,+,,+,,,,3,0
VANGD,28-03-2024,22.1,-0.72,-27.73,22.56,22.71,22.67,22.47,22.72,22.75,22.96,17.49,22.07,406584.33,50.49,,,,,-,,,,,,+,+,,+,-,,,,,3,2
EGPRO,28-03-2024,221.3,2.03,-28.33,220.65,222.02,222.14,220.13,222.27,220.96,225.06,149.26,221.13,453367.67,53.09,+,,,,,,,,+,,,+,,,,,,,,3,0
DZGYO,28-03-2024,4.67,1.3,-26.01,4.67,4.71,4.78,4.66,4.72,4.68,4.74,4.35,4.66,1274706.67,40.48,+,,,,,,,,+,,,-,,,,+,,,,3,1
KRVGD,28-03-2024,27.96,1.75,-21.53,27.96,28.26,28.5,27.85,28.34,28.24,28.64,23.42,27.75,467941.33,49.26,,,,,,,,,+,,,+,,,,,,,+,3,0
DMRGD,28-03-2024,14.15,1.36,-52.62,14.11,14.25,14.54,14.08,14.31,14.13,14.33,14.94,14.13,4509697.33,40.84,+,,,,,,,,+,,,,,+,,,,,,3,0
SEYKM,28-03-2024,6.01,1.52,4.95,6.0,6.05,6.12,5.99,6.06,6.01,6.08,6.12,5.98,1777503.0,40.78,+,,,,,,,,+,,,-,,,,+,,,,3,1
DAGHL,28-03-2024,17.19,1.12,-35.76,17.21,17.28,17.26,17.19,17.29,17.27,17.35,13.89,17.16,416524.33,53.76,,,,,,,,,+,,,+,,+,,,,,,3,0
CUSAN,28-03-2024,24.66,1.23,-50.7,24.59,24.74,25.06,24.57,24.81,24.6,24.77,21.69,24.59,868570.0,47.18,+,,,,,,,,+,,,-,,+,,,,,,3,1
SMRTG,28-03-2024,55.0,1.95,15.13,55.0,55.59,56.82,54.86,55.83,55.07,55.92,58.39,56.12,3795697.0,33.74,+,,,,,,,,+,,,-,,,,+,,,,3,1
TDGYO,28-03-2024,11.37,0.71,-39.44,11.34,11.23,11.14,11.37,11.21,11.26,11.08,8.52,11.35,6776658.0,54.24,+,,,,,,,,,+,,-,,+,,,,,,3,1
DERIM,28-03-2024,31.8,0.82,-38.21,31.77,31.32,30.46,31.9,31.16,31.49,31.03,17.6,31.23,615210.67,59.7,+,,,,,,,,,,,+,,+,,,,,,3,0
GEDZA,28-03-2024,26.64,1.68,7.68,26.44,26.51,26.68,26.44,26.54,26.48,26.52,21.08,26.45,691146.33,49.61,+,+,,,,,,,+,,,-,,,,,,,,3,1
RTALB,28-03-2024,12.43,1.8,-60.18,12.39,12.47,12.69,12.38,12.51,12.39,12.49,13.03,12.36,3608834.33,36.62,+,,,,,,,,+,,,-,,,,,+,,,3,1
FZLGY,28-03-2024,12.11,3.24,-49.71,11.99,12.16,12.51,11.95,12.23,11.99,12.28,15.67,12.0,2928973.0,35.56,+,,,,,,,,+,,,,,+,,,,,,3,0
GIPTA,28-03-2024,45.24,3.71,-41.92,45.2,45.82,46.28,44.99,45.97,45.39,46.81,35.6,44.68,2085325.67,49.84,+,,,,,,,,+,,,,,+,,,,,,3,0
GRSEL,28-03-2024,70.95,4.03,-50.43,70.32,71.22,72.47,70.04,71.5,70.9,72.17,55.89,69.8,879594.67,44.96,+,,,,,,,,+,,+,-,,,,,,,,3,1
PRKAB,28-03-2024,34.52,3.11,-65.05,34.46,35.07,35.93,34.29,35.26,34.63,35.76,33.52,34.55,1575968.0,39.89,+,,,,,,,,+,,,-,+,,,,,,,3,1
PETUN,28-03-2024,83.35,2.4,-8.62,82.67,83.48,84.75,82.5,83.77,82.74,84.13,73.24,82.87,160390.33,45.77,+,,,,,,,,+,,,-,,,,+,,,,3,1
PAGYO,28-03-2024,36.76,2.4,-25.74,36.58,36.97,37.61,36.49,37.11,36.64,37.35,35.47,36.55,250841.33,41.51,+,,,,,,,,+,,,-,,,,,,,+,3,1
OTKAR,28-03-2024,461.5,3.48,-10.48,458.47,463.38,470.24,456.95,464.91,461.44,468.32,390.39,457.0,428308.67,43.53,+,,,,,,,,+,,+,-,,,,,,,,3,1
TUREX,28-03-2024,45.64,5.89,4.27,43.54,43.02,42.33,43.76,42.87,43.29,42.63,32.69,45.13,1104626.33,65.85,,,,,,,,,,,,+,,,,+,,+,,3,0
ISGYO,28-03-2024,14.58,2.68,-41.67,14.63,14.85,15.21,14.56,14.92,14.72,15.03,16.44,14.5,6943826.67,31.41,,,,,,,,,+,,,-,,+,,+,,,,3,1
ISMEN,28-03-2024,30.96,3.27,-18.97,31.12,31.82,32.82,30.9,32.05,31.4,32.55,29.34,30.8,8619876.33,34.64,,,,,,,,,+,,,-,,+,,+,,,,3,1
KARSN,28-03-2024,10.03,2.77,-32.52,10.03,10.21,10.39,9.97,10.26,10.09,10.48,9.81,10.03,26602124.0,44.87,,,,,,,,,+,,,-,+,,,+,,,,3,1
KLGYO,28-03-2024,5.43,2.45,-21.06,5.45,5.52,5.56,5.43,5.53,5.51,5.58,3.82,5.4,4315742.33,50.37,,,,,,,,,+,,,+,,+,,,,,,3,0
KNFRT,28-03-2024,10.61,4.22,56.38,10.6,10.81,11.07,10.54,10.87,10.73,11.02,10.09,10.5,1494680.67,43.34,+,,,,,,,,+,,+,-,,,,,,,,3,1
TEKTU,28-03-2024,3.32,2.79,209.28,3.34,3.42,3.53,3.32,3.44,3.37,3.49,3.47,3.32,6446013.33,36.49,,,,,,,,,+,,,-,,-,+,+,,,,3,2
ZRGYO,28-03-2024,5.97,2.4,60.76,5.96,6.05,6.21,5.94,6.08,5.98,6.12,5.68,5.99,2788246.33,33.75,+,,,,,,,,+,,+,-,,,,,,,,3,1
BJKAS,28-03-2024,53.6,3.08,211.5,57.62,60.61,63.56,56.42,61.39,59.44,64.01,44.45,51.87,1847107.67,31.18,,,,,,,,,,,+,-,,+,+,,,,,3,1
ARTMS,28-03-2024,48.54,5.84,9.23,49.67,50.62,50.73,49.14,50.74,50.74,52.58,48.32,47.49,1552898.67,48.67,,,,,,,,,,,+,,+,+,,,,,,3,0
ARCLK,28-03-2024,148.6,1.09,-42.43,147.46,148.11,149.54,147.41,148.39,147.33,148.52,139.4,148.13,2505677.33,45.56,,+,,,,,,,,+,,-,,,,+,,,,3,1
AVOD,28-03-2024,3.42,3.01,-7.32,3.41,3.45,3.49,3.4,3.46,3.43,3.47,3.49,3.39,5631280.0,43.69,+,,,,,,,,+,,,-,,+,,,,,,3,1
AEFES,28-03-2024,150.1,1.62,-54.97,148.65,148.06,147.64,148.85,147.92,148.65,147.14,116.84,149.33,2293972.33,52.95,+,,,,,,,,+,,,-,,+,,,,,,3,1
ASELS,28-03-2024,56.6,1.62,-52.44,55.73,55.83,56.13,55.75,55.89,55.69,55.9,44.7,56.3,49504091.67,50.98,,,+,,,,,,,,,-,,,,+,,+,,3,1
ATAGY,28-03-2024,12.17,4.55,29.53,12.22,12.42,12.59,12.15,12.47,12.43,12.57,9.25,12.02,251110.0,47.8,,,,,,,,,+,,,+,,+,,,,,,3,0
BUCIM,28-03-2024,7.94,0.89,-52.99,7.91,7.93,7.96,7.91,7.93,7.91,7.95,7.67,7.94,11594966.0,47.39,+,+,,,,,,,+,,,-,,,,,,,,3,1
AKENR,28-03-2024,11.55,10.0,82.45,10.59,9.86,8.92,10.84,9.64,10.26,9.07,5.31,11.03,22385461.33,79.7,,,,,,,,,,,,+,,+,+,-,,,,3,1
ERBOS,28-03-2024,270.75,1.79,-30.45,275.83,280.11,281.46,273.71,280.84,280.45,286.98,205.06,269.92,256207.0,49.06,,,,,,,,,,,,+,,+,,,,,,2,0
MAGEN,28-03-2024,15.6,0.45,-76.74,15.45,15.33,15.19,15.5,15.3,15.36,15.21,14.47,15.6,15256722.0,58.05,,,,,,,,,,,,+,,,,,+,,,2,0
EUKYO,28-03-2024,28.72,9.95,5.9,25.36,24.32,23.49,25.91,24.1,24.25,23.21,14.12,28.31,437849.33,70.93,,,,,,,,+,,,,+,,,,,,,,2,0
VAKKO,28-03-2024,77.1,1.65,-11.25,77.66,78.62,79.92,77.33,78.9,78.19,79.56,76.54,76.82,225695.67,37.89,,,,,,,,,,,,-,+,+,,,,,,2,1
BASCM,28-03-2024,15.03,4.96,-39.25,15.54,15.71,15.54,15.4,15.71,15.98,16.02,9.7,15.01,212829.33,52.81,,,,,,,-,,,,,+,,+,,,,,,2,1
BEYAZ,28-03-2024,23.56,1.38,151.18,22.99,22.79,22.66,23.09,22.76,22.74,22.6,20.45,24.21,2980931.0,58.55,,,,,,,,+,,,,-,,-,+,,,,,2,2
INVES,28-03-2024,341.0,1.79,87.62,344.8,350.8,358.88,342.78,352.63,347.46,356.96,314.74,344.75,53690.67,33.09,,,,,,,,,,,+,-,,,,+,,,,2,1
EREGL,28-03-2024,42.26,1.05,-33.62,42.52,42.91,43.46,42.38,43.03,42.74,43.28,41.83,42.26,77544399.33,35.01,,,,,,,,,,,,-,+,,,+,,,,2,1
IZINV,28-03-2024,55.7,-0.0,-33.0,57.78,57.8,56.7,57.48,57.64,58.96,58.05,38.36,55.6,733555.0,53.46,,,,-,,-,,,,,,+,,+,-,,-,,,2,4
MAALT,28-03-2024,1185.0,2.6,-24.2,1206.19,1220.88,1232.19,1198.94,1224.09,1222.31,1236.62,891.21,1178.0,47311.0,46.07,,,,,,,,+,,,,-,,+,,,,,,2,1
MMCAS,28-03-2024,13.7,0.07,-68.53,14.45,14.82,14.95,14.26,14.88,14.98,15.24,10.17,13.69,165624.67,46.98,,,,,,,,,,,,+,,+,,,,,,2,0
MPARK,28-03-2024,180.8,2.38,-48.49,182.28,182.63,181.69,181.78,182.53,183.86,183.26,138.41,179.57,610649.33,52.56,,,,,,,,,,,,+,,+,,,,,,2,0
EGSER,28-03-2024,3.6,0.84,-37.23,3.63,3.68,3.75,3.62,3.69,3.65,3.71,3.96,3.59,2304540.33,33.12,,,,,,,,,,,,-,,+,,+,,,,2,1
MRGYO,28-03-2024,4.46,2.53,-4.9,4.48,4.53,4.63,4.46,4.55,4.51,4.57,5.55,4.47,7334419.33,40.71,,,,,,,,,+,,,-,,-,,+,,,,2,2
MTRYO,28-03-2024,8.55,-1.61,-50.43,8.72,8.89,9.05,8.67,8.94,8.77,9.09,6.98,8.6,147332.0,44.04,,,,,,,,,,,,+,,-,-,+,,,,2,2
NETAS,28-03-2024,78.35,-0.44,-32.35,77.62,78.21,78.92,77.51,78.41,77.83,78.84,52.0,78.35,909025.67,51.15,,,,,,,,,,,,+,,,-,+,,,,2,1
ECZYT,28-03-2024,233.6,2.14,-59.65,233.75,235.97,239.72,233.06,236.72,234.83,237.76,234.3,232.9,450219.0,39.33,,,,,,,,,+,,,-,,+,,,,,,2,1
SNICA,28-03-2024,35.86,1.47,-23.86,35.14,35.21,35.54,35.19,35.26,34.95,35.22,32.87,35.95,1620052.67,48.22,,,+,,,,,,,,,-,,-,,,,,+,2,2
LKMNH,28-03-2024,58.75,2.26,-43.02,58.99,59.8,60.51,58.67,60.0,59.68,60.69,46.57,58.13,521958.33,47.11,,,,,,,,,+,,,-,,+,,,,,,2,1
ICBCT,28-03-2024,15.04,1.62,-38.14,15.03,15.12,15.29,15.0,15.15,15.08,15.17,13.65,15.08,1047680.67,41.25,+,,,,,,,,+,,,-,,-,,,,,,2,2
KLSYN,28-03-2024,5.91,2.25,-48.95,5.93,6.04,6.18,5.9,6.07,5.97,6.14,5.58,5.87,1499596.67,40.52,,,,,,,,,+,,,-,,+,,,,,,2,1
TSKB,28-03-2024,8.41,2.44,-31.08,8.43,8.45,8.44,8.41,8.45,8.49,8.48,6.99,8.39,18838868.67,50.19,,,,,,,,,+,,,-,,+,,,,,,2,1
