Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
PLTUR,09-05-2024,16.52,2.54,26.34,16.39,16.38,16.33,16.36,16.38,16.37,16.44,16.4,15.58,16.39,2977632.67,50.81,+,+,+,+,,+,+,+_09-05-2024 09:00:00,+_09-05-2024 09:00:00,,,+,+,,-,,,,,,+,,9,1
TURGG,09-05-2024,633.0,2.76,4.38,623.35,623.55,629.01,640.75,624.22,624.29,619.81,620.86,515.51,631.0,57081.33,46.96,+,+,+,,,,,-_17-04-2024 09:00:00,-_16-04-2024 09:00:00,,,+,+,,-,,+,,,+,,+,8,1
SODSN,09-05-2024,207.0,8.38,95.07,200.64,198.79,196.51,194.23,201.21,198.22,200.38,196.8,112.71,205.67,37554.0,55.38,+,+,+,,,,,+_25-04-2024 09:00:00,+_26-04-2024 09:00:00,,,+,+,,-,,+,,,,+,,7,1
GARFA,09-05-2024,190.0,3.54,-47.83,183.49,182.85,182.63,181.72,184.16,182.79,181.09,183.23,114.98,187.37,346442.67,57.03,,,,+,+,+,+,+_09-05-2024 09:00:00,+_09-05-2024 09:00:00,,-,,+,,+,,,,,,+,,7,1
SEGYO,09-05-2024,4.83,6.86,248.88,4.62,4.58,4.54,4.54,4.65,4.57,4.57,4.56,4.7,4.81,22196871.67,55.93,,,,,,,,+_07-05-2024 09:00:00,+_07-05-2024 09:00:00,,,+,+,,+,+,+,+,+,,,,7,0
DOHOL,09-05-2024,14.34,2.14,92.76,14.24,14.21,14.09,13.91,14.24,14.19,14.29,14.21,12.55,14.19,51555392.67,60.3,+,+,+,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,+,,+,,,,+,,7,0
FROTO,09-05-2024,1141.0,1.88,17.61,1134.51,1132.09,1130.3,1127.16,1135.41,1131.55,1133.87,1126.92,916.99,1135.67,817012.0,54.2,+,+,+,,,,,+_02-05-2024 09:00:00,+_03-05-2024 09:00:00,,,+,+,,-,,+,,-,,+,,7,2
PNLSN,09-05-2024,83.9,3.2,141.73,82.73,82.85,83.33,83.96,82.79,82.94,82.26,83.03,67.91,83.8,429256.67,49.45,+,+,+,,,,,-_26-04-2024 09:00:00,-_26-04-2024 09:00:00,,,+,+,,+,,+,,,,,,7,0
KORDS,09-05-2024,100.0,1.52,6.35,99.61,99.32,98.49,97.48,99.63,99.16,99.95,99.2,87.5,99.12,920120.0,56.77,+,+,,,,,,+_08-04-2024 09:00:00,+_16-04-2024 09:00:00,,,+,+,,+,,+,,,,+,,7,0
GSDDE,09-05-2024,11.57,9.98,-23.8,10.63,10.48,10.4,10.32,10.72,10.46,10.44,10.35,9.03,11.13,10159941.0,61.56,,,,+,+,+,+,+_09-05-2024 09:00:00,+_09-05-2024 09:00:00,,,,,,+,,,,+,+,,,7,0
LOGO,09-05-2024,88.75,2.36,22.4,88.3,88.46,88.21,87.78,88.19,88.45,88.52,89.14,80.94,88.43,1047333.0,51.68,+,+,+,,+,,,-_07-05-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,+,,+,,,,,,7,0
ARTMS,09-05-2024,57.3,3.15,18.55,56.36,56.14,55.63,54.73,56.43,56.06,56.33,56.18,51.56,56.33,2600971.33,55.43,+,+,,,,,,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,,,,+,,,,+,,6,0
EGPRO,09-05-2024,208.0,0.82,15.56,207.41,207.34,207.43,208.03,207.41,207.33,207.63,207.23,162.01,206.7,259066.67,49.88,+,+,+,+,,,+,+_09-05-2024 09:00:00,-_07-05-2024 09:00:00,,,+,,,-,,,,,,,,6,1
SKYMD,09-05-2024,11.11,4.22,22.13,11.04,11.07,11.08,11.08,11.02,11.08,11.1,11.14,10.58,10.98,6567285.33,50.16,+,+,+,,,,,-_07-05-2024 09:00:00,-_08-05-2024 09:00:00,,,+,,,,,+,,,,,+,6,0
EPLAS,09-05-2024,7.02,2.63,-15.81,7.02,7.0,6.93,6.82,7.01,6.99,7.06,7.01,6.37,6.95,10974214.33,55.05,+,+,+,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,+,,,,,,6,0
MAKTK,09-05-2024,7.0,0.43,11.05,6.98,6.98,6.97,6.96,6.98,6.98,6.98,6.96,6.02,6.99,6356174.33,51.51,+,+,,,,,,+_03-05-2024 09:00:00,+_03-05-2024 09:00:00,,,+,,,+,,,,,,+,+,6,0
BIGCH,09-05-2024,36.6,7.02,183.72,34.64,34.43,34.22,33.75,34.82,34.39,34.15,34.39,30.62,36.06,1823756.67,62.35,,,,+,+,,+,+_09-05-2024 09:00:00,+_08-05-2024 09:00:00,,,,,,+,,,+,,,+,,6,0
KAYSE,09-05-2024,34.8,4.38,512.43,33.94,33.46,32.79,32.23,34.09,33.31,33.87,32.93,33.2,34.67,10701155.67,62.78,+,,,,,,,+_26-04-2024 09:00:00,+_30-04-2024 09:00:00,,,+,,+,+,,+,+,,,,,6,0
BIENY,09-05-2024,43.48,1.87,121.93,43.03,42.89,42.68,42.52,43.07,42.85,42.99,42.77,48.35,43.51,2434269.33,55.06,+,+,,,,,,+_02-05-2024 09:00:00,+_02-05-2024 09:00:00,,,+,+,,+,,,,+,,,,6,0
CEMAS,09-05-2024,3.68,9.85,148.67,3.43,3.38,3.37,3.46,3.46,3.37,3.36,3.34,3.93,3.57,54946749.67,54.79,,,,,+,,,+_08-05-2024 09:00:00,-_21-03-2024 09:00:00,+,+,,,,+,,+,,,,,+,6,0
AKFGY,09-05-2024,2.37,3.04,87.53,2.32,2.31,2.29,2.29,2.33,2.3,2.31,2.29,2.2,2.35,95889433.67,57.43,+,,,,,,,+_25-04-2024 09:00:00,+_02-05-2024 09:00:00,,,+,+,,+,,+,,+,,,,6,0
AKSEN,09-05-2024,38.86,1.67,-12.4,38.77,38.7,38.41,37.97,38.75,38.65,38.89,38.7,35.62,38.51,5941619.67,56.96,+,+,+,,,,,+_05-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,+,,,,,,6,0
BIZIM,09-05-2024,40.28,1.67,38.9,40.04,39.99,40.1,40.53,40.07,39.99,40.03,39.76,39.23,40.19,626481.0,47.27,+,+,+,,,,,+_06-05-2024 09:00:00,-_25-03-2024 09:00:00,,,+,+,,-,,+,,,,,,6,1
AVPGY,09-05-2024,43.0,2.14,20.64,42.28,42.26,42.46,42.87,42.34,42.28,42.12,42.11,45.35,42.62,5177760.33,49.08,,,+,+,,,+,+_09-05-2024 09:00:00,-_17-04-2024 09:00:00,+,,,,,,,,,,+,,,5,0
ULKER,09-05-2024,116.6,1.3,-1.46,115.99,115.31,114.13,112.53,116.17,115.07,115.91,114.63,84.21,115.77,5448642.33,58.81,+,,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,+,,+,,-,,+,,5,1
ASGYO,09-05-2024,15.85,9.99,121.23,14.9,14.73,14.59,14.53,15.0,14.69,14.72,14.56,17.56,15.85,9142979.67,65.94,+,,,,,,,+_02-05-2024 09:00:00,+_03-05-2024 09:00:00,,,+,+,+,,,,,+,,,,5,0
ADEL,09-05-2024,748.5,1.77,32.28,747.34,744.61,736.61,722.21,747.46,743.21,750.12,743.08,488.42,747.83,362424.33,56.49,+,+,,,,,,+_08-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,+,,,,,,5,0
POLHO,09-05-2024,13.98,3.33,108.18,13.68,13.61,13.56,13.59,13.72,13.59,13.6,13.53,13.26,13.93,10180908.0,54.47,,,,,,+,,+_03-05-2024 09:00:00,+_09-05-2024 09:00:00,,,+,+,,-,,+,,,,,+,5,1
MGROS,09-05-2024,472.5,4.54,13.47,461.33,457.03,451.68,447.7,462.86,455.75,459.68,452.54,372.01,465.42,2685226.0,60.96,+,+,,,,,,+_25-04-2024 09:00:00,+_29-04-2024 09:00:00,,,+,,,+,,+,,,,,,5,0
OZGYO,09-05-2024,5.99,2.39,-28.1,5.87,5.84,5.8,5.74,5.88,5.83,5.84,5.84,5.38,5.97,3617822.33,57.92,,,,,,,,+_08-04-2024 09:00:00,+_16-04-2024 09:00:00,,,,+,,+,,+,,+,,+,,5,0
AYGAZ,09-05-2024,197.0,3.14,44.62,194.63,192.72,188.72,182.9,195.04,191.95,194.84,191.37,138.21,195.1,745441.67,68.77,+,+,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,+,,,,,,5,0
MOBTL,09-05-2024,7.21,1.41,120.98,7.18,7.15,7.06,6.93,7.18,7.13,7.17,7.17,5.25,7.29,21279209.33,56.52,+,+,,,,,,+_18-04-2024 09:00:00,+_19-04-2024 09:00:00,,,+,,,+,,,,+,,,,5,0
SKBNK,09-05-2024,4.87,1.04,86.1,4.85,4.84,4.8,4.74,4.85,4.83,4.86,4.84,4.52,4.87,62756485.67,58.56,+,+,,,,,,+_04-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,+,,,,,,,,5,0
RUBNS,09-05-2024,37.98,3.83,-37.67,37.58,37.21,36.31,34.95,37.65,37.04,37.62,37.03,28.44,37.53,1967395.33,63.57,+,+,,,,,,+_01-04-2024 09:00:00,+_02-04-2024 09:00:00,,,+,,,+,,+,,,,,,5,0
DARDL,09-05-2024,7.76,6.01,53.37,7.49,7.41,7.26,7.09,7.51,7.38,7.48,7.37,6.13,7.62,13841134.0,62.7,+,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,+,,,,,,+,,5,0
ALFAS,09-05-2024,92.5,1.26,151.45,92.5,92.6,92.79,93.21,92.45,92.63,92.62,92.47,92.09,93.82,3437463.33,47.89,+,,,,,,,-_08-05-2024 09:00:00,-_18-04-2024 09:00:00,,,+,,,+,+,,,+,,,,5,0
DAGI,09-05-2024,9.23,3.13,-27.83,9.06,8.95,8.78,8.6,9.1,8.91,9.01,8.83,8.0,9.09,5033317.67,59.55,+,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,+,,-,,+,,5,1
ULAS,09-05-2024,29.5,1.1,-17.17,29.49,29.63,29.49,28.96,29.41,29.63,29.69,30.04,21.17,29.95,1084902.0,53.52,+,,+,,,,,-_06-05-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,,,,,,,4,0
MMCAS,09-05-2024,22.22,10.0,-41.24,21.35,20.49,19.12,17.7,21.55,20.19,21.42,19.59,11.48,21.61,242591.33,67.8,+,,,,,,,+_24-04-2024 09:00:00,+_26-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
GOZDE,09-05-2024,25.68,2.64,121.44,25.22,24.97,24.67,24.51,25.3,24.9,25.18,24.65,22.81,25.73,3386407.33,58.21,,,,,,,,+_29-04-2024 09:00:00,+_30-04-2024 09:00:00,,,+,,,+,,,+,+,,,,4,0
BTCIM,09-05-2024,136.5,0.37,41.38,136.41,136.27,135.59,133.92,136.41,136.18,136.54,136.38,102.86,136.53,1042652.33,60.1,+,+,,,,,,+_22-03-2024 09:00:00,+_21-03-2024 09:00:00,,,+,,,+,,,,,,,,4,0
BIOEN,09-05-2024,19.2,0.89,35.46,19.2,19.14,18.98,18.81,19.2,19.11,19.24,19.11,18.61,19.22,4059006.0,54.64,+,+,,,,,,+_08-04-2024 09:00:00,+_24-04-2024 09:00:00,,,+,,,+,,,,,,,,4,0
BLCYT,09-05-2024,20.9,2.96,8.07,20.6,20.43,20.06,19.54,20.63,20.36,20.62,20.34,16.54,20.63,2495575.33,59.8,+,,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
EUHOL,09-05-2024,3.43,3.63,116.83,3.31,3.29,3.28,3.28,3.33,3.29,3.28,3.27,2.93,3.43,15895300.33,56.92,,,,,,+,,+_08-05-2024 09:00:00,+_09-05-2024 09:00:00,,,,,,+,,,+,,,,+,4,0
FORMT,09-05-2024,2.87,2.5,60.54,2.81,2.8,2.79,2.78,2.82,2.8,2.81,2.8,2.75,2.85,24057588.33,56.35,,,,+,,,+,+_09-05-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,,,,,,+,4,0
PAGYO,09-05-2024,42.24,4.97,36.84,40.78,40.38,39.93,39.54,40.95,40.28,40.53,40.02,36.29,41.79,488159.33,65.07,,,,,,,,+_24-04-2024 09:00:00,+_24-04-2024 09:00:00,,,,+,+,+,,,,+,,,,4,0
INVES,09-05-2024,355.0,5.65,367.68,337.8,333.39,331.23,333.04,340.28,332.58,332.66,328.37,319.8,352.5,263385.67,62.78,,,,,,+,,+_07-05-2024 09:00:00,+_09-05-2024 09:00:00,,+,,,,-,,+,+,,,,,4,1
KLSER,09-05-2024,60.0,2.21,377.85,59.95,60.08,60.2,60.61,59.87,60.1,60.22,60.14,72.01,60.62,4844282.33,46.25,+,,,,,,,-_08-05-2024 09:00:00,-_06-05-2024 09:00:00,,,+,,,,,,+,,,,+,4,0
YONGA,09-05-2024,110.1,3.28,-44.77,108.72,105.69,100.96,95.87,109.47,104.65,108.64,102.54,61.01,109.13,35009.33,62.13,+,,,,,,,+_25-04-2024 09:00:00,+_25-04-2024 09:00:00,,,+,,,+,,+,,-,,,,4,1
KOPOL,09-05-2024,46.6,1.0,17.66,46.1,46.03,46.03,46.13,46.16,46.02,45.88,46.04,50.59,46.31,2054643.0,51.37,,,,+,+,,+,+_09-05-2024 09:00:00,-_29-04-2024 09:00:00,,,,+,,-,,,,,,,,4,1
DESA,09-05-2024,31.78,4.54,102.32,30.64,30.35,29.9,29.11,30.78,30.26,30.38,30.16,21.4,31.74,1696864.33,66.03,,,,,,,,+_07-05-2024 09:00:00,+_27-03-2024 09:00:00,,,,+,,+,,+,,,,+,,4,0
YBTAS,09-05-2024,194000.0,4.09,-15.38,189627.25,187224.46,184727.77,183137.96,190511.63,186578.1,188310.67,184268.4,138663.38,191624.17,14.67,58.58,+,,,,,,,+_02-05-2024 09:00:00,+_03-05-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
KRDMD,09-05-2024,27.48,1.78,19.64,27.28,26.99,26.45,25.85,27.34,26.88,27.3,26.76,24.39,27.31,63546477.0,63.08,+,,,,,,,+_08-04-2024 09:00:00,+_18-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
RYGYO,09-05-2024,34.4,5.39,72.62,33.0,32.73,32.29,31.51,33.15,32.65,32.68,32.69,24.21,33.99,4244901.33,65.86,,,,,,,,+_08-05-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,,+,+,,+,,4,0
KRSTL,09-05-2024,9.22,5.49,80.41,8.9,8.83,8.79,8.83,8.93,8.81,8.82,8.76,10.01,9.01,5645156.33,55.13,,,,,,+,,+_03-05-2024 09:00:00,+_09-05-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
KRVGD,09-05-2024,27.96,3.1,16.52,27.9,28.13,28.38,28.53,27.83,28.19,27.93,28.42,24.42,27.69,2445959.67,47.24,+,,,,,,,-_29-04-2024 09:00:00,-_30-04-2024 09:00:00,,,+,,+,-,,+,,,,,,4,1
RYSAS,09-05-2024,46.8,8.48,55.24,44.01,43.47,42.71,41.37,44.31,43.32,43.37,43.2,30.89,45.72,1298755.67,64.43,,,,,,,,+_07-05-2024 09:00:00,+_05-04-2024 09:00:00,+,,,,,+,,,,+,,+,,4,0
ISCTR,09-05-2024,13.69,1.03,-7.19,13.64,13.55,13.34,13.0,13.66,13.51,13.66,13.47,9.63,13.68,395405506.67,64.19,+,,,,,,,+_20-03-2024 09:00:00,+_21-03-2024 09:00:00,,,+,,,+,,+,,-,,,,4,1
PETUN,09-05-2024,93.95,0.86,189.49,93.96,93.75,92.87,91.49,93.91,93.6,94.51,93.65,76.75,96.15,642405.33,55.76,,+,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,,+,,,,,4,0
KZGYO,09-05-2024,23.4,1.74,50.84,23.32,23.45,23.53,23.61,23.28,23.48,23.33,23.73,27.44,23.34,1731787.0,47.83,+,,,,,,,-_30-04-2024 09:00:00,-_06-05-2024 09:00:00,,-,+,,,,,+,,,,,+,4,1
SASA,09-05-2024,45.84,2.5,59.7,45.23,44.57,43.61,42.62,45.42,44.35,45.11,43.79,43.65,45.51,58064644.67,64.59,+,,,,,,,+_26-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
LKMNH,09-05-2024,86.8,2.12,-9.64,85.75,85.01,83.28,80.2,85.95,84.7,85.57,84.71,52.91,86.85,476007.0,66.92,+,,,,,,,+_02-04-2024 09:00:00,+_03-04-2024 09:00:00,,,+,,,+,,-,,+,,,,4,1
ENJSA,09-05-2024,66.15,0.61,-20.52,65.94,65.76,65.15,64.05,65.96,65.66,66.05,65.81,51.53,65.7,4063136.33,62.24,+,,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,+,,,-,,,4,1
ULUFA,09-05-2024,13.87,2.44,-19.09,13.78,13.87,13.91,13.8,13.75,13.89,13.82,14.04,10.63,13.83,5478236.33,51.74,+,,,,,,,-_03-05-2024 09:00:00,-_08-05-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
SISE,09-05-2024,52.0,1.07,20.24,51.59,51.21,50.55,49.82,51.7,51.07,51.56,50.87,48.23,51.8,34985832.0,62.89,,,,,,,,+_22-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,+,,+,,-,,,,3,1
SANEL,09-05-2024,31.46,1.42,126.27,30.74,30.41,30.01,29.6,30.89,30.32,30.47,30.12,25.04,31.89,969664.0,62.27,,,,,,,,+_09-04-2024 09:00:00,+_15-04-2024 09:00:00,,,,,+,+,,-,+,,,,,3,1
OZKGY,09-05-2024,8.94,2.41,84.79,8.8,8.75,8.69,8.64,8.81,8.74,8.77,8.71,8.39,8.9,12111492.0,56.82,,,,,,,,+_22-04-2024 09:00:00,+_24-04-2024 09:00:00,,,+,,,+,,,,+,,,,3,0
DIRIT,09-05-2024,17.9,0.85,76.08,17.81,17.45,16.92,16.48,17.89,17.33,17.85,17.01,12.38,18.18,222031.33,58.23,+,,,,,,,+_26-04-2024 09:00:00,+_29-04-2024 09:00:00,,,+,,,+,,,,,,,,3,0
DEVA,09-05-2024,76.85,0.46,13.44,76.54,76.04,75.33,74.78,76.68,75.87,76.44,75.52,72.13,76.52,738608.33,58.49,,,,,,,,+_18-04-2024 09:00:00,+_30-04-2024 09:00:00,,,+,,,+,,+,,-,,,,3,1
BMSTL,09-05-2024,32.26,0.81,-9.92,32.11,32.19,32.32,32.5,32.1,32.22,32.02,32.33,29.84,32.09,748045.0,46.98,+,+,,,,,,-_26-04-2024 09:00:00,-_29-04-2024 09:00:00,,,,,,-,,+,,,,,,3,1
SILVR,09-05-2024,24.0,5.91,104.31,22.2,21.73,21.27,20.77,22.46,21.62,21.59,21.4,16.97,23.61,3789291.0,67.72,,,,,,,,+_06-05-2024 09:00:00,+_09-04-2024 09:00:00,+,,,,,+,,,+,,,,,3,0
FENER,09-05-2024,91.0,-1.62,-50.07,89.78,89.51,89.5,89.72,90.04,89.49,89.04,89.27,90.88,92.27,3683012.67,51.28,,,,,+,+,,+_08-05-2024 09:00:00,+_09-05-2024 09:00:00,,,,,,+,,-,-,,,,,3,2
CRFSA,09-05-2024,140.9,1.37,-15.35,140.72,141.88,144.22,147.12,140.46,142.34,140.75,142.52,117.76,140.53,534444.33,41.04,+,,,,,,,-_15-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
BORSK,09-05-2024,36.34,1.62,-2.66,35.57,35.44,35.52,35.97,35.67,35.43,35.26,35.28,38.9,36.09,8392934.33,49.86,,,,+,+,,,+_08-05-2024 09:00:00,-_09-05-2024 09:00:00,,-,,+,,,,,,,,,,3,1
OSTIM,09-05-2024,6.26,0.64,-22.67,6.32,6.31,6.26,6.22,6.31,6.3,6.35,6.3,7.03,6.24,5057597.33,50.48,,,+,,,,,+_09-04-2024 09:00:00,+_25-04-2024 09:00:00,,,,,,+,,+,,,,,,3,0
SAMAT,09-05-2024,50.65,-0.49,-1.49,50.73,50.82,50.9,51.16,50.69,50.84,50.9,50.85,41.65,49.42,1934945.0,48.15,-,-,,,,,,-_07-05-2024 09:00:00,-_07-05-2024 09:00:00,,,-,+,,+,,+,-,,,-,-,3,6
DAGHL,09-05-2024,20.24,-3.44,-18.54,20.16,20.15,20.09,19.8,20.19,20.15,19.98,20.31,15.26,20.72,663554.67,53.98,,,,+,,,,+_08-05-2024 09:00:00,+_19-01-2024 09:00:00,,,,,,+,,-,-,+,,,,3,2
SEKFK,09-05-2024,11.79,9.98,188.69,10.81,10.47,10.1,9.77,10.96,10.38,10.54,10.16,8.03,11.42,5050728.25,75.06,,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,,,,+,,,+,+,,,,3,0
XU100,09-05-2024,10268.58,0.2,6.81,10241.53,10175.54,10052.7,9879.18,10257.3,10151.05,10239.88,10115.36,8107.02,10253.57,2762682673.67,70.45,,,,,,,,+_28-03-2024 09:00:00,+_29-03-2024 09:00:00,,,+,,,+,,+,,-,,,,3,1
NETAS,09-05-2024,96.1,2.29,1.19,96.7,96.65,95.25,92.54,96.48,96.45,97.63,97.4,60.37,95.68,868737.33,56.84,,,+,,,,,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,+,,,,,,3,0
DOGUB,09-05-2024,21.62,-0.83,-49.53,21.52,21.52,21.56,21.61,21.53,21.53,21.41,21.56,19.14,21.63,1761723.67,49.81,,,,,,,+,+_09-05-2024 09:00:00,-_30-04-2024 09:00:00,,-,,+,,+,,,-,,,,,3,2
MSGYO,09-05-2024,14.71,0.75,59.41,14.6,14.5,14.36,14.22,14.62,14.47,14.56,14.43,12.16,14.75,1606131.0,56.63,,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,,+,,+,,,+,,,,,3,0
IDGYO,09-05-2024,6.63,0.15,66.49,6.65,6.65,6.62,6.56,6.65,6.65,6.64,6.69,5.6,6.65,642563.33,53.24,,,+,-,,,-,-_09-05-2024 09:00:00,+_17-04-2024 09:00:00,,,,,,+,,-,,+,,,,3,3
ISBIR,09-05-2024,164.8,7.36,-6.63,157.7,153.25,147.15,141.25,159.07,151.85,156.82,148.34,113.12,160.47,58178.67,69.29,+,,,,,,,+_26-04-2024 09:00:00,+_26-04-2024 09:00:00,,,+,,,+,,,,,,,,3,0
ALCTL,09-05-2024,125.8,6.34,129.11,120.05,118.82,117.62,116.84,120.7,118.52,118.82,117.96,102.71,123.77,816145.33,62.34,,,,,,,,+_09-04-2024 09:00:00,+_18-04-2024 09:00:00,,,,,,+,,,+,+,,,,3,0
ISDMR,09-05-2024,39.22,2.67,-1.99,38.22,37.77,37.2,36.71,38.39,37.64,38.05,37.36,36.51,38.75,4694763.67,63.7,,,,,,,,+_22-04-2024 09:00:00,+_26-04-2024 09:00:00,,,,,+,+,,,,+,,,,3,0
ATLAS,09-05-2024,6.55,0.77,-43.61,6.37,6.31,6.23,6.12,6.41,6.29,6.3,6.25,5.01,6.53,14980398.0,63.64,,,,,,,,+_02-05-2024 09:00:00,+_29-03-2024 09:00:00,,,,,,+,,,,+,,,+,3,0
XU030,09-05-2024,11145.83,0.16,1.51,11119.91,11044.06,10902.87,10700.27,11137.91,11015.93,11118.86,10974.39,8725.97,11134.16,1598879475.0,69.51,,,,,,,,+_28-03-2024 09:00:00,+_21-03-2024 09:00:00,,,+,,,+,,+,,-,,,,3,1
TSGYO,09-05-2024,11.79,0.0,-29.93,11.63,11.62,11.64,11.56,11.66,11.63,11.54,11.62,7.88,11.83,2239705.33,56.5,,,,+,,,+,+_09-05-2024 09:00:00,+_08-05-2024 09:00:00,,,,,,+,,-,,,,,,3,1
GOODY,09-05-2024,23.14,6.34,207.11,22.2,21.94,21.64,21.43,22.31,21.87,22.03,21.74,20.99,22.73,2391946.33,64.35,,,,,,,,+_22-04-2024 09:00:00,+_24-04-2024 09:00:00,,,,,+,+,,,+,,,,,3,0
