Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip
25-06-2024 14:00,BNTAS,12.13,12.46,12.13,12.4,1609019.0,0.06,0.27,0.01,1828.57,0.27,708833.0,127.0,True,0,,11.83,13.28,False
25-06-2024 14:00,BASGZ,31.9,32.68,31.78,32.5,313648.0,0.18,0.6,0.04,1566.67,0.6,187909.0,66.91,True,0,,29.26,32.84,False
25-06-2024 13:00,FENER,162.7,169.6,162.4,168.1,1980036.0,1.5,5.4,0.16,3275.0,5.4,738314.1,168.18,True,0,,159.0,172.4,False
25-06-2024 13:00,GSRAY,8.66,8.95,8.65,8.91,25331089.0,0.04,0.25,0.04,594.44,0.25,7027815.9,260.44,True,0,,8.35,ATH,False
25-06-2024 13:00,BJKAS,32.0,34.58,31.9,34.3,16751821.0,0.28,2.3,0.21,1005.77,2.3,3430629.6,388.3,True,0,,31.2,34.72,False
25-06-2024 13:00,SURGY,46.96,49.1,46.96,49.04,785767.0,0.06,2.08,0.14,1429.41,2.08,226914.3,246.28,True,0,,47.64,50.25,True
25-06-2024 13:00,AVTUR,14.1,15.02,13.95,14.92,432660.0,0.1,0.82,0.06,1181.25,0.82,158804.8,172.45,True,0,,13.81,15.3,True
25-06-2024 12:00,TABGD,193.4,195.5,193.3,195.0,134870.0,0.5,1.6,0.21,661.9,1.6,79926.3,68.74,True,0,,181.5,195.1,False
25-06-2024 12:00,GRSEL,150.8,154.4,150.7,153.5,258877.0,0.9,2.7,0.32,743.75,2.7,124663.4,107.66,True,0,,131.9,ATH,False
25-06-2024 12:00,ISMEN,38.5,39.62,38.48,39.44,2144934.0,0.18,0.94,0.16,494.94,0.94,1267590.5,69.21,True,0,,33.8,ATH,False
25-06-2024 11:00,MGROS,530.5,539.0,530.5,537.0,339028.0,2.0,6.5,0.65,900.0,6.5,127854.9,165.17,True,0,,525.5,537.5,False
25-06-2024 11:00,MANAS,12.44,12.9,12.42,12.79,2687892.0,0.11,0.35,0.06,514.04,0.35,853666.9,214.86,True,0,,11.54,ATH,False
25-06-2024 11:00,AEFES,224.7,230.4,224.3,230.4,804655.0,0.0,5.7,0.78,630.77,5.7,344050.6,133.88,True,0,,220.2,232.4,False
25-06-2024 11:00,BSOKE,29.72,30.3,29.4,30.24,1298718.0,0.06,0.52,0.1,430.61,0.52,408655.0,217.8,True,0,,28.44,32.22,False
25-06-2024 11:00,KTLEV,45.7,47.2,45.68,46.94,2040984.0,0.26,1.24,0.13,839.39,1.24,608782.8,235.26,True,0,,45.2,49.42,False
