Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
24-05-2024 12:00,BOSSA,17.63,18.69,17.6,18.59,2030461.0,0.1,0.96,0.12,727.59,0.96,1154852.9,75.82,True,0,,16.43,ATH
24-05-2024 11:00,EGEPO,23.48,24.54,23.44,24.38,549376.0,0.16,0.9,0.08,1084.21,0.9,218317.5,151.64,True,0,,23.06,24.5
24-05-2024 11:00,DZGYO,5.16,5.23,5.15,5.22,730506.0,0.01,0.06,0.0,1900.0,0.06,215305.1,239.29,True,0,,5.16,5.23
24-05-2024 11:00,DMRGD,14.78,15.06,14.78,15.06,558191.0,0.0,0.28,0.03,900.0,0.28,199740.4,179.46,True,0,,14.7,15.53
24-05-2024 11:00,PSGYO,5.75,6.05,5.75,5.97,16854010.0,0.08,0.22,0.02,1000.0,0.22,2496241.3,575.18,True,0,,5.65,ATH
24-05-2024 11:00,SAYAS,73.6,75.25,73.6,75.0,179383.0,0.25,1.4,0.02,9233.33,1.4,112974.1,58.78,True,0,,70.6,78.05
24-05-2024 11:00,FENER,107.6,109.5,107.6,109.2,760048.0,0.3,1.6,0.21,661.9,1.6,402305.7,88.92,True,0,,106.3,111.9
24-05-2024 11:00,GSRAY,9.4,9.64,9.4,9.63,17726925.0,0.01,0.23,0.04,557.14,0.23,9272394.2,91.18,True,0,,8.45,ATH
24-05-2024 11:00,HDFGS,2.06,2.1,2.06,2.09,4161805.0,0.01,0.03,0.0,1400.0,0.03,2276901.8,82.78,True,0,,2.03,2.13
24-05-2024 10:00,BJKAS,37.98,39.64,37.98,39.64,27847120.0,0.0,1.66,0.18,843.18,1.66,5120140.7,443.87,True,0,,27.56,ATH
