Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
30-05-2024 11:00,DERHL,9.05,9.24,9.0,9.2,1033910.0,0.04,0.15,0.01,1400.0,0.15,555749.2,86.04,True,0,,7.61,9.49
30-05-2024 11:00,BIOEN,17.03,17.24,17.0,17.22,691373.0,0.02,0.19,0.0,4650.0,0.19,327235.2,111.28,True,0,,ATL,17.59
30-05-2024 11:00,PRKAB,49.86,52.8,49.5,52.4,1724248.0,0.4,2.54,0.22,1070.51,2.54,699083.5,146.64,True,0,,39.2,ATH
30-05-2024 11:00,RGYAS,119.0,120.0,118.6,119.9,214403.0,0.1,0.9,0.01,8900.0,0.9,111256.4,92.71,True,0,,ATL,131.7
30-05-2024 10:00,DOFER,48.48,52.8,48.14,52.8,2042111.0,0.0,4.32,0.34,1170.59,4.32,471063.4,333.51,True,0,,45.9,ATH
30-05-2024 10:00,GENTS,8.24,9.05,8.24,8.9,2117657.0,0.15,0.66,0.04,1592.31,0.66,299722.2,606.54,True,0,,8.63,9.06
30-05-2024 10:00,SAMAT,48.08,52.05,48.08,52.0,3800949.0,0.05,3.92,0.58,580.56,3.92,818469.4,364.4,True,0,,40.68,ATH
30-05-2024 10:00,ARSAN,16.36,16.69,16.25,16.65,297757.0,0.04,0.29,0.0,7150.0,0.29,131150.4,127.03,True,0,,16.33,16.85
30-05-2024 10:00,RYGYO,38.6,39.18,38.52,39.12,488642.0,0.06,0.52,0.09,465.22,0.52,269307.7,81.44,True,0,,37.62,40.62
30-05-2024 10:00,DYOBY,55.0,59.8,54.7,58.45,1035409.0,1.35,3.45,0.29,1089.66,3.45,147354.1,602.67,True,0,,54.0,62.95
30-05-2024 10:00,FENER,105.9,114.5,104.8,113.0,2705368.0,1.5,7.1,0.45,1477.78,7.1,468967.1,476.88,True,0,,106.3,127.0
30-05-2024 10:00,BMSCH,27.46,28.36,27.16,28.2,726565.0,0.16,0.74,0.07,1021.21,0.74,188033.3,286.4,True,0,,24.22,28.66
30-05-2024 10:00,RUBNS,36.5,37.54,36.5,37.3,458972.0,0.24,0.8,0.12,589.66,0.8,148655.6,208.75,True,0,,34.22,44.2
30-05-2024 10:00,KLKIM,24.74,25.3,24.46,25.26,552223.0,0.04,0.52,0.1,409.8,0.52,243260.2,127.01,True,0,,24.06,26.78
30-05-2024 10:00,ADESE,2.27,2.34,2.27,2.33,21519573.0,0.01,0.06,0.0,2900.0,0.06,5477948.7,292.84,True,0,,2.3,2.36
30-05-2024 10:00,ENTRA,10.12,10.6,10.12,10.53,14627862.0,0.07,0.41,0.03,1364.29,0.41,3619283.8,304.16,True,0,,10.23,11.05
30-05-2024 10:00,YESIL,4.98,5.19,4.75,5.14,4998739.0,0.05,0.16,0.04,255.56,0.16,1303404.1,283.51,True,0,,4.37,ATH
30-05-2024 10:00,TRCAS,27.48,28.1,27.36,28.02,521209.0,0.08,0.54,0.01,8900.0,0.54,156999.9,231.98,True,0,,27.82,30.9
30-05-2024 10:00,ONRYT,65.45,65.8,62.5,65.8,3014751.0,0.0,0.35,0.03,900.0,0.35,873218.8,245.25,True,0,,54.45,ATH
