Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
29-03-2024 11:00,HATEK,13.45,13.63,13.43,13.59,647108.0,0.04,0.14,0.03,337.5,0.14,198511.7,225.98,True,0,,12.64,13.75
29-03-2024 11:00,MOBTL,5.96,6.21,5.94,6.15,6022434.0,0.06,0.19,0.04,387.18,0.19,1625196.9,270.57,True,0,,5.65,6.35
29-03-2024 11:00,CUSAN,25.08,26.6,25.06,26.34,451626.0,0.26,1.26,0.16,687.5,1.26,100414.8,349.76,True,0,,23.96,26.76
29-03-2024 11:00,PLTUR,16.47,17.08,16.41,17.06,484221.0,0.02,0.59,0.04,1240.91,0.59,226892.4,113.41,True,0,,15.69,18.08
29-03-2024 11:00,SILVR,17.55,18.74,17.55,18.63,523454.0,0.11,1.08,0.08,1170.59,1.08,117665.5,344.87,True,0,,16.01,20.92
29-03-2024 11:00,TEZOL,19.7,20.54,19.64,20.36,1082185.0,0.18,0.66,0.05,1220.0,0.66,537687.0,101.27,True,0,,19.48,22.0
29-03-2024 10:00,MIATK,66.85,68.35,64.0,68.35,16838763.0,0.0,1.5,0.13,1100.0,1.5,3897118.6,332.08,True,0,,60.55,68.9
29-03-2024 10:00,BRSAN,618.5,626.5,617.5,626.0,246260.0,0.5,7.5,0.65,1053.85,7.5,71127.3,246.22,True,0,,603.0,712.5
29-03-2024 10:00,BSOKE,23.1,25.24,23.1,25.1,2076270.0,0.14,2.0,0.19,930.93,2.0,842301.4,146.5,True,0,,20.1,ATH
29-03-2024 10:00,KUTPO,92.7,96.25,91.8,95.4,344419.0,0.85,2.7,0.55,386.49,2.7,173256.3,98.79,True,0,,83.55,ATH
29-03-2024 10:00,BARMA,17.79,18.1,17.78,18.06,236531.0,0.04,0.27,0.01,1976.92,0.27,77334.2,205.86,True,0,,17.45,18.19
29-03-2024 10:00,PKART,83.35,84.75,79.5,84.75,137912.0,0.0,1.4,0.1,1373.68,1.4,48231.2,185.94,True,0,,82.4,96.4
29-03-2024 10:00,KLGYO,5.41,5.5,5.4,5.48,1074757.0,0.02,0.07,0.0,2233.33,0.07,429676.7,150.13,True,0,,5.27,5.5
29-03-2024 10:00,IZMDC,6.95,7.24,6.94,7.17,9722974.0,0.07,0.22,0.03,547.06,0.22,4076570.8,138.51,True,0,,6.05,ATH
29-03-2024 10:00,TATGD,25.08,26.14,25.08,25.94,907305.0,0.2,0.86,0.03,3207.69,0.86,213263.1,325.44,True,0,,24.66,27.5
29-03-2024 10:00,DITAS,22.38,23.7,22.22,23.52,784647.0,0.18,1.14,0.01,9400.0,1.14,362435.9,116.49,True,0,,19.19,24.08
29-03-2024 10:00,ZOREN,5.7,5.82,5.64,5.79,110879106.0,0.03,0.09,0.01,500.0,0.09,30211778.1,267.01,True,0,,5.3,6.28
29-03-2024 10:00,GOLTS,434.0,453.5,431.75,448.0,332686.0,5.5,14.0,0.35,3900.0,14.0,110208.6,201.87,True,0,,380.0,465.0
29-03-2024 10:00,AKENR,12.44,12.7,12.06,12.7,7341941.0,0.0,0.26,0.03,900.0,0.26,1510831.9,385.95,True,0,,10.0,ATH
29-03-2024 10:00,EKOS,49.78,52.1,49.4,51.55,1618075.0,0.55,1.77,0.17,947.34,1.77,850673.3,90.21,True,0,,46.16,52.5
28-03-2024 17:00,THYAO,292.5,299.5,292.0,299.5,14248340.0,0.0,7.0,1.55,351.61,7.0,4735739.4,200.87,True,0,,280.0,ATH
28-03-2024 17:00,ARSAN,13.59,14.35,13.59,14.16,490838.0,0.19,0.57,0.05,1112.77,0.57,148317.4,230.94,True,0,,12.84,ATH
28-03-2024 17:00,BORLS,31.22,31.68,31.1,31.6,534701.0,0.08,0.38,0.02,2011.11,0.38,188933.9,183.01,True,0,,30.9,36.5
28-03-2024 17:00,FORMT,2.57,2.6,2.57,2.6,3336825.0,0.0,0.03,0.0,900.0,0.03,1721850.5,93.79,True,0,,2.49,2.61
28-03-2024 17:00,YATAS,26.96,27.46,26.92,27.32,292728.0,0.14,0.36,0.04,800.0,0.36,114366.8,155.96,True,0,,26.3,28.02
28-03-2024 17:00,BUCIM,7.95,8.06,7.93,8.05,2212818.0,0.01,0.1,0.02,566.67,0.1,992805.1,122.89,True,0,,7.74,8.23
28-03-2024 17:00,ETILR,15.35,15.54,15.3,15.54,116595.0,0.0,0.19,0.0,9400.0,0.19,72812.8,60.13,True,0,,15.29,15.86
28-03-2024 17:00,MPARK,180.4,184.0,180.2,183.3,234729.0,0.7,2.9,0.54,437.04,2.9,69132.3,239.54,True,0,,174.9,184.0
28-03-2024 17:00,OZGYO,5.11,5.24,5.08,5.23,1216014.0,0.01,0.12,0.01,823.08,0.12,668474.3,81.91,True,0,,5.06,5.35
28-03-2024 17:00,GESAN,64.7,68.7,64.7,68.0,1128550.0,0.7,3.3,0.34,870.59,3.3,370433.1,204.66,True,0,,64.2,70.85
28-03-2024 17:00,ASGYO,14.27,14.59,14.24,14.55,2126871.0,0.04,0.28,0.0,9233.33,0.28,808581.1,163.04,True,0,,13.6,15.42
28-03-2024 17:00,SELEC,50.5,51.8,50.5,51.45,357001.0,0.35,0.95,0.07,1361.54,0.95,100648.9,254.7,True,0,,47.58,52.65
