Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
30-01-2024 17:00,8482.27,8492.7,8476.33,8488.0,59493727.0,XU100,7857.46,8343.26,8216.06,7659.89,+_03-01-2024 17:00:00,8.02,-,10.81,-,8465.67,8392.2,138.56,23.58,114.99,70.43,66.75,+,+,0.07,-94.61,779957104.33,-,22.33,0.26,95.8,1.14,7996.7,8347.58,7915.48,8346.28,13426798113.0,322.45,-63.86,386.31,65.94,60.82,7915.21,7882.14,33.07,7882.79,4.37,16.85,13059638812.67,+,-,+,-,572.79,7.24,+,-,False,0.42,+,H_Wma9:H_Tk:H_Wma15,7.09,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
30-01-2024 17:00,30.48,30.54,30.44,30.52,69507.0,A1CAP,30.95,31.04,29.93,27.12,+_25-01-2024 09:00:00,-1.39,+,12.54,-,30.68,30.57,0.57,-0.01,0.58,61.49,67.0,-,-,0.07,-87.35,419711.33,-,0.16,0.51,0.05,0.15,28.36,31.28,28.02,30.68,8479909.0,-2.71,,,44.8,41.6,28.68,29.98,1.3,34.9,8.26,26.71,7175630.67,+,-,-,-,1.84,6.4,+,-,False,-4.33,-,H_Tk:H_Wma15:H_Wma9,6.12,-,,,,,,,,-_29-01-2024 17:00:00,-,,,,
30-01-2024 17:00,129.0,130.3,129.0,129.5,9458.0,ACSEL,119.9,127.65,124.35,112.38,+_25-01-2024 13:00:00,8.0,-,15.24,-,125.62,124.45,2.39,0.8,1.59,70.59,60.99,+,+,0.39,-98.37,272246.0,-,3.88,3.09,5.05,4.06,117.3,127.1,115.2,122.9,1842334.0,10.92,-5.11,16.03,56.35,68.05,120.19,123.94,3.76,126.38,4.86,89.89,1558563.0,-,-,+,-,9.31,7.75,+,-,False,-3.03,-,H_Tk:H_Wma15:H_Wma9,7.33,-,,,,,,,,+_30-01-2024 09:00:00,+,,,,
30-01-2024 17:00,415.5,415.75,413.25,413.25,17787.0,ADEL,404.39,412.5,396.25,356.62,+_24-01-2024 13:00:00,2.19,-,15.88,-,417.74,408.28,15.37,3.5,11.88,62.91,67.85,+,-,-0.66,-91.1,181176.33,-,4.49,1.07,4.97,1.22,360.0,416.0,352.25,394.0,1995924.0,3.57,-23.6,27.17,49.33,50.45,375.51,396.86,21.36,498.12,10.21,72.8,1993705.67,-,-,-,-,37.74,10.05,+,-,True,-5.38,-,H_Tk:H_Wma15:H_Wma9,10.05,-,,,,,,,,-_30-01-2024 13:00:00,+,,,,
30-01-2024 17:00,2.29,2.3,2.28,2.29,1903863.0,ADESE,2.09,2.34,2.39,2.04,-_26-01-2024 13:00:00,9.63,-,12.25,-,2.3,2.32,0.0,-0.02,0.02,44.29,50.83,-,-,0.0,-88.97,14346835.0,-,0.01,0.6,0.03,1.33,2.31,2.53,2.29,2.31,375651650.0,0.1,0.01,0.09,63.21,53.88,2.08,2.05,0.03,2.18,0.0,-2.9,346234641.0,+,+,+,-,0.21,10.05,+,-,False,1.65,-,H_Tk:H_Wma9:H_Wma15,9.57,-,,,,,,,,-_23-01-2024 17:00:00,-,,,,
30-01-2024 17:00,34.12,34.16,34.0,34.1,49486.0,ADGYO,31.28,33.97,33.08,29.1,+_18-01-2024 09:00:00,9.0,-,17.18,-,33.36,32.88,0.91,0.23,0.68,70.88,63.39,+,+,0.12,-96.66,1984789.33,-,0.74,2.23,1.22,3.72,31.46,35.0,29.86,32.0,37702095.0,,,,50.6,,30.51,31.96,1.46,,0.95,152.93,21471332.0,+,-,+,-,3.59,11.78,+,-,False,-4.56,-,H_Wma15:H_Wma9:H_Tk,11.46,-,,,,,,,,+_29-01-2024 13:00:00,+,,,,
30-01-2024 17:00,142.1,142.1,141.7,142.1,22932.0,AEFES,123.37,138.95,136.7,131.1,+_26-01-2024 13:00:00,15.18,-,8.39,-,140.9,139.28,2.41,0.64,1.77,66.62,60.78,+,+,0.0,-96.82,567017.33,-,1.2,0.85,2.82,2.02,135.0,139.5,130.6,139.1,10419057.0,13.16,1.21,11.95,69.65,65.02,132.86,127.24,5.62,116.7,3.27,35.9,11345630.33,-,+,+,+,9.24,6.95,+,-,False,4.42,-,H_Wma9:H_Wma15:H_Tk,6.65,-,,,,,,,,+_25-01-2024 09:00:00,+,,,,
30-01-2024 17:00,12.46,12.67,12.45,12.6,2481259.0,AFYON,12.16,12.42,12.06,11.1,+_12-01-2024 13:00:00,3.58,-,13.46,-,12.41,12.36,0.2,0.01,0.19,68.91,64.94,+,+,1.12,-55.85,3619781.0,-,0.19,1.54,0.24,1.96,11.61,12.52,11.61,12.46,42790384.0,0.31,-0.41,0.72,52.5,51.36,11.74,12.09,0.35,14.17,7.32,46.89,31428383.67,+,-,+,-,0.86,7.31,+,-,False,-2.92,-,H_Tk:H_Wma15:H_Wma9,6.04,-,,,,,,,,+_30-01-2024 13:00:00,+,,,,
30-01-2024 17:00,57.65,57.85,57.65,57.7,7465.0,AGESA,56.35,57.72,56.78,56.82,+_22-01-2024 09:00:00,2.4,-,1.54,+,57.86,57.44,0.7,0.14,0.56,60.63,60.39,+,+,0.0,-97.77,201089.67,-,0.16,0.27,0.26,0.45,55.1,57.7,54.3,56.9,2852219.0,2.58,-1.6,4.18,53.72,55.0,55.63,56.17,0.54,64.25,3.45,2.14,2918780.0,+,-,+,-,2.07,3.72,+,-,False,-0.97,-,H_Tk:H_Wma15:H_Wma9,3.63,-,,,,,,,,-_30-01-2024 13:00:00,+,,,,
30-01-2024 17:00,235.3,236.2,235.3,236.2,11179.0,AGHOL,208.92,228.8,227.0,204.25,+_26-01-2024 13:00:00,13.06,-,15.64,-,234.2,230.9,4.52,1.22,3.3,72.45,63.58,+,+,0.38,-96.57,222437.0,-,2.0,0.85,5.3,2.29,220.9,230.4,215.3,229.0,3643697.0,17.25,-2.51,19.76,65.0,59.86,214.32,211.39,2.93,218.45,2.74,24.54,3271219.67,+,-,+,-,21.88,10.21,+,-,False,1.39,-,H_Tk:H_Wma9:H_Wma15,9.79,-,,,,,,,,+_25-01-2024 17:00:00,+,,,,
