Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
29-08-2024 16:00,BNTAS,11.87,12.18,11.87,12.14,875249.0,0.04,0.27,0.03,831.03,0.27,472334.4,85.3,True,0,,11.15,12.26,False,False
29-08-2024 16:00,AGROT,15.87,16.09,15.85,16.04,4147729.0,0.05,0.17,0.03,507.14,0.17,2009904.6,106.36,True,0,,15.54,16.2,False,False
29-08-2024 16:00,AHGAZ,13.13,13.3,13.09,13.28,491550.0,0.02,0.15,0.01,1400.0,0.15,179831.8,173.34,True,0,,12.91,13.29,False,False
29-08-2024 16:00,BTCIM,227.3,231.3,227.0,231.0,426471.0,0.3,3.7,0.57,549.12,3.7,272476.9,56.52,True,0,,216.2,ATH,False,False
29-08-2024 16:00,BIOEN,19.53,19.9,19.47,19.86,819050.0,0.04,0.33,0.01,3200.0,0.33,408577.6,100.46,True,0,,19.4,21.44,True,True
29-08-2024 16:00,ODINE,84.35,86.8,84.0,86.5,456125.0,0.3,2.15,0.1,2050.0,2.15,212683.0,114.46,True,0,,76.35,86.6,False,False
29-08-2024 16:00,DZGYO,4.72,4.78,4.7,4.78,330420.0,0.0,0.06,0.01,361.54,0.06,217900.7,51.64,True,0,,4.55,4.8,False,False
29-08-2024 15:00,SKYMD,10.19,10.29,10.19,10.27,380573.0,0.02,0.08,0.0,1900.0,0.08,204095.2,86.47,True,0,,ATL,10.84,True,False
29-08-2024 15:00,IZENR,20.94,21.12,20.94,21.08,413776.0,0.04,0.14,0.03,400.0,0.14,189626.0,118.21,True,0,,20.7,21.1,False,False
29-08-2024 15:00,ASELS,57.65,58.45,57.6,58.4,5354795.0,0.05,0.75,0.15,417.24,0.75,2998960.5,78.56,True,0,,54.25,59.15,False,False
29-08-2024 15:00,IMASM,11.65,11.83,11.64,11.81,695905.0,0.02,0.16,0.02,742.11,0.16,395421.8,75.99,True,0,,11.44,13.9,False,False
29-08-2024 15:00,INDES,7.12,7.24,7.1,7.22,1540847.0,0.02,0.1,0.01,614.29,0.1,526975.6,192.39,True,0,,6.84,7.43,False,False
29-08-2024 15:00,ISDMR,34.76,35.06,34.74,35.0,308865.0,0.06,0.24,0.04,471.43,0.24,171381.4,80.22,True,0,,33.7,35.2,False,False
29-08-2024 15:00,BEYAZ,26.3,27.32,26.3,27.24,356052.0,0.08,0.94,0.1,859.18,0.94,197109.1,80.64,True,0,,24.4,28.52,False,False
29-08-2024 15:00,JANTS,23.72,25.02,23.66,25.02,4702426.0,0.0,1.3,0.22,480.36,1.3,837646.1,461.39,True,0,,22.18,26.22,False,False
29-08-2024 15:00,BAYRK,18.82,19.93,18.75,19.9,2056985.0,0.03,1.08,0.06,1641.94,1.08,467687.1,339.82,True,0,,19.52,21.9,True,True
29-08-2024 15:00,KAREL,12.66,12.9,12.64,12.84,714387.0,0.06,0.18,0.03,414.29,0.18,198106.3,260.61,True,0,,12.4,13.7,False,False
29-08-2024 15:00,TABGD,157.1,160.4,156.5,160.1,271048.0,0.3,3.0,0.55,445.45,3.0,114026.7,137.71,True,0,,ATL,163.0,True,False
29-08-2024 15:00,BUCIM,7.71,7.73,7.7,7.73,936868.0,0.0,0.02,0.0,inf,0.02,601007.9,55.88,True,0,,7.67,7.78,False,False
29-08-2024 15:00,MAVI,103.6,104.9,103.6,104.8,265235.0,0.1,1.2,0.13,823.08,1.2,118034.8,124.71,True,0,,102.4,105.5,False,False
29-08-2024 15:00,KRDMB,17.06,17.14,17.06,17.14,170487.0,0.0,0.08,0.01,1500.0,0.08,108424.8,57.24,True,0,,17.02,17.4,True,False
29-08-2024 15:00,KONTR,48.46,49.14,48.42,49.1,1811790.0,0.04,0.64,0.0,inf,0.64,937818.5,93.19,True,0,,48.72,51.35,False,False
29-08-2024 15:00,EREGL,48.18,48.7,48.1,48.64,23139093.0,0.06,0.46,0.1,350.98,0.46,9151388.6,152.85,True,0,,46.7,49.94,False,False
29-08-2024 15:00,DOHOL,15.18,15.54,15.18,15.54,5331146.0,0.0,0.36,0.05,592.31,0.36,1907459.3,179.49,True,0,,14.88,16.25,False,False
29-08-2024 15:00,AKBNK,58.5,59.2,58.5,59.1,12462926.0,0.1,0.6,0.07,757.14,0.6,4732622.6,163.34,True,0,,57.7,59.4,False,False
29-08-2024 15:00,XU100,9797.82,9864.14,9797.82,9862.66,473348941.0,1.48,64.84,9.01,619.72,64.84,256450253.3,84.58,True,0,,9523.25,10109.96,False,False
29-08-2024 15:00,TTKOM,47.76,48.36,47.58,48.34,3293803.0,0.02,0.58,0.07,728.57,0.58,1432640.8,129.91,True,0,,46.9,49.66,False,False
29-08-2024 15:00,FZLGY,13.7,14.52,13.7,14.34,3403991.0,0.18,0.64,0.02,3100.0,0.64,885945.3,284.22,True,0,,13.92,15.3,True,True
29-08-2024 15:00,FLAP,8.87,9.04,8.8,9.01,797659.0,0.03,0.14,0.02,677.78,0.14,411703.1,93.75,True,0,,8.31,9.14,False,False
29-08-2024 15:00,ALARK,95.55,96.25,95.5,96.2,531619.0,0.05,0.65,0.06,983.33,0.65,318153.3,67.1,True,0,,94.4,97.1,False,False
29-08-2024 15:00,ANHYT,96.6,101.4,96.1,100.3,660360.0,1.1,3.7,0.49,647.47,3.7,128358.8,414.46,True,0,,91.6,100.4,False,False
29-08-2024 15:00,TUKAS,8.06,8.26,8.05,8.21,4097626.0,0.05,0.15,0.01,1775.0,0.15,1202026.1,240.89,True,0,,8.1,8.27,True,True
29-08-2024 15:00,XU030,10821.15,10901.65,10821.15,10899.36,365037227.0,2.29,78.21,11.62,573.06,78.21,171255163.3,113.15,True,0,,10470.36,11080.9,False,False
29-08-2024 14:00,OSMEN,9.39,9.66,9.38,9.65,440891.0,0.01,0.26,0.01,2263.64,0.26,246981.8,78.51,True,0,,9.29,9.75,True,True
29-08-2024 14:00,KCAER,43.14,44.12,43.12,44.0,959737.0,0.12,0.86,0.11,696.3,0.86,364984.7,162.95,True,0,,42.1,ATH,False,False
29-08-2024 14:00,YKBNK,30.52,31.04,30.5,31.02,14418670.0,0.02,0.5,0.02,3025.0,0.5,7825126.5,84.26,True,0,,29.86,31.48,False,False
29-08-2024 14:00,VBTYZ,27.38,28.04,27.36,27.86,452477.0,0.18,0.48,0.02,2300.0,0.48,139357.9,224.69,True,0,,27.24,29.66,True,True
29-08-2024 14:00,ZOREN,4.5,4.54,4.49,4.53,10794063.0,0.01,0.03,0.0,900.0,0.03,6689613.5,61.36,True,0,,4.48,4.57,True,False
29-08-2024 14:00,CANTE,1.67,1.69,1.67,1.69,16948981.0,0.0,0.02,0.01,300.0,0.02,10964011.8,54.59,True,0,,1.64,1.71,False,False
29-08-2024 14:00,KARYE,29.96,30.76,29.84,30.72,972709.0,0.04,0.76,0.01,9400.0,0.76,361356.5,169.18,True,0,,29.76,37.76,True,True
29-08-2024 14:00,AVOD,2.96,2.97,2.95,2.97,1153880.0,0.0,0.01,0.0,2.25179981368529e+16,0.01,390208.2,195.71,True,0,,2.92,2.98,False,False
29-08-2024 14:00,GARAN,109.4,111.8,109.3,111.7,2590373.0,0.1,2.3,0.19,1110.53,2.3,1478263.8,75.23,True,0,,107.5,112.8,False,False
29-08-2024 14:00,HKTM,17.2,18.84,17.05,18.56,6564591.0,0.28,1.36,0.13,979.37,1.36,1042386.5,529.77,True,0,,17.3,18.97,True,True
29-08-2024 13:00,ISKPL,14.41,14.8,14.4,14.78,548898.0,0.02,0.37,0.07,452.24,0.37,249495.2,120.0,True,0,,13.9,14.91,False,False
29-08-2024 13:00,DEVA,67.6,69.1,67.55,69.1,264761.0,0.0,1.5,0.24,525.0,1.5,118271.0,123.86,True,0,,65.65,74.5,False,False
29-08-2024 13:00,ENTRA,8.5,8.58,8.49,8.57,1769549.0,0.01,0.07,0.0,2233.33,0.07,885431.7,99.85,True,0,,8.48,9.36,True,False
29-08-2024 13:00,ALCTL,121.7,125.2,121.7,125.1,313219.0,0.1,3.4,0.38,794.74,3.4,111829.6,180.09,True,0,,114.9,126.1,False,False
