Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
14-10-2024 13:00,SAMAT,19.35,20.64,19.35,20.5,2168393.0,0.14,1.15,0.02,4900.0,1.15,380087.2,470.5,True,0,,20.22,21.0,True,True
14-10-2024 12:00,GEDIK,6.49,6.82,6.48,6.77,282857.0,0.05,0.28,0.02,1066.67,0.28,111205.5,154.36,True,0,,6.52,7.15,True,True
14-10-2024 11:00,ICBCT,12.7,13.0,12.63,12.93,315246.0,0.07,0.23,0.03,784.62,0.23,109538.8,187.79,True,0,,12.44,ATH,False,False
14-10-2024 10:00,BSOKE,50.15,50.9,50.1,50.75,245397.0,0.15,0.6,0.01,5900.0,0.6,121925.7,101.27,True,0,,50.3,51.35,False,False
14-10-2024 10:00,INVEO,7.22,7.42,7.17,7.37,813388.0,0.05,0.15,0.0,1.688849860263939e+17,0.15,252380.4,222.29,True,0,,7.12,7.95,False,False
14-10-2024 10:00,SDTTR,241.6,260.0,238.2,258.5,901796.0,1.5,16.9,1.05,1509.52,16.9,132523.5,580.48,True,0,,235.4,264.5,True,False
14-10-2024 10:00,RTALB,19.5,20.54,18.95,20.54,7788465.0,0.0,1.04,0.1,900.0,1.04,991069.1,685.86,True,0,,13.2,ATH,False,False
14-10-2024 10:00,PAPIL,71.35,78.45,71.1,78.45,1160409.0,0.0,7.1,0.62,1054.47,7.1,201066.2,477.13,True,0,,71.0,79.7,True,True
14-10-2024 10:00,OSTIM,7.1,7.43,7.0,7.36,3085052.0,0.07,0.26,0.0,8566.67,0.26,1107578.6,178.54,True,0,,6.97,8.96,True,True
14-10-2024 10:00,ANGEN,15.8,16.79,15.55,16.52,17242778.0,0.27,0.72,0.07,900.0,0.72,2263119.4,661.9,True,0,,15.0,16.64,False,False
14-10-2024 10:00,ALTNY,86.1,90.7,85.2,90.05,5286957.0,0.65,3.95,0.18,2094.44,3.95,857650.2,516.45,True,0,,85.3,91.6,False,False
11-10-2024 17:00,CANTE,1.46,1.47,1.46,1.47,8459887.0,0.0,0.01,0.0,400.0,0.01,4455197.6,89.89,True,0,,1.46,1.49,False,False
11-10-2024 17:00,DMSAS,6.44,6.85,6.42,6.83,7106615.0,0.02,0.39,0.04,983.33,0.39,1091817.6,550.9,True,1,6.85,6.35,6.85,False,False
11-10-2024 17:00,SAFKR,57.4,58.45,57.35,58.25,308834.0,0.2,0.85,0.2,335.9,0.85,135142.7,128.52,True,0,,49.7,ATH,False,False
11-10-2024 17:00,EFORC,33.04,33.78,33.0,33.78,1569042.0,0.0,0.74,0.07,957.14,0.74,768731.9,104.11,True,0,,32.28,ATH,False,False
11-10-2024 17:00,ULUFA,11.48,11.64,11.43,11.64,310677.0,0.0,0.16,0.0,3900.0,0.16,171987.1,80.64,True,0,,11.42,11.95,False,False
11-10-2024 17:00,AHGAZ,16.61,17.05,16.58,17.0,2752825.0,0.05,0.39,0.01,3445.45,0.39,1596751.5,72.4,True,0,,16.54,ATH,False,False
11-10-2024 17:00,MARBL,11.97,12.06,11.95,12.05,270945.0,0.01,0.08,0.0,7900.0,0.08,168286.4,61.0,True,0,,11.9,12.12,False,False
11-10-2024 17:00,IHGZT,1.11,1.12,1.11,1.12,1242475.0,0.0,0.01,0.0,inf,0.01,680813.5,82.5,True,0,,1.11,1.17,False,False
11-10-2024 17:00,HURGZ,3.86,3.88,3.85,3.88,337752.0,0.0,0.02,0.0,1900.0,0.02,185774.4,81.81,True,0,,3.85,3.99,False,False
11-10-2024 17:00,GWIND,23.4,24.02,23.36,23.86,549954.0,0.16,0.46,0.01,5650.0,0.46,187087.5,193.96,True,1,24.02,23.04,24.02,False,False
11-10-2024 16:00,GLRYH,11.8,12.25,11.74,12.16,2526335.0,0.09,0.36,0.05,605.88,0.36,1421014.6,77.78,True,0,,11.23,ATH,False,False
11-10-2024 15:00,GENTS,7.13,7.35,7.12,7.31,421359.0,0.04,0.18,0.01,1400.0,0.18,86813.1,385.36,True,1,7.35,7.06,7.35,False,False
11-10-2024 15:00,YYLGD,9.77,10.11,9.75,10.07,1613347.0,0.04,0.3,0.03,1053.85,0.3,539572.1,199.0,True,0,,9.58,ATH,False,False
11-10-2024 15:00,ASELS,57.0,57.85,56.75,57.7,6613008.0,0.15,0.7,0.01,6900.0,0.7,2807871.3,135.52,True,1,57.85,57.55,57.85,True,True
11-10-2024 15:00,TUCLK,11.44,12.3,11.28,12.15,6942919.0,0.15,0.71,0.0,17650.0,0.71,3636046.5,90.95,True,2,11.28,11.28,12.41,False,False
11-10-2024 14:00,ISKPL,15.95,16.1,15.91,16.08,664974.0,0.02,0.13,0.02,584.21,0.13,141992.6,368.32,True,0,,15.5,16.25,False,False
11-10-2024 14:00,KLSYN,4.9,5.29,4.89,5.21,4377017.0,0.08,0.31,0.04,694.87,0.31,616843.9,609.58,True,1,5.29,4.8,5.29,False,False
11-10-2024 14:00,CVKMD,264.75,285.5,264.25,281.0,342380.0,4.5,16.25,0.88,1757.14,16.25,151393.4,126.15,True,0,,263.5,307.0,False,False
11-10-2024 14:00,TATGD,22.86,23.74,22.84,23.56,355746.0,0.18,0.7,0.08,821.05,0.7,82413.1,331.66,True,0,,22.5,ATH,False,False
11-10-2024 14:00,OBAMS,39.44,40.22,39.2,40.1,2643177.0,0.12,0.66,0.05,1122.22,0.66,913592.3,189.32,True,1,40.22,31.76,40.22,False,False
11-10-2024 13:00,SOKE,13.13,14.26,13.12,14.15,5566216.0,0.11,1.02,0.05,2025.0,1.02,1877260.3,196.51,True,0,,12.73,ATH,False,False
11-10-2024 13:00,ULUUN,6.3,6.8,6.29,6.72,16100153.0,0.08,0.42,0.02,1900.0,0.42,5625669.6,186.19,True,0,,5.99,ATH,False,False
11-10-2024 12:00,KZGYO,20.02,21.5,19.99,21.32,771885.0,0.18,1.3,0.11,1126.42,1.3,217910.3,254.22,True,0,,19.87,ATH,False,False
11-10-2024 12:00,BAGFS,20.46,21.22,20.4,21.2,296980.0,0.02,0.74,0.06,1133.33,0.74,148812.5,99.57,True,0,,20.2,ATH,False,False
11-10-2024 12:00,BAHKM,40.98,42.22,40.9,42.1,255147.0,0.12,1.12,0.12,865.52,1.12,109403.0,133.22,True,0,,40.72,42.38,False,False
11-10-2024 12:00,DURKN,12.98,13.64,12.83,13.53,6411469.0,0.11,0.55,0.06,832.2,0.55,1594879.1,302.0,True,1,13.64,12.4,13.64,True,False
11-10-2024 12:00,FORTE,42.02,44.48,41.88,44.2,329603.0,0.28,2.18,0.11,1846.43,2.18,66693.2,394.21,True,0,,42.28,45.5,True,True
11-10-2024 11:00,GRNYO,9.21,9.47,9.21,9.44,135719.0,0.03,0.23,0.02,1337.5,0.23,61209.3,121.73,True,0,,9.18,10.15,True,False
11-10-2024 11:00,EUHOL,8.64,8.96,8.6,8.92,1791706.0,0.04,0.28,0.0,9233.33,0.28,1001628.6,78.88,True,0,,8.23,9.74,False,False
11-10-2024 11:00,SUNTK,19.07,19.75,19.01,19.7,6668693.0,0.05,0.63,0.05,1160.0,0.63,1155904.4,476.92,True,0,,18.97,ATH,False,False
11-10-2024 11:00,MERCN,13.11,13.74,13.09,13.65,1408089.0,0.09,0.54,0.02,2742.11,0.54,379340.4,271.19,True,0,,12.93,ATH,False,False
11-10-2024 11:00,PASEU,22.62,23.4,22.58,23.4,1638158.0,0.0,0.78,0.16,400.0,0.78,797320.8,105.46,True,0,,21.3,23.5,False,False
11-10-2024 11:00,JANTS,27.46,29.0,27.12,28.88,1591687.0,0.12,1.42,0.08,1631.71,1.42,366584.0,334.19,True,2,27.12,27.12,29.28,True,True
11-10-2024 11:00,TUREX,99.6,102.2,99.3,101.7,144950.0,0.5,2.1,0.47,351.61,2.1,78446.8,84.77,True,0,,75.15,ATH,False,False
11-10-2024 11:00,BMSCH,23.58,25.78,23.58,25.52,1030461.0,0.26,1.94,0.15,1176.32,1.94,174211.3,491.5,True,0,,22.5,ATH,False,False
11-10-2024 10:00,A1CAP,26.74,27.38,26.7,27.2,481134.0,0.18,0.46,0.02,2200.0,0.46,124355.0,286.9,True,0,,26.38,27.44,False,False
11-10-2024 10:00,BEGYO,3.22,3.3,3.19,3.28,3233946.0,0.02,0.06,0.0,1900.0,0.06,767864.8,321.16,True,2,3.19,3.19,3.32,False,False
