Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,H_Wma9XH_Wma15,H_Wma9>H_Wma15,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,Arasinda(H_Wma9/H_Wma15)
25-03-2024 17:00,9187.44,9190.13,9125.73,9125.73,93632701.0,XU100,8678.42,9145.57,9015.7,9093.46,+_22-03-2024 09:00:01,5.15,-,0.35,+,9162.74,9122.55,57.14,24.11,33.03,54.84,56.81,+,-,-0.67,-93.26,1003231481.67,-,37.01,0.4,3.18,0.03,8828.7,9223.2,8695.39,9111.5,13718040309.0,544.56,3.23,541.33,65.33,64.34,9066.47,8809.91,256.56,8326.68,3.2,15.79,13534932526.0,-,+,+,+,,+_29-01-2024 09:00:01,59.26,0.65,+,+,True,2.91,-,H_Wma9:H_Wma15:H_Tk,0.65,+,,,,,,-,,-_25-03-2024 17:00:01,+,,,
25-03-2024 17:00,30.24,30.28,30.12,30.12,61794.0,A1CAP,31.65,30.34,31.09,34.12,-_07-03-2024 17:00:01,-4.84,-,-11.72,-,30.02,30.06,-0.54,0.09,-0.63,40.4,35.86,+,-,-0.4,-95.32,1326205.67,-,0.1,0.35,0.06,0.21,31.88,31.88,29.46,30.06,9397229.0,-1.07,0.43,-1.5,43.72,44.08,32.28,31.47,0.8,31.08,-4.87,-10.73,17527541.0,-,+,-,+,,+_19-02-2024 09:00:01,-2.16,-6.68,-,-,False,2.55,-,H_Wma9:H_Wma15:H_Tk,-6.18,-,,,,,,,,+_22-03-2024 17:00:01,+,,,-
25-03-2024 17:00,159.7,159.9,159.3,159.9,3823.0,ACSEL,148.66,164.5,164.25,168.05,+_25-03-2024 09:00:01,7.56,-,-4.85,-,160.3,161.62,-2.18,-0.03,-2.15,44.29,45.82,-,-,0.13,-95.2,58082.67,-,0.4,0.25,1.72,1.07,168.3,173.0,153.0,163.7,1654842.0,17.28,2.4,14.88,65.43,61.46,162.4,151.05,11.35,142.68,-2.73,24.11,2170394.33,-,+,+,+,,+_19-02-2024 09:00:01,-2.5,-1.54,-,+,True,7.51,-,H_Wma9:H_Wma15:H_Tk,-1.54,+,Arasinda,,,,,,,-_25-03-2024 13:00:01,-,,,+
25-03-2024 17:00,715.5,719.5,713.0,716.5,14917.0,ADEL,546.32,708.25,717.75,591.75,-_25-03-2024 17:00:01,31.15,-,21.08,-,700.91,709.49,12.71,-5.78,18.48,57.29,60.32,-,-,0.07,-95.7,226747.0,-,15.59,2.22,7.01,0.99,697.0,787.0,650.5,685.0,3884346.0,70.23,20.02,50.21,67.61,55.66,604.52,543.45,61.07,548.12,-1.58,-9.13,4160842.67,+,+,+,-,,+_12-02-2024 09:00:01,111.98,18.52,+,-,False,11.24,-,H_Wma9:H_Tk:H_Wma15,17.94,-,,,,,,,,+_25-03-2024 09:00:01,+,,,
25-03-2024 17:00,2.38,2.38,2.36,2.36,527380.0,ADESE,2.56,2.47,2.63,2.99,-_13-03-2024 09:00:01,-7.77,-,-21.07,-,2.42,2.46,-0.11,-0.01,-0.1,23.47,27.18,-,-,-0.42,-98.12,16258225.33,-,0.06,2.34,0.1,3.89,2.76,2.77,2.38,2.43,263590194.0,0.23,0.02,0.21,53.23,62.73,2.74,2.6,0.14,2.42,-11.96,-27.39,401769605.33,-,+,+,+,,+_22-01-2024 09:00:01,-0.38,-13.74,-,-,False,5.28,-,H_Wma9:H_Wma15:H_Tk,-13.0,-,,,,,,,,-_15-03-2024 13:00:01,-,,,-
25-03-2024 17:00,30.04,30.04,29.9,29.9,17337.0,ADGYO,34.1,31.02,33.62,38.34,-_08-03-2024 09:00:01,-12.32,-,-22.01,-,30.28,30.71,-1.54,-0.06,-1.48,24.86,25.53,-,-,-0.47,-95.19,423686.0,-,0.38,1.25,0.81,2.64,34.94,35.66,29.8,30.0,11892669.0,0.7,,,41.77,,35.17,34.23,0.94,33.84,-14.14,6.07,19242762.0,-,-,-,+,,+_19-02-2024 09:00:01,-5.27,-14.99,-,-,False,2.76,-,H_Wma9:H_Wma15:H_Tk,-14.59,-,,,,,,,,-_15-03-2024 09:00:01,-,,,-
25-03-2024 17:00,148.9,149.1,148.5,148.7,72497.0,AEFES,141.41,151.1,146.65,148.75,+_21-03-2024 13:00:01,5.16,-,-0.03,+,152.03,150.51,2.01,0.65,1.36,52.32,56.95,+,-,-0.2,-96.93,1444022.67,-,3.33,2.19,1.81,1.2,139.9,156.8,136.5,154.5,20228445.0,13.65,-0.79,14.44,65.38,68.38,149.7,146.79,2.91,134.35,11.47,1.34,17891078.33,+,-,+,+,,+_13-11-2023 09:00:01,-1.0,-0.67,-,+,False,1.98,-,H_Wma9:H_Wma15:H_Tk,-0.4,+,,,,-,,,,-_25-03-2024 13:00:01,-,,,+
25-03-2024 17:00,13.17,13.17,13.17,13.17,22739.0,AFYON,12.56,12.46,12.44,13.26,+_25-03-2024 09:00:01,4.83,-,-0.64,+,12.59,12.37,0.1,0.18,-0.08,71.51,46.1,+,+,0.0,-95.96,1151955.0,-,0.58,4.57,0.8,6.51,12.24,12.3,11.72,11.98,21441053.0,0.23,-0.12,0.35,47.11,50.67,12.74,12.55,0.19,12.64,-2.04,-8.05,24762835.33,-,-,-,-,,+_19-02-2024 09:00:01,0.43,3.36,+,-,False,1.49,-,H_Wma9:H_Tk:H_Wma15,3.36,-,,,,,,,,+_22-03-2024 09:00:01,+,,,
25-03-2024 17:00,71.55,71.6,71.2,71.4,23516.0,AGESA,64.21,74.53,74.53,68.12,+_04-03-2024 09:00:01,11.2,-,4.81,-,73.85,74.16,0.45,-0.57,1.02,43.03,55.54,-,-,-0.28,-94.85,274704.0,-,2.45,3.32,2.76,3.73,73.35,79.0,70.75,75.35,3563827.0,5.34,1.09,4.25,72.47,59.22,68.38,64.73,3.65,64.85,3.29,-44.68,5457199.67,-,+,+,-,,+_12-02-2024 09:00:01,3.02,4.42,+,-,True,5.64,-,H_Wma9:H_Tk:H_Wma15,4.13,-,,,,,,,,-_22-03-2024 13:00:01,-,-,,
25-03-2024 17:00,255.5,256.0,254.75,255.0,48168.0,AGHOL,243.21,258.12,265.75,267.38,-_18-03-2024 13:00:01,4.85,-,-4.63,-,258.62,256.9,-1.13,0.79,-1.92,46.25,45.68,+,-,-0.2,-90.31,331232.0,-,3.62,1.4,1.9,0.74,255.5,268.75,243.5,262.5,5503118.0,22.64,0.56,22.08,66.33,65.15,258.43,248.51,9.92,235.2,3.35,-14.48,5208523.0,+,+,+,+,,+_22-01-2024 09:00:01,-3.43,-1.33,-,+,False,3.99,-,H_Wma9:H_Wma15:H_Tk,-0.94,+,,,,,,,,-_25-03-2024 13:00:01,-,,,+
