Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
24-01-2024 13:00,8037.74,8066.32,8037.74,8050.62,181280532.0,XU100,7786.5,8030.66,7960.36,7576.46,+_03-01-2024 17:00:00,3.39,-,6.26,-,8020.99,8020.45,38.26,-13.62,51.88,55.94,56.75,-,-,0.16,-82.28,556313852.67,-,29.63,0.37,30.17,0.38,7986.47,8116.9,7937.06,7996.7,11490973563.0,301.58,-100.7,402.28,60.76,60.31,7813.36,7815.47,2.11,7882.79,0.13,-19.42,11664141932.33,+,-,+,-,237.26,3.04,+,-,False,-0.03,+,H_Tk:H_Wma15:H_Wma9,2.87,-,,YukariDondu,,,,,,+_24-01-2024 09:00:00,+,+,,,
24-01-2024 13:00,29.24,29.44,29.18,29.44,233703.0,A1CAP,31.01,28.73,28.71,26.67,+_24-01-2024 13:00:00,-5.08,-,10.39,-,28.9,28.78,0.25,0.01,0.23,62.23,55.04,+,+,0.55,-72.14,440664.0,-,0.54,1.87,0.66,2.28,28.5,29.9,28.14,28.34,6692483.0,-2.93,,,38.39,41.94,28.43,30.18,1.75,34.9,-0.56,5.32,5795426.0,+,-,-,-,1.01,3.54,+,-,False,-5.78,-,H_Tk:H_Wma15:H_Wma9,2.63,-,Arasinda,YukariDondu,,,,,,+_24-01-2024 09:00:00,+,,,,
24-01-2024 13:00,117.3,117.4,116.4,116.9,19936.0,ACSEL,119.32,118.55,117.7,112.38,+_23-01-2024 09:00:00,-2.03,-,4.03,-,117.39,117.3,-0.2,0.06,-0.25,47.89,48.53,+,-,-0.26,-73.89,42852.67,-,0.49,0.42,0.4,0.34,117.3,122.4,115.6,117.2,970191.0,11.59,-5.72,17.31,53.46,70.14,120.51,124.34,3.83,126.38,0.0,-47.93,1905196.0,-,-,+,-,-3.61,-2.99,-,-,False,-3.08,-,H_Tk:H_Wma15:H_Wma9,-2.58,-,,AsagiDondu,,,,,,-_23-01-2024 13:00:00,-,,,,-
24-01-2024 13:00,361.75,364.5,360.75,362.75,17113.0,ADEL,404.35,365.0,365.5,356.62,-_17-01-2024 13:00:00,-10.29,-,1.72,+,364.82,362.59,0.59,0.47,0.12,50.35,49.21,+,+,0.35,-77.86,43940.67,-,2.07,0.57,0.16,0.04,380.25,386.0,345.0,357.5,1155028.0,4.63,-28.45,33.07,45.34,50.93,376.49,400.98,24.49,529.62,-5.98,-59.19,2086427.0,-,-,-,-,-13.74,-3.65,-,-,True,-6.11,-,H_Tk:H_Wma15:H_Wma9,-3.18,-,,AsagiDondu,,,,,+,-_24-01-2024 09:00:00,+,,,,-
24-01-2024 13:00,2.42,2.43,2.39,2.41,9949441.0,ADESE,2.05,2.41,2.28,1.88,+_28-12-2023 17:00:00,17.31,-,28.53,-,2.44,2.41,0.08,-0.01,0.09,61.01,66.05,-,-,-0.41,-36.3,11865710.67,-,0.03,1.1,0.0,0.17,2.07,2.43,2.06,2.31,386866281.0,0.08,-0.01,0.09,63.21,53.25,2.02,2.01,0.01,2.18,12.14,40.07,278787046.67,+,-,+,-,0.39,19.49,+,-,True,0.35,+,H_Tk:H_Wma9:H_Wma15,18.5,-,,,,,,,-,-_23-01-2024 17:00:00,-,,,,
24-01-2024 13:00,30.12,30.24,30.08,30.12,89170.0,ADGYO,31.08,31.01,29.48,29.1,+_18-01-2024 09:00:00,-3.1,-,3.51,-,30.23,30.55,0.14,-0.14,0.28,48.91,57.92,-,-,0.0,-87.22,424571.67,-,0.11,0.38,0.43,1.41,26.68,32.28,26.68,31.7,14906272.0,,,,49.67,,30.44,32.12,1.67,,8.86,26.26,12980338.33,+,-,-,-,-0.32,-1.06,-,+,False,-5.21,-,H_Wma15:H_Wma9:H_Tk,-0.67,+,,,,,,,,-_22-01-2024 09:00:00,-,,,,
24-01-2024 13:00,132.6,133.0,132.0,132.1,101708.0,AEFES,121.27,134.3,132.65,128.05,+_15-01-2024 17:00:00,8.93,-,3.16,-,133.0,133.44,0.38,-0.39,0.77,48.18,54.79,-,-,-0.3,-85.83,533573.0,-,0.9,0.68,1.34,1.0,134.1,135.9,130.4,134.7,7666492.0,12.9,1.25,11.65,67.65,63.89,130.23,124.66,5.57,116.7,1.2,-51.94,11137594.67,-,+,+,+,1.87,1.44,+,+,True,4.47,-,H_Wma9:H_Wma15:H_Tk,1.36,+,,,,,,,,-_23-01-2024 09:00:00,-,,,,
24-01-2024 13:00,11.98,12.0,11.91,11.93,267043.0,AFYON,12.14,11.9,11.72,11.1,+_12-01-2024 13:00:00,-1.71,+,7.43,-,11.91,11.84,0.11,0.02,0.1,57.74,56.5,+,+,-0.42,-89.5,1313592.0,-,0.02,0.14,0.09,0.77,11.63,11.93,11.41,11.61,29130677.0,0.3,-0.53,0.83,47.48,51.59,11.65,12.11,0.46,14.17,-0.17,30.26,21996634.0,+,-,-,-,0.28,2.39,+,-,True,-3.83,-,H_Tk:H_Wma15:H_Wma9,2.22,-,Arasinda,YukariDondu,,,,,,+_24-01-2024 09:00:00,+,,,,
24-01-2024 13:00,55.25,55.55,55.1,55.55,42462.0,AGESA,56.23,56.0,55.28,56.5,+_22-01-2024 09:00:00,-1.21,+,-1.68,+,55.65,55.55,0.12,-0.01,0.13,51.25,51.36,-,-,0.54,-80.1,110779.33,-,0.1,0.18,0.0,0.01,55.2,57.45,52.85,55.0,2792508.0,2.73,-1.84,4.58,51.3,55.71,55.42,56.25,0.83,64.25,0.0,-10.26,2590216.67,+,-,+,-,0.13,0.24,+,+,True,-1.47,-,H_Tk:H_Wma15:H_Wma9,-0.58,+,YukariKesti,YukariKesti,,,,,+,-_23-01-2024 17:00:00,+,,+,,
24-01-2024 13:00,219.1,219.5,218.5,218.8,23497.0,AGHOL,206.07,219.45,219.8,201.05,-_24-01-2024 13:00:00,6.18,-,8.83,-,218.98,220.0,0.81,-0.91,1.72,50.05,55.26,-,-,-0.14,-90.7,130151.67,-,0.18,0.08,1.2,0.54,217.3,228.6,217.2,222.9,2925679.0,16.88,-3.51,20.38,63.04,59.54,209.75,208.79,0.96,221.2,2.62,-9.82,3048639.67,+,-,+,-,9.05,4.32,+,-,True,0.46,+,H_Tk:H_Wma9:H_Wma15,4.17,-,,,,,,,,-_22-01-2024 09:00:00,-,,,,
