Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
29-01-2024 17:00,NETAS,49.68,53.3,49.6,53.3,940120.0,0.0,3.62,0.65,453.52,3.62,346904.8,171.0,True,0,,44.62,ATH
29-01-2024 17:00,GEDZA,22.26,23.04,22.26,23.04,595247.0,0.0,0.78,0.2,297.96,0.78,384429.7,54.84,True,0,,20.7,ATH
29-01-2024 17:00,TUCLK,68.7,72.65,68.65,72.65,855693.0,0.0,3.95,0.78,403.18,3.95,513446.8,66.66,True,0,,61.7,ATH
29-01-2024 13:00,ENSRI,38.68,40.36,38.28,40.2,2581327.0,0.16,1.52,0.24,544.07,1.52,1358511.9,90.01,True,0,,25.82,ATH
29-01-2024 13:00,EUYO,14.57,15.58,14.48,15.32,446679.0,0.26,0.75,0.27,174.73,0.75,151312.6,195.2,True,0,,12.93,ATH
29-01-2024 13:00,MZHLD,8.63,8.91,8.61,8.86,3164453.0,0.05,0.23,0.05,400.0,0.23,1064912.5,197.16,True,0,,8.17,8.9
29-01-2024 13:00,PINSU,15.88,17.55,15.82,17.37,1625200.0,0.18,1.49,0.19,676.04,1.49,557607.5,191.46,True,0,,13.69,ATH
29-01-2024 13:00,MOBTL,4.41,4.67,4.38,4.65,17335338.0,0.02,0.24,0.04,548.65,0.24,9031502.1,91.94,True,0,,4.16,ATH
29-01-2024 13:00,EUREN,16.25,16.92,16.17,16.75,12423431.0,0.17,0.5,0.13,275.94,0.5,4800661.3,158.79,True,0,,15.07,ATH
29-01-2024 13:00,AGESA,57.35,58.5,57.0,58.4,785991.0,0.1,1.05,0.26,303.85,1.05,256871.9,205.99,True,0,,54.3,62.05
29-01-2024 13:00,AVPGY,51.8,55.45,51.65,55.05,18479060.0,0.4,3.25,0.36,790.41,3.25,5950292.3,210.56,True,0,,49.9,ATH
29-01-2024 13:00,TUREX,32.9,34.14,32.74,33.9,670825.0,0.24,1.0,0.29,247.22,1.0,366069.2,83.25,True,0,,29.56,ATH
29-01-2024 13:00,VESTL,51.45,55.65,51.25,55.6,19914133.0,0.05,4.15,0.69,504.08,4.15,3882630.3,412.9,True,0,,47.64,ATH
29-01-2024 13:00,AZTEK,144.3,156.8,143.5,156.0,1439541.0,0.8,11.7,0.48,2337.5,11.7,380259.4,278.57,True,0,,111.0,ATH
29-01-2024 09:00,DOKTA,33.8,34.68,32.84,34.64,474507.0,0.04,0.84,0.21,292.52,0.84,262872.3,80.51,True,0,,28.72,ATH
29-01-2024 09:00,SAYAS,93.1,96.85,93.1,95.8,1285475.0,1.05,2.7,0.47,480.65,2.7,741750.9,73.3,True,0,,86.5,97.6
29-01-2024 09:00,SEKUR,9.11,10.02,8.7,10.02,1095498.0,0.0,0.91,0.14,552.3,0.91,297954.29,267.67,True,0,,7.67,ATH
29-01-2024 09:00,NATEN,48.0,49.46,47.72,49.1,1676169.0,0.36,1.1,0.16,596.2,1.1,815808.3,105.46,True,0,,44.46,52.45
29-01-2024 09:00,MEKAG,75.0,79.5,74.6,78.8,2395986.0,0.7,3.8,0.65,489.15,3.8,1595777.0,50.15,True,0,,62.65,ATH
29-01-2024 09:00,NTHOL,24.66,25.74,24.44,25.72,2405485.0,0.02,1.06,0.2,430.0,1.06,1371967.8,75.33,True,0,,22.88,26.12
29-01-2024 09:00,PLTUR,16.68,17.29,16.31,17.2,3866666.0,0.09,0.52,0.17,209.52,0.52,1762499.8,119.39,True,0,,15.12,ATH
29-01-2024 09:00,ASELS,50.0,51.7,49.64,51.4,47669477.0,0.3,1.4,0.14,914.49,1.4,21696553.2,119.71,True,0,,46.92,ATH
29-01-2024 09:00,KIMMR,6.98,7.52,6.98,7.4,4837402.0,0.12,0.42,0.08,418.52,0.42,1414490.7,241.99,True,0,,6.37,ATH
29-01-2024 09:00,ASTOR,113.5,119.8,113.4,118.6,14173891.0,1.2,5.1,0.55,827.27,5.1,7141297.0,98.48,True,0,,98.55,ATH
29-01-2024 09:00,PGSUS,748.5,770.0,747.0,768.0,2956428.0,2.0,19.5,4.65,319.35,19.5,1122047.7,163.49,True,0,,706.5,ATH
29-01-2024 09:00,AYEN,26.56,28.98,26.56,28.4,3124233.0,0.58,1.84,0.27,581.48,1.84,726725.6,329.91,True,0,,24.8,ATH
29-01-2024 09:00,PAPIL,93.0,99.9,93.0,99.8,813188.0,0.1,6.8,0.34,1929.85,6.8,484119.4,67.97,True,0,,78.0,108.1
29-01-2024 09:00,OZSUB,27.04,28.4,27.04,28.3,1329131.0,0.1,1.26,0.14,813.04,1.26,603227.8,120.34,True,0,,25.84,30.24
29-01-2024 09:00,KRDMA,21.7,22.14,21.7,22.04,999898.0,0.1,0.34,0.1,240.0,0.34,613423.0,63.0,True,0,,20.56,22.16
29-01-2024 09:00,SMRTG,62.9,65.1,62.85,64.75,5398061.0,0.35,1.85,0.36,413.89,1.85,3043220.1,77.38,True,0,,58.4,ATH
29-01-2024 09:00,GESAN,74.2,76.5,74.2,75.95,6690934.0,0.55,1.75,0.43,306.98,1.75,2389209.4,180.05,True,0,,68.75,ATH
29-01-2024 09:00,AKFYE,18.92,19.6,18.9,19.5,15207902.0,0.1,0.58,0.03,1770.97,0.58,5373896.0,183.0,True,0,,12.84,ATH
29-01-2024 09:00,DMRGD,14.16,14.67,14.09,14.63,5366017.0,0.04,0.47,0.07,561.97,0.47,3214159.6,66.95,True,0,,12.44,ATH
29-01-2024 09:00,ENJSA,51.85,53.8,51.65,53.75,7796269.0,0.05,1.9,0.43,339.81,1.9,3100927.1,151.42,True,0,,48.26,ATH
29-01-2024 09:00,TUPRS,148.4,154.3,148.3,153.2,19006634.0,1.1,4.8,1.07,348.6,4.8,7266557.1,161.56,True,0,,138.6,153.7
29-01-2024 09:00,AGROT,21.44,23.0,21.44,22.94,10003513.0,0.06,1.5,0.39,289.61,1.5,5081614.9,96.86,True,0,,15.06,ATH
29-01-2024 09:00,ERCB,126.0,132.6,125.3,131.0,835903.0,1.6,5.0,1.08,362.96,5.0,347197.9,140.76,True,0,,112.9,139.0
29-01-2024 09:00,ETILR,14.82,16.1,14.74,15.85,1235201.0,0.25,1.03,0.18,472.22,1.03,442618.2,179.07,True,0,,12.26,ATH
29-01-2024 09:00,EUPWR,179.3,186.9,179.3,185.9,3063641.0,1.0,6.6,0.8,725.0,6.6,1349563.1,127.01,True,0,,167.2,ATH
29-01-2024 09:00,OZKGY,8.75,9.01,8.73,8.94,8563913.0,0.07,0.19,0.05,280.0,0.19,3706635.7,131.04,True,0,,8.21,9.05
29-01-2024 09:00,THYAO,262.5,276.5,262.5,276.25,35769033.0,0.25,13.75,2.17,535.1,13.75,14253783.2,150.94,True,0,,248.0,ATH
29-01-2024 09:00,TAVHL,133.2,137.9,133.2,137.8,2003181.0,0.1,4.6,0.99,364.65,4.6,974412.3,105.58,True,0,,125.0,ATH
29-01-2024 09:00,HATSN,68.45,73.5,68.35,73.5,12567648.0,0.0,5.05,1.3,286.97,5.05,5068505.3,147.96,True,0,,54.15,ATH
29-01-2024 09:00,CATES,73.3,80.0,73.3,80.0,12626716.0,0.0,6.7,1.11,500.9,6.7,6850668.2,84.31,True,0,,59.5,ATH
29-01-2024 09:00,ALFAS,94.65,102.9,94.65,101.9,7702906.0,1.0,7.25,0.72,906.94,7.25,3136134.9,145.62,True,0,,90.15,ATH
29-01-2024 09:00,SKYMD,10.46,11.11,10.34,11.09,16231295.0,0.02,0.63,0.11,457.52,0.63,8467300.0,91.69,True,0,,6.74,ATH
26-01-2024 17:00,BRKO,3.25,3.3,3.25,3.3,275023.0,0.0,0.05,0.01,900.0,0.05,143628.1,91.48,True,0,,3.2,3.52
26-01-2024 17:00,GRNYO,7.44,7.87,7.37,7.79,402125.0,0.08,0.35,0.06,473.77,0.35,192394.3,109.01,True,0,,6.66,ATH
26-01-2024 17:00,BRKVY,58.7,62.1,58.65,61.15,218114.0,0.95,2.45,0.42,483.33,2.45,122348.4,78.27,True,0,,53.25,ATH
26-01-2024 17:00,KERVN,1.04,1.05,1.04,1.05,613449.0,0.0,0.01,0.0,400.0,0.01,287108.6,113.66,True,0,,1.03,ATH
26-01-2024 17:00,DZGYO,4.74,5.03,4.71,5.03,5959023.0,0.0,0.29,0.07,302.78,0.29,2394699.3,148.84,True,0,,4.19,ATH
26-01-2024 13:00,OZRDN,57.0,62.85,56.8,62.85,806941.0,0.0,5.85,1.0,482.09,5.85,358366.7,125.17,True,0,,49.48,ATH
26-01-2024 13:00,ERBOS,214.4,227.2,213.7,223.9,449704.0,3.3,9.5,0.49,1838.78,9.5,187384.2,139.99,True,0,,178.2,224.5
26-01-2024 13:00,ALARK,99.2,104.0,98.8,103.4,4097103.0,0.6,4.2,0.63,561.42,4.2,1805727.4,126.89,True,0,,92.45,ATH
26-01-2024 13:00,KAYSE,34.28,37.4,34.24,36.98,13137168.0,0.42,2.7,0.33,728.22,2.7,4248313.8,209.23,True,0,,32.32,39.76
26-01-2024 13:00,AKSA,90.95,92.55,90.95,92.25,433280.0,0.3,1.3,0.31,326.23,1.3,284754.1,52.16,True,0,,86.65,103.0
26-01-2024 13:00,TLMAN,92.45,93.7,92.45,93.6,210279.0,0.1,1.15,0.15,641.94,1.15,112459.3,86.98,True,0,,88.4,94.35
26-01-2024 13:00,TOASO,240.6,244.3,240.6,244.0,2107935.0,0.3,3.4,0.89,282.02,3.4,1181425.6,78.42,True,0,,226.7,ATH
26-01-2024 13:00,KOZAA,48.14,49.3,48.12,49.0,6180933.0,0.3,0.86,0.14,497.22,0.86,3909677.5,58.09,True,0,,45.0,ATH
26-01-2024 13:00,KRONT,15.92,16.75,15.9,16.59,1213451.0,0.16,0.67,0.06,946.88,0.67,502181.1,141.64,True,0,,15.01,ATH
26-01-2024 13:00,TSKB,7.7,7.97,7.66,7.96,25340363.0,0.01,0.26,0.02,1081.82,0.26,13654025.9,85.59,True,0,,7.31,ATH
26-01-2024 13:00,ANELE,12.47,13.13,12.43,12.95,2001437.0,0.18,0.48,0.03,1500.0,0.48,817293.4,144.89,True,0,,11.92,14.5
26-01-2024 13:00,TUKAS,7.59,7.68,7.58,7.67,7290919.0,0.01,0.08,0.01,566.67,0.08,4467205.3,63.21,True,0,,7.25,7.79
26-01-2024 13:00,KTSKR,68.8,71.5,68.6,71.1,842094.0,0.4,2.3,0.33,596.97,2.3,343090.0,145.44,True,0,,64.65,ATH
26-01-2024 13:00,SAHOL,69.8,71.45,69.65,71.4,16366291.0,0.05,1.6,0.13,1085.19,1.6,9485993.8,72.53,True,0,,67.05,ATH
26-01-2024 13:00,EKGYO,9.64,10.2,9.61,10.18,256453930.0,0.02,0.54,0.04,1155.81,0.54,127521016.8,101.11,True,0,,6.75,ATH
26-01-2024 13:00,PETKM,20.7,21.32,20.62,21.22,47936930.0,0.1,0.52,0.08,550.0,0.52,27558538.6,73.95,True,0,,19.52,ATH
26-01-2024 13:00,AYGAZ,140.6,143.9,140.3,143.5,567157.0,0.4,2.9,0.32,806.25,2.9,227814.8,148.96,True,0,,129.8,149.8
26-01-2024 13:00,ATAKP,53.85,57.2,53.75,56.65,2348206.0,0.55,2.8,0.32,761.54,2.8,693901.1,238.41,True,0,,45.02,ATH
26-01-2024 13:00,MRGYO,5.6,5.89,5.6,5.87,12489227.0,0.02,0.27,0.03,671.43,0.27,6183400.7,101.98,True,0,,5.21,ATH
26-01-2024 13:00,ICBCT,16.87,18.0,16.79,17.78,1931572.0,0.22,0.91,0.13,622.22,0.91,720900.1,167.94,True,0,,16.0,18.5
26-01-2024 13:00,AEFES,135.3,139.2,135.2,139.1,1172423.0,0.1,3.8,0.11,3354.55,3.8,750133.5,56.3,True,0,,130.6,140.0
26-01-2024 09:00,DENGE,2.54,2.68,2.53,2.65,8741009.0,0.03,0.11,0.01,1000.0,0.11,5470141.0,59.79,True,0,,2.38,ATH
26-01-2024 09:00,YUNSA,74.95,78.05,74.9,77.4,741600.0,0.65,2.45,0.3,703.28,2.45,296428.8,150.18,True,0,,71.3,79.15
26-01-2024 09:00,TNZTP,65.4,68.35,65.0,67.9,239724.0,0.45,2.5,0.1,2400.0,2.5,149347.5,60.51,True,0,,58.5,68.8
26-01-2024 09:00,HUNER,6.63,7.19,6.58,7.16,24503777.0,0.03,0.53,0.04,1294.74,0.53,4348107.5,463.55,True,0,,6.33,ATH
26-01-2024 09:00,CWENE,307.25,323.25,305.25,319.75,1634058.0,3.5,12.5,1.8,594.44,12.5,696431.7,134.63,True,0,,294.0,325.0
26-01-2024 09:00,EGSER,3.89,4.06,3.86,4.05,3133593.0,0.01,0.16,0.02,566.67,0.16,1755654.2,78.49,True,0,,3.35,ATH
26-01-2024 09:00,AGHOL,220.2,227.0,218.9,226.0,586014.0,1.0,5.8,0.4,1350.0,5.8,238701.2,145.5,True,0,,215.3,228.6
