Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
04-09-2024 13:00,MTRYO,8.19,8.42,8.17,8.36,368773.0,0.06,0.17,0.01,1788.89,0.17,85472.8,331.45,True,0,,8.3,8.95,True,True
04-09-2024 12:00,AHGAZ,13.2,13.54,13.17,13.52,997095.0,0.02,0.32,0.0,15900.0,0.32,428989.0,132.43,True,0,,13.28,13.55,False,False
04-09-2024 12:00,DOAS,226.6,230.9,226.5,230.4,363460.0,0.5,3.8,0.11,3354.55,3.8,123584.2,194.1,True,0,,229.7,239.3,True,True
04-09-2024 12:00,BRKVY,48.44,51.7,48.4,50.9,852680.0,0.8,2.46,0.27,797.81,2.46,183630.7,364.35,True,0,,45.8,51.95,False,False
04-09-2024 11:00,SOKM,53.45,54.95,53.45,54.6,1290448.0,0.35,1.15,0.04,2775.0,1.15,466806.0,176.44,True,0,,52.6,55.2,False,False
04-09-2024 11:00,BAYRK,20.12,21.4,20.02,21.08,1916750.0,0.32,0.96,0.21,357.14,0.96,1115458.8,71.84,True,0,,19.16,21.9,False,False
04-09-2024 11:00,AVPGY,45.36,46.34,45.34,46.32,509630.0,0.02,0.96,0.1,841.18,0.96,319148.9,59.68,True,0,,44.92,46.58,False,False
04-09-2024 11:00,BEYAZ,27.5,28.2,27.38,28.02,589418.0,0.18,0.52,0.06,712.5,0.52,252379.3,133.54,True,0,,25.74,28.28,False,False
04-09-2024 11:00,TABGD,155.5,157.8,155.3,157.7,612863.0,0.1,2.2,0.03,7233.33,2.2,122373.6,400.81,True,0,,152.9,162.9,False,False
04-09-2024 11:00,HOROZ,47.9,50.3,47.9,49.78,1641409.0,0.52,1.88,0.17,1005.88,1.88,359535.0,356.54,True,0,,45.84,ATH,False,False
04-09-2024 11:00,TAVHL,255.5,259.0,254.25,258.75,1379973.0,0.25,3.25,0.57,465.22,3.25,267065.4,416.72,True,0,,231.9,259.5,False,False
04-09-2024 11:00,SEYKM,4.57,4.7,4.57,4.67,2629051.0,0.03,0.1,0.0,3233.33,0.1,1082379.0,142.9,True,0,,4.56,4.84,True,True
04-09-2024 11:00,AFYON,16.08,16.43,16.08,16.4,2525176.0,0.03,0.32,0.06,471.43,0.32,1337793.2,88.76,True,0,,15.47,16.46,False,False
04-09-2024 10:00,FONET,21.14,22.56,21.1,22.16,13510517.0,0.4,1.02,0.18,479.55,1.02,2153147.7,527.48,True,0,,16.91,ATH,False,False
04-09-2024 10:00,PENTA,15.17,16.49,14.93,16.32,4021329.0,0.17,1.15,0.08,1393.51,1.15,894123.8,349.75,True,0,,14.01,ATH,False,False
04-09-2024 10:00,DZGYO,5.11,5.52,5.09,5.5,5135020.0,0.02,0.39,0.04,983.33,0.39,766929.7,569.56,True,0,,5.04,ATH,False,False
04-09-2024 10:00,GOODY,16.25,16.55,16.02,16.49,1032208.0,0.06,0.24,0.02,1400.0,0.24,299823.0,244.27,True,0,,15.29,ATH,False,False
04-09-2024 10:00,BIOEN,19.97,20.36,19.9,20.3,553671.0,0.06,0.33,0.02,1471.43,0.33,272259.9,103.36,True,0,,19.35,20.72,False,False
04-09-2024 10:00,DNISI,14.18,15.39,14.1,15.24,3093694.0,0.15,1.06,0.14,679.41,1.06,916674.0,237.49,True,0,,11.27,ATH,False,False
04-09-2024 10:00,SURGY,58.2,59.9,58.2,59.65,643083.0,0.25,1.45,0.18,705.56,1.45,255100.2,152.09,True,0,,57.45,ATH,False,False
04-09-2024 10:00,RYSAS,48.98,51.25,48.54,50.95,128251.0,0.3,1.97,0.15,1258.62,1.97,37945.1,237.99,True,0,,48.5,55.35,False,False
04-09-2024 10:00,PAPIL,61.2,74.7,61.2,74.7,8367684.0,0.0,13.5,1.35,900.0,13.5,861877.0,870.87,True,0,,67.95,75.5,True,True
04-09-2024 10:00,ETILR,20.94,21.8,20.82,21.6,355780.0,0.2,0.66,0.04,1550.0,0.66,77312.5,360.18,True,0,,20.82,23.76,False,False
04-09-2024 10:00,NETAS,81.3,83.35,79.2,83.25,932980.0,0.1,1.95,0.33,490.91,1.95,194232.1,380.34,True,0,,80.65,88.35,False,False
04-09-2024 10:00,BSOKE,66.85,70.3,66.8,70.0,3974932.0,0.3,3.15,0.29,986.21,3.15,781101.7,408.89,True,0,,66.75,ATH,False,False
04-09-2024 10:00,GLRYH,13.8,14.54,13.7,14.54,7275766.0,0.0,0.74,0.08,813.58,0.74,2142351.0,239.62,True,0,,11.96,ATH,False,False
04-09-2024 10:00,BYDNR,23.92,25.22,23.92,25.06,250517.0,0.16,1.14,0.09,1195.45,1.14,93681.0,167.41,True,0,,23.42,26.02,False,False
04-09-2024 10:00,GARAN,112.0,113.6,111.7,113.3,5901447.0,0.3,1.3,0.05,2500.0,1.3,2178023.3,170.95,True,0,,107.5,116.1,False,False
04-09-2024 10:00,BAHKM,56.0,58.25,55.2,57.7,2955763.0,0.55,1.7,0.07,2166.67,1.7,553806.7,433.72,True,0,,56.15,59.6,True,True
04-09-2024 10:00,NTGAZ,5.11,5.22,5.08,5.2,1099396.0,0.02,0.09,0.0,8900.0,0.09,621064.6,77.02,True,0,,ATL,5.37,True,True
04-09-2024 10:00,SELEC,63.9,68.5,62.05,67.4,5436043.0,1.1,3.5,0.9,291.06,3.5,1564872.6,247.38,True,0,,51.05,ATH,False,False
04-09-2024 10:00,SEGYO,4.33,4.42,4.31,4.4,1502332.0,0.02,0.07,0.01,1066.67,0.07,702234.1,113.94,True,0,,4.2,ATH,False,False
04-09-2024 10:00,DERHL,9.56,10.1,9.51,10.0,3192658.0,0.1,0.44,0.02,2215.79,0.44,1084754.3,194.32,True,0,,9.18,12.42,True,False
04-09-2024 10:00,PETKM,22.72,23.4,22.7,23.34,18675074.0,0.06,0.62,0.03,2114.29,0.62,5785094.8,222.81,True,0,,22.72,23.64,False,False
04-09-2024 10:00,TERA,20.44,21.86,19.9,21.6,2236133.0,0.26,1.16,0.22,420.18,1.16,538643.3,315.14,True,0,,17.62,ATH,False,False
04-09-2024 10:00,MANAS,13.86,14.12,13.75,14.06,494207.0,0.06,0.2,0.01,1328.57,0.2,258047.5,91.52,True,0,,13.36,14.44,False,False
04-09-2024 10:00,ADGYO,33.12,35.42,33.02,35.32,1723302.0,0.1,2.2,0.28,697.1,2.2,361140.2,377.18,True,0,,30.6,ATH,False,False
04-09-2024 10:00,HALKB,16.12,16.45,16.12,16.36,8051016.0,0.09,0.24,0.0,5900.0,0.24,4015309.1,100.51,True,0,,15.43,16.7,False,False
04-09-2024 10:00,KRVGD,2.66,2.69,2.65,2.69,1710075.0,0.0,0.03,0.0,2900.0,0.03,1005783.2,70.02,True,0,,2.63,2.77,False,False
04-09-2024 10:00,MGROS,496.0,505.5,495.25,504.0,217644.0,1.5,8.0,0.57,1291.3,8.0,73082.2,197.81,True,0,,476.75,508.5,False,False
04-09-2024 10:00,ISKPL,14.65,14.9,14.6,14.86,217392.0,0.04,0.21,0.01,2233.33,0.21,122488.6,77.48,True,0,,14.6,15.42,False,False
04-09-2024 10:00,TEZOL,20.62,20.94,20.42,20.9,650206.0,0.04,0.28,0.04,600.0,0.28,320840.7,102.66,True,0,,20.32,21.18,False,False
