Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
23-01-2024 17:00,7963.62,7975.51,7915.48,7950.06,464906491.0,XU100,7779.92,8030.66,7960.36,7606.68,+_03-01-2024 17:00:00,2.19,-,4.51,-,8008.16,8014.94,38.64,-20.93,59.58,48.7,57.64,-,-,-0.17,-51.57,883020317.67,-,58.1,0.73,64.88,0.81,7986.47,8116.9,7937.06,7996.7,11490973563.0,336.73,-115.42,452.15,61.48,61.41,7813.36,7815.47,2.11,7882.79,0.13,-19.42,11664141932.33,+,-,+,-,136.7,1.75,+,+,True,-0.03,+,H_Tk:H_Wma15:H_Wma9,1.31,+,,,,,,,,-_23-01-2024 13:00:00,-,,,,
23-01-2024 17:00,28.64,28.72,28.44,28.48,249537.0,A1CAP,31.05,28.64,28.71,26.91,-_23-01-2024 17:00:00,-8.27,-,5.83,-,28.59,28.62,0.16,-0.07,0.24,50.74,55.14,-,-,-0.56,-66.65,528129.67,-,0.11,0.4,0.14,0.49,28.5,29.9,28.14,28.34,6692483.0,-2.93,,,38.39,41.94,28.43,30.18,1.75,34.9,-0.56,5.32,5795426.0,+,-,-,-,0.05,0.16,+,+,True,-5.78,-,H_Tk:H_Wma15:H_Wma9,0.02,+,Arasinda,,,,,-,,-_23-01-2024 17:00:00,-,,,,
23-01-2024 17:00,117.2,117.8,116.4,117.4,32263.0,ACSEL,119.36,118.7,117.7,112.38,+_23-01-2024 09:00:00,-1.64,+,4.47,-,117.5,117.32,-0.16,0.13,-0.29,49.41,48.03,+,-,0.17,-74.18,116098.33,-,0.1,0.08,0.09,0.07,117.3,122.4,115.6,117.2,970191.0,11.63,-5.49,17.12,53.83,70.61,120.51,124.34,3.83,126.38,0.0,-47.93,1905196.0,-,-,+,-,-3.11,-2.58,-,-,True,-3.08,-,H_Tk:H_Wma15:H_Wma9,-2.25,-,,AsagiDondu,,,,,+,-_23-01-2024 13:00:00,+,,,,-
23-01-2024 17:00,365.5,368.0,359.5,368.0,37430.0,ADEL,405.19,361.38,365.5,361.88,-_17-01-2024 13:00:00,-9.18,-,1.69,+,365.27,361.76,0.88,1.05,-0.16,55.99,47.99,+,+,0.55,-74.54,116136.0,-,2.73,0.75,6.24,1.72,380.25,386.0,345.0,357.5,1155028.0,9.64,-30.73,40.37,45.6,51.27,376.49,400.98,24.49,529.62,-5.98,-59.19,2086427.0,-,-,-,-,-8.49,-2.25,-,-,True,-6.11,-,H_Tk:H_Wma15:H_Wma9,-2.25,-,,AsagiDondu,,,,,,+_19-01-2024 09:00:00,+,,,,-
23-01-2024 17:00,2.45,2.46,2.42,2.43,10028919.0,ADESE,2.05,2.39,2.28,1.88,+_28-12-2023 17:00:00,18.73,-,29.6,-,2.44,2.41,0.09,-0.0,0.09,63.73,67.89,-,-,-1.22,-77.73,26221639.33,-,0.01,0.29,0.02,0.93,2.07,2.43,2.06,2.31,386866281.0,0.09,-0.02,0.11,63.61,54.17,2.02,2.01,0.01,2.18,12.14,40.07,278787046.67,+,-,+,-,0.41,20.48,+,-,True,0.35,+,H_Tk:H_Wma9:H_Wma15,19.99,-,,,,,,-,,-_23-01-2024 17:00:00,+,,,,
23-01-2024 17:00,30.0,30.16,29.86,29.88,486702.0,ADGYO,31.1,31.07,29.48,29.1,+_18-01-2024 09:00:00,-3.93,-,2.68,-,30.49,30.67,0.22,-0.13,0.35,46.17,57.62,-,-,-0.4,-55.25,778011.0,-,0.61,2.01,0.79,2.58,26.68,32.28,26.68,31.7,14906272.0,,,,49.67,,30.44,32.12,1.67,,8.86,26.26,12980338.33,+,-,-,-,-0.56,-1.85,-,+,False,-5.21,-,H_Wma15:H_Wma9:H_Tk,-0.93,+,,,,,,,,-_22-01-2024 09:00:00,-,,,,
23-01-2024 17:00,130.8,131.9,130.6,131.5,781106.0,AEFES,121.06,134.3,132.65,128.05,+_15-01-2024 17:00:00,8.63,-,2.69,-,133.69,133.74,0.63,-0.32,0.95,46.33,55.26,-,-,0.61,-29.4,914997.0,+,2.19,1.64,2.24,1.67,134.1,135.9,130.4,134.7,7666492.0,13.26,1.03,12.23,67.7,63.99,130.23,124.66,5.57,116.7,1.2,-51.94,11137594.67,-,+,+,+,1.27,0.98,+,+,False,4.47,-,H_Wma9:H_Wma15:H_Tk,0.29,+,,,,,,,,-_23-01-2024 09:00:00,-,-,,,
23-01-2024 17:00,11.85,11.89,11.78,11.8,1130801.0,AFYON,12.14,11.86,11.72,11.15,+_12-01-2024 13:00:00,-2.78,-,5.83,-,11.86,11.78,0.1,0.02,0.09,54.57,55.19,+,-,-0.42,-69.54,3324096.67,-,0.06,0.49,0.02,0.18,11.63,11.93,11.41,11.61,29130677.0,0.33,-0.54,0.87,48.08,52.32,11.65,12.11,0.46,14.17,-0.17,30.26,21996634.0,+,-,-,-,0.15,1.27,+,+,True,-3.83,-,H_Tk:H_Wma15:H_Wma9,1.1,+,Arasinda,,,,,,,-_23-01-2024 13:00:00,+,,,,
23-01-2024 17:00,55.85,55.95,55.35,55.35,76484.0,AGESA,56.24,56.12,55.28,56.47,+_22-01-2024 09:00:00,-1.58,+,-1.99,+,55.71,55.56,0.17,0.04,0.13,49.58,51.62,+,-,-0.98,-51.11,195857.33,-,0.36,0.65,0.21,0.38,55.2,57.45,52.85,55.0,2792508.0,3.05,-2.03,5.07,51.45,55.94,55.42,56.25,0.83,64.25,0.0,-10.26,2590216.67,+,-,+,-,-0.07,-0.12,-,+,True,-1.47,-,H_Tk:H_Wma15:H_Wma9,0.96,+,AsagiKesti,AsagiKesti,,,,-,-,-_23-01-2024 17:00:00,-,,-,,-
23-01-2024 17:00,216.0,218.4,215.3,218.4,114198.0,AGHOL,205.8,221.4,219.8,200.0,+_29-12-2023 13:00:00,6.12,-,9.2,-,219.46,220.54,1.12,-1.07,2.19,49.28,56.72,-,-,1.02,-54.11,196173.0,-,1.06,0.48,2.14,0.97,217.3,228.6,217.2,222.9,2925679.0,18.08,-4.53,22.6,63.34,60.0,209.75,208.79,0.96,221.2,2.62,-9.82,3048639.67,+,-,+,-,8.65,4.12,+,-,False,0.46,+,H_Tk:H_Wma9:H_Wma15,2.65,-,,,,,,,,-_22-01-2024 09:00:00,-,,,,
