Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
23-12-2024 17:00,ALMAD,7.15,7.44,7.14,7.4,1538399.0,0.04,0.25,0.01,2172.73,0.25,445732.2,245.14,True,55.58,2024-12-23,7.28,1.65,0,,7.05,7.86,True,True
23-12-2024 17:00,ONRYT,78.5,80.8,77.7,80.7,927772.0,0.1,2.2,0.22,900.0,2.2,439797.2,110.95,True,71.73,2024-12-23,77.45,4.2,0,,73.75,ATH,False,False
23-12-2024 17:00,ISMEN,42.9,43.68,42.76,43.46,1699745.0,0.22,0.56,0.0,7.88129934789839e+16,0.56,587426.4,189.35,True,48.64,2024-12-23,43.84,-0.87,0,,42.42,43.84,True,True
23-12-2024 17:00,SKYMD,14.06,14.62,14.01,14.46,3172212.0,0.16,0.4,0.11,280.95,0.4,1388695.6,128.43,True,84.69,2024-12-23,13.3,8.72,0,,10.99,ATH,False,False
23-12-2024 17:00,TATEN,43.16,44.72,42.96,44.72,834225.0,0.0,1.56,0.18,766.67,1.56,302065.1,176.17,True,70.85,2024-12-23,42.88,4.29,0,,42.12,ATH,False,False
23-12-2024 17:00,KLRHO,33.34,34.1,33.26,34.04,231864.0,0.06,0.7,0.01,8650.0,0.7,117605.8,97.15,True,44.09,2024-12-23,34.16,-0.35,0,,30.98,38.08,True,True
23-12-2024 17:00,KRDMA,28.1,29.2,28.04,28.96,1656896.0,0.24,0.86,0.04,2288.89,0.86,574386.8,188.46,True,45.7,2024-12-23,28.4,1.97,0,,27.94,30.34,True,True
23-12-2024 17:00,NTGAZ,6.02,6.3,5.99,6.22,2208454.0,0.08,0.2,0.01,2757.14,0.2,648857.6,240.36,True,50.06,2024-12-23,6.17,0.81,0,,5.86,6.82,False,False
23-12-2024 17:00,ZEDUR,8.16,8.63,8.0,8.63,2307473.0,0.0,0.47,0.06,670.49,0.47,801984.3,187.72,True,74.42,2024-12-23,7.88,9.52,0,,7.69,8.64,False,False
23-12-2024 16:00,ULUUN,6.24,6.34,6.24,6.33,878994.0,0.01,0.09,0.01,1400.0,0.09,542106.7,62.14,True,46.62,2024-12-23,6.29,0.64,0,,6.23,6.57,True,True
23-12-2024 16:00,BURCE,17.45,17.99,17.42,17.99,326773.0,0.0,0.54,0.05,881.82,0.54,128875.3,153.56,True,66.39,2024-12-23,17.43,3.21,0,,17.3,18.39,True,False
23-12-2024 16:00,TURSG,15.22,15.47,15.19,15.41,5792658.0,0.06,0.19,0.03,555.17,0.19,3195055.2,81.3,True,64.4,2024-12-23,15.12,1.92,0,,14.61,ATH,False,False
23-12-2024 16:00,GENTS,9.42,9.5,9.41,9.5,287732.0,0.0,0.08,0.0,2566.67,0.08,53316.2,439.67,True,49.19,2024-12-23,9.43,0.74,0,,9.25,9.88,False,False
23-12-2024 16:00,GWIND,29.5,30.62,29.44,30.44,2110269.0,0.18,0.94,0.12,710.34,0.94,442913.9,376.45,True,52.8,2024-12-23,29.7,2.49,0,,30.1,32.4,True,True
23-12-2024 15:00,ARENA,33.2,34.12,33.08,33.98,713703.0,0.14,0.78,0.24,227.73,0.78,454444.2,57.05,True,78.77,2024-12-23,32.1,5.86,0,,30.72,ATH,False,False
