Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_Ort,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
SANFM,27-03-2024,67.8,9.18,447.35,64.84,64.6,64.49,65.03,64.57,64.61,64.34,41.53,65.72,1039609.67,56.61,+,+,+,+,+,+,,,+,+,,+,,+,+,,,+,,12,0
QNBFB,27-03-2024,297.25,9.89,55.98,285.46,283.91,281.85,286.31,283.5,283.96,282.66,211.02,297.33,34643.33,57.7,+,+,+,+,,+,,,+,+,,+,,,,+,+,+,,11,0
YUNSA,27-03-2024,75.6,5.73,87.01,73.75,73.65,73.9,73.88,73.67,73.36,73.5,70.65,75.22,645739.67,51.58,+,+,+,+,,+,,,+,+,,-,,+,,,+,+,+,11,1
DESA,27-03-2024,23.76,3.12,234.4,23.45,23.42,23.42,23.47,23.42,23.42,23.4,19.19,24.13,1885269.67,53.02,+,+,+,+,+,+,+,,+,+,,-,,,+,,,+,,11,1
NUHCM,27-03-2024,302.5,7.56,27.84,293.27,292.43,293.98,294.11,292.55,290.75,290.64,263.97,295.42,810943.33,51.06,+,+,+,+,,+,+,,+,,,-,,+,,,+,+,,10,1
TTKOM,27-03-2024,30.62,3.73,13.65,30.18,30.09,30.16,30.24,30.09,30.04,29.91,25.57,30.43,27907366.33,50.9,+,+,+,,+,,+,,+,+,,-,,+,,,,+,+,10,1
ALTIN,27-03-2024,24.33,0.45,-39.75,24.26,24.26,24.26,24.27,24.26,24.2,24.27,20.19,24.28,34615528.0,54.22,+,+,+,+,,+,,,+,+,,+,,+,,,,,,9,0
BVSAN,27-03-2024,107.3,9.99,39.84,102.86,103.27,104.62,102.99,103.52,102.15,103.66,89.52,103.4,678363.0,50.9,+,+,+,,,,,,+,+,,-,,+,,+,,+,+,9,1
BSOKE,27-03-2024,21.38,4.5,-22.86,20.91,20.87,20.62,20.92,20.84,20.9,20.97,11.43,21.3,3251217.33,64.71,+,+,+,+,,+,,,+,,,+,,+,,+,,,,9,0
ARSAN,27-03-2024,13.52,2.81,162.22,13.34,13.36,13.42,13.34,13.37,13.32,13.37,11.32,13.55,1359231.67,51.27,+,+,+,,,,,,+,+,,-,,-,+,+,,+,+,9,2
TUREX,27-03-2024,43.1,5.64,71.32,42.48,42.27,41.78,42.51,42.18,42.68,42.09,32.57,42.87,1037650.67,59.6,+,+,+,,,,,,+,+,,+,,+,,,+,,,8,0
YESIL,27-03-2024,4.01,9.86,655.21,3.89,3.93,4.01,3.88,3.94,3.89,3.97,4.4,3.89,13189272.67,45.17,+,+,+,,,,,,+,+,,-,,+,+,+,,,,8,1
ASGYO,27-03-2024,14.56,3.85,110.85,14.31,14.36,14.53,14.31,14.39,14.3,14.4,18.41,14.64,10638649.67,43.69,+,+,+,,,,,,+,+,,,,-,+,+,,,,7,1
ISBIR,27-03-2024,131.5,2.73,-52.74,129.83,130.21,130.78,129.85,130.37,129.49,130.45,108.73,131.37,93646.67,52.58,+,+,+,,,,,,+,+,,+,,+,,,,,,7,0
ESCAR,27-03-2024,241.3,3.56,85.73,237.82,235.79,230.43,238.27,234.87,237.74,235.28,155.86,236.87,633139.0,65.8,+,+,,,,,,,+,+,,+,,+,+,,,,,7,0
SNICA,27-03-2024,35.34,4.56,82.1,34.79,35.02,35.49,34.75,35.12,34.78,35.22,32.84,34.92,1608838.33,45.15,+,+,,,,,,,+,+,+,-,,+,,+,,,,7,1
GUBRF,27-03-2024,166.1,10.0,176.6,161.04,163.07,166.84,160.71,163.86,161.02,164.84,235.26,160.27,8424524.67,44.86,+,+,,,,,,,+,+,,-,,+,+,+,,,,7,1
KBORU,27-03-2024,119.0,9.98,-16.43,115.8,118.23,123.02,115.32,119.19,116.1,119.9,111.73,115.23,3751607.33,42.61,+,+,,,,,,,+,,+,,+,+,,+,,,,7,0
EMKEL,27-03-2024,16.68,5.04,185.35,16.2,16.11,16.18,16.25,16.11,16.06,15.92,14.35,16.63,3878686.67,50.38,+,+,+,,+,,,,+,,,-,,,,,,,+,6,1
TETMT,27-03-2024,13200.0,10.0,-10.68,12973.88,13119.65,13091.77,12914.69,13141.64,13083.33,13354.15,5027.68,12804.17,3684.33,56.56,+,+,+,,,,,,+,,,+,,+,,,,,,6,0
EYGYO,27-03-2024,10.55,6.57,44.73,10.44,10.64,10.9,10.39,10.7,10.49,10.87,9.98,10.3,3328287.33,44.75,+,,,,,,,,+,,+,-,+,+,,+,,,,6,1
