Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
DGATE,19-04-2024,46.32,5.27,106.39,44.83,44.58,44.66,44.78,44.99,44.57,44.61,43.97,31.64,45.97,339552.67,53.21,+,+,+,+,+,+,+,+_19-04-2024 09:00:00,+_19-04-2024 09:00:00,,,+,,,-,,,,,,,+,9,1
THYAO,19-04-2024,302.5,2.11,11.03,299.54,299.32,297.8,294.59,299.55,299.11,300.12,300.11,242.85,299.42,35776650.67,57.94,+,+,+,+,,,+,+_19-04-2024 09:00:00,+_20-03-2024 09:00:00,,,+,+,,+,,+,,,,,,9,0
TKFEN,19-04-2024,44.94,9.99,56.59,42.13,41.74,41.55,41.7,42.37,41.67,41.83,41.33,41.28,43.85,11408546.0,59.56,,,+,+,+,+,+,+_19-04-2024 09:00:00,+_19-04-2024 09:00:00,,,,+,,-,+,,,+,,,+,9,1
BUCIM,19-04-2024,7.94,1.28,10.03,7.91,7.9,7.9,7.92,7.91,7.9,7.93,7.89,7.71,7.89,9998766.0,50.12,+,+,+,+,+,,+,+_19-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,+,+,-,,,,,,,,9,1
IMASM,19-04-2024,17.51,1.8,71.93,17.33,17.3,17.3,17.32,17.35,17.3,17.34,17.25,19.77,17.4,4165859.0,52.38,+,+,+,,+,+,+,+_19-04-2024 09:00:00,+_19-04-2024 09:00:00,,,+,+,,-,,,,,+,,,9,1
ELITE,19-04-2024,49.3,4.58,144.44,48.15,47.95,47.88,48.23,48.25,47.92,48.09,47.68,43.5,48.46,1253396.0,51.63,+,+,+,,+,,+,+_19-04-2024 09:00:00,-_27-02-2024 09:00:00,,,+,+,,-,,+,,+,,,,9,1
ATEKS,19-04-2024,153.6,9.95,-16.33,148.91,147.87,146.92,147.1,149.22,147.58,149.19,146.57,116.56,147.8,196340.33,54.21,+,+,+,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,+,-,,+,,,,+,-,8,2
MRGYO,19-04-2024,4.9,5.15,128.77,4.81,4.79,4.76,4.76,4.81,4.78,4.85,4.77,5.42,4.86,16126057.0,53.26,+,+,+,,,,+,+_19-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,-,,+,,,,,+,8,1
INDES,19-04-2024,9.0,4.65,41.95,8.78,8.77,8.86,9.02,8.79,8.78,8.78,8.71,7.63,8.82,9362211.33,48.79,+,+,+,+,,,+,+_19-04-2024 09:00:00,-_25-03-2024 09:00:00,,,+,,,-,,+,,,+,,,8,1
GESAN,19-04-2024,71.0,2.31,15.34,70.51,70.43,70.22,70.36,70.49,70.38,70.89,70.41,74.29,70.0,2912570.67,50.75,+,+,+,+,,+,+,+_19-04-2024 09:00:00,+_19-04-2024 09:00:00,,,+,+,,-,,,,,,,,8,1
EGSER,19-04-2024,3.68,1.66,178.19,3.66,3.66,3.66,3.7,3.66,3.66,3.67,3.65,3.92,3.68,4255948.33,47.23,+,+,+,+,,,+,+_19-04-2024 09:00:00,-_05-03-2024 09:00:00,,,+,,,-,,-,+,,,,+,8,2
KOZAA,19-04-2024,49.34,2.79,36.95,49.06,48.98,48.81,48.79,49.04,48.94,49.32,48.88,49.7,48.77,6771757.33,51.77,+,+,+,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,-,,+,,,,+,+,8,1
SISE,19-04-2024,47.2,1.16,30.91,47.15,47.18,47.16,47.3,47.11,47.17,47.43,47.17,47.87,47.06,21716468.33,48.49,+,+,+,,,,,-_18-04-2024 09:00:00,-_17-04-2024 09:00:00,,+,+,+,,-,,+,,,,,+,8,1
AVOD,19-04-2024,3.42,2.09,37.11,3.4,3.39,3.4,3.42,3.4,3.39,3.41,3.38,3.48,3.39,6244445.67,48.8,+,+,+,+,,,+,+_19-04-2024 09:00:00,-_16-04-2024 09:00:00,,,+,+,,-,,,,,,,+,8,1
HKTM,19-04-2024,20.2,2.54,31.65,20.06,20.02,20.04,20.29,20.07,20.01,20.13,19.9,20.05,20.0,794179.33,48.07,+,+,+,,+,,,+_09-04-2024 09:00:00,-_06-03-2024 09:00:00,,,+,+,,-,+,+,,,,,,8,1
RUBNS,19-04-2024,32.18,5.86,337.74,31.27,31.0,30.51,30.0,31.33,30.9,31.38,30.87,27.23,31.93,1408547.33,60.44,+,+,,,,,,+_01-04-2024 09:00:00,+_02-04-2024 09:00:00,,,+,+,,+,,,+,,,+,,7,0
BOBET,19-04-2024,35.84,2.28,28.96,35.5,35.39,35.23,35.2,35.53,35.35,35.6,35.23,31.84,35.52,3275724.0,52.56,+,+,+,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,+,+,+,,-,,+,,,,,,7,1
GMTAS,19-04-2024,8.07,2.8,29.89,8.0,7.99,8.01,8.09,8.0,7.99,8.03,7.95,9.17,7.95,1120975.67,48.28,+,+,+,+,,,+,+_19-04-2024 09:00:00,-_21-03-2024 09:00:00,,,+,,,-,,+,,,,,,7,1
QUAGR,19-04-2024,4.09,2.25,68.84,4.03,4.03,4.02,4.03,4.04,4.02,4.04,4.02,5.3,4.05,29651853.67,52.09,+,+,+,+,+,,+,+_19-04-2024 09:00:00,-_16-04-2024 09:00:00,,,+,,,-,,,,,,,,7,1
AVHOL,19-04-2024,43.04,4.47,274.96,42.19,42.27,42.74,43.85,42.21,42.33,42.3,42.07,51.22,42.73,1706577.67,46.21,+,+,+,,,,,-_16-04-2024 09:00:00,-_05-03-2024 09:00:00,,,+,+,,-,,,+,,,,+,7,1
NIBAS,19-04-2024,21.34,2.99,-6.57,21.3,21.25,21.18,21.18,21.29,21.23,21.5,21.07,18.86,21.09,942298.67,50.96,+,+,+,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,+,-,,+,,,,,,7,1
INFO,19-04-2024,11.25,3.69,10.35,11.06,11.03,11.14,11.51,11.08,11.04,11.06,10.91,12.55,11.06,1990382.33,43.33,+,+,+,+,,,+,+_19-04-2024 09:00:00,-_05-03-2024 09:00:00,,,+,,,-,,+,,,,,,7,1
TABGD,19-04-2024,137.0,3.4,27.23,135.76,136.15,136.05,135.62,135.53,136.17,136.89,136.83,138.96,135.4,2158564.0,51.9,+,+,+,,,+,,-_17-04-2024 09:00:00,+_19-04-2024 09:00:00,,,+,,,,,+,,,,,+,7,0
PEGYO,19-04-2024,21.68,5.76,167.54,21.44,21.53,21.53,21.51,21.4,21.53,21.66,21.66,16.08,21.24,6277881.0,50.89,+,+,+,,,,,-_17-04-2024 09:00:00,-_18-04-2024 09:00:00,-,,+,+,,+,,+,,,,,,7,1
POLTK,19-04-2024,21625.0,3.57,86.01,21456.47,21473.2,21450.13,21471.15,21432.65,21468.46,21584.72,21503.69,14398.44,21332.5,2003.67,50.76,+,+,+,,+,,,-_18-04-2024 09:00:00,-_18-04-2024 09:00:00,,,+,,,-,,+,,,,+,,7,1
ERBOS,19-04-2024,270.0,2.56,-31.68,268.77,268.69,269.2,269.61,268.7,268.73,270.06,266.88,210.91,267.08,292461.33,50.58,+,+,+,+,,,,-_18-04-2024 09:00:00,-_18-04-2024 09:00:00,,,+,+,,-,,,,,,+,,7,1
EPLAS,19-04-2024,6.55,4.3,-13.29,6.44,6.41,6.37,6.36,6.44,6.4,6.45,6.37,6.27,6.42,3357830.0,54.57,+,+,+,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,+,-,,+,,,,,,7,1
EKOS,19-04-2024,48.06,1.74,-6.58,47.98,48.05,48.31,49.1,47.95,48.08,48.12,48.04,47.91,47.2,5445045.0,46.32,+,+,,,,,,-_17-04-2024 09:00:00,-_19-04-2024 09:00:00,+,,+,+,,,+,+,,-,,,-,7,2
OZRDN,19-04-2024,59.15,3.59,33.02,58.67,58.52,58.54,58.94,58.69,58.49,58.92,57.99,44.01,58.27,176247.33,49.99,+,+,+,,+,,,+_09-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,+,,-,,+,,,,,,7,1
YAPRK,19-04-2024,398.0,1.79,35.52,395.31,395.61,396.52,395.58,395.35,395.8,395.51,394.54,243.42,392.42,203836.0,51.89,+,+,+,,,,,-_17-04-2024 09:00:00,-_17-04-2024 09:00:00,+,,+,,,+,,,,,,+,,7,0
BIENY,19-04-2024,41.84,1.36,-4.82,41.76,41.71,41.66,41.88,41.75,41.69,41.95,41.59,49.07,41.49,1674436.0,48.49,+,+,+,,,,,+_08-04-2024 09:00:00,-_17-04-2024 09:00:00,,+,+,+,,-,,+,,,,,,7,1
TEKTU,19-04-2024,3.42,3.01,304.69,3.38,3.36,3.37,3.41,3.38,3.36,3.38,3.33,3.43,3.46,10377302.67,48.39,+,+,+,,+,,,+_08-04-2024 09:00:00,-_12-03-2024 09:00:00,,,+,,,-,,,+,,,,+,7,1
MMCAS,19-04-2024,12.52,6.37,137.71,12.28,12.48,12.86,13.24,12.24,12.56,12.29,12.61,10.5,12.01,183679.67,45.41,+,+,,,,,,-_26-03-2024 09:00:00,-_29-03-2024 09:00:00,,,+,+,,-,,+,+,,,,,6,1
ISCTR,19-04-2024,12.86,4.81,73.33,12.52,12.41,12.21,11.92,12.54,12.38,12.53,12.36,9.14,12.63,400705853.33,66.66,+,+,,,,,,+_20-03-2024 09:00:00,+_21-03-2024 09:00:00,,,+,,,+,,+,,,,+,,6,0
ISGSY,19-04-2024,31.2,1.89,32.82,31.12,30.82,30.13,29.31,31.15,30.68,31.33,30.58,23.59,31.01,1822108.33,57.67,+,+,,,,,,+_01-04-2024 09:00:00,+_02-04-2024 09:00:00,,,+,,,+,,+,,,,+,,6,0
OSTIM,19-04-2024,5.94,1.37,85.73,5.9,5.88,5.9,6.02,5.9,5.88,5.91,5.83,7.1,5.96,3192089.33,44.18,+,+,+,,,,,+_09-04-2024 09:00:00,-_27-02-2024 09:00:00,,,+,,,-,,-,,+,,,+,6,2
ENKAI,19-04-2024,35.6,3.07,2.58,35.29,35.31,35.34,35.52,35.27,35.31,35.47,35.31,34.26,35.11,15580719.0,49.45,+,+,+,,,,,-_17-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,+,,-,,+,,,,,,6,1
MEGMT,19-04-2024,44.28,3.41,-13.36,42.96,42.82,43.11,44.14,43.08,42.84,42.8,42.46,43.62,44.03,11578703.67,48.81,,,+,+,,,+,+_19-04-2024 09:00:00,-_19-04-2024 09:00:00,,,,,,,+,+,,,,,+,6,0
CIMSA,19-04-2024,31.36,2.75,18.68,31.1,31.14,31.26,31.6,31.08,31.16,31.24,31.12,29.24,31.06,7922993.33,46.87,+,+,+,,,,,-_17-04-2024 09:00:00,-_29-02-2024 09:00:00,,,+,+,,-,,+,,,,,,6,1
VBTYZ,19-04-2024,33.36,3.67,48.98,32.98,33.1,33.46,34.14,32.95,33.15,33.17,33.05,26.55,32.8,2148922.0,45.68,+,+,,,,,,-_16-04-2024 09:00:00,-_18-03-2024 09:00:00,,,+,,,-,,+,,,+,,+,6,1
VKFYO,19-04-2024,21.92,2.91,106.54,21.53,21.5,21.62,21.97,21.57,21.51,21.51,21.34,22.52,21.65,465550.33,47.43,+,+,+,+,,,+,+_19-04-2024 09:00:00,-_29-01-2024 09:00:00,,,+,,,-,,,,,,,,6,1
AKGRT,19-04-2024,6.8,1.34,20.39,6.77,6.74,6.66,6.56,6.78,6.73,6.8,6.73,5.5,6.75,23557549.33,58.76,+,+,,,,,,+_21-03-2024 09:00:00,+_25-03-2024 09:00:00,,,+,+,,+,,+,,,,,,6,0
YBTAS,19-04-2024,180900.0,4.57,15.38,177770.4,178169.57,179164.09,180488.52,177691.12,178341.7,178853.39,177827.88,134681.57,178265.83,13.33,50.11,+,+,+,,,,,-_16-04-2024 09:00:00,-_15-04-2024 09:00:00,,,+,,,-,,,,,,+,+,6,1
PSDTC,19-04-2024,115.5,1.14,-17.68,115.24,115.06,114.35,111.94,115.29,114.97,115.11,114.87,70.61,113.77,88270.67,55.3,+,+,,,,,,+_09-04-2024 09:00:00,+_17-01-2024 09:00:00,+,,+,,,+,,+,,,,,,6,0
TAVHL,19-04-2024,195.7,1.24,16.03,195.39,193.9,190.48,185.48,195.59,193.24,196.19,192.93,133.87,193.4,2556052.33,62.13,+,+,,,,,,+_21-03-2024 09:00:00,+_08-01-2024 09:00:00,,,+,+,,+,,+,,,,,,6,0
LRSHO,19-04-2024,3.03,2.71,-15.17,3.01,3.01,3.01,3.02,3.0,3.01,3.03,3.0,2.59,2.99,14153679.33,50.98,+,+,+,,,,,-_17-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,+,,-,,,,,+,,,6,1
EGPRO,19-04-2024,207.3,4.64,102.66,203.73,205.02,207.41,209.41,203.5,205.52,204.36,205.88,156.36,205.27,336122.33,48.98,+,+,,,,,,-_15-04-2024 09:00:00,-_01-04-2024 09:00:00,,,+,,,-,,+,,+,,,+,6,1
SELVA,19-04-2024,14.5,6.62,74.01,13.96,14.02,14.21,14.42,13.98,14.05,13.84,14.06,13.05,14.19,2066015.0,50.17,+,+,+,,,,,-_03-04-2024 09:00:00,-_03-04-2024 09:00:00,,,+,+,,-,,,,,,+,,6,1
FLAP,19-04-2024,10.22,6.57,16.51,9.99,9.93,10.06,10.49,10.02,9.93,9.95,9.69,10.77,10.07,10084943.33,45.8,+,+,+,,,,,+_15-04-2024 09:00:00,-_12-03-2024 09:00:00,,,+,+,,-,,+,,,,,,6,1
FMIZP,19-04-2024,342.5,3.16,7.13,341.09,341.71,340.29,337.5,340.47,341.57,343.14,343.7,271.2,338.75,114319.0,52.13,+,+,+,,,,,-_18-04-2024 09:00:00,+_01-04-2024 09:00:00,-,,+,,,+,,+,,,-,,,6,2
NUHCM,19-04-2024,288.0,1.41,-29.84,286.22,286.72,287.66,289.89,286.07,286.88,287.19,286.96,266.13,289.08,275333.33,47.95,+,+,+,,,,,-_16-04-2024 09:00:00,-_16-04-2024 09:00:00,+,,+,,,-,,,,+,,,,6,1
DOHOL,19-04-2024,13.38,1.29,60.82,13.33,13.3,13.25,13.21,13.33,13.29,13.37,13.28,12.29,13.21,27084423.0,53.13,+,+,+,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,-,,+,,,,+,-,6,2
YESIL,19-04-2024,3.97,3.39,212.12,3.88,3.86,3.87,3.91,3.89,3.86,3.87,3.84,4.32,3.94,7559681.33,51.04,,,+,+,+,,+,+_19-04-2024 09:00:00,-_05-03-2024 09:00:00,,,,,,-,,,+,,,,+,6,1
GOKNR,19-04-2024,22.04,2.99,42.89,21.71,21.62,21.61,21.84,21.74,21.6,21.73,21.42,21.59,21.84,2400090.67,50.0,+,+,+,,,,,+_09-04-2024 09:00:00,-_11-03-2024 09:00:00,,,+,,,-,+,,,+,,,,6,1
KONKA,19-04-2024,54.0,9.93,882.36,50.95,50.25,49.64,49.53,51.26,50.08,50.64,49.52,47.8,51.97,2039503.67,60.88,+,+,,,,,,+_05-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,+,-,,,+,+,,,,6,1
CANTE,19-04-2024,19.13,1.76,-53.99,18.98,18.83,18.61,18.38,19.01,18.78,18.98,18.68,19.13,18.99,39893626.67,56.52,+,,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,+,+,,,,,,5,0
NATEN,19-04-2024,49.4,4.0,70.01,49.18,49.28,49.63,50.4,49.13,49.33,49.42,49.07,47.77,48.92,2596096.33,46.07,+,+,,,,,,-_18-04-2024 09:00:00,-_12-03-2024 09:00:00,,,+,,,-,+,+,,-,,,,5,2
BORSK,19-04-2024,36.32,3.71,49.28,36.05,36.18,36.58,37.42,36.0,36.24,36.27,36.07,39.98,35.76,5712538.0,45.56,+,+,,,,,,-_17-04-2024 09:00:00,-_19-04-2024 09:00:00,,,+,+,,,,+,,,,,,5,0
KNFRT,19-04-2024,10.92,2.15,-59.02,10.79,10.74,10.74,10.83,10.81,10.73,10.78,10.65,10.07,10.79,3029684.67,50.34,+,+,+,,,,,+_08-04-2024 09:00:00,-_14-03-2024 09:00:00,,,+,,,-,,+,,,,,,5,1
MSGYO,19-04-2024,14.0,4.48,13.63,13.7,13.63,13.6,13.7,13.72,13.62,13.69,13.53,11.99,13.75,483913.33,52.11,+,+,+,,,,,+_08-04-2024 09:00:00,-_11-03-2024 09:00:00,,,+,,,-,,+,,,,,,5,1
KRSTL,19-04-2024,8.74,2.22,8.61,8.69,8.69,8.75,8.97,8.69,8.69,8.71,8.64,10.32,8.63,3618065.0,43.26,+,+,,+,,,,-_18-04-2024 09:00:00,-_01-03-2024 09:00:00,,,+,,,-,,+,,,,,,5,1
KZBGY,19-04-2024,21.6,4.35,118.81,20.99,20.87,20.85,21.11,21.05,20.85,20.99,20.64,21.37,21.27,2171691.67,51.67,,,+,,+,,,+_08-04-2024 09:00:00,-_28-02-2024 09:00:00,,,,,,-,+,,+,+,,,,5,1
KCHOL,19-04-2024,219.9,2.57,16.86,216.99,215.42,211.85,205.91,217.37,214.77,217.06,214.74,150.9,217.67,13797765.33,68.24,+,,,,,,,+_07-03-2024 09:00:00,+_07-03-2024 09:00:00,,,+,+,,+,,+,,,,,,5,0
MIPAZ,19-04-2024,85.2,2.77,70.66,84.27,84.58,85.77,87.69,84.25,84.77,84.21,84.42,57.6,84.4,533056.0,45.95,+,+,,,,,,-_15-03-2024 09:00:00,-_21-03-2024 09:00:00,,,+,+,,-,,+,,,,,,5,1
PETKM,19-04-2024,20.04,0.86,37.07,19.97,19.97,20.16,20.61,19.97,19.99,20.01,19.8,19.89,20.0,57203520.33,41.58,+,+,,,,,,-_14-03-2024 09:00:00,-_15-03-2024 09:00:00,,,+,,,-,+,+,,-,,,,5,2
CATES,19-04-2024,56.3,2.36,8.41,55.61,55.64,56.01,57.3,55.62,55.68,55.8,55.44,62.32,55.55,2030794.67,45.63,+,+,+,,,,,-_17-04-2024 09:00:00,-_19-04-2024 09:00:00,,,+,,,,,,,,,,+,5,0
USAK,19-04-2024,10.08,4.46,27.19,9.8,9.8,9.88,10.07,9.81,9.82,9.78,9.8,9.33,9.85,1802333.0,48.0,+,+,+,,,,,-_21-02-2024 09:00:00,-_26-02-2024 09:00:00,,,,+,,-,,,,+,,,,5,1
DYOBY,19-04-2024,43.98,5.37,273.92,42.81,42.22,41.06,39.36,42.97,41.99,42.83,41.81,30.7,43.23,1166915.0,69.02,+,,,,,,,+_07-03-2024 09:00:00,+_07-03-2024 09:00:00,,,+,,,+,,+,,,,+,,5,0
QNBFB,19-04-2024,273.0,2.63,-15.68,271.18,272.33,274.03,275.1,270.93,272.72,271.65,273.46,216.17,270.67,22555.33,49.03,+,+,,,,,,-_02-04-2024 09:00:00,-_15-04-2024 09:00:00,,,+,+,,-,,+,,,,,,5,1
ALBRK,19-04-2024,4.48,1.36,28.62,4.45,4.45,4.42,4.39,4.45,4.44,4.48,4.44,3.92,4.46,17176745.67,54.57,+,+,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,,,,,+,,5,0
GOODY,19-04-2024,20.3,2.63,82.58,20.04,20.05,20.23,20.61,20.05,20.08,20.05,19.91,20.83,20.07,1335066.0,45.53,+,+,+,,,,,-_25-03-2024 09:00:00,-_26-03-2024 09:00:00,,,+,,,-,,,,,+,,,5,1
AKSGY,19-04-2024,16.15,3.53,8.07,15.97,15.99,16.06,16.16,15.96,16.0,16.02,15.99,12.33,15.89,4216259.33,49.65,+,+,+,,,,,-_17-04-2024 09:00:00,-_22-03-2024 09:00:00,,,+,+,,-,,,,,,,,5,1
TTKOM,19-04-2024,39.16,10.0,-18.99,37.1,36.32,35.19,34.03,37.37,36.07,36.93,35.6,26.64,37.82,42644350.0,71.37,+,,,,,,,+_03-04-2024 09:00:00,+_03-04-2024 09:00:00,,,+,,,+,,+,,+,,,,5,0
INVEO,19-04-2024,43.54,1.54,0.33,43.39,43.2,42.95,43.01,43.42,43.13,43.56,42.89,40.62,43.22,1003555.67,51.13,+,+,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,+,+,,,-,,+,,-,,,,5,2
UMPAS,19-04-2024,11.88,4.03,25.29,11.82,11.85,11.87,11.86,11.81,11.86,11.85,11.93,8.47,11.67,154930.0,50.54,+,+,+,,,,,-_18-04-2024 09:00:00,-_18-04-2024 09:00:00,,,+,,,-,,+,,,,,,5,1
PAMEL,19-04-2024,135.7,1.27,-41.49,135.13,134.92,134.73,135.32,135.14,134.84,135.62,134.47,158.87,134.43,253398.33,49.61,+,+,+,,,,,+_08-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,,,-,,+,,-,,,,5,2
OYLUM,19-04-2024,10.85,2.07,14.83,10.75,10.71,10.71,10.77,10.76,10.71,10.77,10.64,8.5,10.77,1311062.0,50.88,+,+,+,,,,,+_09-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,+,,-,,,,,,,,5,1
VAKBN,19-04-2024,16.47,4.31,78.11,16.17,16.06,15.76,15.37,16.18,16.0,16.29,16.02,13.41,16.47,27449060.0,63.99,+,+,,,,,,+_26-03-2024 09:00:00,+_27-03-2024 09:00:00,,,+,+,,+,,,,,,,,5,0
EKSUN,19-04-2024,63.6,2.58,29.12,62.7,62.4,62.24,62.68,62.8,62.33,62.73,61.92,68.85,62.7,475377.0,51.28,+,+,+,,,+,,+_08-04-2024 09:00:00,+_19-04-2024 09:00:00,,,+,,,-,,,,,,,,5,1
YGYO,19-04-2024,5.64,9.94,83.26,5.29,5.24,5.24,5.29,5.33,5.23,5.23,5.16,3.9,5.62,4471688.33,57.01,,,+,+,+,+,+,+_19-04-2024 09:00:00,+_19-04-2024 09:00:00,,,,,,-,,,,,,,,5,1
OSMEN,19-04-2024,202.9,2.01,32.3,201.33,201.76,203.14,206.28,201.2,201.96,202.21,201.51,180.23,201.3,67433.33,46.51,+,+,,,,,,-_16-04-2024 09:00:00,-_12-03-2024 09:00:00,,,+,+,,-,,+,,,,,,5,1
ORCAY,19-04-2024,12.12,1.0,371.59,12.07,12.07,12.13,12.31,12.08,12.08,12.11,12.0,10.77,12.09,2716522.0,45.83,+,+,,+,,,,-_17-04-2024 09:00:00,-_21-03-2024 09:00:00,,,+,,,-,,,+,,,,,5,1
ERCB,19-04-2024,154.0,2.6,6.08,151.27,151.28,152.63,155.64,151.44,151.43,151.19,150.61,137.12,152.13,789222.0,47.31,,+,+,,,,+,+_19-04-2024 09:00:00,-_18-03-2024 09:00:00,,,,,,-,,,,+,+,,,5,1
EREGL,19-04-2024,41.22,1.93,37.0,40.83,40.88,41.13,41.7,40.83,40.92,40.92,40.79,41.69,40.87,69482364.0,45.15,+,+,+,,,,,-_16-04-2024 09:00:00,-_05-03-2024 09:00:00,,,+,,,-,,,,,,,,4,1
KGYO,19-04-2024,35.64,2.35,-28.26,35.46,35.52,35.5,35.69,35.4,35.51,35.81,35.59,40.67,35.18,297434.0,49.07,+,+,+,,,,,-_17-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,,,-,,,,,,,,4,1
KFEIN,19-04-2024,125.6,1.29,-27.29,124.93,125.76,128.35,132.73,124.84,126.19,124.86,125.74,88.75,124.57,888054.67,41.69,+,,,,,,,-_06-03-2024 09:00:00,-_12-03-2024 09:00:00,,,+,+,,-,,+,,,,,,4,1
CWENE,19-04-2024,305.25,4.99,158.69,295.71,291.86,287.87,286.36,297.2,290.82,293.83,287.84,282.38,295.08,1381933.33,59.71,+,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,+,,-,,,,4,1
GARAN,19-04-2024,78.7,6.35,54.29,75.14,74.2,72.9,71.2,75.56,73.92,74.56,73.52,54.89,76.92,27869500.33,70.39,,,,,,,,+_19-03-2024 09:00:00,+_20-03-2024 09:00:00,,,,,,+,,+,,+,,+,,4,0
DAGI,19-04-2024,8.55,4.14,317.8,8.32,8.22,8.13,8.09,8.36,8.19,8.28,8.09,7.92,8.46,1993895.33,59.36,,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,+,+,,,,,+,+,,,,,4,0
