Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
01-02-2024 13:00,8647.2,8649.74,8641.13,8642.76,63766872.0,XU100,7893.38,8546.31,8284.64,7665.96,+_03-01-2024 17:00:00,9.49,-,12.74,-,8555.16,8515.76,146.77,14.29,132.48,73.28,70.77,+,+,-0.05,-95.48,685222961.67,-,87.6,1.02,127.0,1.49,7996.7,8347.58,7915.48,8346.28,13426679822.0,293.95,-46.75,340.7,65.36,59.69,7915.21,7882.14,33.07,7882.79,4.37,16.85,13059599382.33,+,-,+,-,727.55,9.19,+,-,True,0.42,+,H_Wma9:H_Tk:H_Wma15,9.17,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 13:00,31.06,31.1,31.04,31.04,40901.0,A1CAP,30.95,30.78,29.93,27.2,+_25-01-2024 09:00:00,0.3,+,14.12,-,30.83,30.8,0.52,-0.02,0.55,65.17,66.5,-,-,-0.13,-94.07,357332.0,-,0.21,0.67,0.24,0.78,28.36,31.28,28.02,30.68,8477646.0,-2.71,,,44.8,41.6,28.68,29.98,1.3,34.9,8.26,26.67,7174876.33,+,-,-,-,2.36,8.21,+,-,True,-4.33,-,H_Tk:H_Wma15:H_Wma9,8.21,-,,,,,,,,+_31-01-2024 09:00:00,+,,,,
01-02-2024 13:00,133.0,133.0,132.1,132.2,2954.0,ACSEL,120.5,130.05,126.75,112.38,+_25-01-2024 13:00:00,9.71,-,17.64,-,131.21,129.11,3.61,0.82,2.79,71.82,66.77,+,+,-0.68,-98.57,87320.67,-,0.99,0.76,3.09,2.39,117.3,127.1,115.2,122.9,1842334.0,10.92,-5.18,16.1,56.26,67.93,120.19,123.94,3.76,126.38,4.86,89.89,1558563.0,-,-,+,-,12.01,10.0,+,-,True,-3.03,-,H_Tk:H_Wma15:H_Wma9,9.91,-,,,,,,,,+_30-01-2024 09:00:00,+,,,,
01-02-2024 13:00,493.75,496.25,490.25,490.5,19798.0,ADEL,407.64,454.75,424.25,358.62,+_24-01-2024 13:00:00,20.33,-,36.77,-,460.76,446.18,27.48,7.69,19.78,79.33,73.93,+,+,-0.66,-95.12,169993.67,-,29.74,6.46,44.32,9.93,360.0,416.0,352.25,394.0,1993758.0,-0.71,-21.01,20.3,49.05,50.04,375.51,396.86,21.36,498.12,10.21,72.62,1992983.67,-,-,-,-,114.99,30.62,+,-,True,-5.38,-,H_Tk:H_Wma15:H_Wma9,30.56,-,,,,,,,,+_30-01-2024 17:00:00,+,,,,
01-02-2024 13:00,2.35,2.36,2.35,2.35,261566.0,ADESE,2.1,2.33,2.4,2.08,-_26-01-2024 13:00:00,11.83,-,12.71,-,2.33,2.32,0.0,-0.0,0.01,55.31,49.02,-,+,0.0,-99.28,19104800.0,-,0.02,1.0,0.03,1.25,2.31,2.53,2.29,2.31,375651650.0,0.09,0.02,0.07,63.11,53.67,2.08,2.05,0.03,2.18,0.0,-2.9,346234641.0,+,+,+,-,0.27,12.93,+,-,False,1.65,-,H_Tk:H_Wma9:H_Wma15,12.93,-,,,,,,,,+_31-01-2024 09:00:00,+,,,,
01-02-2024 13:00,33.8,33.84,33.7,33.7,57654.0,ADGYO,31.4,34.45,33.08,29.48,+_18-01-2024 09:00:00,7.34,-,14.31,-,33.71,33.45,0.82,0.03,0.79,63.14,64.45,+,-,-0.3,-97.09,857271.0,-,0.01,0.03,0.25,0.75,31.46,35.0,29.86,32.0,37702095.0,,,,50.6,,30.51,31.96,1.46,,0.95,152.93,21471332.0,+,-,+,-,3.19,10.47,+,-,True,-4.56,-,H_Wma15:H_Wma9:H_Tk,10.47,-,,,,,,-,,-_01-02-2024 13:00:00,+,,,,
01-02-2024 13:00,150.0,150.0,149.6,149.8,260058.0,AEFES,124.45,143.8,140.3,131.1,+_26-01-2024 13:00:00,20.37,-,14.26,-,144.89,143.21,3.44,0.93,2.51,71.87,65.37,+,+,-0.07,-88.27,976747.67,-,4.91,3.39,6.59,4.6,135.0,139.5,130.6,139.1,10419057.0,12.73,1.41,11.32,69.41,64.56,132.86,127.24,5.62,116.7,3.27,35.9,11345630.33,-,+,+,+,16.94,12.75,+,-,True,4.42,-,H_Wma9:H_Wma15:H_Tk,12.6,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 13:00,12.82,12.84,12.73,12.79,445352.0,AFYON,12.18,12.54,12.28,11.14,+_12-01-2024 13:00:00,4.97,-,14.86,-,12.59,12.52,0.22,0.02,0.2,67.67,65.78,+,+,-0.31,-92.94,2593166.67,-,0.2,1.57,0.27,2.15,11.61,12.52,11.61,12.46,42790384.0,0.27,-0.38,0.65,52.58,51.47,11.74,12.09,0.35,14.17,7.32,46.89,31428383.67,+,-,+,-,1.05,8.93,+,-,True,-2.92,-,H_Tk:H_Wma15:H_Wma9,8.42,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 13:00,58.7,59.2,58.6,58.85,13454.0,AGESA,56.46,58.58,57.02,57.35,+_22-01-2024 09:00:00,4.23,-,2.62,-,58.48,58.25,0.8,0.09,0.71,65.09,64.12,+,+,0.26,-96.26,175245.0,-,0.37,0.64,0.6,1.03,55.1,57.7,54.3,56.9,2852219.0,2.21,-1.36,3.57,53.15,54.06,55.63,56.17,0.54,64.25,3.45,2.14,2918780.0,+,-,+,-,3.22,5.79,+,-,False,-0.97,-,H_Tk:H_Wma15:H_Wma9,5.34,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 13:00,232.7,233.1,232.3,232.4,34428.0,AGHOL,210.04,234.55,228.45,205.7,+_26-01-2024 13:00:00,10.64,-,12.98,-,232.51,232.54,3.32,-0.21,3.53,59.18,65.93,-,-,-0.13,-91.95,240549.33,-,0.11,0.05,0.14,0.06,220.9,230.4,215.3,229.0,3643446.0,15.97,-1.43,17.4,64.84,59.61,214.32,211.39,2.93,218.45,2.74,24.53,3271136.0,+,-,+,-,18.08,8.44,+,-,True,1.39,-,H_Tk:H_Wma9:H_Wma15,8.39,-,,,,,,,-,-_31-01-2024 09:00:00,-,-,,,
01-02-2024 13:00,27.1,27.6,26.98,27.5,382775.0,AGROT,13.66,25.6,23.03,14.58,+_05-01-2024 13:00:00,101.32,-,88.68,-,27.06,25.96,2.55,0.28,2.27,83.2,83.0,+,+,1.48,-96.51,4162185.33,-,0.44,1.62,1.54,5.93,18.15,22.04,17.5,21.44,77283117.0,,,,,,15.7,,,,18.13,-17.08,79078800.33,+,-,-,-,11.8,75.14,+,-,False,,-,H_Wma9:H_Wma15:H_Tk,71.83,-,,,,,,,,+_24-01-2024 17:00:00,+,,,,
01-02-2024 13:00,9.34,9.34,9.33,9.34,20976.0,AGYO,8.79,9.28,9.64,8.99,-_26-01-2024 17:00:00,6.31,-,3.89,-,9.35,9.34,-0.09,-0.02,-0.07,43.61,42.15,-,-,0.0,-97.56,450829.33,-,0.01,0.07,0.0,0.05,10.0,10.21,9.47,9.5,16022615.0,1.06,-0.05,1.11,62.6,63.71,9.24,9.0,0.24,8.56,-3.06,-27.57,17744014.67,-,-,+,+,0.1,1.1,+,+,False,2.66,-,H_Wma9:H_Wma15:H_Tk,0.99,+,,,,,,,,-_01-02-2024 09:00:00,-,+,,,
01-02-2024 13:00,12.76,12.76,12.74,12.75,51361.0,AHGAZ,11.78,12.74,12.5,10.38,+_12-01-2024 13:00:00,8.24,-,22.83,-,12.74,12.71,0.32,-0.05,0.37,72.19,78.57,-,-,-0.08,-98.2,1579072.33,-,0.01,0.05,0.04,0.29,12.23,12.96,12.04,12.58,88125512.0,-0.06,-0.22,0.16,55.9,49.52,11.37,11.67,0.3,12.01,3.97,32.59,65227696.0,+,-,+,-,1.38,12.16,+,-,True,-2.56,-,H_Tk:H_Wma15:H_Wma9,12.07,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 13:00,40.24,40.32,40.24,40.3,1571627.0,AKBNK,36.78,39.8,39.6,39.56,+_31-01-2024 09:00:00,9.58,-,1.87,+,39.95,39.94,-0.11,0.05,-0.17,51.95,47.62,+,+,0.1,-96.29,22726904.0,-,0.35,0.88,0.36,0.9,40.56,41.4,37.8,40.32,552672161.0,4.04,0.54,3.5,65.76,65.3,39.45,37.41,2.03,35.89,-1.47,13.88,606900766.67,+,+,+,+,0.85,2.17,+,-,False,5.43,-,H_Wma9:H_Wma15:H_Tk,2.01,-,,YukariDondu,,,,,,+_01-02-2024 09:00:00,+,+,,,
01-02-2024 13:00,176.3,176.8,176.0,176.8,28722.0,AKCNS,152.2,169.95,167.45,146.4,+_28-12-2023 17:00:00,16.16,-,20.77,-,173.21,171.03,4.26,0.69,3.57,72.27,66.97,+,+,0.34,-94.58,222032.67,-,3.59,2.07,5.77,3.37,162.2,166.5,157.1,165.7,3484504.0,9.93,-2.0,11.93,63.81,59.39,150.44,150.55,0.11,160.75,2.28,-29.52,4867980.67,-,-,+,-,26.36,17.53,+,-,False,-0.07,+,H_Tk:H_Wma15:H_Wma9,16.99,-,,,,,,,,+_30-01-2024 09:00:00,+,,,,
01-02-2024 13:00,4.99,4.99,4.96,4.96,100247.0,AKENR,4.75,4.91,4.78,4.46,+_24-01-2024 09:00:00,4.47,-,11.09,-,4.92,4.92,0.1,-0.01,0.11,62.74,64.76,-,-,-0.6,-96.06,1139526.0,-,0.04,0.79,0.04,0.8,4.4,5.18,4.37,4.91,44284778.0,-0.16,-0.08,-0.09,51.13,45.47,4.5,4.65,0.15,5.58,12.36,134.6,24927192.67,+,-,+,-,0.46,10.14,+,-,True,-3.19,-,H_Tk:H_Wma15:H_Wma9,10.14,-,,,,,,,,+_31-01-2024 09:00:00,+,+,,,
01-02-2024 13:00,2.11,2.11,2.1,2.11,11379175.0,AKFGY,2.05,2.06,2.0,1.84,+_23-01-2024 09:00:00,2.71,-,14.36,-,2.07,2.06,0.04,0.0,0.04,66.91,64.82,+,+,0.0,-88.01,43146201.67,-,0.04,1.91,0.05,2.28,1.87,2.11,1.87,2.08,777369968.0,-0.11,-0.03,-0.07,48.2,44.77,1.95,2.02,0.07,2.26,11.23,35.54,593047467.67,+,-,-,-,0.16,8.07,+,-,False,-3.54,-,H_Tk:H_Wma15:H_Wma9,7.56,-,,,,,,,,+_31-01-2024 13:00:00,+,,,,
