Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
13-02-2024 10:00,ASUZU,76.35,78.35,75.85,78.25,1110625.0,0.1,1.9,0.09,2011.11,1.9,258528.7,329.59,True,0,,73.25,ATH
13-02-2024 10:00,KTLEV,85.15,92.75,84.75,92.2,872947.0,0.55,7.05,0.55,1181.82,7.05,145133.5,501.48,True,0,,80.75,93.9
13-02-2024 10:00,MOBTL,5.5,5.55,5.42,5.55,4609444.0,0.0,0.05,0.0,1566.67,0.05,1953940.2,135.91,True,0,,5.24,5.62
13-02-2024 10:00,MNDTR,18.06,18.29,17.81,18.24,629206.0,0.05,0.18,0.0,5.0665495807917896e+16,0.18,286445.9,119.66,True,0,,16.18,18.45
13-02-2024 10:00,ANSGR,66.05,68.9,65.8,68.25,1774245.0,0.65,2.2,0.33,566.67,2.2,443060.6,300.45,True,0,,64.25,68.85
13-02-2024 10:00,MARBL,25.74,26.64,25.54,26.64,2371221.0,0.0,0.9,0.09,900.0,0.9,344856.7,587.6,True,0,,19.82,ATH
13-02-2024 10:00,MAKTK,6.68,7.13,6.67,7.01,8708425.0,0.12,0.33,0.04,704.88,0.33,2026664.7,329.69,True,0,,6.33,ATH
13-02-2024 10:00,ARZUM,49.48,53.4,47.1,52.65,1738515.0,0.75,3.17,0.19,1551.04,3.17,458139.7,279.47,True,0,,37.28,ATH
13-02-2024 10:00,ETYAT,14.16,14.25,13.69,14.25,917261.0,0.0,0.09,0.01,900.0,0.09,116503.2,687.33,True,0,,9.48,ATH
13-02-2024 10:00,AVHOL,47.16,55.6,46.52,55.6,5206085.0,0.0,8.44,0.84,900.0,8.44,641052.9,712.11,True,0,,50.55,67.95
13-02-2024 10:00,PAPIL,120.6,126.0,119.2,125.0,1762995.0,1.0,4.4,1.48,197.3,4.4,609570.5,189.22,True,0,,104.0,ATH
13-02-2024 10:00,KIMMR,10.62,10.64,10.4,10.64,5246343.0,0.0,0.02,0.0,900.0,0.02,695104.1,654.76,True,0,,7.87,ATH
13-02-2024 10:00,KARYE,63.5,66.4,63.0,66.4,1575370.0,0.0,2.9,0.34,765.67,2.9,267705.9,488.47,True,0,,48.0,ATH
13-02-2024 10:00,ISYAT,12.41,12.7,12.2,12.7,11036849.0,0.0,0.29,0.03,900.0,0.29,1242385.6,788.36,True,0,,10.42,ATH
13-02-2024 10:00,ISMEN,39.26,41.4,38.72,40.8,7960480.0,0.6,1.54,0.33,372.39,1.54,2296933.9,246.57,True,0,,35.36,ATH
13-02-2024 10:00,INFO,15.99,16.35,15.9,16.27,844531.0,0.08,0.28,0.03,723.53,0.28,290331.3,190.89,True,0,,15.65,16.3
13-02-2024 10:00,GLCVY,43.78,45.6,43.74,45.54,574774.0,0.06,1.76,0.13,1275.0,1.76,157123.9,265.81,True,0,,42.56,46.32
13-02-2024 10:00,GOODY,22.36,23.06,22.26,23.0,995902.0,0.06,0.64,0.06,900.0,0.64,260403.1,282.45,True,0,,21.84,ATH
13-02-2024 10:00,NIBAS,20.16,21.94,20.02,21.94,1776107.0,0.0,1.78,0.16,1026.58,1.78,298683.3,494.65,True,0,,19.62,ATH
13-02-2024 10:00,TDGYO,9.32,9.89,9.3,9.86,3757700.0,0.03,0.54,0.06,815.25,0.54,1004443.3,274.11,True,0,,7.93,ATH
13-02-2024 10:00,REEDR,47.4,49.36,46.5,49.1,34495003.0,0.26,1.7,0.19,804.26,1.7,7590776.7,354.43,True,0,,40.0,ATH
13-02-2024 10:00,VERTU,48.36,49.74,47.46,49.7,499072.0,0.04,1.34,0.07,1761.11,1.34,158319.8,215.23,True,0,,48.64,49.8
13-02-2024 10:00,EDATA,23.2,24.32,22.92,24.02,2487594.0,0.3,0.82,0.22,272.73,0.82,835247.0,197.83,True,0,,20.9,ATH
13-02-2024 10:00,AGROT,40.02,43.22,40.0,43.0,4822403.0,0.22,2.98,0.43,586.64,2.98,1285237.7,275.21,True,0,,26.38,ATH
12-02-2024 17:00,ADESE,2.81,2.98,2.8,2.97,40886509.0,0.01,0.16,0.02,700.0,0.16,10578158.3,286.52,True,0,,2.73,ATH
