Tarih,Hisse,open,high,low,close,volume,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,rsi,sma14,Rsi/Sma,TK,KJ,SPA,SPB,CS,PP,R1,S1,R2,S2,VolMov,FISHERT_9_1,FISHERTs_9_1,FSignal,%Deg,%Vol,S_Ort5UA,S_Ort8UA,S_Ort13UA,Kes_5_8,Kes_5_13,Kes_5_21,S_OrtKes,S_W_OrtKes,S_TkKjKes,S_OrtUA,S_TKUA,S_SPBUA,S_CSPUA,S_200UA,S_PPUA,S_VolUA,Macd_K,Rsi_K,DI_K,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,EMA_4,WMA_4,HMA_4,EMA_5,WMA_5,HMA_5,EMA_8,WMA_8,HMA_8,EMA_9,WMA_9,HMA_9,EMA_13,WMA_13,HMA_13,EMA_15,WMA_15,HMA_15,EMA_21,WMA_21,HMA_21,EMA_34,WMA_34,HMA_34,EMA_55,WMA_55,HMA_55,EMA_89,WMA_89,HMA_89,EMA_100,WMA_100,HMA_100,EMA_200,WMA_200,HMA_200,EMA_4x9,WMA_4x9,HMA_4x9,EMA_5x21,WMA_5x21,HMA_5x21,EMA_9x15,WMA_9x15,HMA_9x15,RSI,position,Entry,Exit,EMA_4x9_Tarih,EMA_4x9_Id,EMA_4x9_Close,EMA_4x9_High,EMA_4x9_Degisim(%),EMA_4x9_EnYuksekDegisim(%),EMA_4x9_kacgunOnce,WMA_4x9_Tarih,WMA_4x9_Id,WMA_4x9_Close,WMA_4x9_High,WMA_4x9_Degisim(%),WMA_4x9_EnYuksekDegisim(%),WMA_4x9_kacgunOnce,HMA_4x9_Tarih,HMA_4x9_Id,HMA_4x9_Close,HMA_4x9_High,HMA_4x9_Degisim(%),HMA_4x9_EnYuksekDegisim(%),HMA_4x9_kacgunOnce,EMA_5x21_Tarih,EMA_5x21_Id,EMA_5x21_Close,EMA_5x21_High,EMA_5x21_Degisim(%),EMA_5x21_EnYuksekDegisim(%),EMA_5x21_kacgunOnce,WMA_5x21_Tarih,WMA_5x21_Id,WMA_5x21_Close,WMA_5x21_High,WMA_5x21_Degisim(%),WMA_5x21_EnYuksekDegisim(%),WMA_5x21_kacgunOnce,HMA_5x21_Tarih,HMA_5x21_Id,HMA_5x21_Close,HMA_5x21_High,HMA_5x21_Degisim(%),HMA_5x21_EnYuksekDegisim(%),HMA_5x21_kacgunOnce,EMA_9x15_Tarih,EMA_9x15_Id,EMA_9x15_Close,EMA_9x15_High,EMA_9x15_Degisim(%),EMA_9x15_EnYuksekDegisim(%),EMA_9x15_kacgunOnce,WMA_9x15_Tarih,WMA_9x15_Id,WMA_9x15_Close,WMA_9x15_High,WMA_9x15_Degisim(%),WMA_9x15_EnYuksekDegisim(%),WMA_9x15_kacgunOnce,HMA_9x15_Tarih,HMA_9x15_Id,HMA_9x15_Close,HMA_9x15_High,HMA_9x15_Degisim(%),HMA_9x15_EnYuksekDegisim(%),HMA_9x15_kacgunOnce,A,S,Ort_Sira,Ort_Destek_Direnc,rsi_uyumsuzluk
07-05-2024,ALVES,58.0,60.45,57.6,59.55,7429520.0,58.8,58.84,58.85,58.55,58.77,58.85,59.04,58.8,54.63,0.64,-0.32,0.96,12.58,24.56,19.04,52.46,51.47,+,59.97,63.92,54.09,47.44,75.2,59.2,60.8,57.95,62.05,56.35,6686642.0,-0.13,0.0,0,4.57,26.72,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,+,+,+,,,+,,-_06-05-2024 09:00:00,+_07-05-2024 09:00:00,,,+,,,,,+,,,,+,,58.77,58.42,58.13,58.8,58.57,57.87,58.84,59.1,57.58,58.85,59.04,57.93,58.92,58.83,59.2,58.98,58.8,59.4,59.19,58.74,,,,,,,,,,,,,,,,,,,+,,,,,,,50.36,0,False,False,-_06-05-2024 09:00,19,56.950001,60.45,4.57,6.15,1,-_06-05-2024 09:00,19,56.950001,60.45,4.57,6.15,1,+_07-05-2024 09:00,20,59.55,60.45,0.0,1.51,0,,,,,,,,,,,,,,,,,,,,,,-_03-05-2024 09:00,18,57.950001,60.45,2.76,4.31,2,+_29-04-2024 09:00,15,63.0,65.949997,-5.48,4.68,5,-_06-05-2024 09:00,19,56.950001,60.45,4.57,6.15,1,7,0,5_8_13_21 < BIST:ALVES:59.55,58.8_58.84_58.92_59.19 < BIST:ALVES:59.55,
07-05-2024,BLCYT,19.79,20.98,19.79,20.72,1930396.0,20.57,20.33,19.88,19.33,20.62,20.24,20.56,20.12,16.46,0.88,0.18,0.7,36.51,29.77,13.03,59.31,62.44,-,20.58,19.4,17.88,17.84,16.58,20.5,21.2,20.01,21.69,19.31,3563970.0,1.59,2.13,0,4.7,-56.73,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,+,+,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,+,,+,,,,,,20.62,20.78,20.11,20.57,20.77,20.15,20.33,20.63,20.98,20.24,20.56,21.19,19.88,20.27,21.24,19.72,20.12,21.28,19.33,19.69,21.23,18.79,18.88,20.81,18.28,18.49,19.48,17.82,18.06,18.75,17.72,17.87,,,,,,,,,,-,,,-,59.31,0,False,False,+_05-04-2024 09:00,83,17.73,22.799999,16.86,28.6,17,+_05-04-2024 09:00,83,17.73,22.799999,16.86,28.6,17,-_06-05-2024 09:00,99,19.790001,22.5,4.7,13.69,1,+_08-04-2024 09:00,84,18.5,22.799999,12.0,23.24,16,+_05-04-2024 09:00,83,17.73,22.799999,16.86,28.6,17,-_07-05-2024 09:00,100,20.72,20.98,0.0,1.25,0,+_08-04-2024 09:00,84,18.5,22.799999,12.0,23.24,16,+_05-04-2024 09:00,83,17.73,22.799999,16.86,28.6,17,-_07-05-2024 09:00,100,20.72,20.98,0.0,1.25,0,6,0,100_89_55_34_21_13_8_5 < BIST:BLCYT:20.72,17.72_17.82_18.28_18.79_19.33_19.88_20.33_20.57 < BIST:BLCYT:20.72,
07-05-2024,AYEN,33.0,35.08,32.78,35.08,2451579.0,32.99,32.26,31.34,30.38,33.3,32.05,32.52,31.6,28.85,1.52,0.49,1.03,39.52,31.94,8.7,69.08,62.69,+,31.88,30.25,28.01,27.77,27.18,34.31,35.85,33.55,36.61,32.01,3262062.33,2.46,2.12,0,9.97,-18.89,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,+,,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,+,,,,+,,33.3,33.6,33.81,32.99,33.28,34.1,32.26,32.66,33.98,32.05,32.52,33.83,31.34,31.91,33.48,31.06,31.6,33.48,30.38,30.86,33.21,29.52,29.69,32.2,28.75,28.92,30.55,28.0,28.51,28.96,27.82,28.28,,,,,,,-,,,,,,+,69.09,0,False,False,+_05-04-2024 09:00,83,27.860001,35.08,25.92,25.92,17,+_05-04-2024 09:00,83,27.860001,35.08,25.92,25.92,17,-_07-05-2024 09:00,100,35.08,35.08,0.0,0.0,0,+_05-04-2024 09:00,83,27.860001,35.08,25.92,25.92,17,+_29-03-2024 09:00,78,28.0,35.08,25.29,25.29,22,+_03-05-2024 09:00,98,33.580002,35.08,4.47,4.47,2,+_05-04-2024 09:00,83,27.860001,35.08,25.92,25.92,17,+_29-03-2024 09:00,78,28.0,35.08,25.29,25.29,22,+_07-05-2024 09:00,100,35.08,35.08,0.0,0.0,0,5,0,100_89_55_34_21_13_8_5 < BIST:AYEN:35.08,27.82_28.0_28.75_29.52_30.38_31.34_32.26_32.99 < BIST:AYEN:35.08,
07-05-2024,ANSGR,88.85,90.55,87.7,90.4,927909.0,89.42,88.72,87.14,84.61,89.57,88.43,89.39,88.39,58.36,4.22,0.12,4.1,40.59,33.38,12.22,70.6,71.53,-,90.2,80.2,72.29,70.85,71.0,89.55,91.4,88.55,92.4,86.7,2122366.0,1.29,2.02,0,1.74,-42.79,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,+,,,,,,,+_03-04-2024 09:00:00,+_04-04-2024 09:00:00,,,+,+,,+,,,,,,,,89.57,89.56,89.56,89.42,89.59,89.5,88.72,89.48,89.51,88.43,89.39,89.66,87.14,88.8,90.43,86.48,88.39,90.73,84.61,86.99,91.63,81.41,83.19,92.27,77.86,79.6,88.68,74.03,76.31,84.31,73.09,75.39,,,,,,,,,,,,,,70.62,0,False,False,+_03-04-2024 09:00,81,71.599998,94.5,26.26,31.98,19,+_02-04-2024 09:00,80,72.199997,94.5,25.21,30.89,20,-_02-05-2024 09:00,97,90.5,94.5,-0.11,4.42,3,+_04-04-2024 09:00,82,73.5,94.5,22.99,28.57,18,+_04-04-2024 09:00,82,73.5,94.5,22.99,28.57,18,-_25-04-2024 09:00,93,86.400002,94.5,4.63,9.37,7,+_05-04-2024 09:00,83,80.550003,94.5,12.23,17.32,17,+_05-04-2024 09:00,83,80.550003,94.5,12.23,17.32,17,-_29-04-2024 09:00,95,89.75,94.5,0.72,5.29,5,4,0,100_89_55_34_21_13_8_5 < BIST:ANSGR:90.4,73.09_74.03_77.86_81.41_84.61_87.14_88.72_89.42 < BIST:ANSGR:90.4,
07-05-2024,AKBNK,60.25,61.15,60.1,60.3,18541352.0,59.86,59.52,58.6,56.67,59.96,59.37,59.67,59.51,38.13,3.33,-0.34,3.67,48.19,29.74,12.48,64.31,68.11,-,59.4,53.5,43.72,43.19,45.28,60.52,60.93,59.88,61.57,59.47,46739366.33,0.13,-0.14,1,0.08,-56.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,,,,,,,,+_19-03-2024 09:00:00,+_19-03-2024 09:00:00,,,,+,,+,,-,,+,,,,59.96,60.02,60.59,59.86,59.89,60.68,59.52,59.71,60.18,59.37,59.67,60.05,58.6,59.63,59.87,58.14,59.51,59.88,56.67,58.9,60.49,53.79,56.13,62.67,50.43,52.14,62.35,47.01,48.52,57.72,46.2,47.69,,,,,,,,,,+,,,+,64.31,0,False,False,+_19-03-2024 09:00,70,42.32,63.299999,42.49,49.57,30,+_03-05-2024 09:00,98,60.049999,61.15,0.42,1.83,2,+_06-05-2024 09:00,99,60.25,61.15,0.08,1.49,1,+_19-03-2024 09:00,70,42.32,63.299999,42.49,49.57,30,+_20-03-2024 09:00,71,42.639999,63.299999,41.42,48.45,29,+_07-05-2024 09:00,100,60.3,61.15,0.0,1.41,0,+_19-03-2024 09:00,70,42.32,63.299999,42.49,49.57,30,+_12-03-2024 09:00,65,43.779999,63.299999,37.73,44.59,35,+_07-05-2024 09:00,100,60.3,61.15,0.0,1.41,0,3,1,100_89_55_34_21_13_8_5 < BIST:AKBNK:60.3,46.2_47.01_50.43_53.79_56.67_58.6_59.52_59.86 < BIST:AKBNK:60.3,
07-05-2024,ASUZU,115.4,118.8,114.2,115.0,1963376.0,114.82,114.0,111.66,107.15,114.94,113.61,114.88,113.81,77.41,7.7,-0.49,8.19,42.84,30.22,12.33,65.06,68.19,-,115.75,103.55,77.17,74.88,92.35,116.0,117.8,113.2,120.6,111.4,2429189.0,0.57,0.61,0,0.52,-27.2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,+,,,,,,,+_15-03-2024 09:00:00,+_18-03-2024 09:00:00,,,+,,,+,,,,,,,,114.94,114.91,114.33,114.82,115.17,114.02,114.0,115.13,115.02,113.61,114.88,115.81,111.66,114.22,116.93,110.55,113.81,116.93,107.15,111.75,117.95,100.74,105.78,120.59,93.69,96.97,119.09,87.31,89.09,108.88,85.97,87.28,,,,,,,,,,,,,-,65.07,0,False,False,+_15-03-2024 09:00,68,74.199997,125.0,54.99,68.46,32,+_29-04-2024 09:00,95,118.6,125.0,-3.04,5.4,5,-_03-05-2024 09:00,98,114.5,119.0,0.44,3.93,2,+_18-03-2024 09:00,69,75.349998,125.0,52.62,65.89,31,+_18-03-2024 09:00,69,75.349998,125.0,52.62,65.89,31,-_03-05-2024 09:00,98,114.5,119.0,0.44,3.93,2,+_19-03-2024 09:00,70,76.5,125.0,50.33,63.4,30,+_18-03-2024 09:00,69,75.349998,125.0,52.62,65.89,31,-_07-05-2024 09:00,100,115.0,118.8,0.0,3.3,0,3,0,100_89_55_34_21_13_8_5 < BIST:ASUZU:115.0,100.74_107.15_111.66_114.0_114.82_85.97_87.31_93.69 < BIST:ASUZU:115.0,
07-05-2024,AYES,61.8,61.8,61.8,61.8,246298.0,54.34,51.64,48.98,46.8,55.6,50.97,52.0,49.05,34.85,3.42,1.84,1.58,27.23,62.33,14.07,80.17,60.01,+,52.32,48.65,44.13,38.26,41.0,61.8,61.8,61.8,61.8,61.8,172774.67,3.17,2.87,0,9.96,59.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,+_09-04-2024 09:00:00,+_18-04-2024 09:00:00,,,,,,+,,+,+,,,,,55.6,56.45,61.32,54.34,55.19,62.38,51.64,52.66,58.23,50.97,52.0,57.08,48.98,49.88,55.55,48.28,49.05,54.9,46.8,47.22,52.33,44.98,45.04,48.74,43.03,44.43,44.4,40.76,42.43,45.42,40.2,41.63,,,,,,,,,,,,,,80.2,0,False,False,+_09-04-2024 09:00,85,44.48,61.8,38.94,38.94,15,+_22-04-2024 09:00,91,43.0,61.8,43.72,43.72,9,+_06-05-2024 09:00,99,56.200001,61.8,9.96,9.96,1,+_18-04-2024 09:00,89,41.799999,61.8,47.85,47.85,11,+_09-04-2024 09:00,85,44.48,61.8,38.94,38.94,15,+_18-04-2024 09:00,89,41.799999,61.8,47.85,47.85,11,+_22-04-2024 09:00,91,43.0,61.8,43.72,43.72,9,+_09-04-2024 09:00,85,44.48,61.8,38.94,38.94,15,+_25-04-2024 09:00,93,44.099998,61.8,40.14,40.14,7,3,0,100_89_55_34_21_13_8_5 < BIST:AYES:61.8,40.2_40.76_43.03_44.98_46.8_48.98_51.64_54.34 < BIST:AYES:61.8,
07-05-2024,BNTAS,12.24,12.6,12.2,12.45,1233844.0,12.42,12.55,12.75,12.93,12.39,12.6,12.44,12.68,9.72,-0.26,-0.13,-0.13,14.97,16.25,18.83,44.38,46.51,-,12.93,13.23,14.16,11.43,15.18,12.42,12.63,12.23,12.82,12.02,2504386.67,-2.65,-2.61,0,1.72,-63.2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,+,,,,,,,-_18-04-2024 09:00:00,-_24-04-2024 09:00:00,,,+,,,-,,+,,,,,,12.39,12.34,12.37,12.42,12.32,12.37,12.55,12.41,12.21,12.6,12.44,12.14,12.75,12.6,12.07,12.81,12.68,12.06,12.93,12.89,12.17,12.94,13.12,12.61,12.55,13.26,12.9,11.71,12.66,14.05,11.47,12.33,,,,,,,,,,+,,,+,44.38,0,False,False,-_18-04-2024 09:00,89,13.5,13.91,-7.78,3.04,11,-_17-04-2024 09:00,88,13.1,14.21,-4.96,8.47,12,+_03-05-2024 09:00,98,12.3,12.75,1.22,3.66,2,-_24-04-2024 09:00,92,12.95,13.87,-3.86,7.1,8,-_19-04-2024 09:00,90,13.27,13.87,-6.18,4.52,10,+_07-05-2024 09:00,100,12.45,12.6,0.0,1.2,0,-_19-04-2024 09:00,90,13.27,13.87,-6.18,4.52,10,-_25-04-2024 09:00,93,12.87,13.1,-3.26,1.79,7,+_07-05-2024 09:00,100,12.45,12.6,0.0,1.2,0,3,1,100_89_5 < BIST:BNTAS:12.45 < 8_55_13_21_34,11.47_11.71_12.42 < BIST:BNTAS:12.45 < 12.55_12.75_12.93_12.94,
07-05-2024,ATEKS,165.2,167.3,159.7,162.5,66752.0,158.3,156.98,155.33,153.59,158.98,156.62,156.76,156.44,120.35,2.75,0.89,1.86,18.42,27.38,16.75,57.2,53.78,+,161.75,152.75,162.38,156.08,137.7,163.17,166.63,159.03,170.77,155.57,106196.67,0.06,-0.11,1,0.74,-60.18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,,,,,,,,+_06-05-2024 09:00:00,+_09-04-2024 09:00:00,,,,+,,+,,-,,+,,,,158.98,159.63,163.8,158.3,158.35,164.99,156.98,156.71,160.78,156.62,156.76,158.45,155.33,156.79,155.53,154.79,156.44,155.61,153.59,154.96,158.19,151.75,151.12,159.75,147.77,152.52,150.29,140.34,149.31,153.25,138.14,146.49,,,,,,,,,,,,,+,57.2,0,False,False,+_06-05-2024 09:00,99,161.3,167.3,0.74,3.72,1,+_06-05-2024 09:00,99,161.3,167.3,0.74,3.72,1,+_03-05-2024 09:00,98,155.2,167.3,4.7,7.8,2,+_09-04-2024 09:00,85,154.2,177.0,5.38,14.79,15,+_06-05-2024 09:00,99,161.3,167.3,0.74,3.72,1,+_06-05-2024 09:00,99,161.3,167.3,0.74,3.72,1,+_15-04-2024 09:00,86,149.89999,177.0,8.41,18.08,14,+_08-04-2024 09:00,84,149.89999,177.0,8.41,18.08,16,+_07-05-2024 09:00,100,162.5,167.3,0.0,2.95,0,3,1,100_89_55_34_21_13_8_5 < BIST:ATEKS:162.5,138.14_140.34_147.77_151.75_153.59_155.33_156.98_158.3 < BIST:ATEKS:162.5,
07-05-2024,BAKAB,55.45,56.9,54.8,56.6,130211.0,55.3,54.59,53.41,51.75,55.56,54.36,54.74,54.31,38.97,2.72,0.28,2.44,37.7,24.32,8.03,67.28,68.48,-,54.7,49.12,46.23,46.29,43.64,56.1,57.4,55.3,58.2,54.0,386859.67,1.37,1.08,0,2.07,-73.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,+,,+,,,,,,55.56,55.91,56.56,55.3,55.56,56.88,54.59,54.85,56.58,54.36,54.74,56.29,53.41,54.51,55.38,52.96,54.31,55.21,51.75,53.22,55.92,49.87,50.61,56.79,47.91,48.73,53.45,45.85,47.15,50.64,45.34,46.61,,,,,,,,,,,,,,67.29,0,False,False,+_08-04-2024 09:00,84,47.200001,57.549999,19.92,21.93,16,+_03-05-2024 09:00,98,56.599998,57.549999,0.0,1.68,2,+_30-04-2024 09:00,96,52.450001,57.549999,7.91,9.72,4,+_08-04-2024 09:00,84,47.200001,57.549999,19.92,21.93,16,+_08-04-2024 09:00,84,47.200001,57.549999,19.92,21.93,16,+_06-05-2024 09:00,99,55.450001,57.549999,2.07,3.79,1,+_09-04-2024 09:00,85,48.599998,57.549999,16.46,18.42,15,+_08-04-2024 09:00,84,47.200001,57.549999,19.92,21.93,16,+_06-05-2024 09:00,99,55.450001,57.549999,2.07,3.79,1,2,0,100_89_55_34_21_13_8_5 < BIST:BAKAB:56.6,45.34_45.85_47.91_49.87_51.75_53.41_54.59_55.3 < BIST:BAKAB:56.6,
