Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
MEGAP,08-04-2024,4.96,6.67,-65.79,4.87,4.87,4.86,4.85,4.86,4.87,4.89,4.89,2.88,4.88,22313394.67,52.98,+,+,+,,+,+,,-_01-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,-,,,,,,+,,8,1
PASEU,08-04-2024,64.6,15.87,-16.27,60.4,60.83,61.29,61.69,60.37,60.95,60.57,62.03,61.05,62.27,5464210.33,53.07,+,+,+,,,,,-_11-03-2024 09:00:00,-_18-03-2024 09:00:00,,,+,,+,,+,,,,,+,+,8,0
DOGUB,08-04-2024,21.82,7.07,-81.77,21.45,21.43,20.94,19.92,21.4,21.37,21.68,21.76,10.34,21.66,6646878.67,58.56,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_20-11-2023 09:00:00,-,,+,,,+,,+,,,,,,8,1
PARSN,08-04-2024,114.4,10.32,-64.11,109.52,109.85,109.68,108.9,109.39,109.86,110.6,111.15,61.89,112.4,1569465.33,54.27,+,+,+,,,+,,-_18-03-2024 09:00:00,+_08-04-2024 09:00:00,-,,+,+,,-,,,,,,+,+,8,2
EKGYO,08-04-2024,10.75,8.81,-71.67,10.4,10.34,10.08,9.63,10.4,10.3,10.5,10.45,5.37,10.51,722933059.0,61.39,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_08-01-2024 09:00:00,,,+,+,,+,,,,,,,,8,0
AKSA,08-04-2024,101.0,5.76,-75.05,99.95,99.83,98.67,96.36,99.82,99.65,100.92,100.11,56.36,100.23,7501285.0,55.47,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_25-12-2023 09:00:00,,,+,,,+,,+,,,,,,8,0
ANHYT,08-04-2024,49.76,8.65,-66.97,47.9,47.72,46.96,45.38,47.91,47.59,48.31,47.92,22.18,48.58,5237832.67,58.52,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_08-01-2024 09:00:00,,,+,+,,+,,,,,,,,8,0
BOSSA,08-04-2024,11.02,5.15,-71.72,10.69,10.68,10.61,10.45,10.7,10.67,10.74,10.73,5.96,10.85,12369163.33,57.04,+,+,+,+,+,,+,+_08-04-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,-,,,,,,+,,8,1
CANTE,08-04-2024,18.47,3.01,-65.16,18.14,18.12,18.15,18.36,18.16,18.12,18.08,18.17,16.27,18.37,116397285.33,48.82,+,+,+,+,,,+,+_08-04-2024 09:00:00,-_26-02-2024 09:00:00,,,+,,,,,+,,+,,,,8,0
OZRDN,08-04-2024,60.2,6.45,-80.71,59.44,59.36,57.77,54.09,59.27,59.14,60.29,60.23,21.46,59.3,997765.0,60.74,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_08-05-2023 09:00:00,,,+,,,+,,,,,,,,7,0
DGGYO,08-04-2024,35.1,7.08,-65.85,34.51,34.62,34.51,34.18,34.42,34.62,34.93,34.88,19.66,34.45,2061085.0,52.57,+,+,+,,,,,-_25-03-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,+,+,,+,,,,,,7,0
KRTEK,08-04-2024,33.98,8.08,-73.68,33.46,33.67,33.41,32.39,33.33,33.67,33.83,34.39,18.51,33.19,2430117.0,54.88,+,+,+,,+,,,-_18-03-2024 09:00:00,+_03-07-2023 09:00:00,,,+,,,+,,+,,,,,,7,0
ALGYO,08-04-2024,45.54,6.05,-66.69,44.84,44.76,44.21,43.17,44.77,44.67,45.41,44.91,24.13,44.64,4849829.33,57.24,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_22-01-2024 09:00:00,,,+,,,+,,,,,,,,7,0
ISYAT,08-04-2024,11.52,3.13,-78.8,11.45,11.44,11.27,10.86,11.43,11.42,11.6,11.5,5.41,11.43,11558219.33,57.68,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_03-07-2023 09:00:00,,,+,,,-,,+,,,,,,7,1
MNDRS,08-04-2024,11.8,5.92,-84.71,11.67,11.65,11.45,11.1,11.63,11.62,11.89,11.74,6.21,11.6,13758923.67,56.05,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,,+,,,,,,,,7,0
DAPGM,08-04-2024,35.5,10.59,-52.74,33.62,33.37,34.02,36.03,33.78,33.4,33.54,32.74,30.89,34.29,25183893.0,47.9,+,+,+,+,,,+,+_08-04-2024 09:00:00,-_04-12-2023 09:00:00,,,+,+,,,,,,,,,,7,0
ORGE,08-04-2024,76.1,10.45,-46.72,73.22,73.22,71.99,68.66,73.15,73.07,73.84,74.21,27.72,73.7,4256365.67,61.02,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_29-05-2023 09:00:00,-,,+,,,+,,,,,,,,7,1
GEREL,08-04-2024,39.68,20.98,-72.09,37.38,35.94,33.7,31.27,37.72,35.44,37.56,34.29,14.09,37.47,17849288.67,62.38,+,+,,,,,,+_05-02-2024 09:00:00,+_12-02-2024 09:00:00,,,+,+,,+,,+,,,,+,,7,0
AYES,08-04-2024,44.48,11.93,-80.18,42.53,41.92,40.68,38.84,42.66,41.67,42.96,41.37,19.1,42.9,163306.33,59.41,+,+,+,,,,,+_05-02-2024 09:00:00,+_05-02-2024 09:00:00,,,+,+,,+,,,,,,+,,7,0
SRVGY,08-04-2024,349.25,10.96,-59.13,319.11,317.67,320.24,320.84,321.61,318.06,311.69,317.5,166.7,338.5,643735.67,56.28,,,+,+,,,+,+_08-04-2024 09:00:00,-_19-02-2024 09:00:00,,,,,,+,,,,+,,+,+,7,0
DENGE,08-04-2024,2.94,8.89,-62.82,2.89,2.89,2.85,2.79,2.89,2.89,2.94,2.91,2.12,2.87,59687117.67,55.17,+,+,+,+,,,,-_01-04-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,+,,+,,,,,,7,0
CVKMD,08-04-2024,430.0,8.04,-45.64,421.69,421.07,415.63,403.49,421.37,420.29,422.84,425.4,333.27,421.25,1607678.0,56.7,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_02-01-2024 09:00:00,,,+,,,,,+,,,,,,7,0
PETUN,08-04-2024,90.0,9.76,-52.07,86.22,85.36,83.48,80.82,86.41,84.99,86.87,85.06,44.99,87.63,928800.33,61.43,+,+,+,,,,,+_22-01-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,+,,+,,,,+,,7,0
LIDFA,08-04-2024,8.77,4.53,-66.19,8.46,8.43,8.39,8.17,8.49,8.43,8.37,8.43,3.69,8.69,20101364.33,58.74,,,,+,+,,+,+_08-04-2024 09:00:00,+_05-06-2023 09:00:00,,-,,+,,+,,,,+,,+,,7,1
SANEL,08-04-2024,28.98,10.86,-54.66,28.05,28.13,27.81,26.74,28.02,28.11,28.08,28.62,13.49,28.23,1092942.0,56.84,+,+,+,,+,,,-_11-03-2024 09:00:00,+_27-11-2023 09:00:00,,,+,,,+,,+,,,,,,7,0
MACKO,08-04-2024,79.0,4.91,-78.67,76.47,76.47,77.0,77.98,76.62,76.54,76.06,76.71,75.09,78.02,2090552.67,50.73,,+,+,,,,+,+_08-04-2024 09:00:00,-_11-12-2023 09:00:00,,,,+,,,,,,+,,+,,6,0
PKENT,08-04-2024,344.75,10.67,-65.86,337.07,332.85,319.34,295.52,337.13,330.53,343.26,331.19,143.57,336.17,1119143.67,61.45,+,+,+,,,,,+_30-10-2023 09:00:00,+_10-07-2023 09:00:00,,,+,,,+,,+,,,,,,6,0
BUCIM,08-04-2024,8.15,3.3,-72.37,8.06,8.07,8.08,8.08,8.06,8.07,8.07,8.11,4.75,8.08,51278676.33,51.31,+,+,+,,,,,-_11-03-2024 09:00:00,-_18-03-2024 09:00:00,-,,+,,,-,,,,,,+,+,6,2
EPLAS,08-04-2024,6.52,3.66,-64.07,6.41,6.42,6.41,6.4,6.4,6.42,6.46,6.47,4.34,6.45,9036344.33,51.89,+,+,+,,,+,,-_18-03-2024 09:00:00,+_08-04-2024 09:00:00,-,,+,,,-,,,,,,+,,6,2
FRIGO,08-04-2024,7.84,6.52,-61.75,7.74,7.81,7.8,7.71,7.7,7.82,7.88,7.97,4.91,7.68,10325294.0,52.32,+,+,+,,,+,,-_25-03-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,+,-,,,,,,,,6,1
SILVR,08-04-2024,19.36,7.98,-67.1,18.77,18.52,18.01,17.37,18.82,18.42,18.88,18.39,12.21,18.94,3717095.33,59.64,+,+,,,,,,+_22-01-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,+,,+,,,,+,,6,0
BRYAT,08-04-2024,3720.0,12.64,-56.13,3575.57,3525.43,3378.97,3140.16,3578.85,3499.16,3647.83,3504.78,1202.28,3565.0,336164.67,62.29,+,+,+,,,,,+_22-01-2024 09:00:00,+_29-05-2023 09:00:00,,,+,,,+,,+,,,,,,6,0
BAKAB,08-04-2024,48.6,12.24,-38.62,45.37,44.79,43.82,42.07,45.64,44.61,44.98,44.61,21.04,47.14,1005619.67,62.61,+,+,,,,,,+_06-11-2023 09:00:00,+_19-06-2023 09:00:00,,,+,+,,+,,,,,,+,,6,0
SELEC,08-04-2024,56.65,9.05,-24.86,54.93,55.88,56.76,56.77,54.66,56.13,55.37,57.37,30.44,54.95,5430169.33,50.73,+,+,,,,,,-_04-03-2024 09:00:00,-_18-03-2024 09:00:00,,+,+,,,-,,,,+,,,+,6,1
EUHOL,08-04-2024,3.31,5.75,-71.14,3.29,3.31,3.28,3.19,3.28,3.31,3.34,3.34,1.93,3.26,42706952.0,54.26,+,+,+,,,,,-_25-03-2024 09:00:00,+_26-06-2023 09:00:00,-,,+,,,+,,+,,,,,,6,1
PRKAB,08-04-2024,36.9,5.61,-67.48,36.6,36.79,36.54,35.8,36.46,36.78,37.14,37.3,24.27,36.31,3840207.67,53.63,+,+,+,,+,,,-_25-03-2024 09:00:00,+_29-01-2024 09:00:00,-,,+,,,+,,,,,,,,6,1
PRKME,08-04-2024,22.94,6.9,-66.51,22.56,22.77,22.9,22.86,22.47,22.82,22.77,23.23,13.65,22.51,3800222.67,50.87,+,+,+,,,,,-_18-03-2024 09:00:00,-_25-03-2024 09:00:00,,,+,,+,-,,+,,,,,,6,1
BOBET,08-04-2024,36.92,7.95,-77.61,35.89,35.95,35.88,35.41,35.88,35.95,35.9,36.34,14.72,36.34,17768643.67,55.04,+,+,+,,+,,,-_11-03-2024 09:00:00,+_22-01-2024 09:00:00,,,+,,,,,+,,,,,,6,0
RODRG,08-04-2024,95.2,11.48,-68.91,91.73,89.37,84.47,78.08,92.13,88.39,93.17,87.33,37.03,91.73,351474.67,62.5,+,+,,,,,,+_22-01-2024 09:00:00,+_30-10-2023 09:00:00,,,+,+,,+,,+,,,,,,6,0
OYLUM,08-04-2024,11.1,8.72,-64.13,10.93,10.86,10.57,10.03,10.91,10.81,11.13,10.89,4.68,10.89,5980261.67,58.96,+,+,+,,,,,+_15-01-2024 09:00:00,+_02-01-2024 09:00:00,,,+,,,+,,+,,,,,,6,0
BEYAZ,08-04-2024,22.94,4.27,-66.02,22.5,22.41,22.17,21.71,22.53,22.37,22.52,22.39,13.88,22.79,6682432.0,56.44,+,+,+,,,,,+_05-02-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,+,,,,,,+,,6,0
RYGYO,08-04-2024,27.86,4.66,-53.46,27.43,27.14,26.71,25.96,27.51,27.05,27.33,26.79,11.96,27.59,12185356.33,59.17,+,+,,,,,,+_05-02-2024 09:00:00,+_29-05-2023 09:00:00,,,+,+,,+,,,,,,+,,6,0
KARSN,08-04-2024,10.57,6.77,-63.31,10.37,10.33,10.22,10.13,10.36,10.31,10.46,10.33,7.1,10.39,81741758.33,54.33,+,+,+,,,,+,+_08-04-2024 09:00:00,+_12-02-2024 09:00:00,,,+,,,-,,,,,,+,,6,1
SASA,08-04-2024,41.4,4.39,-70.23,40.77,40.57,40.62,41.41,40.87,40.54,40.64,40.21,28.85,40.93,244844224.0,48.94,+,+,+,,+,,,+_18-03-2024 09:00:00,-_11-09-2023 09:00:00,,,+,,,-,,+,,,,,,6,1
SAMAT,08-04-2024,55.5,17.53,-90.71,52.19,52.52,51.54,48.07,52.04,52.47,52.84,53.82,18.22,54.28,6991602.33,58.79,+,+,+,,+,,,-_25-03-2024 09:00:00,+_06-11-2023 09:00:00,,,+,,,+,,,,,,,,6,0
PAGYO,08-04-2024,40.54,3.1,-60.52,39.79,39.76,39.51,38.88,39.8,39.72,39.84,40.01,21.61,39.69,916802.0,56.72,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_08-01-2024 09:00:00,,,,,,+,,,,,,,,6,0
GENTS,08-04-2024,9.87,4.44,-69.86,9.65,9.56,9.38,9.04,9.67,9.53,9.68,9.49,4.75,9.74,3564871.0,62.39,+,+,,,,,,+_29-01-2024 09:00:00,+_26-06-2023 09:00:00,,,+,+,,+,,,,,,+,,6,0
BURCE,08-04-2024,202.0,12.28,-60.72,187.9,184.06,177.47,168.08,189.37,182.75,186.5,182.5,73.86,195.67,1095383.67,62.71,+,,,,,,,+_15-01-2024 09:00:00,+_13-11-2023 09:00:00,,,+,+,,+,,+,,,,+,,6,0
DGATE,08-04-2024,47.0,11.9,-68.51,44.92,43.48,40.79,37.37,45.22,42.93,45.26,42.28,18.61,45.09,1437042.33,69.23,+,+,,,,,,+_08-01-2024 09:00:00,+_02-01-2024 09:00:00,,,+,+,,+,,+,,,,,,6,0
TRCAS,08-04-2024,29.14,13.39,-21.52,26.91,26.52,25.93,25.07,27.09,26.4,26.68,26.5,13.51,27.81,4722113.0,61.88,+,+,,,,,,+_15-01-2024 09:00:00,+_15-01-2024 09:00:00,,,+,+,,,,,,,+,+,,6,0
MEPET,08-04-2024,12.85,9.36,-78.61,12.47,12.16,11.55,10.69,12.53,12.04,12.59,11.92,5.14,12.43,4283636.67,62.24,+,+,,,,,,+_15-01-2024 09:00:00,+_19-06-2023 09:00:00,,,+,+,,+,,+,,,,,,6,0
VAKKO,08-04-2024,85.2,5.97,-45.81,82.94,83.33,83.6,83.13,82.85,83.42,83.08,84.37,42.7,83.72,1014286.0,53.68,+,+,+,,,,,-_18-03-2024 09:00:00,-_25-03-2024 09:00:00,,+,+,,,-,,,,,,,+,6,1
ULUSE,08-04-2024,173.4,7.77,-63.71,168.92,167.58,164.74,162.02,169.1,166.99,170.19,166.83,118.27,169.37,284792.0,55.77,+,+,+,,,,,+_29-01-2024 09:00:00,+_12-02-2024 09:00:00,,,+,,,+,,,,,,+,,6,0
INTEM,08-04-2024,327.25,10.74,-66.4,320.11,316.93,306.5,287.57,319.96,315.11,326.14,315.39,116.31,318.0,507700.33,59.68,+,+,+,,,,,+_29-01-2024 09:00:00,+_12-06-2023 09:00:00,,,+,,,+,,+,,,,,,6,0
VERTU,08-04-2024,47.02,5.95,-76.57,46.29,46.55,46.23,45.11,46.11,46.55,47.08,47.24,27.52,46.45,1831211.0,54.53,+,+,+,,+,,,-_25-03-2024 09:00:00,+_22-01-2024 09:00:00,-,,+,,,+,,,,,,,,6,1
IEYHO,08-04-2024,5.39,5.07,-70.23,5.34,5.38,5.33,5.1,5.31,5.38,5.42,5.48,2.2,5.3,54097185.33,56.09,+,+,+,,+,,,-_25-03-2024 09:00:00,+_03-07-2023 09:00:00,,,+,,,+,,,,,,,,6,0
ICUGS,08-04-2024,15.98,4.79,-87.27,15.91,15.73,15.07,13.91,15.91,15.62,16.05,15.8,5.49,15.77,2562088.33,63.89,+,+,,,,,,+_04-12-2023 09:00:00,+_16-05-2022 09:00:00,,,+,+,,+,,+,,,-,,,6,1
SONME,08-04-2024,81.0,7.28,-79.77,78.79,77.92,75.97,72.55,78.97,77.55,79.45,77.1,38.52,79.13,382584.0,59.9,+,+,,,,,,+_12-02-2024 09:00:00,+_12-06-2023 09:00:00,,,+,,,+,,+,,,,+,,6,0
ISBIR,08-04-2024,132.5,8.61,-65.74,128.08,126.74,124.58,121.91,128.33,126.25,129.7,125.04,74.94,129.0,161533.33,55.49,+,+,+,,,,,+_12-02-2024 09:00:00,+_19-02-2024 09:00:00,,,+,+,,+,,,,,,,,6,0
DOKTA,08-04-2024,36.1,7.76,-37.18,35.12,35.35,35.48,35.39,35.03,35.4,35.52,35.82,21.46,35.43,2130569.67,52.17,+,+,+,,,,,-_18-03-2024 09:00:00,-_25-03-2024 09:00:00,-,,+,,,-,,,,,,+,+,6,2
ISGSY,08-04-2024,32.88,14.09,-72.37,28.96,28.25,27.54,26.58,29.38,28.08,28.17,27.88,14.7,32.21,12609450.67,64.81,,,,,,,,+_01-04-2024 09:00:00,+_03-07-2023 09:00:00,,,,+,,+,,+,,+,+,+,,6,0
ANGEN,08-04-2024,13.8,5.67,-64.82,13.29,13.33,13.44,13.66,13.3,13.35,13.25,13.43,14.59,13.58,7685693.33,49.9,,+,+,,,,,-_11-03-2024 09:00:00,-_08-04-2024 09:00:00,,,,+,,,,,,+,+,,+,6,0
DOBUR,08-04-2024,171.6,20.85,-75.15,163.14,152.92,136.9,119.3,165.52,149.4,163.09,141.27,51.99,160.83,738038.0,66.5,+,+,,,,,,+_29-01-2024 09:00:00,+_10-07-2023 09:00:00,,,+,+,,+,,+,,,,,,6,0
ICBCT,08-04-2024,16.16,4.8,-71.39,15.81,15.97,16.04,15.65,15.77,16.01,15.8,16.32,8.88,15.96,4673318.67,54.64,+,+,+,,,,,-_04-03-2024 09:00:00,+_26-06-2023 09:00:00,,,+,,,+,,,,+,,,,6,0
KTSKR,08-04-2024,71.1,4.79,-63.21,70.19,70.55,70.61,70.04,70.04,70.6,70.64,71.34,47.76,70.32,1473474.33,52.6,+,+,+,,,+,,-_18-03-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,,,,,,,,+,6,0
NETAS,08-04-2024,81.85,7.41,-75.55,80.34,77.9,72.95,66.56,80.76,76.9,81.28,76.03,32.24,80.28,3282000.67,65.22,+,+,,,,,,+_15-01-2024 09:00:00,+_15-01-2024 09:00:00,,,+,+,,+,,+,,,,,,6,0
NIBAS,08-04-2024,22.44,10.32,-45.27,21.56,21.41,20.95,20.24,21.58,21.32,21.78,21.42,15.18,21.89,4223139.0,58.06,+,+,+,,,,+,+_08-04-2024 09:00:00,+_22-01-2024 09:00:00,,,+,,,+,,,,,,,,6,0
DAGI,08-04-2024,8.29,6.56,-62.12,8.11,8.13,8.15,8.16,8.1,8.14,8.16,8.17,5.19,8.12,4351793.0,51.67,+,+,+,,,,,-_18-03-2024 09:00:00,-_25-03-2024 09:00:00,-,,+,,,-,,,,,,+,+,6,2
ATAGY,08-04-2024,13.0,14.04,-31.28,12.36,12.15,11.69,11.05,12.4,12.06,12.52,12.0,5.45,12.36,1170832.0,62.0,+,+,+,,,,,+_15-01-2024 09:00:00,+_01-08-2022 09:00:00,,,+,+,,+,,,,,,,,6,0
TEZOL,08-04-2024,23.34,8.36,-45.01,22.53,22.47,22.1,21.37,22.52,22.41,22.74,22.61,10.53,23.03,16442410.67,58.16,+,+,+,+,,,+,+_08-04-2024 09:00:00,+_15-01-2024 09:00:00,,,+,,,,,,,,,,,6,0
MAGEN,08-04-2024,15.19,7.5,-69.54,14.86,14.69,14.56,14.7,14.89,14.64,14.95,14.48,9.02,14.86,55657744.0,51.31,+,+,+,,,,,+_05-02-2024 09:00:00,+_11-03-2024 09:00:00,,,+,+,,,,+,,,,,,6,0
TETMT,08-04-2024,13465.0,20.98,-59.9,12474.76,11722.16,10330.96,8553.46,12642.88,11437.66,12597.33,11058.92,1818.76,12640.0,11549.0,75.87,+,+,,,,,,+_12-06-2023 09:00:00,+_26-06-2023 09:00:00,,,+,+,,+,,+,,,,,,6,0
TERA,08-04-2024,40.58,9.44,-33.94,39.78,40.08,40.1,39.43,39.65,40.12,40.21,40.55,32.24,39.49,784451.33,53.6,+,+,+,,,,,-_25-03-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,,,+,,,,,,6,0
AVGYO,08-04-2024,8.57,6.59,-53.47,8.28,8.33,8.38,8.3,8.27,8.35,8.28,8.42,4.36,8.37,7925261.33,53.68,+,+,+,,,,,-_11-03-2024 09:00:00,-_25-03-2024 09:00:00,,,+,,,+,,,,,,+,,6,0
EKIZ,08-04-2024,74.2,16.3,-77.59,69.15,66.19,61.79,56.51,69.99,65.23,68.87,62.99,21.57,71.45,206495.33,66.16,+,+,,,,,,+_05-02-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,+,,,,,,+,,5,0
LINK,08-04-2024,421.75,8.91,-75.03,399.15,386.12,358.37,315.13,402.39,380.9,398.99,379.25,91.98,412.25,717511.0,72.98,+,,,,,,,+_05-06-2023 09:00:00,+_12-06-2023 09:00:00,,,+,+,,+,,+,,,,,,5,0
MANAS,08-04-2024,9.55,6.47,-71.56,9.51,9.54,9.48,9.41,9.48,9.53,9.67,9.63,7.11,9.38,7399062.0,51.33,+,+,+,,,,,-_01-04-2024 09:00:00,+_12-02-2024 09:00:00,,,+,,,,,+,,,,,,5,0
CWENE,08-04-2024,292.0,5.61,-75.92,287.57,291.68,296.06,298.25,286.38,292.82,288.34,299.17,280.03,288.17,3775192.67,48.53,+,+,,,,,,-_04-03-2024 09:00:00,-_11-03-2024 09:00:00,,,+,,,,+,+,,,,,,5,0
PAMEL,08-04-2024,140.2,5.41,-73.05,137.55,138.37,138.99,140.86,137.26,138.53,138.32,140.4,115.63,136.97,823247.33,48.43,+,+,+,,,,,-_11-03-2024 09:00:00,-_11-03-2024 09:00:00,,,+,,,-,,+,,,,,,5,1
DNISI,08-04-2024,17.4,15.54,-30.54,16.91,17.22,17.07,16.24,16.74,17.24,17.44,17.92,6.46,16.65,5376054.67,55.96,+,+,+,,,,,-_18-03-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,,,,,,,,+,5,0
PAPIL,08-04-2024,140.0,10.94,-76.48,132.22,128.36,118.96,103.79,133.11,126.67,132.91,127.7,33.22,135.3,1816477.33,67.0,+,,,,,,,+_13-11-2023 09:00:00,+_08-04-2024 09:00:00,,,+,+,,+,,+,,,,,,5,0
METRO,08-04-2024,2.65,4.33,-70.64,2.57,2.57,2.56,2.51,2.57,2.57,2.58,2.59,1.76,2.62,28948180.33,57.38,,+,,+,+,,+,+_08-04-2024 09:00:00,+_02-01-2024 09:00:00,,,,,,+,,,,,,,,5,0
METUR,08-04-2024,10.0,7.99,-75.45,9.58,9.37,9.01,8.48,9.64,9.29,9.57,9.15,3.87,9.81,24614451.67,62.16,+,,,,,,,+_22-01-2024 09:00:00,+_26-06-2023 09:00:00,,,+,,,+,,+,,,,+,,5,0
KRVGD,08-04-2024,30.28,9.31,-69.61,28.88,28.3,27.29,26.09,29.05,28.09,28.92,27.87,16.59,29.5,3008137.0,65.54,+,+,,,,,,+_22-01-2024 09:00:00,+_22-01-2024 09:00:00,,,+,+,,,,,,,,+,,5,0
MNDTR,08-04-2024,6.66,2.46,-68.56,6.64,6.63,6.55,6.43,6.63,6.62,6.74,6.65,4.96,6.61,13945040.33,53.8,+,+,+,,,,,+_29-01-2024 09:00:00,+_12-02-2024 09:00:00,,,+,,,+,,,,,,,,5,0
KOPOL,08-04-2024,47.78,8.05,-59.67,46.94,47.38,47.96,49.07,46.77,47.49,47.49,48.07,51.51,47.23,5179167.67,47.16,+,+,,,,,,-_18-03-2024 09:00:00,-_11-03-2024 09:00:00,,+,+,,,,,+,,,,,,5,0
KOZAA,08-04-2024,50.7,3.13,-72.47,49.97,49.97,50.13,50.69,49.97,49.98,50.1,50.1,34.48,50.38,31428394.33,49.5,+,+,+,,,,,-_18-03-2024 09:00:00,-_11-03-2024 09:00:00,,,+,+,,-,,,,,,,,5,1
ETILR,08-04-2024,16.27,4.76,-74.98,16.24,16.24,16.01,15.64,16.2,16.2,16.52,16.33,9.58,16.05,2955565.67,54.15,+,+,+,,,,,-_01-04-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,+,,,,,,,,5,0
OBASE,08-04-2024,51.95,11.1,-77.63,51.05,51.06,49.75,46.71,50.83,50.89,52.33,51.54,29.36,50.31,2112738.33,59.84,+,+,+,,,,,-_01-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,,,+,,,,,,5,0
