Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
21-05-2024 10:00,ISCTR,15.13,16.21,15.13,16.06,240915048.0,0.15,0.93,0.1,858.76,0.93,53920951.8,346.79,True,0,,13.41,ATH
21-05-2024 10:00,GARAN,96.25,100.8,96.25,100.4,8692033.0,0.4,4.15,0.4,937.5,4.15,2537260.4,242.58,True,0,,86.35,ATH
21-05-2024 10:00,ENKAI,37.98,38.48,37.84,38.48,3029161.0,0.0,0.5,0.05,825.93,0.5,1676851.3,80.65,True,0,,36.14,40.06
21-05-2024 10:00,XBANK,14745.88,15526.98,14737.42,15315.78,578648869.0,211.2,569.9,65.33,772.38,569.9,134430817.0,330.44,True,0,,13090.14,ATH
21-05-2024 10:00,ENJSA,69.95,71.45,69.1,71.4,2203060.0,0.05,1.45,0.23,530.43,1.45,727559.2,202.8,True,0,,64.3,ATH
21-05-2024 10:00,ISMEN,40.4,41.34,39.84,41.3,2374580.0,0.04,0.9,0.09,878.26,0.9,1123128.4,111.43,True,0,,35.34,ATH
21-05-2024 10:00,ANHYT,74.05,76.7,74.05,76.7,258681.0,0.0,2.65,0.12,2108.33,2.65,113044.5,128.83,True,0,,73.65,76.75
21-05-2024 10:00,XU030,11724.06,11903.87,11707.11,11870.5,698250676.0,33.37,146.44,16.3,798.13,146.44,210789560.0,231.25,True,0,,10981.83,ATH
21-05-2024 10:00,TCELL,87.35,89.0,87.25,88.85,5132342.0,0.15,1.5,0.04,3650.0,1.5,2200761.9,133.21,True,0,,82.2,ATH
21-05-2024 10:00,TEKTU,4.7,4.83,4.69,4.83,3092535.0,0.0,0.13,0.01,1081.82,0.13,1216128.9,154.29,True,0,,4.36,4.99
21-05-2024 10:00,IHLAS,1.38,1.45,1.37,1.45,86770291.0,0.0,0.07,0.01,536.36,0.07,14199952.4,511.06,True,0,,1.26,ATH
21-05-2024 10:00,ALBRK,5.64,5.84,5.64,5.79,23890861.0,0.05,0.15,0.03,354.55,0.15,5941546.5,302.1,True,0,,5.23,ATH
21-05-2024 10:00,KARYE,40.0,41.46,39.68,41.46,1302062.0,0.0,1.46,0.17,758.82,1.46,226145.0,475.76,True,0,,36.12,ATH
21-05-2024 10:00,DENGE,4.53,4.79,4.32,4.76,7526919.0,0.03,0.23,0.02,820.0,0.23,1818937.7,313.81,True,0,,3.84,ATH
21-05-2024 10:00,ICUGS,14.4,14.7,14.4,14.63,221754.0,0.07,0.23,0.09,161.36,0.23,90333.0,145.49,True,0,,13.8,15.27
21-05-2024 10:00,XU100,10771.99,10892.29,10751.98,10863.0,1033608638.0,29.29,91.01,11.11,719.1,91.01,340639330.6,203.43,True,0,,10121.68,ATH
21-05-2024 10:00,AKBNK,64.6,67.5,64.45,66.85,27983494.0,0.65,2.25,0.22,900.0,2.25,7790050.2,259.22,True,0,,56.0,ATH
21-05-2024 10:00,METRO,3.33,3.42,3.32,3.41,4023385.0,0.01,0.08,0.0,inf,0.08,1871965.3,114.93,True,0,,3.11,3.69
21-05-2024 10:00,KCHOL,246.5,252.75,245.1,252.25,5815350.0,0.5,5.75,0.16,3384.85,5.75,1661389.1,250.03,True,0,,233.7,ATH
21-05-2024 10:00,BANVT,294.75,310.0,290.0,310.0,191776.0,0.0,15.25,1.52,900.0,15.25,26629.1,620.17,True,0,,241.2,ATH
21-05-2024 10:00,GWIND,28.8,29.84,28.66,29.84,2328844.0,0.0,1.04,0.09,1109.3,1.04,733850.8,217.35,True,0,,28.4,29.9
21-05-2024 10:00,DEVA,89.2,95.45,88.35,95.05,5262760.0,0.4,5.85,0.58,900.0,5.85,566788.6,828.52,True,0,,74.85,ATH
21-05-2024 10:00,ORCAY,12.32,13.24,12.19,13.2,3338963.0,0.04,0.88,0.11,714.81,0.88,730816.2,356.88,True,0,,11.66,14.64
21-05-2024 10:00,TTKOM,43.62,44.32,43.62,44.14,4337957.0,0.18,0.52,0.01,5100.0,0.52,1631930.0,165.82,True,0,,40.7,44.58
