Tarih,Hisse,open,high,low,close,volume,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,rsi,sma14,Rsi/Sma,TK,KJ,SPA,SPB,CS,PP,R1,S1,R2,S2,VolMov,FISHERT_9_1,FISHERTs_9_1,FSignal,%Deg,%Vol,S_Ort5UA,S_Ort8UA,S_Ort13UA,Kes_5_8,Kes_5_13,Kes_5_21,S_OrtKes,S_W_OrtKes,S_TkKjKes,S_OrtUA,S_TKUA,S_SPBUA,S_CSPUA,S_200UA,S_PPUA,S_VolUA,Macd_K,Rsi_K,DI_K,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,EMA_4,WMA_4,HMA_4,EMA_5,WMA_5,HMA_5,EMA_8,WMA_8,HMA_8,EMA_9,WMA_9,HMA_9,EMA_13,WMA_13,HMA_13,EMA_15,WMA_15,HMA_15,EMA_21,WMA_21,HMA_21,EMA_34,WMA_34,HMA_34,EMA_55,WMA_55,HMA_55,EMA_89,WMA_89,HMA_89,EMA_100,WMA_100,HMA_100,EMA_200,WMA_200,HMA_200,EMA_4x9,WMA_4x9,HMA_4x9,EMA_5x21,WMA_5x21,HMA_5x21,EMA_9x15,WMA_9x15,HMA_9x15,RSI,position,Entry,Exit,EMA_4x9_Tarih,EMA_4x9_Id,EMA_4x9_Close,EMA_4x9_High,EMA_4x9_Degisim(%),EMA_4x9_EnYuksekDegisim(%),EMA_4x9_kacgunOnce,WMA_4x9_Tarih,WMA_4x9_Id,WMA_4x9_Close,WMA_4x9_High,WMA_4x9_Degisim(%),WMA_4x9_EnYuksekDegisim(%),WMA_4x9_kacgunOnce,HMA_4x9_Tarih,HMA_4x9_Id,HMA_4x9_Close,HMA_4x9_High,HMA_4x9_Degisim(%),HMA_4x9_EnYuksekDegisim(%),HMA_4x9_kacgunOnce,EMA_5x21_Tarih,EMA_5x21_Id,EMA_5x21_Close,EMA_5x21_High,EMA_5x21_Degisim(%),EMA_5x21_EnYuksekDegisim(%),EMA_5x21_kacgunOnce,WMA_5x21_Tarih,WMA_5x21_Id,WMA_5x21_Close,WMA_5x21_High,WMA_5x21_Degisim(%),WMA_5x21_EnYuksekDegisim(%),WMA_5x21_kacgunOnce,HMA_5x21_Tarih,HMA_5x21_Id,HMA_5x21_Close,HMA_5x21_High,HMA_5x21_Degisim(%),HMA_5x21_EnYuksekDegisim(%),HMA_5x21_kacgunOnce,EMA_9x15_Tarih,EMA_9x15_Id,EMA_9x15_Close,EMA_9x15_High,EMA_9x15_Degisim(%),EMA_9x15_EnYuksekDegisim(%),EMA_9x15_kacgunOnce,WMA_9x15_Tarih,WMA_9x15_Id,WMA_9x15_Close,WMA_9x15_High,WMA_9x15_Degisim(%),WMA_9x15_EnYuksekDegisim(%),WMA_9x15_kacgunOnce,HMA_9x15_Tarih,HMA_9x15_Id,HMA_9x15_Close,HMA_9x15_High,HMA_9x15_Degisim(%),HMA_9x15_EnYuksekDegisim(%),HMA_9x15_kacgunOnce,A,S,Ort_Sira,Ort_Destek_Direnc,rsi_uyumsuzluk
07-05-2024,ALVES,58.0,60.45,57.6,59.0,6665116.0,58.61,58.72,58.77,58.5,58.55,58.74,58.93,58.73,54.62,0.6,-0.35,0.95,12.58,24.56,19.04,51.6,51.41,+,59.97,63.92,54.09,47.44,75.2,59.02,60.43,57.58,61.87,56.17,6431840.67,-0.13,0.0,0,3.6,13.68,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,+,+,+,,,+,,-_06-05-2024 09:00:00,+_07-05-2024 09:00:00,,,+,,,,,,,,,+,,58.55,58.2,57.79,58.61,58.38,57.5,58.72,58.97,57.36,58.74,58.93,57.77,58.84,58.75,59.08,58.91,58.73,59.3,59.14,58.69,,,,,,,,,,,,,,,,,,,+,,,,,,,48.95,0,False,False,-_06-05-2024 09:00,19,56.950001,60.45,3.6,6.15,1,-_06-05-2024 09:00,19,56.950001,60.45,3.6,6.15,1,+_07-05-2024 09:00,20,59.0,60.45,0.0,2.46,0,,,,,,,,,,,,,,,,,,,,,,-_03-05-2024 09:00,18,57.950001,60.45,1.81,4.31,2,+_29-04-2024 09:00,15,63.0,65.949997,-6.35,4.68,5,-_06-05-2024 09:00,19,56.950001,60.45,3.6,6.15,1,6,0,5_8_13 < BIST:ALVES:59.0 < 21,58.61_58.72_58.84 < BIST:ALVES:59.0 < 59.14,
07-05-2024,AYEN,33.0,35.08,32.78,35.08,2393818.0,32.99,32.26,31.34,30.38,33.3,32.05,32.52,31.6,28.85,1.52,0.49,1.03,39.52,31.94,8.7,69.08,62.69,+,31.88,30.25,28.01,27.77,27.18,34.31,35.85,33.55,36.61,32.01,3242808.67,2.46,2.12,0,9.97,-20.8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,+,,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,+,,,,+,,33.3,33.6,33.81,32.99,33.28,34.1,32.26,32.66,33.98,32.05,32.52,33.83,31.34,31.91,33.48,31.06,31.6,33.48,30.38,30.86,33.21,29.52,29.69,32.2,28.75,28.92,30.55,28.0,28.51,28.96,27.82,28.28,,,,,,,-,,,,,,+,69.09,0,False,False,+_05-04-2024 09:00,83,27.860001,35.08,25.92,25.92,17,+_05-04-2024 09:00,83,27.860001,35.08,25.92,25.92,17,-_07-05-2024 09:00,100,35.08,35.08,0.0,0.0,0,+_05-04-2024 09:00,83,27.860001,35.08,25.92,25.92,17,+_29-03-2024 09:00,78,28.0,35.08,25.29,25.29,22,+_03-05-2024 09:00,98,33.580002,35.08,4.47,4.47,2,+_05-04-2024 09:00,83,27.860001,35.08,25.92,25.92,17,+_29-03-2024 09:00,78,28.0,35.08,25.29,25.29,22,+_07-05-2024 09:00,100,35.08,35.08,0.0,0.0,0,5,0,100_89_55_34_21_13_8_5 < BIST:AYEN:35.08,27.82_28.0_28.75_29.52_30.38_31.34_32.26_32.99 < BIST:AYEN:35.08,
07-05-2024,ALMAD,7.67,7.82,7.64,7.76,1021575.0,7.72,7.7,7.68,7.69,7.73,7.7,7.7,7.69,7.32,-0.02,0.03,-0.05,15.34,25.21,15.15,51.34,48.97,+,7.75,7.57,8.23,7.98,7.88,7.74,7.84,7.66,7.92,7.56,3942021.0,0.48,0.3,0,0.91,-83.54,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,+,,,,,,,+_03-05-2024 09:00:00,+_03-05-2024 09:00:00,,,+,+,,-,,+,,,,,,7.73,7.76,7.74,7.72,7.74,7.76,7.7,7.7,7.81,7.7,7.7,7.81,7.68,7.69,7.74,7.68,7.69,7.72,7.69,7.67,7.71,7.72,7.64,7.7,7.75,7.77,7.45,7.73,7.82,7.6,7.73,7.78,,,,,,,-,,,,,,,51.35,0,False,False,+_03-05-2024 09:00,98,7.9,8.07,-1.77,2.15,2,+_03-05-2024 09:00,98,7.9,8.07,-1.77,2.15,2,-_07-05-2024 09:00,100,7.76,7.82,0.0,0.77,0,+_03-05-2024 09:00,98,7.9,8.07,-1.77,2.15,2,+_03-05-2024 09:00,98,7.9,8.07,-1.77,2.15,2,+_03-05-2024 09:00,98,7.9,8.07,-1.77,2.15,2,+_03-05-2024 09:00,98,7.9,8.07,-1.77,2.15,2,+_03-05-2024 09:00,98,7.9,8.07,-1.77,2.15,2,+_03-05-2024 09:00,98,7.9,8.07,-1.77,2.15,2,4,1,13_21_8_5_34_89_100_55 < BIST:ALMAD:7.76,7.68_7.69_7.7_7.72_7.73_7.75 < BIST:ALMAD:7.76,
07-05-2024,BLCYT,19.79,20.98,19.79,20.44,1712992.0,20.47,20.27,19.84,19.3,20.51,20.18,20.51,20.08,16.45,0.86,0.16,0.7,36.51,29.77,13.03,58.1,62.35,-,20.58,19.4,17.88,17.84,16.58,20.4,21.02,19.83,21.59,19.21,3491502.0,1.59,2.13,0,3.28,-61.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,+,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,+,,+,,,,,,20.51,20.67,19.93,20.47,20.68,19.96,20.27,20.56,20.87,20.18,20.51,21.1,19.84,20.23,21.18,19.68,20.08,21.22,19.3,19.67,21.2,18.77,18.87,20.8,18.27,18.48,19.47,17.81,18.05,18.74,17.71,17.86,,,,,,,,,,-,,,-,58.1,0,False,False,+_05-04-2024 09:00,83,17.73,22.799999,15.28,28.6,17,+_05-04-2024 09:00,83,17.73,22.799999,15.28,28.6,17,-_06-05-2024 09:00,99,19.790001,22.5,3.28,13.69,1,+_08-04-2024 09:00,84,18.5,22.799999,10.49,23.24,16,+_05-04-2024 09:00,83,17.73,22.799999,15.28,28.6,17,-_07-05-2024 09:00,100,20.44,20.98,0.0,2.64,0,+_08-04-2024 09:00,84,18.5,22.799999,10.49,23.24,16,+_05-04-2024 09:00,83,17.73,22.799999,15.28,28.6,17,-_07-05-2024 09:00,100,20.44,20.98,0.0,2.64,0,3,0,100_89_55_34_21_13_8 < BIST:BLCYT:20.44 < 5,17.71_17.81_18.27_18.77_19.3_19.84_20.27 < BIST:BLCYT:20.44 < 20.47,
07-05-2024,AKBNK,60.25,61.15,60.15,60.3,16885344.0,59.86,59.52,58.6,56.67,59.96,59.37,59.67,59.51,38.13,3.33,-0.34,3.67,48.19,29.79,12.5,64.31,68.11,-,59.4,53.5,43.72,43.19,45.28,60.53,60.92,59.92,61.53,59.53,46187363.67,0.13,-0.14,1,0.08,-60.29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,,,,,,,,+_19-03-2024 09:00:00,+_19-03-2024 09:00:00,,,,+,,+,,-,,+,,,,59.96,60.02,60.59,59.86,59.89,60.68,59.52,59.71,60.18,59.37,59.67,60.05,58.6,59.63,59.87,58.14,59.51,59.88,56.67,58.9,60.49,53.79,56.13,62.67,50.43,52.14,62.35,47.01,48.52,57.72,46.2,47.69,,,,,,,,,,+,,,+,64.31,0,False,False,+_19-03-2024 09:00,70,42.32,63.299999,42.49,49.57,30,+_03-05-2024 09:00,98,60.049999,61.15,0.42,1.83,2,+_06-05-2024 09:00,99,60.25,61.15,0.08,1.49,1,+_19-03-2024 09:00,70,42.32,63.299999,42.49,49.57,30,+_20-03-2024 09:00,71,42.639999,63.299999,41.42,48.45,29,+_07-05-2024 09:00,100,60.3,61.15,0.0,1.41,0,+_19-03-2024 09:00,70,42.32,63.299999,42.49,49.57,30,+_12-03-2024 09:00,65,43.779999,63.299999,37.73,44.59,35,+_07-05-2024 09:00,100,60.3,61.15,0.0,1.41,0,3,1,100_89_55_34_21_13_8_5 < BIST:AKBNK:60.3,46.2_47.01_50.43_53.79_56.67_58.6_59.52_59.86 < BIST:AKBNK:60.3,
07-05-2024,BNTAS,12.24,12.6,12.2,12.44,1055580.0,12.42,12.55,12.74,12.93,12.39,12.59,12.44,12.68,9.72,-0.26,-0.13,-0.13,14.97,16.25,18.83,44.27,46.5,-,12.93,13.23,14.16,11.43,15.18,12.41,12.63,12.23,12.81,12.01,2444965.33,-2.65,-2.61,0,1.63,-68.52,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,+,,,,,,,-_18-04-2024 09:00:00,-_24-04-2024 09:00:00,,,+,,,-,,+,,,,,,12.39,12.34,12.36,12.42,12.32,12.36,12.55,12.41,12.2,12.59,12.44,12.13,12.74,12.6,12.07,12.81,12.68,12.06,12.93,12.89,12.17,12.94,13.12,12.61,12.54,13.25,12.9,11.71,12.66,14.05,11.47,12.33,,,,,,,,,,+,,,+,44.27,0,False,False,-_18-04-2024 09:00,89,13.5,13.91,-7.85,3.04,11,-_17-04-2024 09:00,88,13.1,14.21,-5.04,8.47,12,+_03-05-2024 09:00,98,12.3,12.75,1.14,3.66,2,-_24-04-2024 09:00,92,12.95,13.87,-3.94,7.1,8,-_19-04-2024 09:00,90,13.27,13.87,-6.25,4.52,10,+_07-05-2024 09:00,100,12.44,12.6,0.0,1.29,0,-_19-04-2024 09:00,90,13.27,13.87,-6.25,4.52,10,-_25-04-2024 09:00,93,12.87,13.1,-3.34,1.79,7,+_07-05-2024 09:00,100,12.44,12.6,0.0,1.29,0,3,1,100_89_5 < BIST:BNTAS:12.44 < 55_8_13_21_34,11.47_11.71_12.42 < BIST:BNTAS:12.44 < 12.54_12.55_12.74_12.93_12.94,
07-05-2024,AYES,61.8,61.8,61.8,61.8,246298.0,54.34,51.64,48.98,46.8,55.6,50.97,52.0,49.05,34.85,3.42,1.84,1.58,27.23,62.33,14.07,80.17,60.01,+,52.32,48.65,44.13,38.26,41.0,61.8,61.8,61.8,61.8,61.8,172774.67,3.17,2.87,0,9.96,59.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,+_09-04-2024 09:00:00,+_18-04-2024 09:00:00,,,,,,+,,+,+,,,,,55.6,56.45,61.32,54.34,55.19,62.38,51.64,52.66,58.23,50.97,52.0,57.08,48.98,49.88,55.55,48.28,49.05,54.9,46.8,47.22,52.33,44.98,45.04,48.74,43.03,44.43,44.4,40.76,42.43,45.42,40.2,41.63,,,,,,,,,,,,,,80.2,0,False,False,+_09-04-2024 09:00,85,44.48,61.8,38.94,38.94,15,+_22-04-2024 09:00,91,43.0,61.8,43.72,43.72,9,+_06-05-2024 09:00,99,56.200001,61.8,9.96,9.96,1,+_18-04-2024 09:00,89,41.799999,61.8,47.85,47.85,11,+_09-04-2024 09:00,85,44.48,61.8,38.94,38.94,15,+_18-04-2024 09:00,89,41.799999,61.8,47.85,47.85,11,+_22-04-2024 09:00,91,43.0,61.8,43.72,43.72,9,+_09-04-2024 09:00,85,44.48,61.8,38.94,38.94,15,+_25-04-2024 09:00,93,44.099998,61.8,40.14,40.14,7,3,0,100_89_55_34_21_13_8_5 < BIST:AYES:61.8,40.2_40.76_43.03_44.98_46.8_48.98_51.64_54.34 < BIST:AYES:61.8,
07-05-2024,ASUZU,115.4,118.8,114.8,115.1,1859541.0,114.86,114.03,111.67,107.16,114.98,113.63,114.9,113.82,77.41,7.71,-0.49,8.19,42.84,30.28,12.35,65.15,68.2,-,115.75,103.55,77.17,74.88,92.35,116.23,117.67,113.67,120.23,112.23,2394577.33,0.59,0.61,0,0.61,-31.05,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,+,,,,,,,+_15-03-2024 09:00:00,+_18-03-2024 09:00:00,,,+,,,+,,,,,,,,114.98,114.95,114.39,114.86,115.21,114.09,114.03,115.15,115.06,113.63,114.9,115.84,111.67,114.23,116.95,110.56,113.82,116.95,107.16,111.76,117.96,100.75,105.78,120.6,93.69,96.97,119.1,87.31,89.09,108.89,85.97,87.28,,,,,,,,,,,,,-,65.16,0,False,False,+_15-03-2024 09:00,68,74.199997,125.0,55.12,68.46,32,+_29-04-2024 09:00,95,118.6,125.0,-2.95,5.4,5,-_03-05-2024 09:00,98,114.5,119.0,0.52,3.93,2,+_18-03-2024 09:00,69,75.349998,125.0,52.75,65.89,31,+_18-03-2024 09:00,69,75.349998,125.0,52.75,65.89,31,-_03-05-2024 09:00,98,114.5,119.0,0.52,3.93,2,+_19-03-2024 09:00,70,76.5,125.0,50.46,63.4,30,+_18-03-2024 09:00,69,75.349998,125.0,52.75,65.89,31,-_07-05-2024 09:00,100,115.1,118.8,0.0,3.21,0,3,0,100_89_55_34_21_13_8_5 < BIST:ASUZU:115.1,100.75_107.16_111.67_114.03_114.86_85.97_87.31_93.69 < BIST:ASUZU:115.1,
07-05-2024,ANSGR,88.85,90.55,87.7,90.15,825845.0,89.33,88.67,87.1,84.58,89.47,88.38,89.34,88.36,58.36,4.2,0.11,4.1,40.59,33.38,12.22,70.21,71.5,-,90.2,80.2,72.29,70.85,71.0,89.47,91.23,88.38,92.32,86.62,2088344.67,1.29,2.02,0,1.46,-49.09,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,+,,,,,,,+_03-04-2024 09:00:00,+_04-04-2024 09:00:00,,,+,,,+,,,,,,,,89.47,89.46,89.4,89.33,89.51,89.34,88.67,89.42,89.42,88.38,89.34,89.58,87.1,88.77,90.37,86.44,88.36,90.68,84.58,86.97,91.6,81.4,83.17,92.26,77.85,79.59,88.68,74.03,76.31,84.31,73.08,75.38,,,,,,,,,,,,,,70.23,0,False,False,+_03-04-2024 09:00,81,71.599998,94.5,25.91,31.98,19,+_02-04-2024 09:00,80,72.199997,94.5,24.86,30.89,20,-_02-05-2024 09:00,97,90.5,94.5,-0.39,4.42,3,+_04-04-2024 09:00,82,73.5,94.5,22.65,28.57,18,+_04-04-2024 09:00,82,73.5,94.5,22.65,28.57,18,-_25-04-2024 09:00,93,86.400002,94.5,4.34,9.37,7,+_05-04-2024 09:00,83,80.550003,94.5,11.92,17.32,17,+_05-04-2024 09:00,83,80.550003,94.5,11.92,17.32,17,-_29-04-2024 09:00,95,89.75,94.5,0.45,5.29,5,3,0,100_89_55_34_21_13_8_5 < BIST:ANSGR:90.15,73.08_74.03_77.85_81.4_84.58_87.1_88.67_89.33 < BIST:ANSGR:90.15,
07-05-2024,ATEKS,165.2,167.3,159.7,163.5,63666.0,158.63,157.21,155.47,153.69,159.38,156.82,156.96,156.57,120.36,2.83,0.96,1.88,18.42,27.38,16.75,57.78,53.82,+,161.75,152.75,162.38,156.08,137.7,163.5,167.3,159.7,171.1,155.9,105168.0,0.06,-0.11,1,1.36,-62.02,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,+_06-05-2024 09:00:00,+_09-04-2024 09:00:00,,,,+,,+,,,,+,,,,159.38,160.03,164.42,158.63,158.69,165.66,157.21,156.94,161.16,156.82,156.96,158.75,155.47,156.93,155.74,154.91,156.57,155.8,153.69,155.05,158.3,151.81,151.18,159.8,147.8,152.55,150.32,140.36,149.33,153.26,138.16,146.51,,,,,,,,,,,,,+,57.78,0,False,False,+_06-05-2024 09:00,99,161.3,167.3,1.36,3.72,1,+_06-05-2024 09:00,99,161.3,167.3,1.36,3.72,1,+_03-05-2024 09:00,98,155.2,167.3,5.35,7.8,2,+_09-04-2024 09:00,85,154.2,177.0,6.03,14.79,15,+_06-05-2024 09:00,99,161.3,167.3,1.36,3.72,1,+_06-05-2024 09:00,99,161.3,167.3,1.36,3.72,1,+_15-04-2024 09:00,86,149.89999,177.0,9.07,18.08,14,+_08-04-2024 09:00,84,149.89999,177.0,9.07,18.08,16,+_07-05-2024 09:00,100,163.5,167.3,0.0,2.32,0,3,0,100_89_55_34_21_13_8_5 < BIST:ATEKS:163.5,138.16_140.36_147.8_151.81_153.69_155.47_157.21_158.63 < BIST:ATEKS:163.5,
