Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,H_Wma9XH_Wma15,H_Wma9>H_Wma15,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,Arasinda(H_Wma9/H_Wma15)
16-02-2024 13:00,9276.01,9282.63,9258.14,9260.92,480783055.0,XU100,8244.28,9112.04,9028.75,8279.54,+_03-01-2024 17:00:00,12.33,-,11.85,-,9202.3,9165.06,131.28,0.33,130.95,67.43,68.54,+,-,-0.15,-73.46,945258807.67,-,58.62,0.64,95.86,1.05,8665.68,9045.97,8665.68,9045.97,15256731619.0,,,,71.41,,8291.34,8129.34,161.99,8124.42,4.39,9.36,14211369665.0,+,-,+,+,,+_29-01-2024 09:00:00,969.58,11.69,+,-,True,1.99,-,H_Wma9:H_Wma15:H_Tk,11.66,-,,,,,,,,+_14-02-2024 17:00:00,+,,,
16-02-2024 13:00,33.38,33.4,33.16,33.2,278441.0,A1CAP,31.43,32.56,32.56,29.73,+_15-02-2024 13:00:00,5.62,-,11.67,-,32.86,32.62,0.43,0.07,0.36,63.05,58.32,+,+,-0.54,-81.9,688374.33,-,0.34,1.02,0.58,1.78,31.16,33.3,31.0,32.14,14439548.0,,,,42.52,,29.74,29.99,0.25,34.67,3.08,41.25,11047299.0,+,-,-,-,,-_16-02-2024 13:00:00,3.46,11.63,+,-,True,-0.82,-,H_Tk:H_Wma15:H_Wma9,11.5,-,,,,,,,,+_14-02-2024 17:00:00,+,,,
16-02-2024 13:00,149.8,152.1,148.6,149.1,152645.0,ACSEL,126.71,143.8,143.55,125.65,+_16-02-2024 13:00:00,17.67,-,18.66,-,144.46,142.86,2.5,0.23,2.27,63.75,55.1,+,+,-0.4,-71.42,247023.33,-,4.64,3.21,6.24,4.36,131.1,157.1,128.1,144.7,2951089.0,,,,64.52,,126.29,126.76,0.47,126.38,10.37,10.29,2489701.67,+,-,+,-,,-_02-10-2023 09:00:00,22.81,18.06,+,-,True,-0.37,+,H_Wma15:H_Tk:H_Wma9,17.66,-,,,,,,,,+_16-02-2024 09:00:00,+,,,
16-02-2024 13:00,584.5,591.0,581.5,588.0,43683.0,ADEL,445.98,593.5,552.38,437.75,+_24-01-2024 13:00:00,31.84,-,34.32,-,584.31,577.42,27.85,0.08,27.77,68.04,70.65,+,-,0.51,-81.43,111091.33,-,3.69,0.63,10.58,1.83,515.0,531.5,480.75,503.0,2189102.0,,,,56.11,,422.38,419.1,3.29,492.82,-2.33,-33.28,2488639.33,+,-,+,-,+,+_12-02-2024 09:00:00,165.62,39.21,+,-,False,0.78,-,H_Tk:H_Wma9:H_Wma15,37.67,-,,,,,,,,+_16-02-2024 09:00:00,+,,,
16-02-2024 13:00,2.81,2.89,2.8,2.82,40452131.0,ADESE,2.3,2.86,2.78,2.35,+_05-02-2024 09:00:00,22.48,-,20.0,-,2.83,2.84,0.06,-0.02,0.08,57.97,64.79,-,-,0.36,-48.11,44590049.33,-,0.01,0.43,0.02,0.83,2.48,2.96,2.47,2.75,588838213.0,,,,73.1,,2.31,2.19,0.12,2.3,10.89,73.66,434523974.33,+,-,+,-,,+_22-01-2024 09:00:00,0.51,22.17,+,-,False,5.34,-,H_Wma9:H_Tk:H_Wma15,21.31,-,,,,,,,,-_13-02-2024 17:00:00,-,,,
16-02-2024 13:00,37.1,37.36,36.8,37.08,387566.0,ADGYO,32.62,36.37,35.87,31.49,+_14-02-2024 17:00:00,13.68,-,17.75,-,36.53,36.15,0.75,0.13,0.62,69.23,62.78,+,+,-0.05,-86.69,1265901.33,-,0.55,1.5,0.93,2.58,33.1,37.0,33.08,35.0,27246698.0,,,,59.61,,31.84,32.24,0.39,33.5,4.6,2.09,30545842.0,+,-,+,-,,-_16-02-2024 13:00:00,5.24,16.46,+,-,True,-1.22,-,H_Tk:H_Wma15:H_Wma9,15.58,-,,,,,,,,+_13-02-2024 09:00:00,+,,,
16-02-2024 13:00,159.1,160.1,158.9,159.2,267634.0,AEFES,133.3,155.35,155.35,140.4,+_26-01-2024 13:00:00,19.43,-,13.39,-,157.33,156.88,2.05,-0.17,2.22,62.72,60.67,-,+,0.19,-70.15,520195.67,-,1.87,1.19,2.32,1.48,149.4,158.4,147.5,155.9,16960575.0,,,,76.99,,141.58,134.78,6.8,125.9,4.35,20.6,13816100.0,+,-,+,+,,+_16-02-2024 13:00:00,17.62,12.45,+,-,False,5.04,-,H_Wma9:H_Wma15:H_Tk,12.24,-,,,,,,,,+_15-02-2024 09:00:00,+,,,
16-02-2024 13:00,13.18,13.26,13.16,13.23,840020.0,AFYON,12.6,12.98,13.01,12.07,-_16-02-2024 09:00:00,4.97,-,9.61,-,13.13,13.1,0.14,0.0,0.13,58.73,58.03,+,+,0.38,-84.55,2651969.0,-,0.1,0.75,0.13,0.99,12.61,13.13,12.52,12.96,54318662.0,,,,45.92,,12.12,12.17,0.05,14.17,2.86,0.88,50321661.33,+,-,-,-,,-_16-02-2024 13:00:00,1.11,9.14,+,-,False,-0.39,+,H_Tk:H_Wma15:H_Wma9,8.56,-,,,,,,,,+_14-02-2024 17:00:00,+,,,
16-02-2024 13:00,64.6,64.7,64.1,64.3,120548.0,AGESA,58.93,64.2,63.88,56.53,+_22-01-2024 09:00:00,9.1,-,13.75,-,64.38,63.63,1.28,0.16,1.12,59.43,60.2,+,-,-0.39,-79.61,288141.0,-,0.08,0.12,0.67,1.05,58.25,63.25,57.8,61.6,4081295.0,,,,50.24,,57.34,56.92,0.42,63.82,5.93,5.88,3596063.0,+,-,+,-,+,+_12-02-2024 09:00:00,6.96,12.14,+,-,True,0.73,+,H_Tk:H_Wma9:H_Wma15,11.79,-,,,,,,-,,-_16-02-2024 13:00:00,+,,,
16-02-2024 13:00,263.25,264.75,262.75,263.5,44896.0,AGHOL,223.34,258.12,254.5,226.3,+_26-01-2024 13:00:00,17.98,-,16.44,-,260.84,260.02,5.16,-0.4,5.56,63.6,64.03,-,-,0.19,-87.25,177272.67,-,2.66,1.02,3.48,1.34,235.6,262.0,233.2,257.5,6069223.0,,,,71.41,,228.49,220.24,8.25,222.2,9.3,21.83,4898191.33,+,-,+,-,,+_22-01-2024 09:00:00,35.01,15.32,+,-,False,3.74,-,H_Wma9:H_Tk:H_Wma15,15.0,-,,,,,,,,+_15-02-2024 09:00:00,+,,,
