Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
ANSGR,01-04-2024,80.55,17.76,38.84,74.02,72.5,70.25,66.21,74.67,72.05,72.87,71.47,24.79,75.67,9956924.33,70.12,+,+,+,,,,,+_17-07-2023 09:00:00,+_17-07-2023 09:00:00,,,+,+,,+,,+,,,,+,,8,0
BJKAS,01-04-2024,71.05,38.1,100.74,65.64,64.49,61.69,57.25,65.75,63.96,66.84,63.44,19.88,64.33,13818993.33,61.76,+,+,+,,,,,+_22-01-2024 09:00:00,+_20-06-2022 09:00:00,,,+,+,,+,,+,,,+,,,8,0
ISGSY,01-04-2024,28.82,15.93,282.56,27.0,26.92,26.65,25.95,27.05,26.88,27.12,27.09,14.51,28.96,12312395.33,58.17,+,+,+,+,+,,+,+_01-04-2024 09:00:00,+_03-07-2023 09:00:00,,,+,,,-,,,+,,,,,8,1
DGNMO,01-04-2024,12.45,13.08,11.35,11.63,11.47,11.28,11.08,11.7,11.43,11.6,11.31,5.97,11.91,16429297.0,60.52,+,+,+,,,,,+_05-02-2024 09:00:00,+_05-02-2024 09:00:00,,,+,+,,-,,,,,+,+,,7,1
DOHOL,01-04-2024,13.46,2.36,-21.2,13.28,13.26,13.19,13.05,13.28,13.25,13.34,13.29,7.34,13.17,217519058.67,55.41,+,+,,+,,,+,+_01-04-2024 09:00:00,+_22-01-2024 09:00:00,,,+,+,,-,,,,,,+,,7,1
AYGAZ,01-04-2024,162.5,6.63,60.57,157.91,155.92,152.25,146.55,158.44,155.18,157.92,154.53,70.02,157.0,3859390.67,63.98,+,+,,,,,,+_02-01-2024 09:00:00,+_05-06-2023 09:00:00,,,+,+,,+,,+,,,,+,,7,0
VAKBN,01-04-2024,16.64,14.29,55.0,14.93,14.68,14.53,14.37,15.1,14.63,14.6,14.48,8.78,15.75,286631840.0,62.58,,,,+,+,+,+,+_01-04-2024 09:00:00,+_01-04-2024 09:00:00,+,,,,,-,,,,+,+,,,7,1
TNZTP,01-04-2024,71.25,12.38,53.28,68.61,68.64,67.94,65.56,68.56,68.57,69.01,69.15,45.89,67.62,2575486.0,58.42,+,+,+,,+,,,-_18-03-2024 09:00:00,+_01-04-2024 09:00:00,-,,+,+,,,,+,,,,,,7,1
TSKB,01-04-2024,9.52,12.13,24.55,8.82,8.63,8.38,8.04,8.9,8.57,8.68,8.5,4.04,9.19,130213894.67,67.48,,,,,,,,+_08-01-2024 09:00:00,+_29-05-2023 09:00:00,,,+,+,,+,,+,,+,+,+,,7,0
GSDDE,01-04-2024,10.57,11.85,7.45,9.97,9.82,9.57,9.27,10.02,9.77,9.99,9.73,5.59,10.19,25011964.0,63.11,+,+,,,,,,+_08-01-2024 09:00:00,+_22-01-2024 09:00:00,,,+,+,,+,,+,,,,+,,7,0
LRSHO,01-04-2024,3.08,7.32,3.35,3.04,3.0,2.9,2.78,3.04,2.98,3.09,2.96,1.7,2.98,69247427.67,58.9,+,+,,,,,,+_15-01-2024 09:00:00,+_22-01-2024 09:00:00,,,+,+,,+,,+,,,,+,,7,0
VESBE,01-04-2024,20.72,8.77,39.98,19.85,19.53,19.0,18.31,19.95,19.41,19.83,19.26,10.41,20.17,71362550.0,64.77,+,+,,,,,,+_22-01-2024 09:00:00,+_02-01-2024 09:00:00,,,+,+,,+,,+,,,,+,,7,0
SKYLP,01-04-2024,161.2,12.81,73.02,156.0,156.84,152.29,139.92,155.13,156.39,159.58,161.51,52.32,151.87,1798531.0,60.8,+,+,+,,,,,-_18-03-2024 09:00:00,+_26-06-2023 09:00:00,-,,+,,,+,,+,,,,,,6,1
MAKTK,01-04-2024,7.01,6.21,76.49,6.83,6.77,6.62,6.39,6.83,6.75,6.92,6.75,4.13,6.98,34479939.33,59.2,+,+,,,,,,+_22-01-2024 09:00:00,+_22-01-2024 09:00:00,,,+,,,+,,,+,,,+,,6,0
FONET,01-04-2024,31.0,45.27,32.87,27.77,26.14,22.89,18.93,28.02,25.48,28.93,24.39,5.83,28.33,50885612.0,64.06,+,+,+,,,,,+_15-01-2024 09:00:00,+_03-07-2023 09:00:00,,,+,,,+,,+,,,,,,6,0
MAVI,01-04-2024,81.0,9.46,18.88,76.63,74.66,71.53,67.15,77.31,74.01,75.62,73.34,29.13,77.9,25206381.33,71.92,+,,,,,,,+_04-12-2023 09:00:00,+_29-05-2023 09:00:00,,,+,+,,+,,+,,,,+,,6,0
LIDFA,01-04-2024,8.39,3.58,-22.21,8.3,8.33,8.33,8.11,8.3,8.34,8.29,8.39,3.64,8.29,37032307.33,55.51,+,+,+,,,,,-_19-02-2024 09:00:00,+_05-06-2023 09:00:00,,,+,,,+,,+,,,,,,6,0
TMPOL,01-04-2024,103.2,7.28,-4.82,102.43,101.38,98.6,93.32,102.42,100.87,104.04,99.67,37.41,101.15,2879388.67,57.39,+,+,+,,,,,+_05-02-2024 09:00:00,+_19-06-2023 09:00:00,,,+,,,+,,+,,,,,,6,0
MGROS,01-04-2024,452.75,9.1,-9.27,447.84,445.79,434.94,414.88,446.75,444.0,455.98,446.27,175.52,438.92,9171472.33,61.5,+,+,+,,,,,+_08-01-2024 09:00:00,+_01-04-2024 09:00:00,,,+,,,+,,+,,,,,,6,0
ENKAI,01-04-2024,36.6,5.17,-13.25,36.38,36.63,36.56,36.01,36.24,36.65,36.82,37.1,21.43,35.54,100606651.67,53.13,+,,+,,,,,-_18-03-2024 09:00:00,+_06-11-2023 09:00:00,,,+,,,+,,+,,,,,+,6,0
BIMAS,01-04-2024,405.0,12.19,-5.91,383.19,378.84,369.11,351.08,384.65,377.1,382.8,377.87,163.65,388.17,20196649.0,68.6,+,+,+,,,,,+_05-06-2023 09:00:00,+_01-04-2024 09:00:00,,,+,+,,+,,,,,,,,6,0
SRVGY,01-04-2024,314.75,12.41,24.7,304.05,308.65,315.41,318.0,303.19,310.26,303.36,314.21,164.86,297.75,925635.0,49.96,+,+,,,,,,-_05-02-2024 09:00:00,-_19-02-2024 09:00:00,,,+,+,,+,,+,,,,,,6,0
BLCYT,01-04-2024,17.73,4.66,-3.83,17.49,17.47,17.29,17.01,17.47,17.44,17.74,17.49,11.55,17.15,4892188.0,54.47,+,+,+,+,,,+,+_01-04-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,,-,,,,,,,,6,1
AVTUR,01-04-2024,11.05,10.17,34.51,10.71,10.51,10.14,9.59,10.76,10.44,10.76,10.31,4.5,10.75,5307270.67,60.95,+,+,,,,,,+_22-01-2024 09:00:00,+_29-05-2023 09:00:00,,,+,,,+,,+,,,,+,,6,0
SOKM,01-04-2024,65.0,10.17,-25.22,63.81,64.07,63.62,62.06,63.58,64.03,64.8,64.69,31.07,62.52,40490255.67,55.93,+,+,+,,+,,,-_25-03-2024 09:00:00,+_22-01-2024 09:00:00,,,+,,,-,,+,,,,,,6,1
ULUFA,01-04-2024,12.83,6.92,-32.58,12.61,12.4,11.97,11.4,12.63,12.31,12.8,12.16,6.06,12.36,20730223.33,58.96,+,+,,,,,,+_05-02-2024 09:00:00,+_05-02-2024 09:00:00,,,+,+,,,,+,,,,+,,6,0
AKGRT,01-04-2024,6.87,9.74,24.72,6.44,6.38,6.3,6.15,6.48,6.36,6.36,6.37,3.35,6.62,133641819.67,60.18,,,,+,,,+,+_01-04-2024 09:00:00,+_08-01-2024 09:00:00,,,,+,,-,,+,,+,,+,,6,1
CRDFA,01-04-2024,7.93,14.93,35.82,7.53,7.42,7.2,6.89,7.55,7.38,7.62,7.31,3.93,7.46,44913216.67,60.13,+,+,+,,,,,+_05-02-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,+,,,,,,+,,6,0
YAYLA,01-04-2024,26.64,44.08,67.33,21.44,19.59,17.13,14.53,22.11,19.03,20.7,17.85,5.77,23.76,4955002.33,72.06,+,,,,,,,+_08-01-2024 09:00:00,+_08-01-2024 09:00:00,,,+,+,,+,,+,,,,+,,6,0
HATEK,01-04-2024,14.7,8.33,49.17,14.5,14.46,14.14,13.55,14.46,14.41,14.8,14.49,7.92,14.41,14199711.67,57.36,+,+,+,,,,+,+_01-04-2024 09:00:00,+_10-07-2023 09:00:00,,,+,,,+,,,,,,,,6,0
BRKO,01-04-2024,4.33,8.25,-9.42,4.17,4.11,4.04,4.03,4.19,4.09,4.16,4.03,2.66,4.23,4687884.0,55.34,+,+,,,,,,+_05-02-2024 09:00:00,+_04-03-2024 09:00:00,,,+,+,,+,,,,,,,,5,0
CCOLA,01-04-2024,644.5,11.51,46.91,605.56,597.04,577.76,543.1,608.49,593.62,605.31,595.34,232.27,622.0,2621957.0,69.33,+,+,,,,,,+_30-10-2023 09:00:00,+_01-04-2024 09:00:00,,,+,+,,+,,,,,,,,5,0
ATLAS,01-04-2024,5.95,8.18,135.5,5.63,5.49,5.36,5.23,5.68,5.46,5.57,5.33,2.86,5.79,11793969.33,59.85,,,,,,,,+_12-02-2024 09:00:00,+_19-02-2024 09:00:00,,+,+,,,+,,,+,+,,,,5,0
MERKO,01-04-2024,14.09,9.22,-26.0,13.36,12.97,12.3,11.46,13.48,12.83,13.33,12.67,6.3,13.7,14990055.0,68.44,+,,,,,,,+_08-01-2024 09:00:00,+_08-01-2024 09:00:00,,,+,,,+,,+,,,,+,,5,0
MRGYO,01-04-2024,5.06,14.48,65.2,4.89,4.99,5.19,5.49,4.87,5.02,4.94,5.0,3.53,4.71,58519351.53,45.01,+,+,,,,,,-_18-12-2023 09:00:00,-_18-12-2023 09:00:00,,,+,+,,-,,+,,,,,,5,1
TABGD,01-04-2024,145.9,7.12,24.26,139.2,137.96,137.23,137.43,139.87,137.71,138.15,136.78,139.12,140.0,15708093.0,56.96,,,,,,+,,+_29-01-2024 09:00:00,+_01-04-2024 09:00:00,,,,+,+,,+,,,,,,+,5,0
HURGZ,01-04-2024,5.03,4.57,-24.37,4.93,4.87,4.78,4.72,4.94,4.85,4.94,4.79,3.27,4.85,30754307.67,55.59,+,+,,,,,,+_29-01-2024 09:00:00,+_12-02-2024 09:00:00,,,+,+,,-,,+,,,,,,5,1
IZFAS,01-04-2024,17.49,3.49,27.79,17.47,17.26,16.53,15.28,17.47,17.14,17.66,17.29,6.49,17.13,16216881.33,64.46,+,+,,,,,,+_27-11-2023 09:00:00,+_04-12-2023 09:00:00,,,+,,,+,,+,,,,,,5,0
ENJSA,01-04-2024,60.15,3.0,-17.12,59.11,58.47,57.02,54.85,59.22,58.19,59.57,58.09,27.93,58.87,30416944.33,65.15,+,,,,,,,+_15-01-2024 09:00:00,+_15-01-2024 09:00:00,,,+,,,+,,,,,,+,,4,0
TCELL,01-04-2024,74.0,9.31,46.78,69.46,68.29,66.58,63.87,70.0,67.95,68.43,67.78,33.81,71.27,162348125.0,69.21,,,,,,,,+_06-11-2023 09:00:00,+_22-08-2022 09:00:00,,,,,,+,,+,,,+,+,,4,0
KGYO,01-04-2024,36.78,9.92,142.73,36.27,36.93,37.74,38.91,36.0,37.11,36.98,37.7,24.87,35.19,2375991.67,46.08,+,,,,,,,-_11-03-2024 09:00:00,-_09-10-2023 09:00:00,,+,+,,,-,,,,,,,+,4,1
ORMA,01-04-2024,229.9,12.37,-16.85,217.34,208.13,195.74,180.88,220.27,205.32,213.94,197.85,70.55,214.67,107029.0,62.19,+,,,,,,,+_29-01-2024 09:00:00,+_22-01-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
TDGYO,01-04-2024,13.35,23.04,4.81,11.62,11.18,10.64,10.05,11.81,11.05,11.41,10.82,5.15,12.53,27907850.33,65.36,,,,,,,,+_15-01-2024 09:00:00,+_15-01-2024 09:00:00,,,,+,,+,,+,,+,,,,4,0
MERIT,01-04-2024,110.3,6.06,-6.61,106.7,104.13,98.95,91.36,107.29,103.12,106.93,102.5,39.51,107.37,1550623.0,69.52,+,,,,,,,+_02-01-2024 09:00:00,+_05-06-2023 09:00:00,,,+,,,+,,,,,,+,,4,0
KSTUR,01-04-2024,8222.5,36.08,-18.8,7001.25,6221.2,5217.18,4192.47,7263.2,5988.85,6676.62,5356.28,932.77,7365.0,13522.67,74.85,+,,,,,,,+_29-01-2024 09:00:00,+_20-03-2023 09:00:00,,,+,,,+,,+,,,,,,4,0
MARTI,01-04-2024,4.51,13.03,-32.3,4.5,4.59,4.6,4.5,4.45,4.6,4.64,4.74,2.89,4.33,53030298.0,51.13,+,,,,,,,-_18-03-2024 09:00:00,-_25-03-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
SISE,01-04-2024,48.72,5.36,-2.57,48.23,48.57,48.82,48.91,48.09,48.64,48.65,49.07,29.81,47.26,161216710.67,49.87,+,+,,,,,,-_11-03-2024 09:00:00,-_18-03-2024 09:00:00,,,+,,,-,,+,,,,,,4,1
ASELS,01-04-2024,58.45,4.19,-25.11,57.38,56.69,55.01,52.19,57.5,56.38,57.85,56.24,24.6,56.18,237501552.33,66.05,+,+,,,,,,+_05-06-2023 09:00:00,+_12-06-2023 09:00:00,,,+,,,+,,,,,-,,,4,1
LUKSK,01-04-2024,100.4,2.45,-18.16,100.21,97.75,92.43,84.97,100.52,96.7,101.95,95.35,35.25,99.68,1065072.0,68.02,+,,,,,,,+_30-10-2023 09:00:00,+_19-06-2023 09:00:00,,,,,,+,,+,,,,+,,4,0
SKBNK,01-04-2024,4.56,10.14,69.66,4.46,4.57,4.77,4.93,4.44,4.61,4.51,4.62,2.81,4.4,255246619.0,45.01,+,,,,,,,-_25-12-2023 09:00:00,-_02-01-2024 09:00:00,,,+,,+,-,,+,,,,,,4,1
DOCO,01-04-2024,4940.0,0.61,-39.4,4925.47,4856.34,4708.72,4473.86,4938.46,4828.28,4941.61,4793.48,2138.25,4824.17,67620.67,69.86,+,,,,,,,+_23-10-2023 09:00:00,+_17-10-2022 09:00:00,,,+,,,+,,+,,,,,,4,0
KLGYO,01-04-2024,5.49,1.67,30.62,5.45,5.26,4.93,4.54,5.49,5.19,5.52,5.06,2.34,5.33,36292089.33,68.1,+,,,,,,,+_29-01-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
MTRYO,01-04-2024,9.0,3.81,239.73,8.94,8.75,8.45,8.12,8.98,8.68,9.02,8.48,4.09,8.98,1677091.67,56.61,+,+,,,,,,+_12-02-2024 09:00:00,+_19-02-2024 09:00:00,,,+,,,-,,,,,,,,3,1
NTHOL,01-04-2024,27.66,3.52,-19.92,27.87,27.66,26.84,25.41,27.82,27.52,28.26,27.7,12.39,26.63,15336335.67,61.1,,,,,,,,+_02-01-2024 09:00:00,+_05-06-2023 09:00:00,,,,+,,+,,+,,,-,,,3,1
ISFIN,01-04-2024,10.93,5.4,65.2,10.97,11.17,11.4,11.49,10.91,11.22,11.08,11.37,7.13,10.86,48589335.33,46.47,,,,,,,,-_29-01-2024 09:00:00,-_26-02-2024 09:00:00,,,+,,,-,,+,,,,,+,3,1
AEFES,01-04-2024,163.6,7.0,92.67,154.6,151.79,147.09,139.32,155.76,150.88,152.84,150.46,64.92,159.17,21830054.33,68.49,,,,,,,,+_30-10-2023 09:00:00,+_06-03-2023 09:00:00,,,,,,+,,,,+,,+,,3,0
BNTAS,01-04-2024,13.25,4.25,-12.07,13.41,12.98,12.09,10.95,13.46,12.8,13.67,12.6,5.42,12.66,16707862.0,60.71,,+,,,,,,+_15-01-2024 09:00:00,+_15-01-2024 09:00:00,,,,,,+,,+,,-,,,,3,1
KARYE,01-04-2024,44.76,13.6,-17.07,45.07,45.32,43.5,40.11,44.53,45.07,47.76,46.38,22.72,41.37,11722927.0,55.8,,,+,,,,,-_25-03-2024 09:00:00,+_08-01-2024 09:00:00,,,+,,,,,+,,,-,,,3,1
KRONT,01-04-2024,22.28,4.6,34.92,22.91,22.63,21.56,20.01,22.81,22.43,23.73,22.39,10.62,21.28,6146971.67,58.23,,,+,,,,,+_22-01-2024 09:00:00,+_15-01-2024 09:00:00,,,,,,+,,+,,,,,,3,0
DMSAS,01-04-2024,6.15,4.77,76.93,6.0,5.87,5.65,5.44,6.03,5.82,6.04,5.73,3.53,6.0,16055341.33,63.3,+,,,,,,,+_29-01-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,,+,,,,,,,,3,0
GARAN,01-04-2024,74.3,8.47,-9.08,68.79,67.15,65.08,61.98,69.59,66.7,67.2,66.01,29.11,72.67,174407290.0,69.29,,,,,,,,+_18-03-2024 09:00:00,+_06-03-2023 09:00:00,,,,,,+,,+,,,+,,,3,0
HTTBT,01-04-2024,67.0,1.75,-20.88,66.48,66.58,65.98,64.15,66.38,66.52,67.02,67.21,38.58,66.13,1914617.67,58.12,+,+,,,,,,-_11-03-2024 09:00:00,+_01-04-2024 09:00:00,-,,+,,,,,,,,,,,3,1
CRFSA,01-04-2024,172.0,2.56,106.08,163.48,157.15,148.07,136.49,165.64,155.18,160.86,151.01,68.95,171.77,4551275.67,78.95,,,,,,,,+_12-06-2023 09:00:00,+_19-06-2023 09:00:00,,,,,,+,,,+,+,,,,3,0
ULKER,01-04-2024,106.6,2.11,1.65,105.73,104.25,100.79,94.9,105.96,103.61,106.42,103.26,43.04,103.97,26272749.33,67.09,+,,,,,,,+_22-01-2024 09:00:00,+_29-05-2023 09:00:00,,,+,,,+,,,,,-,,,3,1
METRO,01-04-2024,2.54,4.1,73.14,2.53,2.55,2.54,2.5,2.52,2.55,2.57,2.58,1.75,2.46,33896499.33,53.53,+,,+,,,,,-_18-03-2024 09:00:00,+_02-01-2024 09:00:00,-,,+,,,-,,,,,,,,3,2
YATAS,01-04-2024,29.26,1.95,9.89,29.12,29.36,29.58,30.01,29.01,29.41,29.46,29.79,21.94,28.7,7184353.67,47.14,+,,,,,,,-_11-03-2024 09:00:00,-_11-03-2024 09:00:00,-,+,+,,,-,,,,,,,,3,2
DESA,01-04-2024,27.06,13.79,30.93,24.72,24.13,23.38,22.45,24.97,23.96,24.41,23.7,10.06,25.78,7891563.0,67.93,,,,,,,,+_22-01-2024 09:00:00,+_15-01-2024 09:00:00,,,,,,+,,+,,+,,,,3,0
RALYH,01-04-2024,146.9,19.53,33.63,127.58,118.72,109.14,100.22,131.23,116.38,120.99,109.61,41.29,138.33,2696191.67,74.53,,,,,,,,+_12-02-2024 09:00:00,+_01-04-2024 09:00:00,,,,,,+,,+,,,,,,2,0
PGSUS,01-04-2024,848.5,4.37,26.48,823.28,813.7,798.49,779.52,826.37,810.43,822.87,807.32,393.98,830.0,11693402.67,63.15,,,,,,,,+_22-01-2024 09:00:00,+_22-01-2024 09:00:00,,,,+,,+,,,,,,,,2,0
SAFKR,01-04-2024,37.4,0.54,36.21,38.56,39.11,38.74,36.93,38.2,39.14,39.36,40.37,16.31,37.18,3823355.33,54.31,,,,,-,,,-_18-03-2024 09:00:00,+_26-06-2023 09:00:00,,,,,,+,,+,,,,,,2,1
RAYSG,01-04-2024,426.0,4.67,-21.16,394.11,368.19,331.8,285.38,403.31,360.31,378.68,344.25,70.27,420.75,963042.67,88.29,,,,,,,,+_05-06-2023 09:00:00,+_05-06-2023 09:00:00,,,,,,+,,+,,-,,,,2,1
DOAS,01-04-2024,337.25,7.06,15.57,314.02,302.92,290.99,278.68,318.73,300.02,305.19,292.04,133.24,326.58,23852015.0,68.91,,,,,,,,+_29-01-2024 09:00:00,+_25-12-2023 09:00:00,,,,,,+,,+,,,,,,2,0
CEMTS,01-04-2024,9.41,-2.89,-23.44,10.2,10.61,10.93,11.13,10.01,10.7,10.7,11.07,7.21,9.41,38245487.0,38.68,,,,,,,,-_11-03-2024 09:00:00,-_11-03-2024 09:00:00,,+,,,,-,,+,-,,,,,2,2
SAHOL,01-04-2024,89.5,8.48,22.46,82.99,80.85,77.72,73.49,83.88,80.19,81.69,79.45,35.88,86.5,178806398.67,74.26,,,,,,,,+_13-11-2023 09:00:00,+_05-06-2023 09:00:00,,,,,,+,,,,+,,,,2,0
CWENE,01-04-2024,276.5,-1.95,5.5,285.35,291.59,296.74,298.87,282.64,293.02,290.88,300.56,279.78,280.92,4884450.67,44.39,,,,,,,,-_04-03-2024 09:00:00,-_11-03-2024 09:00:00,,+,,,,,-,-,-,,,,+,2,3
IZINV,01-04-2024,54.6,0.83,-23.58,54.32,52.18,49.16,45.66,54.94,51.51,53.47,49.8,23.05,57.12,5522920.67,63.8,+,,,,,,,+_15-01-2024 09:00:00,+_12-06-2023 09:00:00,,,,,,+,,,,-,,,,2,1
OZRDN,01-04-2024,56.55,-0.09,-6.42,59.06,59.11,57.37,53.48,58.65,58.88,60.59,59.86,21.08,55.37,1691563.33,57.25,,,,-,,,-,-_01-04-2024 09:00:00,+_08-05-2023 09:00:00,,,,,,+,,+,-,,,,,2,3
GESAN,01-04-2024,71.0,1.14,44.21,71.43,72.6,74.04,75.57,70.98,72.92,72.54,74.02,38.99,71.37,24268037.33,44.96,,,,,,,,-_04-03-2024 09:00:00,-_04-03-2024 09:00:00,,,+,,,,,-,,,,,+,2,1
IEYHO,01-04-2024,5.13,3.85,-52.45,5.31,5.37,5.31,5.07,5.26,5.37,5.46,5.48,2.16,5.08,100279065.67,53.33,,,,,-,,,-_25-03-2024 09:00:00,+_03-07-2023 09:00:00,-,,,,,+,,+,,,,,,2,2
IDGYO,01-04-2024,6.18,0.49,5.52,6.21,6.13,6.01,5.87,6.23,6.1,6.26,6.02,3.45,6.07,3696441.0,54.14,,,,,,,,+_12-02-2024 09:00:00,+_12-02-2024 09:00:00,,,,-,,+,,+,,,,,,2,1
ICBCT,01-04-2024,15.42,2.32,0.33,15.63,15.92,16.02,15.59,15.51,15.98,15.85,16.38,8.8,15.14,6796415.67,51.44,,,,,,,,-_04-03-2024 09:00:00,+_26-06-2023 09:00:00,,,,,,+,,+,,,,,,2,0
KCHOL,01-04-2024,222.6,11.75,10.81,198.56,189.81,180.04,169.26,202.49,187.51,191.26,182.18,78.13,216.47,85923630.0,82.71,,,,,,,,+_29-05-2023 09:00:00,+_01-08-2022 09:00:00,,,,,,+,,+,,,,,,2,0
GRNYO,01-04-2024,11.85,13.94,255.65,10.39,9.85,9.29,8.81,10.63,9.71,9.99,9.32,4.66,11.05,14819101.67,75.35,,,,,,,,+_22-01-2024 09:00:00,+_05-02-2024 09:00:00,,,,,,+,,,+,,,,,2,0
GLYHO,01-04-2024,12.67,-0.31,-29.04,12.67,12.56,12.36,12.14,12.69,12.52,12.74,12.47,7.25,12.3,75799126.33,55.3,-,,,,,,,+_22-01-2024 09:00:00,+_05-02-2024 09:00:00,,+,-,,,-,,+,-,-,,,,2,5
GLRYH,01-04-2024,11.42,-0.44,-15.72,12.12,12.33,12.3,12.02,11.96,12.35,12.62,12.63,6.57,11.4,10979884.0,47.88,,,,,-,,,-_25-03-2024 09:00:00,+_25-12-2023 09:00:00,-,,,,,+,,+,-,,,,,2,3
GLCVY,01-04-2024,44.22,4.39,-33.49,45.03,44.69,43.45,41.33,44.94,44.48,45.83,44.39,23.25,43.01,7356851.67,55.64,,,+,,,,,+_15-01-2024 09:00:00,+_01-04-2024 09:00:00,,,,,,,,+,,,-,,,2,1
GENTS,01-04-2024,9.45,1.83,-38.99,9.54,9.47,9.29,8.96,9.54,9.44,9.62,9.4,4.7,9.3,7514038.33,58.74,,,,,,,,+_29-01-2024 09:00:00,+_26-06-2023 09:00:00,,,,,,+,,+,,,,,,2,0
OYAYO,01-04-2024,40.84,-11.22,-70.06,39.63,37.68,35.28,32.75,40.34,37.12,38.56,35.71,14.68,41.83,1617013.33,63.86,,,,,,,,+_22-01-2024 09:00:00,+_15-01-2024 09:00:00,,,,,,+,,-,-,+,,,,2,2
FMIZP,01-04-2024,336.5,0.45,65.57,333.35,331.42,326.14,313.01,333.88,330.59,334.28,329.79,160.61,346.08,1702708.0,58.04,,,,,,,,+_18-03-2024 09:00:00,+_26-06-2023 09:00:00,,,,-,,+,,,,+,,,,2,1
MAALT,01-04-2024,1156.0,-3.1,-16.33,1204.75,1195.8,1159.28,1093.62,1201.25,1189.51,1225.49,1192.83,450.35,1150.67,267160.33,56.55,,,-,,,,,+_15-01-2024 09:00:00,+_05-06-2023 09:00:00,,,,,,+,,+,-,,-,,,2,3
ETYAT,01-04-2024,16.35,5.83,20.89,15.52,14.91,13.92,12.71,15.7,14.7,15.51,14.35,5.86,15.85,2753831.33,68.74,,,,,,,,+_02-01-2024 09:00:00,+_19-06-2023 09:00:00,,,,,,+,,,,+,,,,2,0
