Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,H_Wma9XH_Wma15,H_Wma9>H_Wma15,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,Arasinda(H_Wma9/H_Wma15)
05-02-2024 13:00,8778.41,8781.92,8767.46,8769.27,35946249.0,XU100,7941.54,8640.44,8361.82,7754.19,+_03-01-2024 17:00:00,10.42,-,13.09,-,8700.73,8651.18,154.31,7.55,146.76,72.47,71.45,+,+,-0.1,-97.14,587870407.33,-,68.54,0.79,118.09,1.36,8346.28,8762.89,8346.28,8665.68,13950579263.0,334.19,-5.21,339.4,69.4,60.38,8072.35,7986.78,85.56,7982.88,3.83,3.9,12956116979.67,+,-,+,+,,+,696.92,8.63,+,-,True,1.07,-,H_Wma9:H_Wma15:H_Tk,8.61,-,,,,,,,,+_01-02-2024 09:00:00,+,,,
05-02-2024 13:00,31.58,31.58,31.5,31.54,24503.0,A1CAP,30.96,31.3,30.13,27.94,+_25-01-2024 09:00:00,1.87,+,12.88,-,31.26,31.1,0.51,0.0,0.5,66.63,63.37,+,+,-0.13,-98.31,588218.33,-,0.28,0.91,0.44,1.43,30.96,31.84,30.24,31.18,10218408.0,-2.47,0.01,-2.48,46.09,40.72,29.11,29.9,0.79,34.67,1.63,20.5,8463600.0,+,+,-,-,,-,2.43,8.36,+,-,True,-2.65,-,H_Tk:H_Wma15:H_Wma9,8.22,-,,,,,,,,+_02-02-2024 09:00:00,+,,,
05-02-2024 13:00,131.3,131.3,131.1,131.1,3569.0,ACSEL,121.15,131.45,126.75,114.58,+_25-01-2024 13:00:00,8.22,-,14.42,-,131.57,131.39,2.95,-0.18,3.13,62.76,68.59,-,-,-0.15,-97.94,69793.67,-,0.47,0.36,0.29,0.22,122.9,138.3,121.8,131.1,2675682.0,10.93,-4.14,15.07,60.1,66.59,121.81,124.52,2.71,126.38,6.67,45.23,1829402.33,+,-,+,-,,-,9.29,7.62,+,-,True,-2.17,-,H_Tk:H_Wma15:H_Wma9,7.62,-,,,,,,,-,-_02-02-2024 09:00:00,-,,,
05-02-2024 13:00,513.0,515.5,512.0,512.0,11107.0,ADEL,413.9,487.0,444.5,358.62,+_24-01-2024 13:00:00,23.7,-,42.77,-,509.37,493.44,35.45,4.57,30.88,77.01,76.97,+,+,-0.1,-95.17,106308.33,-,2.63,0.52,18.56,3.76,396.0,530.5,396.0,515.0,3280425.0,8.42,-9.51,17.92,59.64,50.17,400.3,408.96,8.66,492.82,30.71,64.36,2143792.33,+,-,+,-,,-,111.7,27.9,+,-,True,-2.12,-,H_Tk:H_Wma15:H_Wma9,27.9,-,,,,,,,,+_30-01-2024 17:00:00,+,,,
05-02-2024 13:00,2.53,2.54,2.53,2.54,160584.0,ADESE,2.12,2.44,2.43,2.17,+_05-02-2024 09:00:00,19.73,-,16.78,-,2.45,2.41,0.04,0.02,0.02,75.37,56.99,+,+,0.0,-99.66,26871880.67,-,0.09,3.53,0.13,5.35,2.32,2.49,2.28,2.48,339077731.0,0.11,0.03,0.08,67.59,54.72,2.17,2.1,0.07,2.18,7.36,-9.74,367199997.0,-,+,+,-,,+,0.37,16.9,+,-,False,3.26,-,H_Tk:H_Wma9:H_Wma15,16.43,-,,,,,,,,+_31-01-2024 09:00:00,+,,,
05-02-2024 13:00,33.7,33.74,33.68,33.7,69720.0,ADGYO,31.53,33.86,33.08,29.48,+_18-01-2024 09:00:00,6.87,-,14.31,-,33.68,33.7,0.62,-0.1,0.72,59.56,63.94,-,-,0.0,-94.69,889907.0,-,0.02,0.05,0.0,0.01,32.0,36.3,31.64,33.46,26688733.0,,,,54.94,,31.0,32.01,1.02,32.86,4.56,-29.21,26432366.67,+,-,+,-,,-,2.7,8.73,+,-,False,-3.18,-,H_Tk:H_Wma15:H_Wma9,8.66,-,,,,,,,-,+_05-02-2024 09:00:00,-,,,
05-02-2024 13:00,149.8,149.9,149.6,149.7,25981.0,AEFES,125.93,146.65,142.0,131.1,+_26-01-2024 13:00:00,18.88,-,14.19,-,149.4,147.86,3.9,0.33,3.57,66.57,66.8,+,-,-0.07,-97.77,504972.33,-,0.3,0.2,1.84,1.24,140.1,152.5,137.6,149.4,14063921.0,13.63,1.85,11.78,73.56,65.62,136.99,130.83,6.16,122.95,7.4,34.92,10718072.33,+,+,+,+,,+,12.71,9.28,+,-,True,4.71,-,H_Wma9:H_Wma15:H_Tk,9.21,-,,,,,,,,+_01-02-2024 09:00:00,+,,,
05-02-2024 13:00,12.66,12.68,12.65,12.65,97524.0,AFYON,12.21,12.7,12.37,11.5,+_12-01-2024 13:00:00,3.59,-,10.05,-,12.65,12.63,0.18,-0.02,0.19,59.94,62.87,-,-,-0.08,-96.05,1256040.67,-,0.0,0.04,0.02,0.19,12.51,12.99,12.13,12.6,53842857.0,0.29,-0.29,0.58,53.37,50.94,11.89,12.11,0.22,14.17,1.12,25.79,41925666.33,+,-,+,-,,-,0.76,6.38,+,-,True,-1.79,-,H_Tk:H_Wma15:H_Wma9,6.38,-,,,,,,-,,-_05-02-2024 13:00:00,+,,,
05-02-2024 13:00,59.15,59.15,59.0,59.1,4240.0,AGESA,56.61,58.78,57.02,57.35,+_22-01-2024 09:00:00,4.41,-,3.05,-,58.68,58.6,0.67,-0.02,0.7,62.27,62.28,-,-,-0.08,-98.39,107298.67,-,0.42,0.72,0.5,0.86,57.4,59.75,56.85,58.15,3854648.0,2.19,-1.11,3.29,54.76,53.79,56.15,56.32,0.17,64.25,2.2,35.14,3166467.33,+,-,+,-,,-,2.95,5.26,+,-,True,-0.31,+,H_Tk:H_Wma15:H_Wma9,5.08,-,,,,,,,,+_05-02-2024 09:00:00,+,,,
05-02-2024 13:00,234.1,234.3,233.9,234.0,11096.0,AGHOL,211.52,233.15,228.9,209.6,+_26-01-2024 13:00:00,10.63,-,11.64,-,234.54,234.18,3.0,-0.38,3.38,57.66,62.65,-,-,-0.04,-96.06,145712.33,-,0.54,0.23,0.18,0.08,234.0,241.6,227.5,235.6,4980529.0,16.69,-0.57,17.25,66.89,59.81,219.65,214.61,5.04,212.0,2.88,36.69,3849968.33,+,-,+,+,,+,14.35,6.53,+,-,True,2.35,-,H_Wma9:H_Wma15:H_Tk,6.49,-,,,,,,,,-_05-02-2024 09:00:00,-,,,
