Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
IHAAS,08-05-2024,14.22,2.08,234.34,14.16,14.1,14.0,13.9,14.17,14.08,14.17,14.05,21.54,14.3,1391308.33,54.37,+,+,+,,,,,+_18-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,+,,,+,,,+,,8,0
FORMT,08-05-2024,2.8,2.56,48.09,2.78,2.78,2.78,2.77,2.78,2.78,2.79,2.79,2.74,2.77,21498803.0,52.31,+,+,+,,,,,-_07-05-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,,+,+,,,,,+,,8,0
SILVR,08-05-2024,22.66,10.0,36.54,21.3,21.08,20.81,20.45,21.44,21.02,20.96,21.03,16.9,21.93,3019837.0,63.08,+,+,,,,,,+_06-05-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,,+,,+,,,+,+,,8,0
ATLAS,08-05-2024,6.5,5.52,1143.02,6.29,6.24,6.18,6.08,6.31,6.23,6.24,6.2,5.0,6.18,10697103.0,62.7,+,+,,,,,,+_02-05-2024 09:00:00,+_29-03-2024 09:00:00,,,+,+,,+,,,+,,+,+,-,8,1
KAPLM,08-05-2024,182.2,7.11,41.06,176.97,176.27,175.11,173.19,177.23,176.03,177.39,175.64,126.52,178.83,261229.33,56.83,+,+,+,+,,,+,+_08-05-2024 09:00:00,+_25-04-2024 09:00:00,,,+,,,-,,+,,,,+,,8,1
BIGCH,08-05-2024,34.2,3.32,47.19,33.66,33.81,33.82,33.47,33.64,33.84,33.6,34.16,30.56,33.85,1372693.33,54.5,+,+,+,,,+,,-_30-04-2024 09:00:00,+_08-05-2024 09:00:00,,,+,+,,+,,,,+,,,,8,0
TRGYO,08-05-2024,46.98,2.85,103.48,46.18,45.99,45.57,44.75,46.25,45.92,46.03,46.0,33.32,46.61,4254067.0,61.46,+,+,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,+,,+,,,+,,,,+,,+,,7,0
ALCTL,08-05-2024,118.3,1.63,19.95,117.18,116.82,116.25,115.94,117.3,116.7,117.04,116.75,102.44,116.67,587632.67,53.59,+,+,,,,,,+_09-04-2024 09:00:00,+_18-04-2024 09:00:00,,,+,+,,+,,+,,,,+,,7,0
GLCVY,08-05-2024,47.98,3.32,33.41,47.51,47.57,47.43,47.04,47.47,47.57,47.62,47.83,37.71,47.54,1232740.33,53.83,+,+,+,,+,,,-_06-05-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,+,,,,,,7,0
KONYA,08-05-2024,11857.5,4.98,-15.64,11707.78,11647.92,11515.7,11285.55,11721.89,11623.78,11692.11,11615.08,7891.62,11683.33,37933.0,58.27,+,+,+,,,,,+_08-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,+,,+,,+,,,,,,7,0
MEGMT,08-05-2024,45.88,2.23,43.38,45.56,45.45,45.21,45.17,45.59,45.39,45.52,45.46,43.95,45.59,7484362.33,51.33,+,+,+,,,,,+_19-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,,,+,,,,+,,7,0
DAGHL,08-05-2024,20.96,7.6,89.29,20.12,20.13,20.07,19.75,20.15,20.13,20.0,20.35,15.21,20.48,661177.0,58.28,+,+,+,,+,,+,+_08-05-2024 09:00:00,+_19-01-2024 09:00:00,,,+,,,+,,,,,,,,7,0
DAPGM,08-05-2024,34.08,6.57,152.83,33.38,33.59,33.79,33.85,33.33,33.65,33.46,33.91,36.05,33.82,10660972.0,51.52,+,+,+,,,,,-_29-04-2024 09:00:00,-_06-05-2024 09:00:00,,,+,,,+,,+,,+,,,,7,0
METRO,08-05-2024,3.12,7.22,-12.0,3.07,3.03,2.96,2.86,3.08,3.02,3.08,3.0,2.4,3.06,25478396.33,63.23,+,+,+,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,+,,+,,,,,,7,0
DOGUB,08-05-2024,21.8,2.83,-14.05,21.47,21.49,21.55,21.61,21.48,21.5,21.38,21.58,19.12,21.87,1742128.33,51.06,+,+,+,,,,,-_29-04-2024 09:00:00,-_30-04-2024 09:00:00,,,+,,,+,,,,+,,+,,7,0
KATMR,08-05-2024,2.34,2.18,-11.58,2.34,2.33,2.31,2.28,2.34,2.33,2.35,2.33,2.1,2.34,49662515.67,55.84,+,+,+,,,,,+_08-04-2024 09:00:00,+_19-04-2024 09:00:00,,,+,,,+,,+,,,,,,6,0
EMNIS,08-05-2024,387.25,9.94,-35.45,379.22,371.43,352.93,326.79,379.99,367.88,384.34,366.05,150.57,379.75,18270.33,65.77,+,+,,,,,,+_18-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,+,,+,,+,,,,,,6,0
EGEPO,08-05-2024,22.02,2.99,48.48,21.71,21.47,21.05,20.55,21.77,21.39,21.64,21.3,20.08,21.88,2066395.33,63.58,+,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,,+,,+,,,,+,,6,0
MNDTR,08-05-2024,7.04,2.03,-19.23,7.01,6.99,6.93,6.85,7.01,6.98,7.02,6.99,6.29,6.99,3873644.33,55.9,+,+,+,,,,,+_08-04-2024 09:00:00,+_19-04-2024 09:00:00,,,+,,,+,,+,,,,,,6,0
BORSK,08-05-2024,35.76,2.52,60.16,35.18,35.18,35.38,35.93,35.22,35.21,34.97,35.16,38.93,35.39,7331661.67,47.55,+,+,+,,,,+,+_08-05-2024 09:00:00,-_08-05-2024 09:00:00,,+,,,,,,,,+,,,,6,0
TSGYO,08-05-2024,11.79,3.15,132.47,11.56,11.58,11.61,11.53,11.57,11.59,11.47,11.62,7.84,11.7,4145226.0,56.5,+,+,+,,,+,,-_26-04-2024 09:00:00,+_08-05-2024 09:00:00,,,,,,+,,,,+,,,,6,0
KOZAA,08-05-2024,51.9,1.37,68.54,51.66,51.52,51.14,50.63,51.67,51.45,51.8,51.43,49.97,51.97,7149585.33,57.0,+,+,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,+,,-,,,,+,,6,1
AKGRT,08-05-2024,7.56,4.56,-22.55,7.39,7.34,7.23,7.07,7.41,7.32,7.38,7.3,5.7,7.48,32809893.33,64.61,+,+,,,,,,+_21-03-2024 09:00:00,+_25-03-2024 09:00:00,,,+,+,,+,,,,,,+,,6,0
HEDEF,08-05-2024,26.86,5.75,298.86,25.59,25.37,25.28,25.38,25.74,25.33,25.3,25.11,25.43,26.73,1307305.0,56.45,,,,,+,+,,+_07-05-2024 09:00:00,+_08-05-2024 09:00:00,+,,,,,+,+,,+,,,,,6,0
TEZOL,08-05-2024,24.28,5.84,-34.93,23.43,23.17,22.89,22.67,23.54,23.1,23.22,22.91,19.47,23.86,6891364.0,61.67,+,,,,,,,+_26-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,,+,,,,+,,,,5,0
NUGYO,08-05-2024,7.59,2.15,11.65,7.51,7.49,7.43,7.34,7.51,7.48,7.51,7.51,6.85,7.57,3486272.0,58.15,+,+,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,-,,+,,,+,,+,,,,,,5,1
AVPGY,08-05-2024,42.1,1.45,67.98,41.92,42.04,42.36,42.86,41.9,42.1,41.91,42.01,45.38,41.99,4102873.33,43.98,+,+,,,,,,-_16-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,+,,,,+,,,,,,5,0
FMIZP,08-05-2024,367.0,4.26,-17.24,358.78,354.92,350.74,346.41,360.36,353.92,355.9,350.22,276.96,363.33,357400.0,57.29,+,,,,,,,+_02-05-2024 09:00:00,+_30-04-2024 09:00:00,,,+,+,,+,,+,,,,,,5,0
AKSUE,08-05-2024,15.07,1.14,20.74,15.07,15.07,14.95,14.73,15.06,15.05,15.14,15.14,16.2,14.96,3040251.33,57.99,,+,+,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,+,,,-,,,5,1
LUKSK,08-05-2024,148.9,9.97,0.31,139.99,136.21,131.03,125.03,141.4,135.07,138.26,132.74,79.07,144.27,652249.33,68.91,+,,,,,,,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,+,,+,,,,+,,5,0
DZGYO,08-05-2024,5.09,1.19,-1.62,5.06,5.03,4.99,4.96,5.07,5.02,5.03,5.01,4.45,5.09,3139544.0,55.49,+,,,,,,,+_03-05-2024 09:00:00,+_02-05-2024 09:00:00,,,+,+,,+,,,,,,+,,5,0
MNDRS,08-05-2024,13.69,5.31,-23.8,13.38,13.28,13.06,12.75,13.39,13.24,13.41,13.26,10.55,13.45,15501301.33,61.0,+,+,,,,,,+_08-04-2024 09:00:00,+_15-04-2024 09:00:00,,,+,+,,+,,,,,,,,5,0
GOODY,08-05-2024,21.76,1.21,-31.29,21.73,21.6,21.39,21.26,21.75,21.55,21.73,21.48,20.96,21.75,1698020.33,54.85,+,+,,,,,,+_22-04-2024 09:00:00,+_24-04-2024 09:00:00,,,+,+,,-,,+,,,,,,5,1
EUKYO,08-05-2024,32.16,6.28,-9.44,31.44,30.69,29.72,28.62,31.66,30.47,31.25,29.63,17.14,31.49,838237.33,59.43,+,+,,,,,,+_30-04-2024 09:00:00,+_29-04-2024 09:00:00,,,+,,,+,,+,,-,,,,5,1
TKNSA,08-05-2024,40.38,1.2,19.36,40.34,40.35,40.34,40.51,40.31,40.35,40.44,40.43,34.38,40.2,2842626.0,48.36,+,+,+,,,,,-_07-05-2024 09:00:00,-_06-05-2024 09:00:00,,,+,+,,-,,,,,,,,5,1
EUHOL,08-05-2024,3.31,1.85,76.61,3.26,3.25,3.25,3.26,3.26,3.25,3.24,3.24,2.93,3.3,12186311.67,51.84,,,,+,+,,+,+_08-05-2024 09:00:00,-_22-03-2024 09:00:00,+,,,,,-,,,,+,,,,5,1
PKENT,08-05-2024,355.0,2.9,180.51,347.85,346.16,344.32,342.8,348.73,345.72,345.87,345.27,254.15,354.33,429133.0,55.06,,,,,,,,+_06-05-2024 09:00:00,+_22-04-2024 09:00:00,,,,+,,+,,+,+,+,,,,5,0
AGYO,08-05-2024,9.55,1.92,-43.43,9.47,9.37,9.21,9.09,9.5,9.33,9.43,9.28,8.02,9.49,5786274.33,57.14,+,,,,,,,+_09-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,+,,+,,,,,,5,0
AVOD,08-05-2024,3.69,1.65,3.38,3.66,3.63,3.59,3.56,3.67,3.63,3.65,3.61,3.51,3.68,10978961.67,57.89,+,,,,,,,+_19-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,+,,+,,,,,,5,0
OBAMS,08-05-2024,41.68,1.81,16.36,41.39,41.65,42.29,43.28,41.35,41.77,41.29,41.76,46.37,41.59,11992710.67,41.33,+,+,,,,,,-_17-04-2024 09:00:00,-_16-04-2024 09:00:00,,,+,,,,,,,+,,,+,5,0
PAGYO,08-05-2024,40.24,1.36,-17.21,40.05,39.85,39.55,39.27,40.09,39.78,40.04,39.61,36.22,40.13,396001.33,56.53,+,+,,,,,,+_24-04-2024 09:00:00,+_24-04-2024 09:00:00,,,+,,,+,,+,,,,,,5,0
SANFM,08-05-2024,61.2,1.92,27.46,60.76,61.16,61.81,62.42,60.7,61.3,60.57,61.71,45.4,61.0,284359.33,46.82,+,+,,,,,,-_24-04-2024 09:00:00,-_26-04-2024 09:00:00,,,+,,,-,,,,+,,,,4,1
SKTAS,08-05-2024,7.04,10.0,43.18,6.62,6.5,6.27,5.96,6.66,6.45,6.61,6.45,4.7,6.84,15302120.33,67.66,+,,,,,,,+_09-04-2024 09:00:00,+_15-04-2024 09:00:00,,,+,+,,+,,,,,,,,4,0
ENKAI,08-05-2024,39.24,2.08,59.91,38.68,38.36,37.85,37.33,38.77,38.25,38.66,38.07,34.66,39.11,20450200.0,63.48,,,,,,,,+_22-04-2024 09:00:00,+_24-04-2024 09:00:00,,,+,,,+,,+,,+,,,,4,0
EDIP,08-05-2024,29.2,9.94,58.38,26.48,25.63,24.34,22.73,26.83,25.36,26.06,25.14,16.11,28.62,5383896.33,72.79,,,,,,,,+_04-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,+,,+,,,,+,,+,,4,0
DARDL,08-05-2024,7.32,4.13,-59.73,7.35,7.31,7.18,7.02,7.34,7.28,7.42,7.28,6.11,7.23,12319071.67,56.61,,+,+,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,,,,+,,+,,,,,,4,0
OZGYO,08-05-2024,5.85,1.56,142.85,5.81,5.8,5.77,5.72,5.81,5.8,5.81,5.82,5.37,5.87,3270524.33,54.37,+,+,,,,,,+_08-04-2024 09:00:00,+_16-04-2024 09:00:00,-,,+,,,+,,-,,,,,,4,2
AKMGY,08-05-2024,354.5,4.42,66.58,349.67,346.25,337.65,324.83,349.95,344.62,353.11,343.64,195.97,355.25,124593.0,60.83,+,+,,,,,,+_22-04-2024 09:00:00,+_05-01-2024 09:00:00,,,+,,,+,,-,,,,,,4,1
OYYAT,08-05-2024,47.3,2.12,-27.81,46.65,46.27,45.71,45.15,46.78,46.15,46.48,45.96,44.88,47.02,345358.0,64.06,+,,,,,,,+_09-04-2024 09:00:00,+_16-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
EDATA,08-05-2024,21.7,2.36,26.02,21.67,21.85,22.12,22.55,21.61,21.91,21.8,22.04,18.7,21.59,2372918.33,43.23,+,,,,,,,-_30-04-2024 09:00:00,-_18-03-2024 09:00:00,,,+,,,-,,+,,,+,,,4,1
AKENR,08-05-2024,19.5,6.79,15.3,19.34,19.82,19.99,19.12,19.19,19.92,19.44,20.77,8.45,19.01,13754630.0,53.62,+,,,,,,,-_30-04-2024 09:00:00,+_22-01-2024 09:00:00,,,+,,,+,,+,,,,,-,4,1
VAKFN,08-05-2024,3.16,1.28,-14.94,3.13,3.12,3.1,3.07,3.13,3.11,3.11,3.12,2.86,3.15,28851830.67,56.03,,,,,,,,+_05-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,+,,+,,,,+,,+,,4,0
ERCB,08-05-2024,163.7,5.68,43.52,152.64,149.85,148.68,149.8,154.32,149.38,148.7,146.88,138.06,162.03,2007339.67,61.21,,,,,,+,,+_07-05-2024 09:00:00,+_08-05-2024 09:00:00,+,+,,,,+,,,,,,,,4,0
RYGYO,08-05-2024,32.64,1.49,51.58,32.31,32.25,31.94,31.22,32.31,32.21,32.31,32.45,24.11,32.43,2911299.67,59.76,,,,+,,,+,+_08-05-2024 09:00:00,+_09-04-2024 09:00:00,,,,+,,+,,,,,,,,4,0
PINSU,08-05-2024,24.9,2.47,249.94,24.17,23.93,23.78,23.65,24.3,23.88,23.87,23.65,16.06,25.07,2446494.67,64.15,,,,,,,,+_06-05-2024 09:00:00,+_06-05-2024 09:00:00,,+,,,,+,,,+,,+,,,4,0
BRKSN,08-05-2024,43.94,2.14,48.17,43.72,44.09,44.64,45.07,43.63,44.22,43.7,44.51,31.43,44.6,953756.67,46.7,+,,,,,,,-_25-04-2024 09:00:00,-_26-04-2024 09:00:00,,,+,,,-,,,,+,,,+,4,1
MAKTK,08-05-2024,6.97,1.31,-34.12,6.97,6.97,6.97,6.95,6.97,6.97,6.97,6.96,6.01,6.89,7194060.0,50.78,,,+,,,,,+_03-05-2024 09:00:00,+_03-05-2024 09:00:00,+,,,,,+,,+,,-,,,-,4,2
BASGZ,08-05-2024,21.42,0.56,-40.78,21.32,21.14,20.88,20.65,21.38,21.08,21.24,20.96,18.88,21.32,1951665.33,58.28,,,,,,,,+_08-04-2024 09:00:00,+_15-04-2024 09:00:00,,,+,+,,+,,+,,-,,,,4,1
SAMAT,08-05-2024,50.9,3.92,27.85,50.77,50.87,50.94,51.21,50.71,50.88,50.94,50.9,41.63,50.92,1998161.33,48.68,+,+,,,,,,-_07-05-2024 09:00:00,-_07-05-2024 09:00:00,+,,+,,,-,,,,,,,,4,1
PRKME,08-05-2024,25.56,1.51,-26.68,25.32,25.26,25.02,24.59,25.35,25.22,25.19,25.41,22.06,25.39,1607622.0,57.89,+,,,,,,,+_03-05-2024 09:00:00,+_15-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
DESPC,08-05-2024,52.25,1.06,-10.76,51.73,51.71,51.89,52.24,51.79,51.73,51.55,51.69,38.16,52.45,946168.0,49.9,,,+,+,,,+,+_08-05-2024 09:00:00,-_03-04-2024 09:00:00,,,,+,-,-,,,,,,,,4,2
ISMEN,08-05-2024,37.62,2.12,23.52,37.23,36.82,36.09,35.31,37.32,36.67,37.31,36.46,30.42,37.32,5589927.67,65.32,+,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
RAYSG,08-05-2024,480.0,0.42,-36.01,467.91,466.9,463.7,453.47,468.86,466.51,466.38,468.89,241.37,480.08,191438.33,61.86,,,,+,,,+,+_08-05-2024 09:00:00,+_08-05-2024 09:00:00,,,,,,+,,-,,+,,,,4,1
AVGYO,08-05-2024,9.15,2.23,95.89,9.0,8.96,8.87,8.76,9.02,8.94,8.96,8.94,7.61,9.11,635276.67,60.15,,,,,,,,+_05-04-2024 09:00:00,+_09-04-2024 09:00:00,+,,,,,+,,+,,,,+,,4,0
PSDTC,08-05-2024,140.1,2.64,13.43,139.67,136.58,131.91,126.37,140.42,135.55,139.29,132.9,76.84,139.9,876714.0,62.04,+,,,,,,,+_09-04-2024 09:00:00,+_17-01-2024 09:00:00,,,,,,+,,+,,,,+,,4,0
AVTUR,08-05-2024,13.95,2.57,14.5,13.73,13.58,13.29,12.84,13.77,13.53,13.71,13.53,8.86,13.92,1121805.0,61.24,+,,,,,,,+_03-04-2024 09:00:00,+_03-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
AYDEM,08-05-2024,28.96,1.69,2.12,28.87,28.73,28.47,28.24,28.9,28.67,28.86,28.63,22.8,28.75,2536199.0,54.82,+,+,,,,,,+_17-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,-,,,,,,+,,4,1
SANKO,08-05-2024,26.3,4.03,185.18,25.56,25.32,24.97,24.63,25.66,25.24,25.45,25.12,22.17,26.11,938412.0,62.87,,,,,,,,+_08-04-2024 09:00:00,+_16-04-2024 09:00:00,,,,+,+,+,,,+,,,,,4,0
GENTS,08-05-2024,8.77,2.33,-11.35,8.7,8.75,8.86,9.02,8.7,8.77,8.67,8.78,8.07,8.71,1651059.67,42.45,+,+,,,,,,-_18-04-2024 09:00:00,-_17-04-2024 09:00:00,,,+,,,-,,+,,,,,,4,1
MTRYO,08-05-2024,9.02,0.56,111.69,9.0,8.94,8.88,8.86,9.02,8.93,8.97,8.85,7.35,8.81,892739.0,52.81,+,,,,,,,+_02-05-2024 09:00:00,+_03-05-2024 09:00:00,,,,,,+,,+,+,-,,,,4,1
VBTYZ,08-05-2024,36.44,3.17,-1.37,35.38,35.18,34.98,34.93,35.5,35.13,35.13,35.09,27.24,36.32,5850735.33,55.89,,,,,,,,+_07-05-2024 09:00:00,+_07-05-2024 09:00:00,,,,+,,+,,+,,+,,,,4,0
KOPOL,08-05-2024,46.14,0.87,-28.68,45.85,45.87,45.93,46.09,45.86,45.88,45.73,45.96,50.63,45.97,2159645.33,49.57,,+,+,,,,,-_29-04-2024 09:00:00,-_29-04-2024 09:00:00,,,,,,-,,,,+,,,,3,1
ENTRA,08-05-2024,12.17,0.41,6.81,12.17,12.3,12.52,12.72,12.14,12.35,12.14,12.41,12.99,12.18,63662232.67,43.1,+,,,,,,,-_08-05-2024 09:00:00,-_08-05-2024 09:00:00,,,+,,,,,-,,+,,,,3,1
MSGYO,08-05-2024,14.6,0.9,138.33,14.54,14.45,14.3,14.17,14.57,14.41,14.5,14.36,12.14,14.83,1044708.67,55.49,+,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,+,,,,,,,,3,0
CCOLA,08-05-2024,724.5,1.4,-11.95,717.07,711.1,699.34,682.0,718.64,708.84,716.89,706.39,495.95,722.17,414197.0,69.29,,,,,,,,+_01-04-2024 09:00:00,+_03-04-2024 09:00:00,,,+,,,+,,,,,,+,,3,0
EKIZ,08-05-2024,90.0,3.57,37.67,87.36,84.72,81.45,78.09,88.3,83.95,85.56,82.02,49.11,87.22,85600.33,62.53,,,,,,,,+_30-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,+,,,,,,3,0
QUAGR,08-05-2024,4.63,4.04,-13.98,4.51,4.43,4.33,4.25,4.53,4.4,4.46,4.34,5.23,4.62,67957979.67,65.84,,,,,,,,+_19-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,+,,+,,,,,,3,0
BURCE,08-05-2024,293.0,2.99,-28.14,288.03,283.5,272.45,255.72,288.82,281.47,289.42,281.92,164.43,289.25,581968.0,66.84,+,,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,,,,,,,3,0
MANAS,08-05-2024,10.11,1.81,6.29,9.97,10.01,10.03,10.0,9.97,10.02,9.95,10.14,9.25,10.15,3679190.33,51.87,,+,+,,,,,-_30-04-2024 09:00:00,-_03-05-2024 09:00:00,,,,,,+,,-,,,,,,3,1
IHGZT,08-05-2024,1.32,4.76,48.72,1.27,1.26,1.23,1.22,1.28,1.25,1.26,1.25,1.22,1.3,72366078.67,60.79,,,,,,,,+_15-04-2024 09:00:00,+_18-04-2024 09:00:00,,,,,+,+,,,+,,,,,3,0
VKGYO,08-05-2024,2.35,9.3,64.83,2.21,2.16,2.11,2.07,2.23,2.15,2.18,2.12,1.94,2.29,97613621.67,70.42,,,,,,,,+_25-04-2024 09:00:00,+_25-04-2024 09:00:00,,,+,,,+,,+,,,,,,3,0
ESCAR,08-05-2024,300.0,6.19,-0.61,287.22,283.56,278.49,270.49,288.83,282.5,284.45,280.67,180.45,293.83,238119.33,69.42,,,,,,,,+_22-02-2024 09:00:00,+_06-02-2024 09:00:00,,,,,,+,,,,,+,+,,3,0
UNLU,08-05-2024,16.53,2.73,44.7,16.21,16.08,16.03,16.13,16.27,16.06,16.07,15.89,15.98,16.38,1452596.67,52.99,,,,,,+,,+_03-05-2024 09:00:00,+_08-05-2024 09:00:00,,,+,,,+,,,,,,,,3,0
KRPLS,08-05-2024,9.81,1.76,5.11,9.68,9.54,9.32,9.09,9.72,9.49,9.62,9.42,8.17,9.8,5328841.67,64.24,,,,,,,,+_08-04-2024 09:00:00,+_15-04-2024 09:00:00,,,+,,,+,,+,,,,,,3,0
AVHOL,08-05-2024,43.08,2.33,199.47,43.03,43.29,43.52,43.92,42.92,43.35,43.17,43.73,52.0,43.37,1754234.0,46.21,+,,,,,,,-_30-04-2024 09:00:00,-_30-04-2024 09:00:00,,,+,,,-,,,+,,,,,3,1
GARFA,08-05-2024,183.5,2.69,90.02,180.24,180.81,181.4,180.89,180.27,180.99,179.23,182.54,114.22,183.47,341120.0,52.89,,+,+,,,,,-_29-04-2024 09:00:00,-_02-05-2024 09:00:00,,,,,,-,,,,+,,,,3,1
