Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
19-12-2024 17:00,ESEN,21.68,22.24,21.52,22.24,541891.0,0.0,0.56,0.03,1650.0,0.56,122409.8,342.69,True,54.93,2024-12-19,22.06,0.82,0,,22.0,22.6,True,True
19-12-2024 17:00,EGEPO,26.68,27.12,26.62,27.1,149823.0,0.02,0.42,0.03,1515.38,0.42,79084.7,89.45,True,55.63,2024-12-19,27.0,0.37,0,,26.2,28.0,False,False
19-12-2024 17:00,BIOEN,17.28,17.77,17.26,17.68,5255778.0,0.09,0.4,0.05,700.0,0.4,1196086.3,339.41,True,75.6,2024-12-19,17.16,3.03,0,,16.56,17.7,False,False
19-12-2024 17:00,ISKPL,18.05,18.23,17.94,18.19,107706.0,0.04,0.14,0.0,3400.0,0.14,48577.2,121.72,True,43.39,2024-12-19,18.21,-0.11,0,,17.93,18.95,False,False
19-12-2024 17:00,DOGUB,21.04,21.28,20.96,21.28,107615.0,0.0,0.24,0.01,2300.0,0.24,42521.2,153.09,True,37.31,2024-12-19,21.24,0.19,0,,ATL,22.58,True,True
19-12-2024 17:00,DAGI,14.76,15.15,14.73,15.09,148134.0,0.06,0.33,0.03,870.59,0.33,75882.8,95.21,True,57.59,2024-12-19,14.6,3.36,0,,14.6,15.41,False,False
19-12-2024 17:00,SAYAS,42.74,43.12,42.62,43.04,197038.0,0.08,0.3,0.0,7400.0,0.3,84234.1,133.92,True,39.27,2024-12-19,43.14,-0.23,0,,ATL,46.62,True,True
19-12-2024 17:00,SANFM,52.5,53.85,52.3,53.5,636636.0,0.35,1.0,0.14,614.29,1.0,278291.9,128.77,True,81.46,2024-12-19,51.7,3.48,0,,47.7,ATH,False,False
19-12-2024 16:00,DMSAS,7.27,7.46,7.25,7.46,2109426.0,0.0,0.19,0.04,375.0,0.19,676447.9,211.84,True,74.41,2024-12-19,7.11,4.92,0,,6.66,ATH,False,False
19-12-2024 15:00,PINSU,6.94,7.15,6.92,7.15,2710735.0,0.0,0.21,0.05,328.57,0.21,492473.1,450.43,True,75.13,2024-12-19,6.72,6.4,0,,6.6,ATH,False,False
19-12-2024 15:00,TUKAS,7.24,7.56,7.22,7.48,10098599.0,0.08,0.24,0.03,627.27,0.24,2229464.6,352.96,True,73.22,2024-12-19,7.22,3.6,0,,7.15,7.5,False,False
19-12-2024 15:00,LKMNH,16.91,17.17,16.9,17.15,155553.0,0.02,0.24,0.01,3328.57,0.24,98891.4,57.3,True,47.79,2024-12-19,17.1,0.29,0,,16.75,17.95,False,False
19-12-2024 15:00,BEGYO,6.06,6.12,5.95,6.12,12605319.0,0.0,0.06,0.02,185.71,0.06,5940561.4,112.19,True,84.77,2024-12-19,5.94,3.03,0,,5.55,ATH,False,False
19-12-2024 15:00,AVGYO,8.51,8.68,8.51,8.65,859971.0,0.03,0.14,0.0,6900.0,0.14,191606.1,348.82,True,43.67,2024-12-19,8.64,0.12,0,,ATL,8.92,True,True
19-12-2024 15:00,QUAGR,3.03,3.1,3.02,3.08,3644309.0,0.02,0.05,0.0,1566.67,0.05,1462161.1,149.24,True,56.86,2024-12-19,3.03,1.65,0,,2.99,3.12,False,False
19-12-2024 15:00,AKSA,11.37,11.87,11.35,11.81,5222371.0,0.06,0.44,0.03,1233.33,0.44,2295045.2,127.55,True,58.51,2024-12-19,11.55,2.25,0,,11.07,12.03,False,False
19-12-2024 15:00,GUNDG,52.6,54.2,52.25,53.85,430571.0,0.35,1.25,0.12,941.67,1.25,141802.7,203.64,True,60.18,2024-12-19,52.1,3.36,0,,52.7,54.6,False,False
19-12-2024 14:00,ONCSM,111.3,115.7,111.0,115.1,416981.0,0.6,3.8,0.53,616.98,3.8,205125.1,103.28,True,71.67,2024-12-19,107.5,7.07,0,,106.3,115.7,False,False
