Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,rsi,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
13-11-2024 09:00,PLTUR,23.9,25.78,23.72,25.44,5293875.0,0.34,1.54,0.07,2233.33,1.54,2894146.2,82.92,True,67.15,0,,19.91,28.18,False,False
13-11-2024 09:00,DMSAS,8.05,8.85,8.05,8.85,22505996.0,0.0,0.8,0.14,492.59,0.8,9641456.9,133.43,True,79.28,0,,6.3,ATH,False,False
13-11-2024 09:00,ESCAR,337.75,372.75,329.0,372.5,495772.0,0.25,34.75,2.28,1427.47,34.75,145322.7,241.15,True,63.74,0,,320.0,381.0,False,False
13-11-2024 09:00,BAYRK,16.99,18.59,16.71,18.59,10849762.0,0.0,1.6,0.0,4.503599627370498e+17,1.6,3722251.8,191.48,True,51.6,0,,16.44,22.22,True,True
13-11-2024 09:00,VANGD,17.33,18.33,17.2,18.25,509502.0,0.08,0.92,0.03,3438.46,0.92,210015.7,142.6,True,50.76,0,,16.6,19.11,False,False
13-11-2024 09:00,KTSKR,58.8,64.55,58.0,63.3,1144004.0,1.25,4.5,0.44,934.48,4.5,346362.0,230.29,True,63.88,0,,55.55,79.95,False,False
13-11-2024 09:00,BMSCH,26.94,28.98,26.74,28.68,1119533.0,0.3,1.74,0.24,619.01,1.74,566774.7,97.53,True,65.75,0,,19.95,ATH,False,False
13-11-2024 09:00,SILVR,20.28,22.22,19.84,22.22,7280084.0,0.0,1.94,0.13,1358.65,1.94,3187482.7,128.4,True,67.43,0,,17.05,22.96,False,False
12-11-2024 09:00,KUTPO,69.0,72.25,68.6,72.25,1133315.0,0.0,3.25,0.2,1566.67,3.25,292036.4,288.07,True,64.5,0,,60.0,82.25,True,False
12-11-2024 09:00,HOROZ,57.1,62.5,56.1,61.6,6376597.0,0.9,4.5,0.08,5900.0,4.5,3371377.9,89.14,True,62.74,0,,43.66,64.5,False,False
12-11-2024 09:00,AVHOL,35.1,37.94,33.8,37.2,9268044.0,0.74,2.1,0.09,2286.36,2.1,1412006.9,556.37,True,66.53,0,,31.26,38.06,False,False
12-11-2024 09:00,MEGAP,2.4,2.5,2.4,2.5,4216338.0,0.0,0.1,0.0,3233.33,0.1,1525015.3,176.48,True,55.13,0,,2.13,8.19,False,False
12-11-2024 09:00,BMSTL,50.65,54.5,50.1,53.65,3094770.0,0.85,3.0,0.18,1585.39,3.0,1593039.2,94.27,True,71.44,0,,47.44,55.75,False,False
11-11-2024 09:00,IMASM,2.54,2.6,2.44,2.6,41573521.0,0.0,0.06,0.01,900.0,0.06,11702989.3,255.24,True,59.19,0,,2.21,3.13,True,False
11-11-2024 09:00,ARDYZ,34.84,37.44,34.64,36.82,5058266.0,0.62,1.98,0.67,195.52,1.98,3274800.6,54.46,True,71.45,0,,28.68,38.6,False,False
11-11-2024 09:00,BAKAB,40.12,44.12,38.62,44.12,2900034.0,0.0,4.0,0.1,3981.63,4.0,1384107.9,109.52,True,71.91,0,,28.98,45.9,False,False
11-11-2024 09:00,ISMEN,33.58,36.18,33.56,35.72,7920185.0,0.46,2.14,0.22,890.74,2.14,4194857.6,88.81,True,62.31,0,,30.56,38.26,False,False
11-11-2024 09:00,TERA,24.8,26.7,24.7,26.58,1175849.0,0.12,1.78,0.07,2442.86,1.78,729454.1,61.2,True,62.76,0,,16.81,27.16,False,False
11-11-2024 09:00,AVGYO,9.45,10.39,9.39,10.39,5196773.0,0.0,0.94,0.12,664.23,0.94,3392608.5,53.18,True,69.82,0,,8.08,ATH,False,False
11-11-2024 09:00,IZINV,44.98,48.38,44.76,47.76,311109.0,0.62,2.78,0.09,3059.09,2.78,136222.7,128.38,True,52.8,0,,43.8,61.55,True,False
11-11-2024 09:00,KARYE,27.56,29.58,27.5,29.58,8973427.0,0.0,2.02,0.34,497.63,2.02,2433291.6,268.78,True,69.13,0,,23.44,37.76,False,False
11-11-2024 09:00,SAYAS,45.62,48.42,45.62,48.1,2239796.0,0.32,2.48,0.33,646.99,2.48,997560.8,124.53,True,58.33,0,,41.22,55.9,False,False
11-11-2024 09:00,IHEVA,2.26,2.48,2.2,2.48,46400956.0,0.0,0.22,0.04,400.0,0.22,30334062.2,52.97,True,69.69,0,,1.86,ATH,False,False
11-11-2024 09:00,KFEIN,99.5,108.5,99.5,108.5,986584.0,0.0,9.0,1.45,522.84,9.0,603732.5,63.41,True,69.04,0,,82.9,117.2,False,False
11-11-2024 09:00,AKFYE,17.26,17.94,17.26,17.77,6780103.0,0.17,0.51,0.01,6275.0,0.51,3942440.5,71.98,True,49.59,0,,16.96,18.58,True,False
11-11-2024 09:00,LOGO,112.0,117.2,111.0,116.7,882265.0,0.5,4.7,0.69,581.16,4.7,391807.5,125.18,True,69.24,0,,87.1,125.1,False,False
11-11-2024 09:00,INDES,6.38,6.65,6.33,6.65,8160047.0,0.0,0.27,0.04,629.73,0.27,4402786.6,85.34,True,60.26,0,,5.97,7.2,True,False
11-11-2024 09:00,LRSHO,2.02,2.14,2.02,2.12,18733333.0,0.02,0.1,0.01,1566.67,0.1,9207984.9,103.45,True,47.15,0,,ATL,3.35,True,False
11-11-2024 09:00,YESIL,1.33,1.4,1.33,1.39,33476690.0,0.01,0.06,0.0,1400.0,0.06,20456403.8,63.65,True,53.33,0,,1.22,1.47,False,False
11-11-2024 09:00,OBAMS,37.4,38.54,37.32,38.24,5738357.0,0.3,0.84,0.02,4100.0,0.84,3598431.9,59.47,True,60.16,0,,36.1,38.34,False,False
11-11-2024 09:00,RNPOL,24.6,26.18,24.56,25.78,910030.0,0.4,1.18,0.17,594.12,1.18,381884.2,138.3,True,64.57,0,,21.82,27.48,False,False
11-11-2024 09:00,SEKUR,13.15,14.05,13.14,13.96,2693735.0,0.09,0.81,0.18,347.51,0.81,1259983.7,113.79,True,79.29,0,,9.79,14.97,False,False
11-11-2024 09:00,PASEU,23.62,25.3,23.52,25.2,8678343.0,0.1,1.58,0.2,682.18,1.58,4902098.5,77.03,True,63.73,0,,20.2,ATH,False,False
11-11-2024 09:00,FADE,14.56,15.85,14.56,15.85,3923370.0,0.0,1.29,0.15,783.56,1.29,1005569.4,290.16,True,69.87,0,,13.27,16.0,False,False
11-11-2024 09:00,IHGZT,1.27,1.39,1.26,1.39,67463645.0,0.0,0.12,0.02,500.0,0.12,38939388.9,73.25,True,69.34,0,,1.08,1.42,False,False
11-11-2024 09:00,NTHOL,43.46,47.78,43.46,47.6,2843256.0,0.18,4.14,0.86,379.17,4.14,1589735.9,78.85,True,71.2,0,,35.58,ATH,False,False
08-11-2024 09:00,TLMAN,86.75,95.35,86.7,95.35,810798.0,0.0,8.6,0.54,1492.59,8.6,184490.8,339.48,True,61.69,0,,81.4,102.4,False,False
08-11-2024 09:00,GOKNR,24.54,25.94,24.54,25.72,3242752.0,0.22,1.18,0.07,1538.89,1.18,2146028.9,51.1,True,51.28,0,,23.1,36.86,True,False
08-11-2024 09:00,FZLGY,18.9,20.4,18.3,19.98,13321570.0,0.42,1.08,0.19,453.85,1.08,6214405.4,114.37,True,74.47,0,,13.55,ATH,False,False
08-11-2024 09:00,DOFER,28.6,31.56,28.0,31.56,4043480.0,0.0,2.96,0.59,398.32,2.96,1096432.3,268.79,True,66.53,0,,24.52,34.24,False,False
08-11-2024 09:00,YKSLN,7.19,7.7,7.18,7.61,2408648.0,0.09,0.42,0.0,10400.0,0.42,977516.5,146.4,True,50.57,0,,7.18,8.02,True,True
