Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
DAPGM,09-04-2024,35.5,9.98,172.51,33.39,33.1,32.98,33.01,33.58,33.05,33.0,32.83,35.81,34.29,5865994.67,61.09,+,+,+,+,+,+,+,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,-,,+,+,+,+,,,12,1
UMPAS,09-04-2024,12.31,4.59,-74.76,12.03,11.99,11.95,11.89,12.05,11.98,12.08,11.94,8.31,12.24,104487.0,53.84,+,+,+,+,+,,+,+_09-04-2024 09:00:00,+_29-03-2024 09:00:00,,,+,+,,-,,+,,,,+,,10,1
JANTS,09-04-2024,331.25,9.96,44.37,312.55,310.23,304.04,289.28,313.94,309.32,308.0,313.38,169.8,320.58,1448479.0,63.7,+,+,,+,,,+,+_09-04-2024 09:00:00,+_25-01-2024 09:00:00,,,+,+,,+,,+,,+,,,,9,0
IDGYO,09-04-2024,6.2,4.03,-63.25,6.08,6.08,6.1,6.13,6.08,6.08,6.04,6.08,5.39,6.13,858739.67,51.95,+,+,+,,,,+,+_09-04-2024 09:00:00,-_27-03-2024 09:00:00,,,+,+,,-,,+,,,,+,,8,1
MEPET,09-04-2024,12.85,4.05,-52.4,12.27,12.22,12.25,12.25,12.32,12.22,12.18,12.18,8.83,12.64,667260.0,54.78,,,,+,+,+,+,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,+,,,+,,-,,,,+,,,,7,1
NETAS,09-04-2024,81.85,0.43,-65.89,79.49,79.19,79.23,79.02,79.77,79.17,78.99,78.88,54.03,81.65,541702.0,53.96,,,,+,+,+,+,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,+,+,,,,-,,,,+,,,,7,1
ARDYZ,09-04-2024,46.66,7.66,-14.98,42.46,41.83,42.15,43.35,43.0,41.81,41.11,41.05,30.55,45.34,7680344.33,55.45,,,,+,+,,+,+_09-04-2024 09:00:00,-_05-03-2024 09:00:00,+,,,,+,-,,,,,+,,+,7,1
MERKO,09-04-2024,13.73,1.55,-57.43,13.72,13.67,13.58,13.45,13.73,13.65,13.73,13.59,9.94,13.66,2236768.33,54.33,+,+,+,,,,,+_02-04-2024 09:00:00,+_01-04-2024 09:00:00,,+,+,,,+,,+,,-,,,,7,1
SAMAT,09-04-2024,55.5,6.94,66.23,50.75,50.04,50.39,51.62,51.36,50.02,49.17,49.12,40.88,55.15,590006.33,54.12,,,,+,+,,+,+_09-04-2024 09:00:00,-_11-03-2024 09:00:00,+,,,,+,-,,,,,+,,+,7,1
IEYHO,09-04-2024,5.39,4.86,-51.86,5.18,5.15,5.18,5.26,5.2,5.15,5.11,5.11,4.21,5.31,7494436.33,52.29,,,+,+,,,+,+_09-04-2024 09:00:00,-_11-03-2024 09:00:00,+,,,,,-,,+,,,+,,+,7,1
ARSAN,09-04-2024,13.65,0.81,-69.26,13.53,13.51,13.51,13.51,13.54,13.51,13.51,13.51,11.51,13.62,8769492.67,52.07,,,,+,+,+,+,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,-,+,,+,,-,,,,,,,,6,2
EKIZ,09-04-2024,74.2,9.12,-19.82,68.06,67.68,67.93,67.54,68.63,67.72,66.26,67.9,44.43,74.4,29627.67,57.3,,,,+,+,+,+,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,-,,,,+,,6,1
DOBUR,09-04-2024,171.6,10.0,-55.02,161.02,163.68,166.6,164.18,160.87,164.58,159.57,168.13,90.9,168.07,120865.67,54.21,,+,+,,,,,-_01-04-2024 09:00:00,-_04-04-2024 09:00:00,,,,+,,+,,,,+,,,+,6,0
DGATE,09-04-2024,47.0,7.6,-43.26,44.01,44.02,44.58,44.85,44.27,44.12,43.09,44.09,31.0,45.51,335898.0,54.05,,,+,,,,+,+_09-04-2024 09:00:00,-_29-03-2024 09:00:00,,,,+,,+,,,,,,+,+,6,0
ICUGS,09-04-2024,15.98,1.78,-55.07,15.61,15.57,15.58,15.61,15.66,15.57,15.53,15.52,11.16,15.87,361363.67,52.74,,,,+,+,+,+,+_09-04-2024 09:00:00,+_09-04-2024 09:00:00,+,,,,,-,,,,+,,,,6,1
YGGYO,09-04-2024,44.62,2.86,-66.54,43.19,43.03,43.09,43.29,43.33,43.03,43.01,42.82,39.91,44.01,246093.33,55.06,,,,+,+,,+,+_09-04-2024 09:00:00,-_18-03-2024 09:00:00,,,,+,,-,,,,+,+,,,6,1
ALKA,09-04-2024,30.26,6.93,18.26,28.16,27.99,28.49,29.47,28.41,28.05,27.43,27.64,29.58,29.83,1241570.33,51.04,,,,+,,,+,+_09-04-2024 09:00:00,-_18-03-2024 09:00:00,,,,,,-,+,+,,,+,,,5,1
BURVA,09-04-2024,154.7,6.1,-45.2,145.16,143.93,143.07,141.35,146.16,143.73,142.84,143.6,92.18,153.33,81889.67,58.93,,,,+,+,,+,+_09-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,+,,,,,,+,,5,0
