Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
17-10-2024 13:00,IHEVA,1.98,2.0,1.98,2.0,953415.0,0.0,0.02,0.01,300.0,0.02,559523.2,70.4,True,0,,1.86,2.04,False,False
17-10-2024 13:00,SKYMD,9.88,10.2,9.88,10.16,658179.0,0.04,0.28,0.02,1020.0,0.28,194659.7,238.12,True,0,,9.71,10.45,False,False
17-10-2024 13:00,BIOEN,18.06,18.38,17.99,18.37,3620759.0,0.01,0.31,0.03,1092.31,0.31,526131.1,588.19,True,0,,16.9,ATH,False,False
17-10-2024 13:00,PATEK,64.2,65.45,64.05,65.15,287040.0,0.3,0.95,0.16,512.9,0.95,91557.0,213.51,True,0,,63.0,65.6,False,False
17-10-2024 13:00,ELITE,35.36,36.24,35.3,36.0,745232.0,0.24,0.64,0.17,280.95,0.64,302639.2,146.24,True,0,,33.6,38.44,False,False
17-10-2024 12:00,BSOKE,50.25,50.65,50.25,50.55,105420.0,0.1,0.3,0.02,1400.0,0.3,70016.3,50.56,True,0,,50.2,50.8,False,False
17-10-2024 12:00,HDFGS,1.38,1.39,1.37,1.39,1249285.0,0.0,0.01,0.0,4.50359962737049e+16,0.01,705921.5,76.97,True,0,,1.36,1.41,False,False
17-10-2024 12:00,TCKRC,23.18,24.38,23.06,24.26,2276085.0,0.12,1.08,0.17,527.91,1.08,509968.7,346.32,True,0,,21.7,ATH,False,False
17-10-2024 12:00,MNDRS,11.0,11.09,10.95,11.08,387714.0,0.01,0.08,0.02,263.64,0.08,254846.2,52.14,True,0,,10.58,11.13,False,False
17-10-2024 12:00,CANTE,1.46,1.47,1.45,1.47,8085107.0,0.0,0.01,0.0,150.0,0.01,5113436.5,58.11,True,0,,1.41,1.49,False,False
17-10-2024 11:00,ALBRK,5.4,5.49,5.4,5.48,1685887.0,0.01,0.08,0.02,233.33,0.08,724868.6,132.58,True,0,,5.1,5.52,False,False
17-10-2024 11:00,SELVA,10.75,11.09,10.71,11.07,1148891.0,0.02,0.32,0.05,595.65,0.32,332892.8,245.12,True,0,,10.26,13.85,True,False
17-10-2024 11:00,SNICA,5.23,5.29,5.23,5.28,1156789.0,0.01,0.05,0.01,257.14,0.05,468149.4,147.1,True,0,,4.98,5.39,False,False
17-10-2024 11:00,BAYRK,17.02,18.2,16.96,18.03,2693938.0,0.17,1.01,0.12,741.67,1.01,478411.5,463.1,True,0,,16.6,19.3,False,False
17-10-2024 11:00,TSKB,11.19,11.42,11.18,11.41,3915283.0,0.01,0.22,0.04,423.81,0.22,1390783.9,181.52,True,0,,10.87,ATH,False,False
17-10-2024 11:00,EGSER,3.76,3.82,3.75,3.82,885854.0,0.0,0.06,0.01,361.54,0.06,297306.8,197.96,True,0,,3.67,3.95,False,False
