Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
01-02-2024 17:00,8662.02,8682.35,8637.33,8646.12,425131714.0,XU100,7901.28,8560.59,8298.92,7665.96,+_03-01-2024 17:00:00,9.43,-,12.79,-,8582.28,8541.98,149.78,13.58,136.2,72.47,71.35,+,+,-0.2,-59.35,960660225.0,-,63.84,0.74,104.14,1.22,7996.7,8347.58,7915.48,8346.28,13426679822.0,293.95,-46.75,340.7,65.36,59.69,7915.21,7882.14,33.07,7882.79,4.37,16.85,13059599382.33,+,-,+,-,730.91,9.23,+,-,True,0.42,+,H_Wma9:H_Tk:H_Wma15,9.12,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 17:00,30.9,30.98,30.66,30.68,419284.0,A1CAP,30.94,30.78,30.08,27.2,+_25-01-2024 09:00:00,-0.85,+,12.79,-,30.8,30.78,0.48,-0.05,0.53,58.32,65.29,-,-,-0.78,-44.69,622506.0,-,0.12,0.39,0.1,0.31,28.36,31.28,28.02,30.68,8479909.0,-2.71,,,44.8,41.6,28.68,29.98,1.3,34.9,8.26,26.71,7175630.67,+,-,-,-,2.0,6.96,+,-,True,-4.33,-,H_Tk:H_Wma15:H_Wma9,6.89,-,,,,,,-,-,-_01-02-2024 17:00:00,-,,,,
01-02-2024 17:00,131.7,134.0,131.5,133.7,79897.0,ACSEL,120.63,130.25,126.75,112.38,+_25-01-2024 13:00:00,10.84,-,18.98,-,131.93,129.86,3.7,0.74,2.97,72.81,67.38,+,+,1.6,-14.87,126959.0,-,1.77,1.34,3.84,2.96,117.3,127.1,115.2,122.9,1842334.0,10.92,-5.18,16.1,56.26,67.93,120.19,123.94,3.76,126.38,4.86,89.89,1558563.0,-,-,+,-,13.51,11.24,+,-,False,-3.03,-,H_Tk:H_Wma15:H_Wma9,9.41,-,,,,,,,,+_30-01-2024 09:00:00,+,,,,
01-02-2024 17:00,495.75,499.0,495.0,499.0,73962.0,ADEL,408.61,456.12,428.75,358.62,+_24-01-2024 13:00:00,22.12,-,39.14,-,471.59,455.45,30.15,8.22,21.92,81.98,74.79,+,+,0.66,-82.08,297508.33,-,27.41,5.81,43.55,9.56,360.0,416.0,352.25,394.0,1994782.0,-0.71,-21.01,20.3,49.05,50.04,375.51,396.86,21.36,498.12,10.21,72.7,1993325.0,-,-,-,-,123.49,32.89,+,-,False,-5.38,-,H_Tk:H_Wma15:H_Wma9,31.82,-,,,,,,,,+_30-01-2024 17:00:00,+,,,,
01-02-2024 17:00,2.38,2.38,2.36,2.37,7370097.0,ADESE,2.1,2.34,2.4,2.13,-_26-01-2024 13:00:00,12.64,-,11.27,-,2.34,2.33,0.01,0.0,0.01,57.84,49.67,+,+,-0.42,-83.92,29846514.67,-,0.03,1.18,0.04,1.69,2.31,2.53,2.29,2.31,375651650.0,0.09,0.02,0.07,63.11,53.67,2.08,2.05,0.03,2.18,0.0,-2.9,346234641.0,+,+,+,-,0.29,13.89,+,-,True,1.65,-,H_Tk:H_Wma9:H_Wma15,13.41,-,,,,,,,,+_31-01-2024 09:00:00,+,,,,
01-02-2024 17:00,34.04,34.2,33.8,33.8,835133.0,ADGYO,31.42,34.45,33.08,29.48,+_18-01-2024 09:00:00,7.56,-,14.65,-,33.79,33.58,0.82,0.02,0.8,62.83,64.86,+,-,-0.76,-60.8,1650045.67,-,0.01,0.03,0.22,0.64,31.46,35.0,29.86,32.0,37702095.0,,,,50.6,,30.51,31.96,1.46,,0.95,152.93,21471332.0,+,-,+,-,3.29,10.8,+,-,True,-4.56,-,H_Wma15:H_Wma9:H_Tk,10.8,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 17:00,151.8,152.5,149.4,150.4,786758.0,AEFES,124.73,145.05,141.55,131.1,+_26-01-2024 13:00:00,20.58,-,14.72,-,146.62,144.58,3.9,1.09,2.82,70.23,66.47,+,+,-0.92,-72.02,1938652.0,-,3.78,2.58,5.82,4.03,135.0,139.5,130.6,139.1,10419057.0,12.73,1.41,11.32,69.41,64.56,132.86,127.24,5.62,116.7,3.27,35.9,11345630.33,-,+,+,+,17.54,13.2,+,-,True,4.42,-,H_Wma9:H_Wma15:H_Tk,12.45,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 17:00,12.85,12.99,12.78,12.79,2987235.0,AFYON,12.19,12.56,12.36,11.14,+_12-01-2024 13:00:00,4.92,-,14.86,-,12.66,12.57,0.23,0.03,0.21,66.81,65.72,+,+,-0.54,-43.62,4864294.33,-,0.13,1.03,0.22,1.75,11.61,12.52,11.61,12.46,42790384.0,0.27,-0.38,0.65,52.58,51.47,11.74,12.09,0.35,14.17,7.32,46.89,31428383.67,+,-,+,-,1.05,8.93,+,-,True,-2.92,-,H_Tk:H_Wma15:H_Wma9,8.85,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 17:00,59.05,59.3,58.7,58.9,72946.0,AGESA,56.49,58.58,57.02,57.35,+_22-01-2024 09:00:00,4.26,-,2.7,-,58.64,58.42,0.82,0.09,0.74,63.71,64.66,+,-,-0.51,-62.34,208885.0,-,0.26,0.44,0.48,0.82,55.1,57.7,54.3,56.9,2852219.0,2.21,-1.36,3.57,53.15,54.06,55.63,56.17,0.54,64.25,3.45,2.14,2918780.0,+,-,+,-,3.27,5.88,+,-,True,-0.97,-,H_Tk:H_Wma15:H_Wma9,5.52,-,,,,,,,,+_01-02-2024 09:00:00,+,,,,
01-02-2024 17:00,236.6,237.0,235.1,235.7,131738.0,AGHOL,210.34,234.55,228.45,205.7,+_26-01-2024 13:00:00,12.06,-,14.58,-,233.74,233.58,3.69,0.07,3.61,62.89,66.34,+,-,-0.38,-83.87,458752.67,-,1.96,0.84,2.12,0.91,220.9,230.4,215.3,229.0,3643697.0,15.97,-1.43,17.4,64.84,59.61,214.32,211.39,2.93,218.45,2.74,24.54,3271219.67,+,-,+,-,21.38,9.98,+,-,True,1.39,-,H_Tk:H_Wma9:H_Wma15,9.7,-,,,,,,,,+_01-02-2024 13:00:00,+,,,,
