Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_Ort,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
XU100,28-03-2024,9047.17,2.73,-36.12,8952.3,8954.65,8963.73,8952.97,8956.17,8961.55,8951.69,7648.49,8990.39,2639634255.33,53.48,+,+,+,,,,+,,+,+,,-,,+,,,,+,,8,1
AGHOL,28-03-2024,268.75,2.58,-40.44,260.57,259.38,259.22,261.56,259.28,257.74,258.62,199.64,266.25,1368708.67,57.21,,,,+,+,+,,,,,,+,,+,,,,+,,6,0
AEFES,28-03-2024,149.9,1.49,-57.6,148.58,148.02,147.61,148.77,147.88,148.61,147.11,116.84,149.27,2265819.0,52.76,+,,,,,,,,+,,,-,,+,,,,,,3,1
ARTMS,28-03-2024,48.98,6.8,0.77,49.82,50.72,50.79,49.31,50.83,50.83,52.64,48.34,47.64,1517558.33,49.15,,,,,,,,,,,+,,+,+,,,,,,3,0
A1CAP,28-03-2024,28.06,0.5,-45.32,28.61,29.14,29.84,28.42,29.3,28.88,29.62,33.66,28.15,1358964.33,35.3,,,,,,,,,,,,,,,,+,,,,1,0
ADEL,28-03-2024,670.0,0.68,-66.23,680.31,682.91,674.97,677.49,682.18,689.29,691.56,424.32,671.83,559108.67,56.3,,,,,,,-,,,,,+,,,,,,,,1,1
ADESE,28-03-2024,2.29,0.88,-59.78,2.33,2.4,2.49,2.31,2.42,2.35,2.46,2.15,2.29,42815520.0,28.89,,,,,,,,,,,,-,,,,+,,,,1,1
ADGYO,28-03-2024,28.66,2.95,-44.57,29.02,29.96,31.32,28.75,30.27,29.28,30.87,33.26,28.6,2052226.0,30.94,,,,,,,,,,,,,,,,+,,,,1,0
AFYON,28-03-2024,14.08,2.03,-59.37,13.57,13.25,13.01,13.71,13.18,13.25,12.87,11.76,14.13,34324998.33,62.85,,,,,,,,,,,,+,,,,,,,,1,0
AGESA,28-03-2024,70.7,0.28,-73.49,71.41,71.89,71.75,71.14,71.94,72.11,72.82,54.56,71.13,388013.33,52.92,,,,,,,,,,,,+,,-,,,,,,1,1
AVPGY,28-03-2024,44.16,0.18,-66.58,43.72,43.52,43.64,43.84,43.51,43.43,43.09,46.07,44.39,3800847.0,47.95,,,,,+,,,,,,,,,,,,,,,1,0
ACSEL,28-03-2024,146.8,-0.14,-33.39,151.54,154.73,157.98,150.24,155.58,153.91,157.76,119.81,147.9,186551.0,41.39,,,,,,,,,,,,-,,,-,,,,,0,2
AGROT,28-03-2024,37.34,-4.65,308.89,35.84,34.87,34.26,36.32,34.67,34.77,33.79,24.73,38.64,39762216.0,59.95,,,,,,,,,,,,,,-,,,,,,0,1
AGYO,28-03-2024,8.25,1.1,-27.5,8.73,8.97,9.2,8.61,9.03,8.96,9.18,7.91,8.27,5534467.33,36.1,,,,,,,,,,,,-,,,,,,,,0,1
ALVES,28-03-2024,58.0,-7.05,-5.19,62.56,61.78,58.97,62.29,61.26,63.99,61.72,49.2,59.68,20938519.67,54.58,,,-,,,,,,,,,,,,-,,,,,0,2
BORSK,28-03-2024,36.46,-1.3,-25.11,37.99,38.87,39.93,37.65,39.12,38.52,39.66,42.09,36.84,10929734.0,39.11,,,,,,,,,,,-,,,,-,,,,,0,2
