Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc
07-03-2024 15:00,ADESE,3.05,3.13,3.03,3.13,21221256.0,0.0,0.08,0.01,627.27,0.08,9473281.1,124.01,True,0,,2.86,3.17
07-03-2024 15:00,CIMSA,34.64,35.3,34.58,35.16,3480003.0,0.14,0.52,0.1,409.8,0.52,1302568.1,167.16,True,0,,33.38,35.24
07-03-2024 15:00,TRILC,13.0,13.25,12.96,13.19,890241.0,0.06,0.19,0.05,313.04,0.19,345170.4,157.91,True,0,,12.7,13.46
07-03-2024 15:00,CUSAN,27.42,27.82,27.3,27.74,186909.0,0.08,0.32,0.04,788.89,0.32,97435.3,91.83,True,0,,26.5,30.66
07-03-2024 15:00,KRONT,24.54,25.4,24.26,25.16,652014.0,0.24,0.62,0.11,474.07,0.62,292601.6,122.83,True,0,,23.92,29.26
07-03-2024 15:00,AKFGY,2.49,2.52,2.49,2.52,13433117.0,0.0,0.03,0.0,650.0,0.03,7816490.6,71.86,True,0,,2.44,2.61
07-03-2024 15:00,BMSTL,33.2,33.76,33.2,33.76,159380.0,0.0,0.56,0.11,409.09,0.56,105587.3,50.95,True,0,,31.16,37.38
07-03-2024 15:00,BOBET,35.12,35.84,35.0,35.78,1139756.0,0.06,0.66,0.12,459.32,0.66,583613.7,95.29,True,0,,33.72,38.22
07-03-2024 15:00,TRCAS,27.16,27.44,27.12,27.4,319857.0,0.04,0.24,0.05,361.54,0.24,147142.2,117.38,True,0,,25.8,28.2
07-03-2024 15:00,GENIL,75.7,77.9,75.6,77.5,544189.0,0.4,1.8,0.42,333.73,1.8,297031.4,83.21,True,0,,71.65,78.7
07-03-2024 14:00,ARZUM,59.95,62.3,59.65,62.0,673777.0,0.3,2.05,0.13,1476.92,2.05,278895.8,141.59,True,0,,57.4,ATH
07-03-2024 14:00,TSKB,8.1,8.28,8.09,8.28,7546461.0,0.0,0.18,0.02,682.61,0.18,2238013.9,237.19,True,0,,7.87,8.36
07-03-2024 14:00,IHYAY,2.78,2.98,2.77,2.98,4843401.0,0.0,0.2,0.02,900.0,0.2,899996.7,438.16,True,0,,2.7,ATH
07-03-2024 14:00,ATAKP,53.7,54.75,53.55,54.75,217314.0,0.0,1.05,0.17,517.65,1.05,140487.7,54.69,True,0,,51.85,57.35
07-03-2024 14:00,GARAN,60.55,61.8,60.5,61.55,6028868.0,0.25,1.0,0.17,488.24,1.0,2449121.5,146.16,True,0,,58.6,63.65
07-03-2024 14:00,ANSGR,70.45,72.85,70.4,72.85,585085.0,0.0,2.4,0.4,500.0,2.4,239298.5,144.5,True,0,,65.6,ATH
07-03-2024 14:00,ISCTR,10.18,10.37,10.18,10.37,60358302.0,0.0,0.19,0.03,603.7,0.19,29404904.8,105.27,True,0,,9.8,11.18
07-03-2024 14:00,YKBNK,21.58,22.06,21.58,21.96,30855327.0,0.1,0.38,0.05,603.7,0.38,13901428.7,121.96,True,0,,20.84,22.16
07-03-2024 14:00,KBORU,137.3,143.5,136.6,142.2,1883552.0,1.3,4.9,0.78,528.21,4.9,998289.6,88.68,True,0,,ATL,168.4
07-03-2024 14:00,KAYSE,33.68,34.26,33.68,34.24,986075.0,0.02,0.56,0.04,1172.73,0.56,569042.3,73.29,True,0,,33.08,37.0
07-03-2024 14:00,AKBNK,39.9,41.04,39.88,40.88,18751227.0,0.16,0.98,0.18,456.82,0.98,7721524.2,142.84,True,0,,38.0,41.74
07-03-2024 14:00,SNICA,37.28,37.94,37.26,37.78,758530.0,0.16,0.5,0.07,614.29,0.5,276087.6,174.74,True,0,,36.7,40.5
07-03-2024 14:00,MEGMT,48.36,51.45,48.36,51.35,665557.0,0.1,2.99,0.17,1690.42,2.99,356314.2,86.79,True,0,,ATL,59.0
