Hisse,Tarih,close,%Deg,%Vol,rsi_uyumsuzluk,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
BRLSM,03-05-2024,23.4,0.86,-53.05,,24.65,25.32,25.87,26.33,24.32,25.47,25.39,26.05,24.76,23.51,9807918.0,33.24,,,,,,,,-_30-04-2024 09:00:00,-_30-04-2024 09:00:00,,,,,,-,,,,,,,,0,1
