Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
01-08-2024 11:00,ENSRI,19.66,19.86,19.6,19.85,510766.0,0.01,0.19,0.03,493.75,0.19,306727.8,66.52,True,0,,19.01,19.93,False,False
01-08-2024 11:00,VBTYZ,30.52,32.68,30.36,32.34,2311544.0,0.34,1.82,0.17,970.59,1.82,518614.1,345.72,True,0,,29.5,ATH,False,False
01-08-2024 11:00,ISMEN,37.88,38.52,37.8,38.46,729234.0,0.06,0.58,0.05,1160.87,0.58,399254.8,82.65,True,0,,37.26,ATH,False,False
01-08-2024 11:00,QUAGR,3.21,3.23,3.2,3.23,3724532.0,0.0,0.02,0.0,400.0,0.02,1861671.6,100.06,True,0,,3.17,3.25,True,False
01-08-2024 11:00,MOGAN,13.96,14.3,13.96,14.29,9018127.0,0.01,0.33,0.03,900.0,0.33,2439871.6,269.61,True,0,,13.5,14.33,False,False
01-08-2024 11:00,ALARK,105.9,107.5,105.7,107.1,1008549.0,0.4,1.2,0.12,900.0,1.2,495653.5,103.48,True,0,,103.4,107.9,False,False
01-08-2024 11:00,MOBTL,5.28,5.35,5.28,5.33,2815911.0,0.02,0.05,0.01,900.0,0.05,1198477.4,134.96,True,0,,5.17,5.51,False,False
01-08-2024 11:00,VESBE,20.42,20.76,20.38,20.74,850648.0,0.02,0.32,0.01,2566.67,0.32,565532.8,50.42,True,0,,ATL,21.2,True,False
01-08-2024 11:00,ISCTR,15.34,15.5,15.31,15.49,62981896.0,0.01,0.15,0.03,354.55,0.15,33947130.2,85.53,True,0,,14.75,17.7,False,False
01-08-2024 11:00,TRILC,25.38,26.12,25.32,25.94,1186207.0,0.18,0.56,0.08,636.84,0.56,618503.8,91.79,True,0,,25.32,29.5,True,False
01-08-2024 11:00,DOFER,37.7,38.16,37.5,38.08,249430.0,0.08,0.38,0.05,660.0,0.38,136329.2,82.96,True,0,,36.96,38.24,False,False
01-08-2024 11:00,AKFYE,24.0,24.26,23.98,24.22,1042643.0,0.04,0.22,0.0,10900.0,0.22,534328.8,95.13,True,0,,ATL,24.74,False,False
01-08-2024 11:00,YKBNK,31.02,31.76,30.92,31.76,35164151.0,0.0,0.74,0.13,452.24,0.74,12234534.9,187.42,True,0,,29.48,32.58,False,False
01-08-2024 11:00,GARAN,127.3,131.2,127.2,130.8,7976125.0,0.4,3.5,0.61,473.77,3.5,3831811.5,108.16,True,0,,117.9,132.8,False,False
01-08-2024 11:00,PRKME,22.08,22.66,22.08,22.62,432503.0,0.04,0.54,0.03,1587.5,0.54,124924.7,246.21,True,0,,21.7,22.8,False,False
01-08-2024 10:00,SAHOL,100.7,101.6,100.7,101.4,2847766.0,0.2,0.7,0.04,1650.0,0.7,1497128.2,90.22,True,0,,98.8,107.4,True,False
01-08-2024 10:00,GIPTA,34.2,35.2,34.18,34.94,598931.0,0.26,0.74,0.09,704.35,0.74,259986.1,130.37,True,0,,33.8,35.5,False,False
01-08-2024 10:00,SELVA,13.45,13.74,13.45,13.74,355158.0,0.0,0.29,0.0,9566.67,0.29,131453.0,170.18,True,0,,13.6,14.11,True,True
01-08-2024 10:00,ESEN,20.38,20.88,20.36,20.8,496146.0,0.08,0.42,0.03,1135.29,0.42,254314.5,95.09,True,0,,19.93,21.2,True,False
01-08-2024 10:00,EPLAS,6.88,7.01,6.87,6.98,944727.0,0.03,0.1,0.01,1900.0,0.1,288353.6,227.63,True,0,,6.8,7.13,True,False
01-08-2024 10:00,SNICA,6.89,7.01,6.89,7.0,2154776.0,0.01,0.11,0.0,10900.0,0.11,1078666.9,99.76,True,0,,6.94,7.22,True,True
01-08-2024 10:00,SKBNK,4.34,4.37,4.33,4.37,16412178.0,0.0,0.03,0.0,inf,0.03,7095759.0,131.3,True,0,,4.18,4.44,False,False
01-08-2024 10:00,MEGMT,40.12,41.5,40.12,41.18,2119165.0,0.32,1.06,0.01,13150.0,1.06,574569.9,268.83,True,0,,39.04,42.04,False,False
01-08-2024 10:00,EDIP,22.9,23.64,22.9,23.62,238177.0,0.02,0.72,0.04,1794.74,0.72,114101.1,108.74,True,0,,22.74,24.06,True,False
01-08-2024 10:00,SOKE,13.71,13.89,13.71,13.86,304341.0,0.03,0.15,0.01,1053.85,0.15,159768.3,90.49,True,0,,13.53,13.91,False,False
01-08-2024 10:00,DOGUB,26.74,27.26,26.56,27.18,155319.0,0.08,0.44,0.03,1592.31,0.44,43445.7,257.5,True,0,,26.32,28.78,True,True
01-08-2024 10:00,DNISI,13.54,13.79,13.54,13.75,159017.0,0.04,0.21,0.0,5150.0,0.21,100621.2,58.04,True,0,,ATL,14.26,True,True
01-08-2024 10:00,DMSAS,5.64,5.7,5.63,5.69,586865.0,0.01,0.05,0.01,733.33,0.05,283999.2,106.64,True,0,,5.56,6.14,True,False
01-08-2024 10:00,DMRGD,14.69,15.15,14.69,15.04,601999.0,0.11,0.35,0.01,6900.0,0.35,222363.0,170.73,True,0,,14.7,15.2,True,True
01-08-2024 10:00,DAGI,9.03,9.18,8.95,9.16,733481.0,0.02,0.13,0.04,242.11,0.13,187967.0,290.22,True,0,,8.6,ATH,False,False
01-08-2024 10:00,GSDDE,8.64,8.75,8.64,8.72,296710.0,0.03,0.08,0.01,1233.33,0.08,154365.6,92.21,True,0,,8.43,9.16,True,False
01-08-2024 10:00,POLHO,13.2,13.49,13.1,13.47,2425970.0,0.02,0.27,0.03,900.0,0.27,598446.8,305.38,True,0,,12.91,14.16,False,False
01-08-2024 10:00,GSRAY,7.92,8.14,7.92,8.13,7667513.0,0.01,0.21,0.01,2233.33,0.21,2315027.2,231.21,True,0,,7.8,8.44,True,False
01-08-2024 10:00,HDFGS,1.8,1.83,1.8,1.83,3984428.0,0.0,0.03,0.0,1400.0,0.03,1291558.3,208.5,True,0,,1.75,1.86,False,False
01-08-2024 10:00,MAGEN,21.3,23.1,21.28,22.78,4823915.0,0.32,1.48,0.21,618.45,1.48,1451220.2,232.4,True,0,,19.8,23.08,False,False
01-08-2024 10:00,LILAK,27.16,29.36,27.14,29.36,5585494.0,0.0,2.2,0.2,1011.11,2.2,982178.2,468.68,True,0,,26.82,ATH,False,False
01-08-2024 10:00,KZGYO,20.56,20.76,20.52,20.74,175845.0,0.02,0.18,0.0,8900.0,0.18,98020.7,79.4,True,0,,20.4,21.56,True,False
01-08-2024 10:00,KZBGY,24.2,25.12,24.1,25.02,939977.0,0.1,0.82,0.12,561.29,0.82,448700.0,109.49,True,0,,23.0,25.94,False,False
01-08-2024 10:00,KRDMB,21.78,22.08,21.76,22.02,439199.0,0.06,0.24,0.02,1233.33,0.24,126158.9,248.13,True,0,,21.54,22.18,False,False
01-08-2024 10:00,KOTON,21.78,23.7,21.76,23.7,14707078.0,0.0,1.92,0.16,1070.73,1.92,1902407.8,673.08,True,0,,21.42,ATH,False,False
01-08-2024 10:00,MHRGY,4.78,4.82,4.78,4.81,1094917.0,0.01,0.03,0.0,inf,0.03,455021.1,140.63,True,0,,4.72,4.92,False,False
01-08-2024 10:00,KOCMT,18.3,19.2,18.17,19.17,20347865.0,0.03,0.87,0.12,613.11,0.87,3571072.4,469.8,True,0,,17.66,ATH,False,False
01-08-2024 10:00,KCAER,45.28,48.32,45.26,47.74,4294651.0,0.58,2.46,0.15,1562.16,2.46,911533.8,371.15,True,0,,46.78,52.6,True,True
01-08-2024 10:00,KBORU,93.8,96.7,93.1,96.25,851627.0,0.45,2.45,0.11,2233.33,2.45,265942.8,220.23,True,0,,90.0,99.6,False,False
01-08-2024 10:00,ADGYO,34.8,35.16,34.76,35.14,248671.0,0.02,0.34,0.03,1207.69,0.34,134131.1,85.39,True,0,,34.1,35.8,False,False
01-08-2024 10:00,ISDMR,38.36,38.74,38.3,38.7,512030.0,0.04,0.34,0.02,1600.0,0.34,210944.1,142.73,True,0,,37.8,38.82,False,False
01-08-2024 10:00,IHLAS,1.3,1.32,1.3,1.32,9605930.0,0.0,0.02,0.0,900.0,0.02,4865734.3,97.42,True,0,,1.27,1.34,False,False
01-08-2024 10:00,PENTA,16.05,16.29,16.05,16.25,846493.0,0.04,0.2,0.01,3233.33,0.2,326744.5,159.07,True,0,,15.81,16.96,False,False
01-08-2024 10:00,ICBCT,14.95,15.13,14.95,15.08,244791.0,0.05,0.13,0.01,2066.67,0.13,91741.3,166.83,True,0,,14.65,15.98,False,False
01-08-2024 10:00,THYAO,293.25,296.5,293.25,296.0,6260918.0,0.5,2.75,0.18,1471.43,2.75,2702486.5,131.67,True,0,,ATL,307.75,True,False
01-08-2024 10:00,PRDGS,6.43,6.54,6.43,6.54,265390.0,0.0,0.11,0.0,3566.67,0.11,167001.5,58.91,True,0,,6.38,7.47,True,True
01-08-2024 10:00,TERA,12.76,13.74,12.76,13.63,1495911.0,0.11,0.87,0.1,752.94,0.87,377927.6,295.82,True,0,,11.23,13.97,False,False
01-08-2024 10:00,ISSEN,12.65,12.88,12.6,12.86,838020.0,0.02,0.21,0.02,900.0,0.21,229433.7,265.26,True,0,,12.45,13.21,False,False
01-08-2024 10:00,ALVES,54.1,56.05,53.9,55.75,2929164.0,0.3,1.65,0.15,1000.0,1.65,781065.1,275.02,True,0,,52.35,56.6,False,False
01-08-2024 10:00,ULUUN,27.54,28.6,27.5,28.58,601975.0,0.02,1.04,0.16,558.23,1.04,259489.8,131.98,True,0,,26.76,29.48,False,False
