Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
SURGY,29-04-2024,48.28,1.26,-14.51,46.11,45.77,45.62,45.39,46.41,45.73,44.94,46.05,44.75,48.07,13749825.33,54.99,,,,+,+,+,,+_22-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,,,,,,,,+,,,4,0
SASA,29-04-2024,46.7,14.18,112.88,42.61,41.86,41.42,41.72,43.03,41.71,41.82,41.24,29.2,44.79,214972712.33,56.5,,,,,,+,,+_18-03-2024 09:00:00,+_29-04-2024 09:00:00,,,,+,,-,,,+,+,,,,4,1
INDES,29-04-2024,9.56,3.24,-31.12,9.32,9.28,9.11,8.73,9.33,9.26,9.29,9.44,4.52,9.52,45319585.0,58.13,,,,+,,,+,+_29-04-2024 09:00:00,+_22-01-2024 09:00:00,,,,,,+,,+,,,,,,4,0
KATMR,29-04-2024,2.37,0.85,20.05,2.3,2.29,2.29,2.28,2.31,2.29,2.26,2.31,1.57,2.4,296191784.67,54.7,,,,+,+,+,+,+_29-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,,,-,,-,,,,,,4,2
SEKFK,29-04-2024,21.18,8.34,7.4,19.25,18.81,18.37,17.78,19.5,18.71,18.68,18.58,10.11,20.16,5535065.33,64.64,,,,,,,,+_22-04-2024 09:00:00,+_08-01-2024 09:00:00,+,,,+,,+,,,,,+,,,4,0
ICBCT,29-04-2024,16.34,0.12,-14.75,16.2,16.18,16.16,15.83,16.23,16.18,16.0,16.2,9.1,16.18,6484793.33,55.23,,,,+,+,,,+_22-04-2024 09:00:00,+_26-06-2023 09:00:00,,-,,,,+,,+,,,,,,4,1
EUREN,29-04-2024,16.2,4.65,83.17,15.82,16.02,16.24,16.33,15.78,16.08,15.78,16.44,13.25,15.98,58729286.67,49.74,+,+,,,,,,-_25-03-2024 09:00:00,-_01-04-2024 09:00:00,,,+,,,,,,+,,,,,4,0
KLSER,29-04-2024,61.9,4.12,115.92,61.67,62.88,64.78,67.17,61.36,63.29,61.64,64.48,73.14,60.32,11420200.33,42.54,+,,,,,,,-_11-03-2024 09:00:00,-_04-03-2024 09:00:00,,-,+,,,,,+,+,,,,,4,1
IHLGM,29-04-2024,1.53,2.68,-21.78,1.46,1.45,1.46,1.46,1.47,1.45,1.43,1.45,1.15,1.52,151436363.67,53.56,,,,+,+,,+,+_29-04-2024 09:00:00,-_11-03-2024 09:00:00,,,,,,-,,+,,,,,,4,1
PNSUT,29-04-2024,100.9,12.99,82.05,92.58,90.66,88.31,85.31,93.53,90.15,90.46,89.84,48.2,97.57,1994899.67,69.72,,,,,,,,+_22-01-2024 09:00:00,+_22-01-2024 09:00:00,,,,+,,+,,+,,,,+,,4,0
GZNMI,29-04-2024,45.46,8.96,5.89,43.92,43.39,41.64,38.59,43.97,43.09,44.34,43.66,22.05,43.85,3030897.0,67.0,+,+,,,,,,+_08-01-2024 09:00:00,+_08-01-2024 09:00:00,,,+,+,,,,,,,,,,4,0
KIMMR,29-04-2024,11.31,11.21,37.7,10.74,10.57,10.16,9.55,10.78,10.49,10.74,10.6,6.15,10.78,17391034.0,61.85,+,+,,,,,,+_22-01-2024 09:00:00,+_29-01-2024 09:00:00,,,+,,,,,+,,,,,,4,0
FROTO,29-04-2024,1133.0,2.16,29.58,1128.93,1113.92,1076.33,1022.73,1130.29,1106.83,1138.09,1108.13,508.29,1123.67,4203694.33,64.86,+,,,,,,,+_22-01-2024 09:00:00,+_22-01-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
SISE,29-04-2024,51.4,1.88,20.59,49.72,49.4,49.25,49.15,49.95,49.35,49.06,49.28,30.51,51.35,150253320.0,56.66,,,,,+,+,,+_22-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,,,+,,,,,+,,,4,0
EGGUB,29-04-2024,47.3,3.05,1.1,45.98,46.16,46.73,47.19,46.06,46.27,45.37,46.57,29.4,46.77,2040748.0,50.53,,,+,,,,,-_11-03-2024 09:00:00,-_18-03-2024 09:00:00,,,,+,,-,,,,,,+,+,4,1
KAREL,29-04-2024,16.16,4.33,7.42,15.46,15.33,15.16,14.84,15.54,15.3,15.2,15.42,7.7,15.78,19398684.67,59.04,,,,,,,,+_22-04-2024 09:00:00,+_05-02-2024 09:00:00,,,,+,,+,,,,+,,+,,4,0
SMART,29-04-2024,48.06,3.27,-17.1,46.59,46.45,45.35,42.3,46.66,46.32,46.19,47.41,15.96,47.61,14111988.33,59.79,,,,+,,,+,+_29-04-2024 09:00:00,+_03-07-2023 09:00:00,,,,,,+,,+,,,,,,4,0
SANKO,29-04-2024,25.3,3.43,49.85,24.38,24.24,23.99,23.53,24.48,24.19,24.03,24.46,13.71,25.46,3655689.0,57.18,,,,+,,,,+_22-04-2024 09:00:00,+_29-01-2024 09:00:00,,,,+,,+,,-,,,,+,,4,1
ECZYT,29-04-2024,242.9,3.8,17.85,238.8,241.92,247.45,250.98,238.34,243.14,237.66,245.57,130.61,240.57,2893708.33,47.66,+,+,,,,,,-_26-02-2024 09:00:00,-_11-03-2024 09:00:00,,,+,+,,-,,,,,,,,4,1
GEDZA,29-04-2024,29.58,2.0,7.96,28.67,28.19,27.34,26.01,28.84,28.02,28.27,28.09,13.62,29.14,4485507.33,63.09,,,,,,,,+_22-01-2024 09:00:00,+_03-07-2023 09:00:00,,,,+,,+,,+,,+,,,,4,0
EGSER,29-04-2024,4.03,2.81,23.55,3.89,3.88,3.9,3.95,3.9,3.88,3.83,3.91,2.96,3.99,25997509.0,51.38,,,,+,,,+,+_29-04-2024 09:00:00,-_11-03-2024 09:00:00,,,,+,,-,,,,,+,,,4,1
PRKAB,29-04-2024,37.46,0.75,-6.07,36.99,36.95,36.73,36.11,37.02,36.93,36.71,37.37,24.58,36.97,4136008.33,54.75,,,,+,,,+,+_29-04-2024 09:00:00,+_29-01-2024 09:00:00,,,,,,+,,,,+,,,,4,0
EGEEN,29-04-2024,16825.0,6.24,103.94,16307.26,15991.2,15344.69,14275.99,16394.36,15869.65,16187.33,15875.38,5575.33,17082.5,126699.67,66.65,+,,,,,,,+_29-01-2024 09:00:00,+_05-06-2023 09:00:00,,,+,+,,+,,,,,-,,,4,1
EGEPO,29-04-2024,21.9,4.39,-11.65,20.54,20.25,20.21,20.36,20.74,20.22,19.97,20.01,13.7,21.81,6024057.33,55.21,,,,,+,+,,+_22-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,,+,,,,,,+,,,4,0
IZENR,29-04-2024,28.22,3.52,0.93,27.93,28.35,29.17,30.47,27.86,28.51,27.76,28.95,34.66,27.87,22201290.0,42.94,+,,,,,,,-_04-03-2024 09:00:00,-_29-04-2024 09:00:00,,,+,,,,,+,,+,,,,4,0
ISFIN,29-04-2024,12.5,6.38,-9.08,11.75,11.61,11.59,11.58,11.85,11.59,11.48,11.45,7.32,12.26,55679532.0,57.94,,,,,+,+,,+_22-04-2024 09:00:00,+_29-04-2024 09:00:00,+,,,,,-,,+,,,,,,4,1
MTRYO,29-04-2024,9.03,5.61,6.07,8.81,8.75,8.59,8.32,8.81,8.72,8.87,8.8,4.28,8.84,2274239.33,56.07,+,+,,,,,,+_12-02-2024 09:00:00,+_19-02-2024 09:00:00,,,+,,,-,,+,,,,,,4,1
VAKFN,29-04-2024,3.12,2.97,-45.56,3.06,3.07,3.09,3.1,3.06,3.07,3.01,3.1,1.79,3.09,163840683.0,51.15,,+,+,,,,,-_11-03-2024 09:00:00,-_18-03-2024 09:00:00,,,,+,,-,,+,,,,,,4,1
MGROS,29-04-2024,470.0,6.15,44.32,450.8,448.18,441.14,425.29,452.12,447.08,447.31,451.71,186.13,459.58,8935235.33,62.31,,,,+,,,+,+_29-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,+,,+,,,,,,,,4,0
AYDEM,29-04-2024,29.5,7.66,-21.05,28.12,27.81,27.08,25.8,28.24,27.68,27.94,27.95,13.81,28.92,10500487.67,62.51,+,,,,,,,+_15-01-2024 09:00:00,+_08-01-2024 09:00:00,-,,,+,,,,+,,+,,,,4,1
AVOD,29-04-2024,3.75,4.17,32.27,3.59,3.58,3.59,3.61,3.61,3.58,3.54,3.59,2.82,3.66,42141524.33,53.95,,,,+,+,,+,+_29-04-2024 09:00:00,-_18-03-2024 09:00:00,,,,,,-,,,,,+,,,4,1
ASGYO,29-04-2024,14.72,3.66,23.25,14.56,14.71,15.02,15.53,14.53,14.77,14.51,14.91,17.19,14.5,24800439.33,43.51,+,+,,,,,,-_04-03-2024 09:00:00,-_29-04-2024 09:00:00,,,+,,,,,+,,,,,,4,0
BALAT,29-04-2024,30.54,19.67,54.17,26.52,25.82,25.24,24.71,26.92,25.67,25.75,25.46,14.09,29.53,608060.0,61.59,,,,,,,,+_22-04-2024 09:00:00,+_19-02-2024 09:00:00,,,,+,,-,,,+,+,+,,,4,1
ASELS,29-04-2024,62.2,5.25,21.93,59.68,58.79,57.24,54.59,60.02,58.49,58.98,58.5,25.95,61.35,198900528.67,71.2,,,,,,,,+_05-06-2023 09:00:00,+_12-06-2023 09:00:00,,,,+,,+,,,,+,,+,,4,0
ARZUM,29-04-2024,47.8,2.4,45.73,47.72,48.04,47.5,45.88,47.51,48.01,48.12,49.46,26.0,47.62,5739435.0,53.76,+,,+,,,,,-_15-04-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,,,,,+,,,,,4,0
OYLUM,29-04-2024,11.39,4.59,86.28,11.06,10.98,10.75,10.28,11.09,10.95,11.0,11.07,4.87,11.19,10216709.33,60.15,+,,,,,,,+_15-01-2024 09:00:00,+_02-01-2024 09:00:00,,,,,,+,,+,+,,,,,4,0
MEGMT,29-04-2024,45.86,2.83,3.03,45.29,45.89,46.15,45.73,45.14,46.02,45.04,47.73,44.12,45.41,36995930.0,50.62,+,,,,,,,-_25-03-2024 09:00:00,-_08-04-2024 09:00:00,,,+,,,,,+,,+,,,,4,0
MEKAG,29-04-2024,62.95,3.62,60.02,62.67,63.83,65.28,66.22,62.38,64.19,62.53,65.58,66.34,62.33,5506424.0,47.03,+,,,,,,,-_11-03-2024 09:00:00,-_18-03-2024 09:00:00,,,+,,,,,+,+,,,,,4,0
BASGZ,29-04-2024,21.2,3.11,-1.52,20.65,20.6,20.52,20.25,20.7,20.59,20.41,20.78,17.31,21.01,6547610.0,56.17,,,,+,+,,+,+_29-04-2024 09:00:00,+_22-01-2024 09:00:00,,-,,+,,,,,,,,,,4,1
OYYAT,29-04-2024,46.36,2.93,-0.37,44.81,44.57,44.51,44.78,45.0,44.53,44.17,44.71,27.91,46.13,1333866.0,53.42,,,,+,+,+,,+_22-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,+,,,,,,,,,,4,0
OZGYO,29-04-2024,5.91,-0.84,-60.88,5.77,5.75,5.75,5.73,5.79,5.75,5.66,5.79,3.81,5.85,21639348.0,52.97,,,,+,+,+,,+_22-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,-,,-,,+,-,,,,,4,3
KRTEK,29-04-2024,39.52,3.56,46.58,37.1,36.25,35.28,33.89,37.55,36.03,35.96,35.71,19.06,39.29,4630388.0,63.5,,,,,,,,+_15-04-2024 09:00:00,+_03-07-2023 09:00:00,+,,,,,+,,+,,,+,,,4,0
TSGYO,29-04-2024,11.47,4.18,63.43,11.4,11.01,10.26,9.33,11.47,10.85,11.48,10.67,4.84,11.16,25357446.67,71.38,+,,,,,,,+_05-02-2024 09:00:00,+_12-02-2024 09:00:00,,,,,,+,,+,+,,,,,4,0
ALCAR,29-04-2024,1472.0,4.4,35.05,1478.51,1488.91,1465.7,1393.61,1469.76,1487.26,1505.64,1524.73,607.29,1444.0,307871.0,56.21,,,+,,,,,-_15-04-2024 09:00:00,+_26-06-2023 09:00:00,-,,+,,,+,,+,,,,,,4,1
A1CAP,29-04-2024,32.32,2.34,-8.65,31.26,31.13,31.21,31.64,31.39,31.13,30.81,31.23,33.72,31.78,8338257.67,50.84,,,,+,+,,+,+_29-04-2024 09:00:00,-_11-03-2024 09:00:00,,+,,,,,,,,,,,,4,0
ZEDUR,29-04-2024,87.2,4.74,80.67,83.95,83.4,82.77,81.3,84.34,83.28,82.56,83.59,43.11,85.68,2253229.67,57.98,,,,,,,,+_22-04-2024 09:00:00,+_26-06-2023 09:00:00,,,,+,,+,,+,,,,+,,4,0
CWENE,29-04-2024,306.0,2.09,38.95,299.04,298.08,298.9,299.61,300.15,298.16,294.22,298.47,281.54,301.25,5686911.0,52.0,,,,+,+,,,+_22-04-2024 09:00:00,-_11-03-2024 09:00:00,,,,,,,,+,,,,+,,4,0
CUSAN,29-04-2024,26.44,4.42,-21.06,25.78,25.55,25.0,24.1,25.85,25.46,25.61,25.63,14.43,25.99,5048618.0,58.69,+,,,,,,,+_08-01-2024 09:00:00,+_08-01-2024 09:00:00,-,,+,,,+,,+,,,,,,4,1
TLMAN,29-04-2024,137.3,6.85,9.43,132.13,128.68,122.94,115.2,133.2,127.5,130.82,126.3,56.24,135.03,2732770.33,64.13,+,,,,,,,+_22-01-2024 09:00:00,+_05-06-2023 09:00:00,,,+,,,+,,+,,-,,,,4,1
NTHOL,29-04-2024,31.36,2.48,-29.29,29.41,28.84,27.99,26.62,29.69,28.67,28.83,28.64,13.0,31.0,11436146.0,66.16,,,,,,,,+_22-04-2024 09:00:00,+_05-06-2023 09:00:00,,,,,,+,,,,+,+,+,,4,0
CONSE,29-04-2024,7.56,8.0,-3.4,6.85,6.63,6.48,6.42,6.96,6.59,6.55,6.49,6.36,7.38,202336115.67,63.68,,,,,,,,+_15-04-2024 09:00:00,+_15-04-2024 09:00:00,+,,,+,,,,+,+,,,,,4,0
MSGYO,29-04-2024,14.66,2.95,13.33,14.25,14.24,14.2,13.85,14.28,14.24,14.05,14.35,7.12,14.6,3537142.33,56.93,,,,+,+,,+,+_29-04-2024 09:00:00,+_05-06-2023 09:00:00,,,,,,+,,,,,,,,4,0
ANHYT,29-04-2024,60.5,12.56,59.13,54.26,52.4,50.43,48.07,55.18,51.94,52.26,51.14,23.16,58.98,6048155.67,69.29,,,,,,,,+_08-04-2024 09:00:00,+_08-01-2024 09:00:00,,,,,,+,,+,+,,,,,3,0
YYLGD,29-04-2024,14.58,4.29,-11.35,14.05,14.08,14.26,14.58,14.09,14.11,13.82,14.2,13.54,14.32,46183997.0,49.06,,,+,,,,,-_11-03-2024 09:00:00,-_04-03-2024 09:00:00,,,,+,,,,+,,,,,,3,0
GEDIK,29-04-2024,16.04,6.86,1.24,15.01,14.79,14.68,14.57,15.15,14.76,14.67,14.64,7.93,15.74,4667445.33,60.32,,,,,,,,+_22-04-2024 09:00:00,+_22-04-2024 09:00:00,+,,,,,+,,,,,+,,,3,0
ARENA,29-04-2024,58.5,13.59,55.8,51.26,49.31,47.09,43.98,52.29,48.82,48.86,48.22,20.02,56.17,4459707.33,71.08,,,,,,,,+_15-04-2024 09:00:00,+_19-06-2023 09:00:00,+,,,,,+,,,,,+,,,3,0
INFO,29-04-2024,12.4,6.8,13.7,11.91,12.14,12.54,12.93,11.89,12.22,11.75,12.53,7.98,12.12,10684307.0,46.72,+,+,,,,,,-_11-03-2024 09:00:00,-_18-03-2024 09:00:00,,,,,,-,,,,+,,,,3,1
ANGEN,29-04-2024,14.21,1.57,0.22,13.8,13.68,13.64,13.74,13.88,13.66,13.59,13.58,14.61,13.91,12100112.67,53.19,,,,,,+,,+_15-04-2024 09:00:00,+_29-04-2024 09:00:00,+,,,,,,,+,,,,,,3,0
IHLAS,29-04-2024,1.17,3.54,-23.6,1.11,1.1,1.1,1.1,1.12,1.1,1.09,1.1,0.83,1.16,279674753.67,56.51,,,,,+,+,,+_22-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,,,-,,,,,+,,,3,1
FMIZP,29-04-2024,349.5,2.34,151.0,343.84,340.93,335.49,323.63,344.85,339.94,341.53,339.84,168.02,355.67,870288.33,59.56,,,,,,,,+_18-03-2024 09:00:00,+_26-06-2023 09:00:00,,,+,,,+,,-,+,,,,,3,1
IHAAS,29-04-2024,14.55,3.19,-1.35,14.11,14.08,14.22,15.05,14.15,14.09,13.96,14.08,22.72,14.32,4967163.67,43.3,,,+,+,,,+,+_29-04-2024 09:00:00,-_29-04-2024 09:00:00,,,,,,,,,,,,,,3,0
VESBE,29-04-2024,22.86,4.77,95.45,21.91,21.35,20.57,19.61,22.11,21.18,21.56,20.91,10.86,22.82,48638062.67,67.59,,,,,,,,+_22-01-2024 09:00:00,+_02-01-2024 09:00:00,,,,,,+,,,,+,,+,,3,0
YONGA,29-04-2024,101.6,7.57,54.61,90.8,86.92,81.4,74.46,92.4,85.74,88.28,84.74,36.03,102.05,155264.67,69.45,,,,,,,,+_29-01-2024 09:00:00,+_29-01-2024 09:00:00,,,,,,+,,-,+,+,,,,3,1
HUBVC,29-04-2024,12.0,-3.3,-17.42,12.21,12.23,12.05,11.53,12.19,12.22,12.2,12.52,6.81,11.94,15613548.67,55.02,-,-,-,-,,,-,-_29-04-2024 09:00:00,+_03-07-2023 09:00:00,,-,-,+,,+,,+,-,,,,,3,8
INGRM,29-04-2024,610.0,2.69,-4.44,609.23,612.8,612.64,605.39,608.01,613.34,605.7,626.49,304.15,601.33,431396.67,51.13,+,,,,,,,-_25-03-2024 09:00:00,+_05-02-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
SANEL,29-04-2024,30.04,1.69,-37.68,29.18,28.91,28.46,27.44,29.33,28.84,28.76,28.78,13.97,29.47,3010514.33,58.99,,,,,,,,+_15-04-2024 09:00:00,+_27-11-2023 09:00:00,,,,,,+,,+,,,,+,,3,0
INTEM,29-04-2024,305.0,3.57,38.67,306.11,307.86,303.92,290.51,304.7,307.6,309.34,314.76,121.65,300.92,821073.0,55.09,,,+,,,,,-_15-04-2024 09:00:00,+_12-06-2023 09:00:00,,,+,,,-,,+,,,,,,3,1
MMCAS,29-04-2024,23.46,46.26,77.1,17.28,16.04,14.85,13.65,17.97,15.75,16.04,15.17,6.57,21.52,1314684.67,69.56,,,,,,,,+_22-04-2024 09:00:00,+_22-01-2024 09:00:00,,,,,,+,,,+,+,,,,3,0
RTALB,29-04-2024,13.2,2.25,-0.07,12.88,13.0,13.29,13.53,12.9,13.06,12.67,13.15,9.98,12.97,18015718.67,47.93,,+,,,,,,-_04-03-2024 09:00:00,-_11-03-2024 09:00:00,,,,+,,-,,+,,,,,,3,1
IMASM,29-04-2024,21.1,2.23,45.58,19.35,18.66,17.89,17.41,19.67,18.48,18.78,18.19,20.74,21.38,76422771.0,63.27,,,,,,,,+_05-02-2024 09:00:00,+_26-02-2024 09:00:00,,,,,,,+,-,+,+,,,,3,1
INVEO,29-04-2024,51.4,4.43,-24.35,47.41,46.47,46.07,45.74,48.02,46.32,45.73,45.71,24.45,50.02,7785210.0,59.21,,,,,,,,+_22-04-2024 09:00:00,+_22-04-2024 09:00:00,+,,,,,+,,,,,+,,,3,0
ISBIR,29-04-2024,165.0,23.5,38.27,140.27,135.39,130.87,126.58,142.92,134.25,134.93,132.33,77.01,154.4,199803.0,64.14,,,,,,,,+_22-04-2024 09:00:00,+_19-02-2024 09:00:00,,,,+,,-,,,+,+,,,,3,1
AKYHO,29-04-2024,8.03,14.39,19.05,7.25,6.88,6.36,5.75,7.38,6.77,7.08,6.54,2.77,7.74,72416141.33,77.71,,,,,,,,+_04-12-2023 09:00:00,+_27-11-2023 09:00:00,,,,,,+,,+,,,,+,,3,0
KLSYN,29-04-2024,6.83,6.55,-16.45,6.52,6.47,6.4,6.29,6.55,6.45,6.44,6.48,4.35,6.62,13836810.0,58.31,,,,,,,,+_22-04-2024 09:00:00,+_05-02-2024 09:00:00,,,,+,,,,+,,,,+,,3,0
GOODY,29-04-2024,21.9,3.11,15.08,21.22,21.25,21.32,21.4,21.26,21.26,21.05,21.51,14.43,21.65,5727084.0,51.84,,,,,,,,-_25-03-2024 09:00:00,-_01-04-2024 09:00:00,,,,,,+,,,,+,,+,,3,0
ONCSM,29-04-2024,183.0,5.23,-9.42,180.66,184.96,188.31,187.51,179.35,186.02,181.33,193.27,151.95,179.37,2294227.67,49.31,+,,,,,,,-_18-03-2024 09:00:00,-_08-04-2024 09:00:00,,,+,,,,,+,,,,,,3,0
GOKNR,29-04-2024,24.44,0.58,-37.85,23.4,23.25,23.23,23.17,23.54,23.24,22.89,23.35,21.2,24.39,23369919.33,54.95,,,,+,+,+,,+_22-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,,,,,,,,,,,3,0
YAYLA,29-04-2024,21.64,5.36,29.75,22.08,21.45,19.71,17.18,22.08,21.13,22.51,21.15,6.45,21.59,11020810.0,59.63,,+,,,,,,+_08-01-2024 09:00:00,+_08-01-2024 09:00:00,,,,,,+,,+,,,,,,3,0
YATAS,29-04-2024,35.92,12.25,-9.73,32.24,31.43,30.87,30.72,32.71,31.27,31.1,30.9,22.34,34.45,12456632.67,61.93,,,,,,,,+_22-04-2024 09:00:00,+_22-04-2024 09:00:00,+,,,,+,+,,,,,,,,3,0
SAMAT,29-04-2024,51.5,2.08,57.43,51.54,51.86,51.45,48.87,51.44,51.89,51.33,52.75,19.18,51.45,2406869.67,54.84,,,+,,,,,-_25-03-2024 09:00:00,+_06-11-2023 09:00:00,,,+,,,+,,,,,,,,3,0
YAPRK,29-04-2024,490.0,8.35,46.77,438.94,419.11,389.71,348.56,447.02,413.01,425.92,407.0,107.23,467.42,1703732.67,78.8,,,,,,,,+_29-05-2023 09:00:00,+_29-05-2023 09:00:00,,,,,,+,,,+,+,,,,3,0
EUKYO,29-04-2024,34.86,34.08,49.77,28.78,27.02,24.77,22.08,29.51,26.52,27.62,25.56,8.09,31.64,2560186.0,74.0,,,,,,,,+_23-10-2023 09:00:00,+_05-06-2023 09:00:00,,,,,,+,,,,+,,+,,3,0
DAGI,29-04-2024,8.8,3.17,181.33,8.5,8.4,8.33,8.28,8.55,8.39,8.36,8.35,5.29,8.77,12208784.33,56.51,,,,,,,,+_15-04-2024 09:00:00,+_15-04-2024 09:00:00,+,+,,,,-,,,+,,,,,3,1
BRMEN,29-04-2024,7.06,10.31,20.79,6.51,6.31,5.97,5.5,6.58,6.24,6.5,6.19,2.47,6.95,1364945.33,66.67,,,,,,,,+_29-01-2024 09:00:00,+_19-06-2023 09:00:00,,,,,,+,,,,+,,+,,3,0
KTSKR,29-04-2024,75.85,4.19,82.86,72.93,72.31,71.77,70.94,73.31,72.18,71.78,72.16,47.89,74.87,2816605.0,58.91,,,,,,,,+_22-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,,,+,+,,,+,,3,0
LIDFA,29-04-2024,9.3,5.44,-38.24,8.82,8.7,8.58,8.35,8.89,8.67,8.68,8.57,3.83,9.19,41875321.0,62.24,,,,,,,,+_08-04-2024 09:00:00,+_05-06-2023 09:00:00,,,,+,,+,,+,,,,,,3,0
KERVT,29-04-2024,14.9,11.78,28.15,13.53,13.23,12.88,12.47,13.69,13.15,13.24,13.11,8.45,14.52,15288031.0,64.99,,,,,,,,+_22-01-2024 09:00:00,+_29-01-2024 09:00:00,,,,,,+,,+,,,,+,,3,0
ULUSE,29-04-2024,200.1,6.44,45.8,186.32,181.03,175.04,169.55,188.7,179.61,181.55,177.4,119.97,197.8,1257023.33,65.16,,,,,,,,+_29-01-2024 09:00:00,+_12-02-2024 09:00:00,,,,,,+,,+,+,,,,,3,0
ULKER,29-04-2024,115.3,4.63,57.81,111.67,109.82,106.41,100.63,112.28,109.17,110.68,109.13,45.83,114.2,25685970.67,69.12,,,,,,,,+_22-01-2024 09:00:00,+_29-05-2023 09:00:00,,,+,,,+,,+,,,,,,3,0
BOSSA,29-04-2024,13.9,17.7,246.43,12.12,11.69,11.32,10.95,12.35,11.6,11.6,11.37,6.14,13.37,17952650.0,73.72,,,,,,,,+_08-04-2024 09:00:00,+_29-01-2024 09:00:00,,,,,,+,,+,+,,,,,3,0
DOBUR,29-04-2024,182.0,9.11,-23.42,171.7,164.48,150.8,132.96,173.5,161.73,173.06,159.54,55.58,174.67,1810869.67,67.41,,,,,,,,+_29-01-2024 09:00:00,+_10-07-2023 09:00:00,,,+,,,+,,+,,,,,,3,0
POLHO,29-04-2024,13.63,1.49,-49.71,13.62,13.73,13.86,13.9,13.58,13.76,13.65,13.89,8.7,13.47,45760089.67,49.0,+,,,,,,,-_01-04-2024 09:00:00,-_01-04-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
EMKEL,29-04-2024,15.63,2.9,57.77,15.71,15.98,16.32,16.43,15.63,16.06,15.76,16.25,6.97,15.56,15671668.0,47.34,,,,,,,,-_04-03-2024 09:00:00,-_11-03-2024 09:00:00,,,,,,-,,+,+,,,,+,3,1
BRSAN,29-04-2024,620.0,4.03,120.25,616.93,624.65,633.91,636.7,614.41,626.87,619.03,637.07,261.82,616.5,3238079.33,49.18,+,,,,,,,-_25-03-2024 09:00:00,-_01-04-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
BSOKE,29-04-2024,23.7,4.41,-22.89,23.76,22.94,21.23,18.82,23.89,22.61,24.01,22.24,6.4,23.37,15359950.33,67.09,,+,,,,,,+_03-07-2023 09:00:00,+_24-07-2023 09:00:00,,,,,,+,,+,,,,,,3,0
BUCIM,29-04-2024,8.87,4.23,1.4,8.41,8.31,8.23,8.18,8.47,8.29,8.26,8.25,4.85,8.73,74729406.67,58.43,,,,,,,,+_22-04-2024 09:00:00,+_22-04-2024 09:00:00,+,+,,,,-,,,,,+,,,3,1
PLTUR,29-04-2024,17.09,2.7,-11.35,16.65,16.76,16.82,16.63,16.64,16.79,16.55,17.14,14.64,16.83,11651032.67,52.82,,+,+,,,+,,-_01-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,,,,,,,,,,,3,0
SOKM,29-04-2024,61.7,7.21,3.0,60.76,61.49,61.97,61.43,60.51,61.66,61.05,62.94,32.21,60.12,57784971.0,51.69,+,+,,,,,,-_25-03-2024 09:00:00,-_15-04-2024 09:00:00,,-,+,,,-,,,,,,,,3,2
KRSTL,29-04-2024,9.0,1.81,44.2,8.99,9.27,9.76,10.2,8.94,9.37,8.94,9.52,6.6,8.81,24631934.67,43.05,+,,,,,,,-_08-01-2024 09:00:00,-_04-03-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
BERA,29-04-2024,19.32,1.63,-19.72,19.5,19.16,18.35,17.32,19.53,19.0,19.68,19.0,10.12,19.3,99299892.33,61.89,,+,,,,,,+_05-02-2024 09:00:00,+_19-02-2024 09:00:00,,,,,,+,,+,,-,,,,3,1
KRONT,29-04-2024,24.5,0.41,40.79,24.07,23.69,22.81,21.35,24.18,23.53,23.8,23.8,11.15,24.7,5734990.0,62.19,,,,,,,,+_22-01-2024 09:00:00,+_15-01-2024 09:00:00,,,,+,,+,,,,+,,,,3,0
KARTN,29-04-2024,135.3,5.37,116.37,136.02,133.84,126.83,116.82,135.8,132.57,139.3,133.18,68.5,137.6,4417622.33,61.97,,+,,,,,,+_05-02-2024 09:00:00,+_12-02-2024 09:00:00,,,,,,+,,,+,,,,,3,0
EPLAS,29-04-2024,7.35,2.08,57.13,6.92,6.78,6.66,6.57,6.99,6.75,6.73,6.69,4.42,7.29,26603488.33,61.48,,,,,,,,+_15-04-2024 09:00:00,+_08-04-2024 09:00:00,+,,,,,+,,,+,,,,,3,0
