Tarih,open,high,low,close,volume,Hisse,Ema200,TK,KJ,Spb,TK>KJ,Ema200_%Yakinlik,Ema200_Alaninda,Spb_%Yakinlik,Spb_Alaninda,4S_Wma9,4S_Wma15,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,rsi,sma14,Macd_sinyal,rsi_50>sma14,%Deg,%Vol,VolMov,VolMov_Sinyal,Kapanis_Fark_4S_Wma9,%Kapanis_Fark_4S_Wma9,Kapanis_Fark_4S_Wma15,%Kapanis_Fark_4S_Wma15,Hopen,Hhigh,Hlow,Hclose,Hvolume,HMACD_12_26_9,HMACDh_12_26_9,HMACDs_12_26_9,Hrsi,Hsma14,H_Wma9,H_Wma15,H_FarkWma9_15,H_Tk,H%Deg,H%Vol,HVolMov,HVolMov_Sinyal,HMacd_sinyal,Hrsi>50_sinyal,HwmaSira_sinyal,Kapanis_H_Wma9_Fark,H_Wma9_Yakinlik,Altta_Ustte,OrtAlaninda,Oncekine_goreKucuk,H_Wma(9/15)_%,Rline,OrtalamaSira,H_Wma9_Yakinlik(low-high),OrtAlanindaYeni,KontrolDurum,KontrolDurumY,KapanisXEma200_sonmum,K_Sbp_Kes,KapanisXEma200_son2mum,KapanisX4S_Wma9,KapanisX4S_Wma15,Kapanis>4S_Wma9,Kapanis>4S_Wma15,4S_Wma9X4S_Wma15,KapanisXH_Wma9,H_Wma9XH_Wma15,Arasinda(H_Wma9/H_Wma15)
24-01-2024 17:00,8123.33,8125.21,8085.73,8097.37,69664582.0,XU100,7790.21,8032.5,7982.93,7576.46,+_03-01-2024 17:00:00,3.94,-,6.88,-,8048.75,8038.02,46.15,-5.51,51.66,58.08,56.58,-,+,-0.32,-93.66,730218128.67,-,48.62,0.6,59.35,0.74,7986.47,8116.9,7937.06,7996.7,11490929720.0,301.58,-100.7,402.28,60.76,60.31,7813.36,7815.47,2.11,7882.79,0.13,-19.42,11664127318.0,+,-,+,-,284.01,3.63,+,-,True,-0.03,+,H_Tk:H_Wma15:H_Wma9,3.49,-,,,,,,,,+_24-01-2024 09:00:00,+,,,,
24-01-2024 17:00,29.42,29.56,29.4,29.52,50408.0,A1CAP,31.0,28.81,28.9,26.67,-_24-01-2024 17:00:00,-4.77,-,10.69,-,29.05,28.88,0.28,0.04,0.24,63.07,55.14,+,+,0.34,-94.55,604467.67,-,0.47,1.63,0.64,2.23,28.5,29.9,28.14,28.34,6692483.0,-2.93,,,38.39,41.94,28.43,30.18,1.75,34.9,-0.56,5.32,5795426.0,+,-,-,-,1.09,3.82,+,-,False,-5.78,-,H_Tk:H_Wma15:H_Wma9,3.4,-,Arasinda,,,,,,,+_24-01-2024 09:00:00,+,,,,
24-01-2024 17:00,117.3,118.7,117.3,117.4,19338.0,ACSEL,119.31,118.55,118.8,112.38,-_24-01-2024 17:00:00,-1.6,+,4.47,-,117.44,117.35,-0.16,0.07,-0.23,49.55,48.81,+,-,0.26,-82.6,68943.0,-,0.04,0.03,0.05,0.04,117.3,122.4,115.6,117.2,970191.0,11.59,-5.72,17.31,53.46,70.14,120.51,124.34,3.83,126.38,0.0,-47.93,1905196.0,-,-,+,-,-3.11,-2.58,-,-,True,-3.08,-,H_Tk:H_Wma15:H_Wma9,-1.5,+,,,,,,,+,-_23-01-2024 13:00:00,+,,,,-
24-01-2024 17:00,375.0,375.25,371.5,373.5,9757.0,ADEL,404.15,367.12,365.5,356.62,+_24-01-2024 13:00:00,-7.58,-,4.73,-,368.84,365.76,2.13,1.45,0.68,58.58,51.23,+,+,-0.4,-94.55,88735.67,-,4.66,1.26,7.74,2.11,380.25,386.0,345.0,357.5,1155028.0,4.63,-28.45,33.07,45.34,50.93,376.49,400.98,24.49,529.62,-5.98,-59.19,2086427.0,-,-,-,-,-2.99,-0.79,-,+,False,-6.11,-,H_Tk:H_Wma15:H_Wma9,-0.33,+,,,,,,,,+_24-01-2024 13:00:00,+,,,,-
24-01-2024 17:00,2.41,2.41,2.4,2.4,606240.0,ADESE,2.06,2.42,2.29,1.88,+_28-12-2023 17:00:00,16.63,-,28.0,-,2.43,2.42,0.07,-0.01,0.09,59.59,64.89,-,-,-0.41,-97.87,14893041.0,-,0.03,1.23,0.02,0.62,2.07,2.43,2.06,2.31,386866281.0,0.08,-0.01,0.09,63.21,53.25,2.02,2.01,0.01,2.18,12.14,40.07,278787046.67,+,-,+,-,0.38,19.0,+,-,True,0.35,+,H_Tk:H_Wma9:H_Wma15,19.0,-,,,,,,,,-_23-01-2024 17:00:00,-,,,,
24-01-2024 17:00,31.06,31.12,30.94,31.1,218209.0,ADGYO,31.09,31.33,29.74,29.1,+_18-01-2024 09:00:00,0.03,+,6.87,-,30.53,30.71,0.25,-0.04,0.29,58.3,58.01,-,+,0.19,-96.9,2648433.33,-,0.57,1.88,0.39,1.28,26.68,32.28,26.68,31.7,14906272.0,,,,49.67,,30.44,32.12,1.67,,8.86,26.26,12980338.33,+,-,-,-,0.66,2.15,+,-,False,-5.21,-,H_Wma15:H_Wma9:H_Tk,1.63,+,YukariDondu,,+,,+,,,+_24-01-2024 13:00:00,+,,,,
24-01-2024 17:00,133.4,133.6,133.1,133.3,27901.0,AEFES,121.4,134.3,133.45,129.15,+_15-01-2024 17:00:00,9.8,-,3.21,-,133.17,133.57,0.45,-0.27,0.72,51.59,54.94,-,-,-0.15,-97.48,617738.33,-,0.13,0.1,0.27,0.2,134.1,135.9,130.4,134.7,7666492.0,12.9,1.25,11.65,67.65,63.89,130.23,124.66,5.57,116.7,1.2,-51.94,11137594.67,-,+,+,+,3.07,2.36,+,-,True,4.47,-,H_Wma9:H_Wma15:H_Tk,2.21,-,,YukariDondu,,,,,,+_24-01-2024 13:00:00,-,,,,
24-01-2024 17:00,12.0,12.01,11.95,11.98,54724.0,AFYON,12.14,11.95,11.76,11.1,+_12-01-2024 13:00:00,-1.29,+,7.88,-,11.94,11.87,0.12,0.02,0.1,59.53,56.96,+,+,-0.08,-97.16,1508977.0,-,0.04,0.31,0.11,0.89,11.63,11.93,11.41,11.61,29130677.0,0.3,-0.53,0.83,47.48,51.59,11.65,12.11,0.46,14.17,-0.17,30.26,21996634.0,+,-,-,-,0.33,2.82,+,-,True,-3.83,-,H_Tk:H_Wma15:H_Wma9,2.56,-,Arasinda,YukariDondu,,,,,,+_24-01-2024 09:00:00,+,,,,
24-01-2024 17:00,55.6,55.65,55.3,55.45,30332.0,AGESA,56.22,56.0,55.28,56.82,+_22-01-2024 09:00:00,-1.37,+,-2.42,-,55.62,55.55,0.11,-0.02,0.13,50.35,51.49,-,-,-0.27,-85.54,151177.67,-,0.17,0.3,0.1,0.18,55.2,57.45,52.85,55.0,2792508.0,2.73,-1.84,4.58,51.3,55.71,55.42,56.25,0.83,64.25,0.0,-10.26,2590216.67,+,-,+,-,0.03,0.06,+,+,True,-1.47,-,H_Tk:H_Wma15:H_Wma9,-0.21,+,,,,,,,-,-_23-01-2024 17:00:00,-,,,,
24-01-2024 17:00,220.3,220.9,220.1,220.3,22070.0,AGHOL,206.23,219.45,220.95,201.05,-_24-01-2024 13:00:00,6.82,-,9.57,-,219.39,220.09,0.89,-0.68,1.57,53.11,54.96,-,-,0.0,-89.91,164553.67,-,0.91,0.42,0.21,0.1,217.3,228.6,217.2,222.9,2925679.0,16.88,-3.51,20.38,63.04,59.54,209.75,208.79,0.96,221.2,2.62,-9.82,3048639.67,+,-,+,-,10.55,5.03,+,-,False,0.46,+,H_Tk:H_Wma9:H_Wma15,4.94,-,,,,,,,,+_24-01-2024 13:00:00,+,,,,
