Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,rsi,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
22-10-2024 09:00,EMKEL,10.16,10.84,10.15,10.75,2688072.0,0.09,0.59,0.02,2358.33,0.59,1291840.5,108.08,True,41.61,0,,ATL,15.65,True,False
22-10-2024 09:00,ULUFA,11.51,12.11,11.51,11.96,1814093.0,0.15,0.45,0.01,7400.0,0.45,1175044.7,54.39,True,46.96,0,,11.0,13.4,True,False
22-10-2024 09:00,MANAS,16.82,17.99,16.65,17.67,10394935.0,0.32,0.85,0.11,672.73,0.85,4194748.1,147.81,True,67.51,0,,13.0,17.97,False,False
22-10-2024 09:00,PRZMA,31.88,34.04,31.0,33.84,1056122.0,0.2,1.96,0.12,1561.02,1.96,650742.1,62.3,True,58.15,0,,30.62,35.92,True,False
22-10-2024 09:00,SANKO,20.1,22.08,20.1,22.08,1815786.0,0.0,1.98,0.14,1355.88,1.98,332166.2,446.65,True,54.16,0,,21.8,26.0,True,True
22-10-2024 09:00,KLSYN,5.2,5.63,5.13,5.62,6628026.0,0.01,0.42,0.08,418.52,0.42,3315825.3,99.89,True,67.73,0,,4.44,5.69,False,False
22-10-2024 09:00,SMRTG,34.16,37.4,34.08,37.4,17470372.0,0.0,3.24,0.05,5900.0,3.24,3847718.6,354.04,True,49.95,0,,ATL,46.96,True,False
22-10-2024 09:00,HTTBT,83.0,90.95,81.95,90.8,331159.0,0.15,7.8,0.77,912.99,7.8,205395.2,61.23,True,59.13,0,,81.05,93.5,False,False
22-10-2024 09:00,CWENE,155.4,170.5,154.4,170.5,3586151.0,0.0,15.1,0.66,2187.88,15.1,795293.9,350.92,True,50.14,0,,ATL,231.0,True,True
22-10-2024 09:00,GSRAY,6.78,7.2,6.75,7.13,51008918.0,0.07,0.35,0.01,2816.67,0.35,23787556.8,114.44,True,55.6,0,,7.06,7.85,True,False
22-10-2024 09:00,GOODY,14.49,15.7,14.33,15.55,3765121.0,0.15,1.06,0.09,1027.66,1.06,1416256.4,165.85,True,56.12,0,,14.99,16.7,True,False
22-10-2024 09:00,ALFAS,48.16,51.8,48.14,51.8,3656115.0,0.0,3.64,0.08,4566.67,3.64,1660729.8,120.15,True,51.04,0,,51.5,57.0,True,True
22-10-2024 09:00,BAKAB,30.38,33.4,30.38,33.4,690829.0,0.0,3.02,0.38,690.58,3.02,146230.3,372.43,True,56.19,0,,ATL,36.16,True,False
